Gender,Age,Married,Education,Job,Employment Years,Annual Income (USD),Interest Rate,Down Payment (USD),Credit Score,Existing Monthly Debt (USD),Area,Loans Repaid,Max Loan Amount (USD)
Female,67,No,High School,Engineer,41,123414.68,0.07,66553.3,683,2408.54,Urban,6,381338.2
Male,57,Yes,Bachelor's,Sales Manager,34,121765.07,0.07,52295.71,696,2090.25,Suburban,5,417385.69
Female,75,Yes,Master's,Doctor,47,136662.83,0.03,57049.07,782,1247.64,Rural,6,1007271.15
Female,50,Yes,Master's,Engineer,22,148699.79,0.04,21779.17,787,1500.68,Urban,4,935858.11
Female,36,No,Bachelor's,Doctor,17,132334.25,0.05,43056.16,740,1799.56,Suburban,5,688414.51
Female,59,No,Master's,Teacher,32,89478.52,0.08,41483.23,680,652.34,Suburban,2,395451.12
Female,62,No,Bachelor's,Freelancer,36,115720.08,0.04,37215.31,804,2099.76,Rural,11,578986.81
Male,76,Yes,Master's,Business Owner,50,150439.29,0.03,46618.02,850,2760.37,Urban,10,878660.68
Male,59,No,Bachelor's,Freelancer,41,98901.76,0.04,38149.78,796,1302.28,Suburban,8,618673.48
Female,72,Yes,High School,Software Engineer,50,87153.96,0.03,5000.0,798,957.58,Urban,9,585802.28
Female,43,No,Master's,Sales Manager,21,124237.17,0.1,69826.63,612,1385.66,Urban,4,319514.51
Female,59,No,High School,Nurse,31,79843.37,0.06,18204.12,749,1249.32,Rural,5,361857.36
Female,52,Yes,Master's,Business Owner,30,167925.35,0.04,8911.83,803,1455.57,Suburban,8,1150953.41
Female,57,Yes,High School,Teacher,31,100792.97,0.03,23694.2,850,1255.41,Urban,9,722049.35
Female,64,Yes,Master's,Retired,43,197123.15,0.03,68407.93,795,1800.55,Urban,6,1447170.44
Female,64,No,Bachelor's,Banker,37,124587.13,0.04,60209.31,797,1551.4,Rural,7,811823.33
Female,62,Yes,Master's,Banker,42,175557.3,0.07,79575.34,708,1214.51,Suburban,6,847159.12
Female,72,Yes,Bachelor's,Doctor,49,162580.94,0.03,179170.41,821,3029.65,Suburban,12,1067338.16
Female,35,Yes,High School,Freelancer,10,33431.01,0.06,5000.0,731,194.78,Urban,5,180376.25
Female,67,Yes,High School,Banker,44,87350.67,0.03,46749.35,797,954.96,Urban,9,627872.33
Male,76,Yes,Master's,Sales Manager,50,100198.86,0.06,70789.16,722,1696.54,Urban,7,392221.99
Male,74,No,Master's,Freelancer,50,162968.87,0.03,96255.3,801,1642.66,Rural,10,1190345.35
Male,63,Yes,High School,Software Engineer,41,71678.36,0.08,93400.05,669,830.06,Rural,5,314669.57
Female,81,No,Bachelor's,Retired,50,140816.35,0.03,14622.49,850,2301.86,Urban,15,860317.16
Male,52,Yes,Bachelor's,Nurse,29,85668.65,0.06,28424.97,736,933.91,Urban,3,397158.5
Male,45,Yes,Master's,Accountant,23,101067.41,0.05,95118.52,761,1648.29,Urban,2,538463.48
Female,66,No,Master's,Freelancer,42,67999.49,0.05,48353.41,765,1140.1,Suburban,2,357740.28
Male,37,No,High School,Teacher,15,82864.02,0.08,76282.15,667,1805.64,Suburban,1,226625.65
Female,28,Yes,Bachelor's,Business Owner,8,125513.77,0.08,35735.73,679,2465.71,Urban,2,299298.84
Male,85,No,Bachelor's,Freelancer,50,79615.18,0.08,24289.68,700,1245.35,Urban,13,256398.45
Male,31,No,Master's,Accountant,11,74913.64,0.05,43013.66,734,133.06,Suburban,5,491155.8
Female,53,Yes,Bachelor's,Teacher,27,59195.95,0.11,11364.39,592,677.36,Urban,4,119312.62
Male,38,Yes,Master's,Freelancer,21,156909.54,0.04,43017.12,779,2762.4,Suburban,2,786236.94
Male,42,Yes,PhD,Lawyer,22,118411.01,0.03,32070.0,846,1116.65,Suburban,3,937455.38
Female,59,Yes,High School,Sales Manager,36,78486.94,0.05,30262.65,761,1078.82,Urban,3,423087.96
Female,42,Yes,Master's,Retired,21,120054.68,0.07,42935.48,700,1976.87,Rural,3,398870.05
Male,55,Yes,Bachelor's,Software Engineer,33,155781.48,0.06,117357.49,745,1616.61,Suburban,7,872958.95
Female,50,Yes,Bachelor's,Teacher,23,89111.79,0.06,39848.2,728,2049.7,Suburban,3,244579.0
Male,30,No,Bachelor's,Lawyer,3,107077.63,0.07,61975.67,685,885.16,Urban,1,501211.12
Male,78,Yes,Bachelor's,Retired,50,72981.01,0.03,79918.73,849,1360.86,Urban,15,478398.61
Female,59,No,High School,Lawyer,39,112166.69,0.07,50153.51,683,1446.52,Urban,6,427078.09
Female,47,Yes,Bachelor's,Nurse,22,62320.78,0.03,57415.49,845,424.69,Urban,8,572592.53
Female,83,Yes,Master's,Freelancer,50,125652.5,0.03,77615.26,850,2221.92,Suburban,10,792408.37
Female,41,No,Bachelor's,Engineer,23,122588.01,0.07,76443.73,691,1532.56,Suburban,5,505007.49
Female,62,No,PhD,Nurse,41,144005.52,0.03,47043.12,833,2138.15,Urban,10,963085.95
Female,67,No,Bachelor's,Nurse,42,159480.2,0.03,132108.11,819,2113.96,Suburban,6,1206822.66
Male,69,Yes,Bachelor's,Freelancer,50,64483.99,0.03,12838.87,805,1047.6,Urban,9,401646.88
Female,36,Yes,High School,Teacher,11,103958.65,0.03,87307.71,791,1552.67,Rural,3,683937.41
Male,83,Yes,PhD,Lawyer,50,173803.61,0.03,40187.5,850,1985.03,Suburban,16,1287040.92
Male,74,No,Master's,Accountant,50,133032.45,0.03,109308.11,850,1529.19,Urban,9,1061344.48
Male,51,No,Master's,Business Owner,23,155203.83,0.03,170982.86,826,2415.28,Suburban,6,1131965.89
Male,68,No,Master's,Sales Manager,45,169743.26,0.03,159143.7,843,3239.57,Urban,10,1068305.26
Female,31,Yes,Master's,Lawyer,9,145896.88,0.03,101331.44,785,3133.55,Suburban,1,723446.36
Female,39,No,Bachelor's,Teacher,17,71108.55,0.03,11232.79,850,1095.23,Urban,5,454212.35
Female,78,Yes,High School,Lawyer,50,161655.29,0.03,50088.75,850,2842.42,Rural,14,973518.38
Male,51,No,Bachelor's,Accountant,30,88181.61,0.08,23319.53,703,1058.81,Urban,4,318662.34
Male,28,No,Bachelor's,Engineer,7,88519.07,0.08,92390.79,677,1675.11,Urban,0,290476.29
Male,41,No,Bachelor's,Doctor,19,138763.04,0.07,29396.31,715,2181.41,Urban,0,478640.54
Male,58,No,Master's,Banker,37,74257.24,0.06,28829.68,735,1004.53,Urban,6,302027.35
Female,37,Yes,Bachelor's,Business Owner,16,108907.13,0.03,90941.84,813,2355.3,Urban,2,583484.56
Female,60,Yes,Master's,Doctor,38,195440.48,0.03,68641.59,821,1885.49,Urban,2,1522769.43
Female,63,No,Bachelor's,Freelancer,44,76246.95,0.03,55217.9,832,931.8,Suburban,4,587744.36
Male,69,Yes,Bachelor's,Business Owner,44,78860.9,0.04,42336.14,794,588.2,Suburban,10,606446.18
Female,62,Yes,Master's,Banker,37,137813.28,0.04,34573.85,790,2436.62,Rural,8,725345.29
Female,85,No,Master's,Lawyer,50,142340.76,0.04,62942.89,763,1956.79,Urban,12,817477.53
Female,75,Yes,Master's,Business Owner,49,164005.59,0.03,158935.33,850,1861.96,Rural,6,1338146.65
Female,45,Yes,Bachelor's,Accountant,20,113498.02,0.03,119115.5,804,2451.32,Suburban,2,659375.1
Male,52,Yes,Bachelor's,Freelancer,27,95921.5,0.03,61067.03,825,1145.77,Urban,9,737282.24
Male,39,Yes,PhD,Doctor,9,163980.72,0.07,87765.73,710,2434.7,Urban,6,640820.83
Male,55,Yes,Bachelor's,Business Owner,31,185008.46,0.08,46399.61,682,2532.27,Urban,7,608039.63
Female,80,No,PhD,Sales Manager,50,122246.36,0.03,95264.43,850,623.97,Rural,13,1155411.2
Male,78,No,Bachelor's,Banker,50,154707.21,0.03,133102.84,843,3280.08,Suburban,9,884055.03
Male,36,Yes,Bachelor's,Lawyer,12,79835.81,0.03,48144.84,849,1022.25,Urban,7,594684.29
Male,51,Yes,Bachelor's,Engineer,31,139607.21,0.03,99319.98,847,2559.26,Urban,3,872013.31
Male,47,Yes,Master's,Sales Manager,24,118034.82,0.04,27823.54,778,1302.58,Rural,6,706072.63
Female,53,Yes,Master's,Freelancer,31,126208.9,0.03,66781.08,808,2111.62,Suburban,10,775676.13
Female,32,No,Bachelor's,Doctor,10,147047.83,0.06,160458.29,681,1764.73,Suburban,2,728141.1
Male,54,Yes,Bachelor's,Engineer,32,73082.0,0.05,35033.12,734,429.64,Urban,3,433721.81
Male,55,Yes,Bachelor's,Lawyer,31,134538.22,0.03,50176.69,850,564.51,Suburban,5,1245906.08
Female,64,No,Master's,Software Engineer,42,122475.56,0.06,119124.72,739,1845.57,Suburban,4,551004.61
Male,67,Yes,Bachelor's,Engineer,41,137693.56,0.05,28603.68,766,1879.63,Suburban,4,723482.5
Male,34,No,Master's,Accountant,7,66740.49,0.07,13960.79,715,972.88,Rural,2,226527.59
Male,46,Yes,High School,Accountant,22,100795.15,0.07,84427.03,718,1892.94,Rural,4,367853.47
Male,81,No,High School,Doctor,50,122329.0,0.04,75265.76,779,2039.53,Urban,9,667994.28
Female,49,No,Bachelor's,Retired,27,95910.58,0.08,51601.62,688,1064.79,Urban,4,383387.75
Female,45,No,Master's,Lawyer,22,93334.61,0.06,54522.99,711,1642.79,Urban,5,334260.38
Male,42,Yes,Bachelor's,Nurse,16,50978.02,0.03,21362.09,825,904.54,Suburban,5,310623.06
Male,60,No,Bachelor's,Nurse,42,110841.43,0.06,9003.58,748,774.86,Urban,4,637180.7
Female,66,No,Master's,Engineer,42,89355.07,0.04,59600.78,788,1027.39,Suburban,12,594116.52
Female,78,Yes,Bachelor's,Software Engineer,50,143971.1,0.04,136490.89,808,2217.81,Urban,8,927753.42
Female,32,No,Bachelor's,Doctor,6,116591.11,0.07,82828.03,713,1309.52,Urban,0,522681.61
Female,67,No,Bachelor's,Nurse,45,120839.16,0.06,74928.34,731,1050.01,Urban,6,602833.35
Male,64,Yes,Bachelor's,Business Owner,36,135252.54,0.06,52438.24,735,1437.39,Suburban,2,627264.2
Male,86,Yes,Master's,Software Engineer,50,146221.72,0.04,80263.76,769,1124.35,Urban,11,1113244.77
Female,32,Yes,High School,Nurse,15,77580.13,0.06,28666.74,742,1202.66,Rural,4,341376.78
Male,64,Yes,Bachelor's,Retired,38,121276.49,0.07,136442.0,696,1361.33,Suburban,2,576769.22
Female,70,No,Master's,Freelancer,44,149906.49,0.03,77698.21,850,2264.53,Urban,14,1022083.73
Female,34,Yes,Master's,Sales Manager,10,95381.01,0.04,43550.85,779,713.84,Urban,4,707646.17
Female,29,Yes,Bachelor's,Accountant,4,105126.06,0.06,49243.9,729,1477.3,Urban,2,446910.98
Male,57,Yes,Bachelor's,Software Engineer,36,129601.65,0.04,114760.15,797,2146.71,Urban,8,763779.37
Female,76,No,Bachelor's,Lawyer,48,182715.67,0.03,122771.16,816,1529.58,Suburban,8,1560540.72
Male,38,Yes,Master's,Retired,17,118383.55,0.04,99779.99,787,1027.03,Rural,5,903641.28
Female,79,No,PhD,Doctor,50,172926.73,0.03,32012.76,850,3433.88,Urban,11,926546.64
Female,64,Yes,Master's,Nurse,36,73943.39,0.04,45278.36,805,929.83,Urban,9,475535.86
Male,66,No,Master's,Business Owner,39,149692.66,0.04,43615.15,743,2544.58,Suburban,5,753296.26
Female,60,Yes,High School,Business Owner,38,166048.69,0.03,18277.86,810,2435.53,Urban,8,993393.21
Female,36,No,PhD,Accountant,11,149997.76,0.03,77203.33,819,2352.85,Urban,4,963450.66
Male,38,No,PhD,Nurse,12,83195.68,0.08,24895.52,674,915.58,Suburban,0,288613.63
Male,39,No,PhD,Software Engineer,17,207946.35,0.07,175135.89,714,2437.54,Urban,2,979609.19
Male,37,Yes,PhD,Doctor,14,109672.55,0.06,101480.89,744,2203.76,Suburban,4,491808.65
Male,79,Yes,Master's,Software Engineer,50,124058.54,0.04,121155.85,797,1629.4,Suburban,8,804862.51
Male,81,Yes,Master's,Sales Manager,50,161158.44,0.03,18148.26,850,1700.77,Suburban,14,1207454.95
Female,38,Yes,Master's,Teacher,17,142634.42,0.07,91074.34,701,1542.02,Urban,3,628732.9
Male,60,No,Master's,Banker,35,100369.9,0.05,104534.11,770,1214.42,Suburban,4,643151.15
Male,84,Yes,High School,Engineer,50,106887.84,0.06,47369.04,724,2245.81,Urban,9,317060.28
Female,47,Yes,Master's,Nurse,26,25000.0,0.12,26407.57,619,449.25,Urban,1,55645.09
Male,32,Yes,PhD,Software Engineer,10,126037.04,0.03,34763.72,841,905.39,Rural,4,1065625.11
Female,74,No,Master's,Freelancer,50,138547.66,0.05,105303.75,777,1120.69,Suburban,7,936176.76
Male,51,Yes,Master's,Freelancer,25,108330.35,0.05,97399.11,770,1209.6,Suburban,6,684173.34
Male,59,Yes,High School,Engineer,38,114996.86,0.06,71699.39,732,1435.92,Urban,4,545775.43
Female,81,Yes,High School,Software Engineer,50,143110.42,0.06,57974.1,731,2523.58,Rural,10,499872.06
Female,58,Yes,Master's,Engineer,33,120835.44,0.06,37087.98,750,2289.71,Urban,6,479108.35
Female,69,Yes,PhD,Freelancer,45,132760.77,0.03,72358.22,813,2829.87,Suburban,5,660663.65
Female,71,No,PhD,Sales Manager,46,98340.86,0.06,33879.28,716,1714.48,Rural,12,341982.18
Female,41,No,PhD,Business Owner,19,172088.1,0.03,182527.81,778,3229.95,Urban,1,1014306.55
Male,46,No,High School,Lawyer,25,119995.42,0.07,101675.02,700,1488.22,Suburban,3,532445.09
Male,69,No,PhD,Banker,45,207949.32,0.04,110365.96,774,4313.33,Urban,5,952558.03
Female,51,No,Bachelor's,Accountant,29,62474.88,0.07,40054.58,696,1456.5,Rural,5,163609.46
Female,81,Yes,Bachelor's,Teacher,50,75753.05,0.1,26781.62,638,776.41,Urban,9,244747.68
Female,59,Yes,Master's,Lawyer,35,146335.23,0.05,127419.2,759,1329.34,Rural,8,997470.47
Male,39,Yes,High School,Retired,13,69169.49,0.09,31428.53,647,501.72,Urban,2,267139.74
Male,77,No,Bachelor's,Accountant,50,104868.17,0.07,19032.85,694,1338.5,Rural,7,385257.81
Female,48,Yes,Bachelor's,Business Owner,27,145722.64,0.09,89954.09,655,666.04,Urban,3,624175.3
Male,78,Yes,High School,Business Owner,50,129975.71,0.05,96474.67,778,2507.17,Urban,7,636762.94
Female,63,No,Master's,Business Owner,33,106400.31,0.03,17819.75,850,989.94,Urban,7,834559.1
Female,52,Yes,Bachelor's,Software Engineer,29,119046.87,0.07,109501.16,713,1905.58,Suburban,7,472586.03
Male,78,Yes,Master's,Nurse,50,73573.31,0.06,35436.19,749,1171.25,Urban,5,343547.4
Female,80,No,High School,Sales Manager,50,93985.37,0.03,79083.25,807,1028.01,Urban,6,746233.49
Female,41,Yes,Master's,Nurse,14,81522.07,0.03,39287.58,850,212.6,Urban,3,794533.24
Male,35,No,PhD,Sales Manager,13,127156.51,0.05,71294.67,738,903.23,Suburban,3,740626.27
Female,56,No,Bachelor's,Doctor,32,111459.77,0.05,39421.39,741,1969.56,Rural,7,493910.59
Female,52,Yes,High School,Nurse,28,97842.1,0.03,83216.43,811,1277.28,Rural,8,747219.68
Female,50,No,Master's,Doctor,33,155655.12,0.03,62007.95,809,2499.61,Urban,9,936766.72
Male,86,No,Master's,Sales Manager,50,132757.13,0.06,72774.11,750,1991.5,Urban,9,622930.09
Female,63,Yes,Bachelor's,Software Engineer,38,128589.17,0.05,87677.64,767,1888.66,Rural,6,723996.11
Male,84,No,Master's,Engineer,50,89023.48,0.04,57956.45,794,1116.32,Suburban,12,579391.59
Male,75,Yes,Master's,Teacher,48,151045.94,0.03,135125.66,850,3553.39,Urban,11,785068.67
Female,39,No,Bachelor's,Freelancer,20,111693.99,0.05,17054.34,737,649.98,Urban,7,635212.01
Male,77,Yes,Bachelor's,Software Engineer,50,137700.94,0.03,85003.01,824,1443.23,Urban,10,1041778.89
Male,39,Yes,High School,Business Owner,12,105136.05,0.1,99845.5,665,2167.35,Rural,2,281056.09
Female,45,Yes,High School,Retired,23,25000.0,0.08,5000.0,651,276.61,Suburban,5,85978.85
Female,63,Yes,Bachelor's,Accountant,38,153725.14,0.07,13299.51,699,2172.38,Urban,6,539336.81
Female,75,Yes,Master's,Retired,47,119194.16,0.04,20128.61,779,734.43,Urban,10,842176.55
Female,77,No,Master's,Software Engineer,50,173765.24,0.04,108057.32,787,2694.4,Rural,6,1042208.68
Male,46,Yes,Bachelor's,Software Engineer,27,57215.01,0.06,38090.86,721,1004.13,Urban,4,217229.24
Male,75,Yes,Master's,Doctor,50,133955.61,0.08,117443.56,693,1433.72,Urban,3,605458.99
Male,80,No,PhD,Software Engineer,50,145543.72,0.06,99275.37,722,2720.12,Urban,12,532330.61
Female,62,No,Bachelor's,Sales Manager,42,143384.71,0.06,12458.14,742,2670.31,Urban,6,527193.79
Female,76,Yes,Master's,Teacher,50,157892.64,0.03,108585.76,846,2406.76,Urban,11,1098161.52
Female,54,Yes,Bachelor's,Nurse,30,94304.21,0.03,63722.81,804,1941.17,Urban,6,491470.48
Female,30,Yes,PhD,Software Engineer,13,98398.05,0.11,39976.96,580,1177.89,Urban,0,216439.43
Male,40,No,PhD,Software Engineer,15,110234.66,0.03,54633.88,850,1866.61,Suburban,4,701330.31
Female,65,Yes,Bachelor's,Banker,37,117362.67,0.03,78004.14,840,1704.31,Urban,8,833640.12
Male,78,Yes,Master's,Banker,50,117475.53,0.03,82561.52,846,1088.76,Suburban,11,985315.07
Female,68,No,Master's,Freelancer,44,136948.11,0.04,100749.75,774,1692.72,Urban,5,924957.88
Male,46,Yes,Master's,Business Owner,22,146179.1,0.04,37849.59,802,2735.0,Urban,3,722326.33
Female,70,Yes,PhD,Banker,49,122906.54,0.03,120389.57,850,1854.33,Urban,13,895231.81
Male,62,Yes,Master's,Nurse,39,86219.96,0.05,10594.9,751,1621.46,Urban,14,353435.91
Male,42,Yes,Bachelor's,Software Engineer,17,140791.6,0.03,141297.84,849,2302.74,Urban,3,986540.33
Male,43,Yes,PhD,Retired,16,112540.01,0.03,5000.0,793,1678.42,Rural,5,684639.34
Female,62,Yes,Master's,Accountant,38,123241.54,0.05,62104.56,777,1365.37,Suburban,6,705812.1
Female,32,Yes,Bachelor's,Freelancer,14,103102.65,0.03,79978.92,815,1495.19,Urban,3,744287.6
Male,34,Yes,Bachelor's,Teacher,11,79852.8,0.04,33022.52,786,882.42,Urban,3,497902.55
Male,48,Yes,Master's,Doctor,27,144888.08,0.08,49418.21,676,2267.68,Suburban,6,442064.17
Female,68,No,Master's,Accountant,41,85306.64,0.03,73118.7,837,1589.91,Urban,11,539084.29
Male,81,No,High School,Teacher,50,46046.94,0.03,37345.08,779,777.04,Urban,11,276590.61
Female,28,No,PhD,Retired,5,95392.33,0.04,48869.45,782,1510.81,Suburban,0,538783.82
Female,52,Yes,Master's,Banker,24,174826.02,0.07,98190.52,719,2060.28,Urban,8,766289.57
Male,57,Yes,PhD,Lawyer,35,158267.82,0.06,93741.85,744,2175.18,Suburban,6,821138.65
Male,46,Yes,PhD,Engineer,19,75384.35,0.07,10231.09,718,855.13,Rural,4,282278.94
Female,51,Yes,PhD,Software Engineer,28,109587.69,0.05,62018.93,764,1653.78,Urban,3,597041.91
Male,73,Yes,Master's,Banker,47,155612.87,0.03,71047.96,798,2173.07,Urban,5,988232.34
Male,42,Yes,Master's,Retired,19,61095.92,0.05,48032.07,774,1118.04,Suburban,6,308392.14
Female,62,Yes,Bachelor's,Banker,41,158674.1,0.03,100257.29,846,2689.72,Suburban,6,1030442.19
Female,51,No,Bachelor's,Freelancer,26,52547.71,0.12,40221.77,589,938.09,Urban,2,102280.0
Female,63,No,Bachelor's,Sales Manager,38,107023.62,0.03,43788.12,791,825.36,Urban,6,833731.02
Female,76,Yes,PhD,Nurse,48,99738.75,0.03,64679.36,850,1804.8,Suburban,6,622307.12
Male,86,Yes,Bachelor's,Banker,50,107748.27,0.04,88033.31,765,2579.86,Urban,6,473392.22
Male,41,Yes,Master's,Engineer,14,88234.82,0.05,47248.45,751,1789.63,Rural,3,375973.07
Female,49,No,Bachelor's,Software Engineer,29,110828.01,0.07,99606.5,688,1326.27,Suburban,5,520408.64
Female,66,No,Master's,Teacher,42,83413.24,0.05,30308.01,783,1686.46,Urban,8,341965.56
Male,35,Yes,Master's,Nurse,9,66451.65,0.03,91972.8,817,781.3,Urban,6,563389.78
Female,75,No,Bachelor's,Freelancer,50,89352.26,0.03,11143.25,830,1410.32,Rural,8,559687.11
Male,81,Yes,Bachelor's,Teacher,50,129781.96,0.05,76456.23,731,2771.81,Suburban,14,427531.03
Female,43,Yes,Bachelor's,Retired,17,37891.54,0.05,25905.75,731,0.0,Urban,2,264096.39
Male,73,Yes,Bachelor's,Accountant,42,90490.17,0.05,64477.99,737,2377.73,Suburban,6,236011.63
Male,44,No,High School,Lawyer,23,134100.69,0.05,81250.23,747,2517.17,Suburban,3,608462.48
Male,32,Yes,Master's,Teacher,5,45993.96,0.07,18105.64,714,541.99,Urban,2,195010.72
Male,68,Yes,Master's,Sales Manager,45,184984.74,0.03,79030.53,850,1674.93,Urban,10,1509938.56
Male,62,No,Master's,Banker,42,120522.58,0.07,5000.0,717,1456.16,Urban,3,454483.55
Female,80,No,Master's,Lawyer,50,185803.14,0.03,97897.67,844,2250.86,Urban,9,1400287.52
Female,81,No,Master's,Teacher,50,78448.02,0.05,6700.18,764,1004.48,Urban,14,423518.4
Female,64,No,Bachelor's,Sales Manager,43,153248.79,0.03,13452.92,850,2862.19,Rural,7,849112.92
Female,79,Yes,Master's,Software Engineer,50,183143.2,0.03,78539.54,833,2528.72,Urban,3,1288736.55
Male,45,No,Bachelor's,Retired,21,97903.64,0.03,11015.35,804,1120.26,Urban,6,663670.66
Male,48,Yes,Master's,Doctor,19,160290.65,0.07,141328.26,710,2803.06,Rural,1,583604.69
Female,69,Yes,Master's,Banker,47,150110.14,0.07,186863.78,701,2148.04,Urban,5,693346.79
Male,28,Yes,High School,Lawyer,8,101179.53,0.05,41167.14,768,1731.72,Urban,5,470210.51
Female,44,No,Bachelor's,Freelancer,17,143538.67,0.06,23435.54,781,2358.18,Urban,7,624524.03
Male,35,Yes,PhD,Software Engineer,11,99234.25,0.09,20521.32,613,712.13,Urban,1,280869.09
Female,56,Yes,PhD,Lawyer,32,160192.94,0.03,136271.4,850,1993.34,Urban,4,1246641.24
Male,47,No,Master's,Retired,23,77394.06,0.05,78079.6,732,948.72,Urban,8,414273.6
Female,76,No,PhD,Engineer,50,143331.07,0.05,10019.0,758,886.01,Urban,13,863000.83
Female,77,Yes,PhD,Software Engineer,50,135043.68,0.06,121753.76,728,1364.14,Suburban,7,708483.89
Female,64,No,PhD,Engineer,40,164972.75,0.05,91987.58,773,2360.93,Rural,7,888245.57
Male,66,Yes,Master's,Nurse,43,110209.12,0.07,5000.0,714,1706.47,Urban,3,368981.19
Female,32,Yes,Bachelor's,Teacher,7,69086.47,0.09,58357.58,670,1331.54,Urban,3,195002.97
Female,86,Yes,High School,Retired,50,112660.97,0.06,18525.92,733,2234.07,Rural,8,330714.97
Female,37,No,Master's,Freelancer,16,106972.61,0.06,26131.15,724,1804.17,Rural,3,359142.97
Female,33,Yes,High School,Nurse,9,69947.9,0.07,35639.42,670,1262.49,Urban,2,206535.15
Female,34,Yes,Bachelor's,Doctor,8,70306.02,0.04,5000.0,779,1266.54,Urban,3,331185.48
Male,62,Yes,Master's,Retired,34,132369.99,0.03,26772.34,812,1725.2,Suburban,6,845822.45
Female,54,Yes,PhD,Accountant,29,142483.48,0.07,50787.27,675,2613.64,Urban,2,410247.32
Female,69,No,Master's,Accountant,50,134328.81,0.06,59947.4,723,1898.77,Urban,8,540186.68
Female,48,Yes,Master's,Software Engineer,26,114637.25,0.03,111626.25,814,918.47,Suburban,8,1026720.39
Male,51,Yes,Bachelor's,Banker,26,135819.28,0.05,88266.37,763,1351.46,Suburban,6,835874.29
Male,56,Yes,Master's,Accountant,27,78580.22,0.06,22249.27,717,898.8,Suburban,4,344911.86
Female,54,No,High School,Nurse,29,121162.58,0.06,91987.02,733,1964.51,Urban,7,514317.81
Female,65,Yes,High School,Business Owner,43,152765.49,0.03,73729.78,796,3025.52,Urban,8,793151.3
Male,29,No,Bachelor's,Sales Manager,7,110440.62,0.09,77116.55,655,2040.77,Urban,2,305818.74
Female,52,Yes,Bachelor's,Nurse,27,149477.13,0.05,15956.38,755,1989.08,Urban,4,760271.09
Male,29,Yes,Master's,Sales Manager,5,90628.18,0.06,28475.41,738,1679.98,Urban,0,306229.88
Male,65,Yes,High School,Freelancer,41,121460.33,0.07,51444.84,685,1100.98,Urban,7,535052.75
Male,86,Yes,High School,Teacher,50,119942.73,0.07,14116.78,699,1195.48,Suburban,9,467546.65
Male,45,Yes,Master's,Accountant,24,126378.6,0.05,66381.29,752,1548.28,Rural,3,745099.97
Female,69,Yes,High School,Software Engineer,39,120376.92,0.07,69604.58,733,2128.44,Urban,3,426551.8
Male,34,Yes,Master's,Freelancer,6,39921.89,0.03,5000.0,780,468.06,Urban,1,259065.68
Female,76,No,Bachelor's,Freelancer,48,150139.79,0.06,55859.81,747,1978.71,Urban,7,744254.03
Female,31,No,Master's,Lawyer,3,97693.77,0.03,37437.79,795,1933.99,Urban,2,495900.12
