year_month,ortsteil,bezirk,kiez_premium,secondary_price_per_m2_eur,new_construction_price_per_m2_eur,kaltmiete_per_m2_monthly_eur,secondary_price_per_m2_usd,n_listings_secondary,n_listings_new_construction,n_listings_rental,ecb_main_rate_pct,avg_mortgage_rate_pct
2025-04,Gesundbrunnen,Mitte,medium,5785,7139,17.2,6248,25,24,173,3.15,3.3
2025-05,Gesundbrunnen,Mitte,medium,6063,7679,18.02,6548,108,42,122,3.15,3.3
2025-06,Gesundbrunnen,Mitte,medium,5892,7287,17.51,6363,76,48,186,3.15,3.3
2025-07,Gesundbrunnen,Mitte,medium,6044,7503,18.13,6527,94,6,195,2.75,3.1
2025-08,Gesundbrunnen,Mitte,medium,6007,7254,18.01,6487,64,5,153,2.75,3.1
2025-09,Gesundbrunnen,Mitte,medium,6152,7442,18.45,6644,141,20,72,2.75,3.1
2025-10,Gesundbrunnen,Mitte,medium,5781,7205,17.34,6243,158,38,127,2.75,3.1
2025-11,Gesundbrunnen,Mitte,medium,6015,7353,18.04,6496,135,6,149,2.75,3.1
2025-12,Gesundbrunnen,Mitte,medium,5893,7233,17.67,6365,48,10,120,2.75,3.1
2026-01,Gesundbrunnen,Mitte,medium,6148,8107,18.44,6640,17,39,21,2.75,3.1
2026-02,Gesundbrunnen,Mitte,medium,5927,7426,17.78,6401,98,34,156,2.75,3.1
2026-03,Gesundbrunnen,Mitte,medium,5984,7333,17.95,6462,24,25,64,2.75,3.1
2026-04,Gesundbrunnen,Mitte,medium,6022,7845,18.06,6504,42,19,134,2.75,3.1
2020-01,Moabit,Mitte,medium,6158,7734,17.11,6651,82,13,31,0.0,1.1
2020-02,Moabit,Mitte,medium,5760,7336,16.0,6221,55,47,22,0.0,1.1
2020-03,Moabit,Mitte,medium,5919,7297,15.21,6392,71,40,80,0.0,1.1
2020-04,Moabit,Mitte,medium,6024,7466,15.66,6506,157,6,135,0.0,1.1
2020-05,Moabit,Mitte,medium,5825,6999,15.15,6291,78,15,21,0.0,1.1
2020-06,Moabit,Mitte,medium,5877,7405,15.28,6347,65,13,95,0.0,1.1
2020-07,Moabit,Mitte,medium,5990,7403,15.58,6470,127,22,108,0.0,1.1
2020-08,Moabit,Mitte,medium,5953,7468,15.48,6429,140,40,124,0.0,1.1
2020-09,Moabit,Mitte,medium,5915,7300,15.38,6388,158,7,84,0.0,1.1
2020-10,Moabit,Mitte,medium,6752,8660,15.84,7293,177,49,148,0.0,1.1
2020-11,Moabit,Mitte,medium,6521,8098,15.3,7043,60,20,145,0.0,1.1
2020-12,Moabit,Mitte,medium,6517,7983,15.29,7038,123,5,207,0.0,1.1
2021-01,Moabit,Mitte,medium,6994,8660,16.41,7553,37,29,217,0.0,1.1
2021-02,Moabit,Mitte,medium,6621,8362,15.53,7150,168,6,120,0.0,1.1
2021-03,Moabit,Mitte,medium,6386,7844,14.98,6897,161,20,72,0.0,1.1
2021-04,Moabit,Mitte,medium,6442,8236,15.11,6958,37,31,167,0.0,1.1
2021-05,Moabit,Mitte,medium,6568,8033,17.28,7094,43,33,169,0.0,1.1
2021-06,Moabit,Mitte,medium,6479,8003,17.05,6997,34,34,22,0.0,1.1
2021-07,Moabit,Mitte,medium,6701,8498,17.63,7237,25,26,146,0.0,1.1
2021-08,Moabit,Mitte,medium,6665,8290,17.54,7198,57,13,65,0.0,1.1
2021-09,Moabit,Mitte,medium,6479,8284,17.05,6997,77,48,100,0.0,1.1
2021-10,Moabit,Mitte,medium,6515,8074,17.14,7036,134,11,81,0.0,1.1
2021-11,Moabit,Mitte,medium,6722,8913,17.69,7259,113,21,92,0.0,1.1
2021-12,Moabit,Mitte,medium,6745,8281,17.75,7285,175,15,210,0.0,1.1
2022-01,Moabit,Mitte,medium,7391,9245,17.45,7982,134,15,155,0.0,1.8
2022-02,Moabit,Mitte,medium,7573,9328,17.88,8178,141,38,105,0.0,1.8
2022-03,Moabit,Mitte,medium,7210,9034,17.83,7787,171,9,23,0.0,1.8
2022-04,Moabit,Mitte,medium,7375,9298,18.23,7966,82,7,181,0.0,1.8
2022-05,Moabit,Mitte,medium,7540,9641,18.64,8144,20,30,49,0.0,1.8
2022-06,Moabit,Mitte,medium,7429,9206,18.36,8023,89,27,111,0.0,1.8
2022-07,Moabit,Mitte,medium,7502,9298,19.57,8102,55,26,73,0.5,3.4
2022-08,Moabit,Mitte,medium,7609,9363,19.85,8218,106,49,162,0.5,3.4
2022-09,Moabit,Mitte,medium,7445,9173,19.42,8041,91,45,192,0.5,3.4
2022-10,Moabit,Mitte,medium,7526,9427,19.63,8128,69,49,161,2.5,3.4
2022-11,Moabit,Mitte,medium,7804,9564,20.35,8428,75,27,21,2.5,3.4
2022-12,Moabit,Mitte,medium,7597,9338,19.82,8205,32,11,168,2.5,3.4
2023-01,Moabit,Mitte,medium,7433,9345,20.4,8027,29,45,94,3.5,3.85
2023-02,Moabit,Mitte,medium,7433,9183,20.4,8028,25,49,175,3.5,3.85
2023-03,Moabit,Mitte,medium,7431,9859,20.4,8025,73,27,63,3.5,3.85
2023-04,Moabit,Mitte,medium,7148,9096,19.62,7720,51,24,31,4.0,3.85
2023-05,Moabit,Mitte,medium,7476,9288,20.52,8074,139,11,102,4.0,3.85
2023-06,Moabit,Mitte,medium,7378,9069,20.25,7968,118,6,118,4.0,3.85
2023-07,Moabit,Mitte,medium,7188,9081,20.55,7763,158,16,82,4.0,4.1
2023-08,Moabit,Mitte,medium,7251,9323,20.73,7831,105,13,70,4.0,4.1
2023-09,Moabit,Mitte,medium,7442,9538,21.27,8038,75,19,171,4.0,4.1
2023-10,Moabit,Mitte,medium,7325,9678,20.94,7912,136,42,116,4.5,4.1
2023-11,Moabit,Mitte,medium,6963,8705,19.9,7520,173,43,182,4.5,4.1
2023-12,Moabit,Mitte,medium,7037,8533,20.11,7600,31,21,171,4.5,4.1
2024-01,Moabit,Mitte,medium,7046,8821,20.55,7610,155,17,167,4.5,3.85
2024-02,Moabit,Mitte,medium,7242,9245,21.12,7821,88,16,142,4.5,3.85
2024-03,Moabit,Mitte,medium,7089,8686,20.68,7656,110,3,116,4.5,3.85
2024-04,Moabit,Mitte,medium,6984,8834,20.37,7543,155,6,208,4.5,3.85
2024-05,Moabit,Mitte,medium,7119,8676,20.76,7688,74,8,141,4.5,3.85
2024-06,Moabit,Mitte,medium,7298,8902,21.29,7882,81,47,117,4.5,3.85
2024-07,Moabit,Mitte,medium,7443,9321,21.92,8038,146,20,27,4.25,3.5
2024-08,Moabit,Mitte,medium,7352,9476,21.65,7940,109,25,100,4.25,3.5
2024-09,Moabit,Mitte,medium,7612,9595,22.42,8221,128,42,197,4.25,3.5
2024-10,Moabit,Mitte,medium,7407,9120,21.82,8000,88,13,98,4.25,3.5
2024-11,Moabit,Mitte,medium,7446,9382,21.93,8041,174,6,145,3.65,3.5
2024-12,Moabit,Mitte,medium,7362,8846,21.68,7951,114,30,154,3.65,3.5
2025-01,Moabit,Mitte,medium,7358,9217,21.87,7947,36,33,60,3.15,3.3
2025-02,Moabit,Mitte,medium,7553,9193,22.45,8158,72,38,158,3.15,3.3
2025-03,Moabit,Mitte,medium,6988,8705,20.77,7547,44,29,93,3.15,3.3
2025-04,Moabit,Mitte,medium,7295,9023,21.69,7878,146,29,216,3.15,3.3
2025-05,Moabit,Mitte,medium,7455,9900,22.16,8051,54,24,143,3.15,3.3
2025-06,Moabit,Mitte,medium,7265,8805,21.6,7846,177,6,126,3.15,3.3
2025-07,Moabit,Mitte,medium,7736,9578,23.2,8354,148,16,87,2.75,3.1
2025-08,Moabit,Mitte,medium,7603,9429,22.8,8211,119,11,74,2.75,3.1
2025-09,Moabit,Mitte,medium,7871,9568,23.61,8500,95,21,72,2.75,3.1
2025-10,Moabit,Mitte,medium,7705,9759,23.11,8322,40,14,113,2.75,3.1
2025-11,Moabit,Mitte,medium,7521,9092,22.56,8122,27,10,86,2.75,3.1
2025-12,Moabit,Mitte,medium,7754,9593,23.26,8375,85,21,70,2.75,3.1
2026-01,Moabit,Mitte,medium,7469,9245,22.4,8067,21,20,112,2.75,3.1
2026-02,Moabit,Mitte,medium,7582,9409,22.74,8188,36,24,152,2.75,3.1
2026-03,Moabit,Mitte,medium,7628,9312,22.88,8238,171,11,60,2.75,3.1
2026-04,Moabit,Mitte,medium,7594,9522,22.78,8201,156,31,53,2.75,3.1
2020-01,Hansaviertel,Mitte,high,7854,10023,21.82,8482,109,5,22,0.0,1.1
2020-02,Hansaviertel,Mitte,high,7738,9391,21.49,8357,81,7,190,0.0,1.1
2020-03,Hansaviertel,Mitte,high,8001,10137,20.56,8641,73,35,39,0.0,1.1
2020-04,Hansaviertel,Mitte,high,8112,10491,21.1,8761,123,31,198,0.0,1.1
2020-05,Hansaviertel,Mitte,high,8057,10174,20.95,8701,155,29,50,0.0,1.1
2020-06,Hansaviertel,Mitte,high,7958,10197,20.69,8594,16,4,161,0.0,1.1
2020-07,Hansaviertel,Mitte,high,7823,9692,20.34,8449,59,25,75,0.0,1.1
2020-08,Hansaviertel,Mitte,high,8084,9785,21.02,8731,61,45,178,0.0,1.1
2020-09,Hansaviertel,Mitte,high,7897,9789,20.54,8529,157,38,86,0.0,1.1
2020-10,Hansaviertel,Mitte,high,8735,11031,20.49,9434,102,47,118,0.0,1.1
2020-11,Hansaviertel,Mitte,high,9340,11956,21.91,10088,74,10,171,0.0,1.1
2020-12,Hansaviertel,Mitte,high,9138,11514,21.44,9869,16,19,192,0.0,1.1
2021-01,Hansaviertel,Mitte,high,8929,11309,20.95,9644,138,9,181,0.0,1.1
2021-02,Hansaviertel,Mitte,high,8825,11173,20.7,9531,64,33,94,0.0,1.1
2021-03,Hansaviertel,Mitte,high,8828,10905,20.71,9534,48,39,23,0.0,1.1
2021-04,Hansaviertel,Mitte,high,8960,11078,21.02,9677,75,17,110,0.0,1.1
2021-05,Hansaviertel,Mitte,high,9068,11068,23.86,9793,172,6,115,0.0,1.1
2021-06,Hansaviertel,Mitte,high,8990,11334,23.66,9709,34,43,74,0.0,1.1
2021-07,Hansaviertel,Mitte,high,9143,11222,24.06,9874,144,36,52,0.0,1.1
2021-08,Hansaviertel,Mitte,high,9116,11215,23.99,9846,74,46,50,0.0,1.1
2021-09,Hansaviertel,Mitte,high,8995,11197,23.67,9714,50,31,181,0.0,1.1
2021-10,Hansaviertel,Mitte,high,8542,10708,22.48,9226,171,25,71,0.0,1.1
2021-11,Hansaviertel,Mitte,high,8822,11017,23.21,9528,78,11,78,0.0,1.1
2021-12,Hansaviertel,Mitte,high,8485,10579,22.33,9163,22,41,120,0.0,1.1
2022-01,Hansaviertel,Mitte,high,10324,12490,24.38,11150,39,6,150,0.0,1.8
2022-02,Hansaviertel,Mitte,high,10263,12731,24.23,11084,46,18,187,0.0,1.8
2022-03,Hansaviertel,Mitte,high,10051,12766,24.85,10856,23,15,142,0.0,1.8
2022-04,Hansaviertel,Mitte,high,10159,13025,25.12,10972,56,13,135,0.0,1.8
2022-05,Hansaviertel,Mitte,high,9897,12196,24.47,10689,177,43,188,0.0,1.8
2022-06,Hansaviertel,Mitte,high,10501,13501,25.96,11341,154,31,75,0.0,1.8
2022-07,Hansaviertel,Mitte,high,9626,11925,25.11,10396,71,48,128,0.5,3.4
2022-08,Hansaviertel,Mitte,high,10380,12699,27.07,11210,114,43,125,0.5,3.4
2022-09,Hansaviertel,Mitte,high,10126,12758,26.41,10937,53,44,218,0.5,3.4
2022-10,Hansaviertel,Mitte,high,10253,12317,26.74,11074,69,32,50,2.5,3.4
2022-11,Hansaviertel,Mitte,high,9953,12067,25.96,10749,176,9,198,2.5,3.4
2022-12,Hansaviertel,Mitte,high,10340,12717,26.97,11167,101,30,136,2.5,3.4
2023-01,Hansaviertel,Mitte,high,9868,11790,27.09,10657,154,49,138,3.5,3.85
2023-02,Hansaviertel,Mitte,high,9753,12141,26.77,10533,166,44,129,3.5,3.85
2023-03,Hansaviertel,Mitte,high,9540,12108,26.19,10303,114,3,199,3.5,3.85
2023-04,Hansaviertel,Mitte,high,10016,12432,27.49,10817,179,32,66,4.0,3.85
2023-05,Hansaviertel,Mitte,high,9747,12114,26.76,10527,140,15,160,4.0,3.85
2023-06,Hansaviertel,Mitte,high,9401,11990,25.81,10153,128,29,33,4.0,3.85
2023-07,Hansaviertel,Mitte,high,9832,12231,28.1,10618,40,33,187,4.0,4.1
2023-08,Hansaviertel,Mitte,high,9715,11773,27.77,10492,168,38,62,4.0,4.1
2023-09,Hansaviertel,Mitte,high,9237,11589,26.4,9975,33,17,54,4.0,4.1
2023-10,Hansaviertel,Mitte,high,9182,11552,26.25,9917,121,4,55,4.5,4.1
2023-11,Hansaviertel,Mitte,high,9968,12393,28.49,10765,64,3,99,4.5,4.1
2023-12,Hansaviertel,Mitte,high,9316,11380,26.63,10061,59,9,176,4.5,4.1
2024-01,Hansaviertel,Mitte,high,9770,11993,28.5,10551,54,27,48,4.5,3.85
2024-02,Hansaviertel,Mitte,high,9693,12341,28.27,10468,109,32,219,4.5,3.85
2024-03,Hansaviertel,Mitte,high,9297,11254,27.12,10041,121,38,52,4.5,3.85
2024-04,Hansaviertel,Mitte,high,9412,11644,27.45,10165,91,25,127,4.5,3.85
2024-05,Hansaviertel,Mitte,high,9691,12509,28.26,10466,141,28,150,4.5,3.85
2024-06,Hansaviertel,Mitte,high,10156,13057,29.62,10969,128,31,219,4.5,3.85
2024-07,Hansaviertel,Mitte,high,9737,12633,28.68,10516,87,15,179,4.25,3.5
2024-08,Hansaviertel,Mitte,high,9685,12181,28.52,10460,87,39,23,4.25,3.5
2024-09,Hansaviertel,Mitte,high,9852,12698,29.02,10640,77,37,35,4.25,3.5
2024-10,Hansaviertel,Mitte,high,9907,12166,29.18,10700,46,8,218,4.25,3.5
2024-11,Hansaviertel,Mitte,high,10051,12307,29.6,10856,59,44,72,3.65,3.5
2024-12,Hansaviertel,Mitte,high,10362,12810,30.52,11191,39,20,178,3.65,3.5
2025-01,Hansaviertel,Mitte,high,10414,12693,30.96,11247,31,30,173,3.15,3.3
2025-02,Hansaviertel,Mitte,high,10270,12711,30.53,11092,61,40,67,3.15,3.3
2025-03,Hansaviertel,Mitte,high,10291,12536,30.59,11114,31,44,212,3.15,3.3
2025-04,Hansaviertel,Mitte,high,9757,12192,29.01,10538,121,32,121,3.15,3.3
2025-05,Hansaviertel,Mitte,high,10251,12618,30.47,11071,16,45,140,3.15,3.3
2025-06,Hansaviertel,Mitte,high,10057,13020,29.9,10862,113,46,217,3.15,3.3
2025-07,Hansaviertel,Mitte,high,10212,12350,30.63,11029,156,31,203,2.75,3.1
2025-08,Hansaviertel,Mitte,high,10085,12599,30.25,10892,70,36,203,2.75,3.1
2025-09,Hansaviertel,Mitte,high,10093,12573,30.27,10901,38,40,177,2.75,3.1
2025-10,Hansaviertel,Mitte,high,10177,12487,30.52,10991,138,24,124,2.75,3.1
2025-11,Hansaviertel,Mitte,high,10739,13472,32.21,11598,119,3,90,2.75,3.1
2025-12,Hansaviertel,Mitte,high,9984,12829,29.94,10783,164,35,94,2.75,3.1
2026-01,Hansaviertel,Mitte,high,9907,12344,29.71,10700,132,8,66,2.75,3.1
2026-02,Hansaviertel,Mitte,high,10497,12934,31.48,11337,172,37,191,2.75,3.1
2026-03,Hansaviertel,Mitte,high,10379,13731,31.13,11210,110,39,125,2.75,3.1
2026-04,Hansaviertel,Mitte,high,10248,13043,30.74,11068,130,43,81,2.75,3.1
2020-01,Friedrichshain,Friedrichshain-Kreuzberg,high,6599,8128,18.33,7127,35,12,194,0.0,1.1
2020-02,Friedrichshain,Friedrichshain-Kreuzberg,high,6866,8483,19.07,7415,152,6,128,0.0,1.1
2020-03,Friedrichshain,Friedrichshain-Kreuzberg,high,7244,8918,18.61,7823,165,5,56,0.0,1.1
2020-04,Friedrichshain,Friedrichshain-Kreuzberg,high,6674,8649,17.36,7208,93,42,179,0.0,1.1
2020-05,Friedrichshain,Friedrichshain-Kreuzberg,high,6526,8001,16.97,7048,153,43,32,0.0,1.1
2020-06,Friedrichshain,Friedrichshain-Kreuzberg,high,6918,8409,17.99,7471,34,19,152,0.0,1.1
2020-07,Friedrichshain,Friedrichshain-Kreuzberg,high,6723,7866,17.48,7261,73,46,31,0.0,1.1
2020-08,Friedrichshain,Friedrichshain-Kreuzberg,high,6872,9109,17.87,7422,178,12,133,0.0,1.1
2020-09,Friedrichshain,Friedrichshain-Kreuzberg,high,6459,8071,16.8,6975,39,44,120,0.0,1.1
2020-10,Friedrichshain,Friedrichshain-Kreuzberg,high,7285,9289,17.09,7868,79,3,49,0.0,1.1
2020-11,Friedrichshain,Friedrichshain-Kreuzberg,high,7621,9606,17.88,8231,16,22,163,0.0,1.1
2020-12,Friedrichshain,Friedrichshain-Kreuzberg,high,7262,9022,17.04,7843,94,43,157,0.0,1.1
2021-01,Friedrichshain,Friedrichshain-Kreuzberg,high,7934,9967,18.61,8568,34,5,202,0.0,1.1
2021-02,Friedrichshain,Friedrichshain-Kreuzberg,high,7344,8936,17.23,7932,123,12,25,0.0,1.1
2021-03,Friedrichshain,Friedrichshain-Kreuzberg,high,7430,9047,17.43,8024,69,9,61,0.0,1.1
2021-04,Friedrichshain,Friedrichshain-Kreuzberg,high,7348,8853,17.24,7936,142,32,153,0.0,1.1
2021-05,Friedrichshain,Friedrichshain-Kreuzberg,high,7404,9496,19.48,7997,105,47,36,0.0,1.1
2021-06,Friedrichshain,Friedrichshain-Kreuzberg,high,7454,9414,19.62,8051,39,34,117,0.0,1.1
2021-07,Friedrichshain,Friedrichshain-Kreuzberg,high,7398,9541,19.47,7989,164,15,153,0.0,1.1
2021-08,Friedrichshain,Friedrichshain-Kreuzberg,high,7536,9632,19.83,8139,106,20,93,0.0,1.1
2021-09,Friedrichshain,Friedrichshain-Kreuzberg,high,7544,9237,19.85,8147,34,30,162,0.0,1.1
2021-10,Friedrichshain,Friedrichshain-Kreuzberg,high,7709,10069,20.28,8326,107,44,43,0.0,1.1
2021-11,Friedrichshain,Friedrichshain-Kreuzberg,high,7541,9099,19.84,8145,139,24,205,0.0,1.1
2021-12,Friedrichshain,Friedrichshain-Kreuzberg,high,7221,8800,19.0,7798,175,14,53,0.0,1.1
2022-01,Friedrichshain,Friedrichshain-Kreuzberg,high,8776,10763,20.72,9478,72,7,147,0.0,1.8
2022-02,Friedrichshain,Friedrichshain-Kreuzberg,high,9048,11531,21.36,9772,80,33,102,0.0,1.8
2022-03,Friedrichshain,Friedrichshain-Kreuzberg,high,8772,11260,21.69,9474,77,12,139,0.0,1.8
2022-04,Friedrichshain,Friedrichshain-Kreuzberg,high,8398,10332,20.76,9070,21,26,31,0.0,1.8
2022-05,Friedrichshain,Friedrichshain-Kreuzberg,high,8298,10470,20.51,8962,177,45,102,0.0,1.8
2022-06,Friedrichshain,Friedrichshain-Kreuzberg,high,8746,11361,21.62,9446,38,34,68,0.0,1.8
2022-07,Friedrichshain,Friedrichshain-Kreuzberg,high,8368,10868,21.83,9038,42,12,143,0.5,3.4
2022-08,Friedrichshain,Friedrichshain-Kreuzberg,high,8046,10317,20.99,8690,25,9,48,0.5,3.4
2022-09,Friedrichshain,Friedrichshain-Kreuzberg,high,8396,9988,21.9,9068,126,41,45,0.5,3.4
2022-10,Friedrichshain,Friedrichshain-Kreuzberg,high,8701,10479,22.69,9397,111,19,112,2.5,3.4
2022-11,Friedrichshain,Friedrichshain-Kreuzberg,high,8722,11100,22.75,9419,32,48,103,2.5,3.4
2022-12,Friedrichshain,Friedrichshain-Kreuzberg,high,8823,11387,23.01,9529,93,41,169,2.5,3.4
2023-01,Friedrichshain,Friedrichshain-Kreuzberg,high,8202,10353,22.51,8858,146,27,218,3.5,3.85
2023-02,Friedrichshain,Friedrichshain-Kreuzberg,high,8611,10463,23.64,9300,21,49,142,3.5,3.85
2023-03,Friedrichshain,Friedrichshain-Kreuzberg,high,8177,9803,22.45,8831,85,48,129,3.5,3.85
2023-04,Friedrichshain,Friedrichshain-Kreuzberg,high,7879,9859,21.63,8510,45,28,102,4.0,3.85
2023-05,Friedrichshain,Friedrichshain-Kreuzberg,high,8693,10435,23.86,9388,162,34,158,4.0,3.85
2023-06,Friedrichshain,Friedrichshain-Kreuzberg,high,8255,9711,22.66,8915,91,35,63,4.0,3.85
2023-07,Friedrichshain,Friedrichshain-Kreuzberg,high,8127,10020,23.23,8777,79,13,124,4.0,4.1
2023-08,Friedrichshain,Friedrichshain-Kreuzberg,high,8476,10469,24.23,9154,39,48,63,4.0,4.1
2023-09,Friedrichshain,Friedrichshain-Kreuzberg,high,8426,10045,24.08,9100,174,23,120,4.0,4.1
2023-10,Friedrichshain,Friedrichshain-Kreuzberg,high,8319,10502,23.78,8984,174,7,33,4.5,4.1
2023-11,Friedrichshain,Friedrichshain-Kreuzberg,high,8100,10368,23.15,8748,176,26,142,4.5,4.1
2023-12,Friedrichshain,Friedrichshain-Kreuzberg,high,8227,10541,23.52,8885,82,46,72,4.5,4.1
2024-01,Friedrichshain,Friedrichshain-Kreuzberg,high,8046,10385,23.47,8690,112,9,59,4.5,3.85
2024-02,Friedrichshain,Friedrichshain-Kreuzberg,high,8066,10170,23.52,8711,35,41,122,4.5,3.85
2024-03,Friedrichshain,Friedrichshain-Kreuzberg,high,8273,10672,24.13,8935,124,46,142,4.5,3.85
2024-04,Friedrichshain,Friedrichshain-Kreuzberg,high,7903,9719,23.05,8536,130,26,123,4.5,3.85
2024-05,Friedrichshain,Friedrichshain-Kreuzberg,high,8130,10245,23.71,8780,129,49,159,4.5,3.85
2024-06,Friedrichshain,Friedrichshain-Kreuzberg,high,8111,10229,23.66,8760,41,30,113,4.5,3.85
2024-07,Friedrichshain,Friedrichshain-Kreuzberg,high,8598,10592,25.32,9286,93,17,160,4.25,3.5
2024-08,Friedrichshain,Friedrichshain-Kreuzberg,high,7787,9796,22.93,8410,137,38,205,4.25,3.5
2024-09,Friedrichshain,Friedrichshain-Kreuzberg,high,8352,10569,24.6,9020,36,19,106,4.25,3.5
2024-10,Friedrichshain,Friedrichshain-Kreuzberg,high,8306,10745,24.46,8970,102,36,50,4.25,3.5
2024-11,Friedrichshain,Friedrichshain-Kreuzberg,high,8317,10563,24.49,8982,159,37,194,3.65,3.5
2024-12,Friedrichshain,Friedrichshain-Kreuzberg,high,7985,10059,23.52,8623,131,25,185,3.65,3.5
2025-01,Friedrichshain,Friedrichshain-Kreuzberg,high,8587,10915,25.53,9274,30,13,206,3.15,3.3
2025-02,Friedrichshain,Friedrichshain-Kreuzberg,high,8685,10860,25.82,9380,122,23,174,3.15,3.3
2025-03,Friedrichshain,Friedrichshain-Kreuzberg,high,8387,10409,24.93,9058,40,20,128,3.15,3.3
2025-04,Friedrichshain,Friedrichshain-Kreuzberg,high,8551,10657,25.42,9235,81,37,111,3.15,3.3
2025-05,Friedrichshain,Friedrichshain-Kreuzberg,high,8755,10766,26.03,9456,127,25,179,3.15,3.3
2025-06,Friedrichshain,Friedrichshain-Kreuzberg,high,8499,10683,25.27,9179,177,34,55,3.15,3.3
2025-07,Friedrichshain,Friedrichshain-Kreuzberg,high,9002,11572,27.0,9722,116,34,182,2.75,3.1
2025-08,Friedrichshain,Friedrichshain-Kreuzberg,high,9035,11204,27.1,9758,176,39,143,2.75,3.1
2025-09,Friedrichshain,Friedrichshain-Kreuzberg,high,8900,11064,26.69,9612,178,28,138,2.75,3.1
2025-10,Friedrichshain,Friedrichshain-Kreuzberg,high,8389,10681,25.16,9060,80,27,205,2.75,3.1
2025-11,Friedrichshain,Friedrichshain-Kreuzberg,high,8590,10266,25.76,9277,120,33,158,2.75,3.1
2025-12,Friedrichshain,Friedrichshain-Kreuzberg,high,8781,11172,26.34,9483,110,43,23,2.75,3.1
2026-01,Friedrichshain,Friedrichshain-Kreuzberg,high,8940,11449,26.81,9655,124,46,101,2.75,3.1
2026-02,Friedrichshain,Friedrichshain-Kreuzberg,high,8698,10974,26.09,9394,108,33,154,2.75,3.1
2026-03,Friedrichshain,Friedrichshain-Kreuzberg,high,8907,11134,26.71,9620,68,38,157,2.75,3.1
2026-04,Friedrichshain,Friedrichshain-Kreuzberg,high,8501,10633,25.5,9181,87,24,100,2.75,3.1
2020-01,Kreuzberg,Friedrichshain-Kreuzberg,high,6708,8273,18.63,7245,143,18,33,0.0,1.1
2020-02,Kreuzberg,Friedrichshain-Kreuzberg,high,6716,8586,18.65,7253,133,5,156,0.0,1.1
2020-03,Kreuzberg,Friedrichshain-Kreuzberg,high,6738,8475,17.31,7278,156,33,152,0.0,1.1
2020-04,Kreuzberg,Friedrichshain-Kreuzberg,high,6674,8511,17.36,7208,132,49,27,0.0,1.1
2020-05,Kreuzberg,Friedrichshain-Kreuzberg,high,6590,8018,17.14,7117,173,42,161,0.0,1.1
2020-06,Kreuzberg,Friedrichshain-Kreuzberg,high,6846,8692,17.8,7393,81,19,208,0.0,1.1
2020-07,Kreuzberg,Friedrichshain-Kreuzberg,high,6771,8596,17.61,7312,21,21,189,0.0,1.1
2020-08,Kreuzberg,Friedrichshain-Kreuzberg,high,6553,8197,17.04,7077,79,42,44,0.0,1.1
2020-09,Kreuzberg,Friedrichshain-Kreuzberg,high,6591,8364,17.14,7119,95,16,127,0.0,1.1
2020-10,Kreuzberg,Friedrichshain-Kreuzberg,high,7375,9278,17.3,7965,57,16,49,0.0,1.1
2020-11,Kreuzberg,Friedrichshain-Kreuzberg,high,7246,8828,17.0,7826,108,13,36,0.0,1.1
2020-12,Kreuzberg,Friedrichshain-Kreuzberg,high,7603,9402,17.84,8211,91,21,88,0.0,1.1
2021-01,Kreuzberg,Friedrichshain-Kreuzberg,high,7001,8541,16.42,7561,57,14,135,0.0,1.1
2021-02,Kreuzberg,Friedrichshain-Kreuzberg,high,7542,9279,17.69,8145,112,41,44,0.0,1.1
2021-03,Kreuzberg,Friedrichshain-Kreuzberg,high,7387,9082,17.33,7978,66,21,160,0.0,1.1
2021-04,Kreuzberg,Friedrichshain-Kreuzberg,high,7335,9228,17.21,7922,93,5,24,0.0,1.1
2021-05,Kreuzberg,Friedrichshain-Kreuzberg,high,7450,9335,19.6,8046,59,44,49,0.0,1.1
2021-06,Kreuzberg,Friedrichshain-Kreuzberg,high,7226,8978,19.01,7804,77,40,94,0.0,1.1
2021-07,Kreuzberg,Friedrichshain-Kreuzberg,high,7264,9152,19.11,7845,59,35,183,0.0,1.1
2021-08,Kreuzberg,Friedrichshain-Kreuzberg,high,7473,8870,19.66,8070,137,39,60,0.0,1.1
2021-09,Kreuzberg,Friedrichshain-Kreuzberg,high,7050,8828,18.55,7614,134,11,116,0.0,1.1
2021-10,Kreuzberg,Friedrichshain-Kreuzberg,high,7735,9526,20.35,8354,36,14,83,0.0,1.1
2021-11,Kreuzberg,Friedrichshain-Kreuzberg,high,7421,9309,19.53,8015,57,24,89,0.0,1.1
2021-12,Kreuzberg,Friedrichshain-Kreuzberg,high,7030,9011,18.5,7593,38,15,185,0.0,1.1
2022-01,Kreuzberg,Friedrichshain-Kreuzberg,high,8699,10709,20.54,9394,80,35,155,0.0,1.8
2022-02,Kreuzberg,Friedrichshain-Kreuzberg,high,8508,10689,20.09,9188,43,48,185,0.0,1.8
2022-03,Kreuzberg,Friedrichshain-Kreuzberg,high,8446,10585,20.88,9122,114,36,215,0.0,1.8
2022-04,Kreuzberg,Friedrichshain-Kreuzberg,high,8284,10541,20.48,8947,148,22,209,0.0,1.8
2022-05,Kreuzberg,Friedrichshain-Kreuzberg,high,8568,10750,21.18,9254,106,31,180,0.0,1.8
2022-06,Kreuzberg,Friedrichshain-Kreuzberg,high,8377,10628,20.71,9047,70,44,29,0.0,1.8
2022-07,Kreuzberg,Friedrichshain-Kreuzberg,high,8770,10520,22.87,9471,113,10,43,0.5,3.4
