trial_id,therapeutic_area,uses_biomarker,phase2_effect_size,phase2_pvalue_strength,endpoint_type,enrollment,statistical_power,sponsor_type,novel_mechanism,prior_approvals_target,randomized,double_blind,active_comparator,years_in_development,orphan_designation,trial_success
TRL000246,respiratory,1,9.6,7.52,hard_survival,425,0.831,large_pharma,1,0,1,1,1,12.2,0,1
TRL000247,metabolic,1,4.38,10.0,clinical,1222,0.724,large_pharma,1,2,1,0,1,12.7,0,0
TRL000248,oncology,0,4.71,6.62,clinical,1259,0.79,large_pharma,0,0,1,1,0,3.8,1,0
TRL000249,cns,1,5.67,7.27,clinical,415,0.984,small_biotech,0,1,1,1,0,8.7,0,1
TRL000250,immunology,0,0.49,5.53,hard_survival,222,0.697,mid_pharma,1,0,1,1,1,4.5,1,0
TRL000251,metabolic,0,7.23,7.68,clinical,253,0.99,small_biotech,1,2,1,1,0,7.1,0,1
TRL000252,rare_disease,0,5.57,5.95,hard_survival,1643,0.852,small_biotech,0,1,1,0,0,4.8,0,1
TRL000253,cardiovascular,0,4.8,3.6,hard_survival,94,0.99,large_pharma,0,0,1,1,0,6.6,0,0
TRL000254,metabolic,0,7.16,10.0,clinical,490,0.908,large_pharma,0,2,0,1,1,7.0,1,1
TRL000255,rare_disease,0,3.11,9.78,hard_survival,356,0.79,small_biotech,1,1,1,1,1,6.1,0,0
TRL000256,oncology,0,8.85,7.72,clinical,544,0.965,small_biotech,0,1,1,0,0,7.1,0,1
TRL000257,oncology,1,4.65,6.98,surrogate,237,0.888,large_pharma,1,3,0,1,0,4.2,0,1
TRL000258,rare_disease,0,2.9,9.59,clinical,350,0.879,small_biotech,0,1,1,0,0,6.9,0,0
TRL000259,vaccine,0,4.49,6.76,hard_survival,71,0.815,small_biotech,0,1,1,1,1,11.7,0,0
TRL000260,cns,1,6.29,3.13,surrogate,738,0.925,small_biotech,0,2,1,1,1,6.0,0,0
TRL000261,cardiovascular,0,5.19,8.62,clinical,236,0.855,small_biotech,0,0,1,1,0,7.0,0,0
TRL000262,oncology,1,6.35,8.19,clinical,224,0.693,large_pharma,0,0,1,0,1,5.9,0,0
TRL000263,metabolic,0,2.98,5.41,hard_survival,740,0.81,large_pharma,0,1,1,0,0,3.7,0,0
TRL000264,immunology,0,2.9,8.28,hard_survival,470,0.793,mid_pharma,1,0,0,0,1,10.4,0,0
TRL000265,respiratory,0,2.8,6.47,surrogate,283,0.786,large_pharma,0,1,0,1,0,9.6,0,1
TRL000266,oncology,1,3.62,6.69,surrogate,173,0.684,academic,0,2,1,1,1,5.2,0,1
TRL000267,respiratory,1,0.0,5.86,hard_survival,342,0.716,small_biotech,0,1,0,1,1,5.4,1,0
TRL000268,respiratory,1,3.28,4.71,surrogate,994,0.91,academic,1,2,1,0,1,8.6,0,0
TRL000269,immunology,0,3.31,6.56,surrogate,1453,0.755,mid_pharma,0,3,1,1,0,12.5,0,0
TRL000270,oncology,1,5.55,8.43,surrogate,302,0.837,mid_pharma,0,2,0,1,0,4.7,0,1
TRL000271,respiratory,1,3.62,7.37,clinical,248,0.725,mid_pharma,0,0,1,1,0,9.5,0,0
TRL000272,cns,0,2.52,6.77,hard_survival,701,0.922,mid_pharma,1,1,0,1,0,3.2,0,1
TRL000273,respiratory,0,7.07,6.99,clinical,190,0.99,large_pharma,1,1,1,0,0,8.4,0,0
TRL000274,respiratory,1,9.05,9.55,clinical,441,0.839,large_pharma,0,0,1,0,1,4.9,0,1
TRL000275,rare_disease,0,6.96,5.54,clinical,397,0.908,mid_pharma,0,2,1,0,0,5.1,0,1
TRL000276,rare_disease,1,2.25,7.86,clinical,597,0.676,large_pharma,0,0,1,1,0,6.3,1,1
TRL000277,infectious_disease,0,0.16,5.19,clinical,372,0.663,small_biotech,1,0,1,1,1,11.4,0,0
TRL000278,immunology,0,5.2,8.76,clinical,307,0.808,large_pharma,0,2,0,1,1,6.1,1,1
TRL000279,cns,1,5.85,6.21,clinical,852,0.897,academic,0,0,1,0,0,7.6,0,0
TRL000280,vaccine,1,4.91,5.17,clinical,511,0.788,academic,1,1,1,1,0,7.0,1,1
TRL000281,vaccine,0,7.78,9.09,clinical,224,0.794,large_pharma,0,0,1,1,0,10.0,0,0
TRL000282,cns,1,4.45,4.45,surrogate,399,0.697,academic,0,0,1,1,0,7.6,0,0
TRL000283,metabolic,0,6.87,9.39,clinical,533,0.683,large_pharma,1,0,1,1,0,6.9,1,1
TRL000284,oncology,1,4.82,10.0,clinical,1781,0.851,small_biotech,1,0,1,1,1,3.3,0,0
TRL000285,respiratory,0,3.89,7.98,hard_survival,868,0.956,mid_pharma,0,1,1,0,0,7.3,0,0
TRL000286,cns,0,2.7,6.1,clinical,128,0.697,large_pharma,0,1,1,1,0,10.2,0,1
TRL000287,oncology,0,6.48,9.13,surrogate,715,0.983,small_biotech,0,0,1,1,1,8.7,1,1
TRL000288,cardiovascular,0,6.63,6.36,hard_survival,1206,0.753,large_pharma,0,0,1,1,0,5.4,0,0
TRL000289,immunology,0,9.17,9.03,surrogate,601,0.836,large_pharma,1,0,1,0,0,3.5,0,0
TRL000290,oncology,0,1.82,6.33,surrogate,1251,0.978,small_biotech,1,0,1,1,1,11.8,0,1
TRL000291,infectious_disease,0,6.52,8.18,clinical,745,0.84,small_biotech,0,1,1,1,1,7.2,0,0
TRL000292,immunology,0,6.93,7.44,surrogate,363,0.99,mid_pharma,1,1,1,1,0,7.3,1,0
TRL000293,rare_disease,0,3.06,2.94,hard_survival,775,0.75,large_pharma,0,1,0,1,0,6.4,0,0
TRL000294,immunology,1,3.94,5.6,clinical,492,0.816,academic,1,5,1,1,0,7.3,0,1
TRL000295,cns,0,1.54,1.65,clinical,1116,0.863,mid_pharma,0,0,0,0,0,6.4,0,0
TRL000296,metabolic,0,2.51,3.88,hard_survival,851,0.851,small_biotech,1,0,1,1,1,8.4,1,0
TRL000297,respiratory,1,3.59,6.62,clinical,632,0.99,small_biotech,0,3,0,0,0,5.3,0,0
TRL000298,oncology,1,5.59,4.77,hard_survival,253,0.889,mid_pharma,1,1,0,0,1,11.6,0,1
TRL000299,rare_disease,1,4.35,2.48,clinical,178,0.77,small_biotech,1,1,1,1,1,6.4,0,1
TRL000300,respiratory,0,2.98,4.96,hard_survival,474,0.785,academic,0,3,1,0,0,10.7,0,0
TRL000301,metabolic,1,6.95,5.65,hard_survival,289,0.872,academic,0,1,1,1,1,6.0,1,1
TRL000302,vaccine,0,7.03,7.83,surrogate,830,0.655,small_biotech,0,1,1,1,0,6.8,0,1
TRL000303,vaccine,0,1.96,3.9,clinical,917,0.76,small_biotech,1,1,0,1,1,3.7,0,1
TRL000304,cardiovascular,0,5.44,8.63,hard_survival,228,0.885,large_pharma,0,1,0,1,0,8.0,0,1
TRL000305,cardiovascular,0,5.69,5.97,surrogate,154,0.716,small_biotech,1,0,0,0,0,8.6,0,1
TRL000306,oncology,0,6.35,8.71,surrogate,909,0.717,large_pharma,0,1,1,1,1,4.8,0,1
TRL000307,oncology,1,6.58,7.49,hard_survival,511,0.99,small_biotech,1,0,1,1,1,9.1,1,1
TRL000308,vaccine,0,10.0,10.0,clinical,485,0.791,large_pharma,0,2,1,0,1,6.2,0,1
TRL000309,cardiovascular,0,8.17,5.48,surrogate,847,0.68,small_biotech,0,1,1,1,1,5.2,0,1
TRL000310,cardiovascular,0,6.89,5.28,surrogate,280,0.719,large_pharma,0,3,1,0,0,1.0,1,1
TRL000311,cns,0,5.65,7.37,clinical,547,0.847,small_biotech,0,1,0,0,0,8.0,0,0
TRL000312,metabolic,0,1.46,6.01,surrogate,522,0.853,small_biotech,1,1,1,1,1,7.4,0,0
TRL000313,infectious_disease,1,4.52,7.59,hard_survival,1206,0.861,mid_pharma,0,1,0,1,1,7.2,0,1
TRL000314,metabolic,0,5.79,8.32,surrogate,405,0.817,small_biotech,1,1,1,1,0,7.1,0,1
TRL000315,metabolic,0,5.11,6.81,surrogate,677,0.966,academic,0,1,1,1,1,7.0,0,1
TRL000316,cns,0,5.66,8.48,clinical,318,0.746,large_pharma,0,2,1,1,0,8.8,0,1
TRL000317,immunology,1,7.83,7.1,hard_survival,121,0.718,small_biotech,1,1,1,0,1,8.1,0,1
TRL000318,immunology,0,7.4,9.67,surrogate,673,0.835,small_biotech,0,1,1,0,0,4.9,0,1
TRL000319,cardiovascular,1,4.92,8.9,hard_survival,837,0.976,large_pharma,0,1,1,0,1,4.7,0,1
TRL000320,cns,1,5.14,6.71,surrogate,314,0.725,mid_pharma,0,2,1,1,1,6.3,0,0
TRL000321,immunology,1,4.17,8.8,surrogate,223,0.667,mid_pharma,0,3,0,0,1,7.8,0,0
TRL000322,cns,0,5.3,7.17,hard_survival,242,0.897,mid_pharma,0,2,0,1,1,6.1,0,1
TRL000323,infectious_disease,0,1.62,1.27,clinical,488,0.733,large_pharma,0,1,1,0,1,4.0,0,0
TRL000324,metabolic,0,4.18,8.03,surrogate,491,0.99,small_biotech,0,2,0,0,0,10.2,0,1
TRL000325,immunology,0,3.58,6.22,hard_survival,687,0.748,large_pharma,0,0,1,0,1,5.4,0,1
TRL000326,oncology,1,1.83,5.67,clinical,934,0.99,small_biotech,0,0,1,1,1,8.1,0,0
TRL000327,metabolic,0,2.86,6.79,surrogate,96,0.881,small_biotech,1,1,1,1,1,9.7,0,1
TRL000328,cns,1,2.01,7.38,surrogate,396,0.824,mid_pharma,0,0,1,0,1,4.3,0,1
TRL000329,rare_disease,0,4.87,5.41,hard_survival,345,0.667,mid_pharma,1,1,1,0,1,5.3,0,1
TRL000330,vaccine,0,3.97,7.07,hard_survival,796,0.783,mid_pharma,1,1,1,1,1,11.7,0,0
TRL000331,cns,0,4.95,7.04,clinical,260,0.852,mid_pharma,0,0,1,0,1,6.3,0,0
TRL000332,cns,0,6.43,6.7,clinical,75,0.742,large_pharma,1,1,1,1,1,5.6,0,0
TRL000333,infectious_disease,0,7.92,9.01,hard_survival,706,0.691,academic,0,2,1,0,1,6.0,0,0
TRL000334,vaccine,0,4.13,7.38,clinical,53,0.99,academic,1,1,1,1,1,4.7,0,0
TRL000335,respiratory,0,3.81,3.79,surrogate,713,0.99,large_pharma,0,1,0,1,1,7.6,0,0
TRL000336,oncology,0,4.63,9.28,hard_survival,1049,0.897,mid_pharma,0,0,1,1,0,7.7,0,0
TRL000337,oncology,1,3.47,5.3,clinical,857,0.63,small_biotech,0,1,1,0,0,5.6,0,1
TRL000338,infectious_disease,1,3.32,5.07,clinical,283,0.675,large_pharma,1,3,1,1,0,5.1,0,1
TRL000339,cardiovascular,1,4.73,6.79,hard_survival,332,0.821,academic,1,0,1,1,1,6.1,0,1
TRL000340,vaccine,0,8.69,6.16,hard_survival,326,0.8,small_biotech,1,2,1,1,1,6.7,0,1
TRL000341,vaccine,0,4.76,6.11,hard_survival,461,0.765,large_pharma,1,4,1,1,0,7.1,1,0
TRL000342,metabolic,1,6.89,6.67,surrogate,822,0.771,large_pharma,0,1,1,1,1,7.4,1,0
TRL000343,rare_disease,0,4.79,3.39,surrogate,1338,0.799,academic,1,0,1,1,1,8.3,1,1
TRL000344,oncology,1,6.3,4.77,hard_survival,379,0.817,large_pharma,0,0,1,1,1,6.4,0,0
TRL000345,metabolic,0,3.38,6.2,clinical,208,0.765,small_biotech,1,0,1,1,0,8.2,0,0
TRL000346,rare_disease,1,2.97,7.56,clinical,309,0.874,academic,1,0,1,0,1,8.3,0,1
TRL000347,infectious_disease,0,4.84,3.64,hard_survival,174,0.797,mid_pharma,0,3,1,1,0,4.5,0,0
TRL000348,respiratory,0,6.0,5.47,clinical,583,0.87,small_biotech,0,1,1,1,0,3.3,0,1
TRL000349,rare_disease,1,7.31,7.44,hard_survival,356,0.839,large_pharma,0,2,1,0,1,3.0,1,1
TRL000350,metabolic,0,5.76,5.91,surrogate,1004,0.866,small_biotech,1,1,1,1,0,10.0,0,0
TRL000351,cns,0,3.93,8.11,clinical,640,0.781,small_biotech,0,1,1,1,0,9.1,0,1
TRL000352,cns,1,4.82,7.03,surrogate,186,0.828,mid_pharma,1,1,1,1,0,6.5,0,0
TRL000353,oncology,0,6.71,10.0,hard_survival,227,0.746,academic,1,2,0,1,0,5.9,0,0
TRL000354,oncology,0,4.98,6.83,clinical,222,0.73,large_pharma,1,1,1,0,1,7.7,0,0
TRL000355,immunology,0,6.26,8.65,clinical,610,0.756,small_biotech,1,2,1,0,1,5.3,0,1
TRL000356,vaccine,0,6.17,6.27,hard_survival,597,0.736,small_biotech,1,0,1,1,0,9.3,0,0
TRL000357,oncology,0,2.92,7.29,surrogate,1273,0.749,academic,1,1,0,1,0,7.3,0,0
TRL000358,rare_disease,0,5.89,8.6,clinical,558,0.833,small_biotech,0,0,1,1,0,7.6,0,1
TRL000359,oncology,0,4.06,10.0,surrogate,295,0.812,large_pharma,1,2,1,1,1,5.2,0,1
TRL000360,cardiovascular,0,6.93,9.89,clinical,1383,0.895,small_biotech,1,1,1,1,0,9.3,0,1
TRL000361,vaccine,0,6.32,7.01,surrogate,148,0.837,small_biotech,1,2,1,1,1,4.9,0,1
TRL000362,rare_disease,1,6.35,4.24,hard_survival,634,0.786,small_biotech,1,2,1,1,1,6.3,0,1
TRL000363,respiratory,1,6.94,6.08,hard_survival,352,0.848,large_pharma,1,2,1,1,0,3.5,0,0
TRL000364,infectious_disease,0,5.69,3.39,clinical,887,0.753,academic,0,1,0,0,0,1.4,0,1
TRL000365,cns,1,5.86,6.68,clinical,723,0.687,large_pharma,0,1,1,0,0,1.0,0,0
TRL000366,cardiovascular,1,3.62,6.45,clinical,431,0.95,small_biotech,1,2,0,1,1,6.7,0,0
TRL000367,immunology,1,4.67,7.58,surrogate,458,0.639,academic,0,3,1,1,0,3.6,0,1
TRL000368,cardiovascular,0,2.21,6.51,hard_survival,134,0.908,mid_pharma,0,1,1,1,0,7.7,1,0
TRL000369,metabolic,0,3.41,3.01,clinical,143,0.714,large_pharma,1,4,1,1,1,4.2,1,1
TRL000370,oncology,0,7.98,8.57,clinical,1420,0.82,small_biotech,0,2,1,1,0,7.9,0,0
TRL000371,immunology,0,5.83,8.79,surrogate,396,0.823,mid_pharma,1,0,1,1,1,5.7,1,0
TRL000372,immunology,0,7.36,4.35,hard_survival,520,0.689,large_pharma,0,0,1,0,0,10.5,0,0
TRL000373,metabolic,1,7.49,7.79,clinical,416,0.826,large_pharma,0,3,1,1,1,10.0,1,1
TRL000374,vaccine,0,1.74,3.53,hard_survival,548,0.828,large_pharma,1,2,1,0,1,8.9,0,0
TRL000375,oncology,1,7.26,10.0,hard_survival,217,0.953,large_pharma,0,1,1,0,1,6.5,0,1
TRL000376,rare_disease,1,7.08,5.81,surrogate,328,0.783,small_biotech,0,2,0,1,0,3.4,0,0
TRL000377,oncology,0,2.59,4.89,clinical,40,0.852,small_biotech,1,0,1,0,0,7.1,0,0
TRL000378,oncology,0,4.43,5.59,hard_survival,388,0.863,academic,0,0,1,1,0,8.3,1,1
TRL000379,vaccine,0,2.69,7.6,hard_survival,1118,0.831,academic,1,2,1,1,0,7.2,0,0
TRL000380,cardiovascular,0,6.81,4.25,clinical,505,0.827,large_pharma,0,0,1,0,0,11.1,0,0
TRL000381,rare_disease,0,4.87,4.35,surrogate,278,0.959,mid_pharma,0,2,1,0,0,8.2,0,1
TRL000382,cns,0,4.85,9.13,clinical,499,0.909,mid_pharma,1,2,1,1,0,7.8,0,0
TRL000383,vaccine,0,4.93,6.13,clinical,440,0.711,small_biotech,0,3,1,1,1,4.0,0,1
TRL000384,rare_disease,1,6.11,8.55,clinical,1400,0.885,large_pharma,0,1,1,0,1,9.1,0,1
TRL000385,immunology,0,10.0,8.85,hard_survival,1127,0.99,small_biotech,0,1,1,0,0,9.0,0,1
TRL000386,oncology,1,4.19,4.12,clinical,277,0.859,small_biotech,0,2,1,1,0,2.9,0,0
TRL000387,oncology,0,2.67,6.52,surrogate,1229,0.87,large_pharma,1,2,1,0,0,5.0,0,0
TRL000388,cardiovascular,1,2.8,8.35,surrogate,513,0.809,small_biotech,1,1,1,1,0,7.2,0,1
TRL000389,oncology,0,1.03,6.93,clinical,415,0.837,small_biotech,1,0,1,1,1,8.0,0,1
TRL000390,immunology,0,2.45,5.46,clinical,661,0.661,small_biotech,1,1,1,0,1,9.1,0,1
TRL000391,immunology,0,4.96,8.19,hard_survival,1258,0.771,small_biotech,0,2,0,0,1,7.3,0,1
TRL000392,respiratory,1,4.61,4.74,hard_survival,613,0.748,small_biotech,1,1,0,1,1,7.0,1,0
TRL000393,cns,0,3.64,6.53,hard_survival,1209,0.625,large_pharma,0,2,1,1,0,6.9,1,1
TRL000394,oncology,1,6.51,7.07,hard_survival,750,0.875,small_biotech,1,0,1,1,1,6.0,0,0
TRL000395,cns,0,3.89,8.82,hard_survival,649,0.907,small_biotech,0,0,1,1,1,9.1,0,1
TRL000396,cns,1,6.2,10.0,clinical,718,0.935,academic,1,1,0,0,0,3.7,0,1
TRL000397,oncology,1,3.92,3.81,clinical,434,0.803,academic,0,0,1,1,0,3.6,0,0
TRL000398,cns,1,5.78,5.52,clinical,973,0.989,academic,0,3,0,0,1,7.6,0,1
TRL000399,infectious_disease,0,0.71,6.36,surrogate,1231,0.881,small_biotech,0,3,1,1,0,7.2,0,0
TRL000400,metabolic,0,2.54,4.16,surrogate,892,0.728,large_pharma,1,2,1,1,0,11.4,1,0
TRL000401,infectious_disease,1,6.34,6.71,clinical,751,0.853,large_pharma,0,5,1,1,1,9.1,0,1
TRL000402,respiratory,0,4.95,8.75,clinical,265,0.942,large_pharma,0,1,1,0,0,6.6,1,1
TRL000403,immunology,1,4.55,10.0,clinical,484,0.938,small_biotech,1,1,1,1,1,8.1,1,1
TRL000404,vaccine,0,5.09,10.0,surrogate,1086,0.99,large_pharma,1,2,1,0,0,8.7,1,1
TRL000405,oncology,0,5.67,6.68,hard_survival,322,0.809,small_biotech,1,1,1,1,0,6.3,0,0
TRL000406,cardiovascular,1,2.33,8.1,clinical,678,0.703,large_pharma,0,1,1,1,1,2.2,0,1
TRL000407,respiratory,0,5.19,8.69,hard_survival,366,0.913,large_pharma,0,1,1,0,1,9.8,1,0
TRL000408,immunology,0,3.61,5.79,clinical,725,0.827,mid_pharma,1,3,1,1,0,6.2,0,1
TRL000409,oncology,0,2.55,6.06,clinical,707,0.789,mid_pharma,0,0,1,1,1,8.7,0,0
TRL000410,infectious_disease,0,1.7,8.79,clinical,685,0.769,academic,0,2,1,0,1,7.6,0,0
TRL000411,oncology,0,9.51,10.0,hard_survival,415,0.863,mid_pharma,1,3,1,1,1,6.7,1,1
TRL000412,cns,1,4.89,7.08,hard_survival,300,0.666,large_pharma,1,1,1,1,1,4.3,0,1
TRL000413,rare_disease,1,2.84,5.63,clinical,1317,0.84,mid_pharma,1,3,1,1,0,9.5,1,1
TRL000414,immunology,0,4.27,5.49,clinical,503,0.853,mid_pharma,0,1,1,1,1,2.7,0,1
TRL000415,immunology,0,7.67,7.58,clinical,481,0.824,small_biotech,0,3,1,1,1,8.2,0,1
TRL000416,rare_disease,0,1.56,6.95,hard_survival,1760,0.746,mid_pharma,0,1,1,0,0,9.6,0,0
TRL000417,infectious_disease,0,5.43,8.15,surrogate,547,0.908,large_pharma,1,2,1,1,0,8.4,0,1
TRL000418,metabolic,0,3.83,6.62,clinical,169,0.708,mid_pharma,0,0,1,1,1,3.0,0,0
TRL000419,cns,0,6.36,4.0,hard_survival,164,0.753,small_biotech,0,0,1,0,0,8.3,0,0
TRL000420,oncology,1,3.07,4.15,hard_survival,1025,0.784,large_pharma,0,0,1,1,1,4.3,0,0
TRL000421,immunology,0,8.04,10.0,clinical,178,0.763,large_pharma,0,3,1,1,1,10.3,0,1
TRL000422,vaccine,0,8.4,7.45,hard_survival,352,0.723,mid_pharma,0,2,1,1,1,3.8,0,1
TRL000423,oncology,1,3.24,3.09,clinical,474,0.97,large_pharma,1,1,1,0,0,10.1,0,0
TRL000424,oncology,1,5.17,4.99,hard_survival,370,0.707,large_pharma,0,1,1,1,1,10.4,0,0
TRL000425,oncology,1,4.53,7.38,surrogate,454,0.846,large_pharma,0,2,1,0,1,1.0,0,0
TRL000426,immunology,1,3.67,7.37,clinical,398,0.777,small_biotech,0,2,1,1,0,8.1,0,1
TRL000427,metabolic,1,5.28,6.93,clinical,644,0.982,mid_pharma,0,1,1,1,1,11.1,0,1
TRL000428,metabolic,0,9.17,4.93,hard_survival,603,0.693,academic,1,2,1,1,1,5.4,1,1
TRL000429,oncology,1,5.34,7.69,hard_survival,574,0.798,large_pharma,1,1,1,1,1,6.1,0,1
TRL000430,vaccine,0,6.34,7.83,clinical,205,0.805,small_biotech,0,2,1,1,0,8.3,0,1
TRL000431,oncology,0,3.4,6.77,surrogate,763,0.846,academic,0,2,1,1,1,6.7,0,0
TRL000432,cns,0,6.61,8.21,hard_survival,397,0.909,mid_pharma,0,0,1,1,1,6.6,0,1
TRL000433,oncology,1,1.42,5.93,clinical,467,0.756,mid_pharma,1,2,1,1,1,3.5,0,0
TRL000434,respiratory,0,5.2,8.75,hard_survival,606,0.71,academic,1,0,1,1,0,6.5,0,0
TRL000435,oncology,0,4.64,8.3,clinical,351,0.827,large_pharma,0,0,1,1,1,8.8,0,1
TRL000436,rare_disease,0,4.97,7.38,hard_survival,391,0.914,small_biotech,1,1,1,1,0,8.4,0,1
TRL000437,oncology,0,4.06,6.16,hard_survival,416,0.864,mid_pharma,1,2,1,1,1,5.0,0,1
TRL000438,respiratory,0,3.41,10.0,hard_survival,82,0.784,small_biotech,0,1,1,1,1,1.0,0,1
TRL000439,cardiovascular,0,4.96,5.95,hard_survival,765,0.818,large_pharma,0,1,1,1,1,7.4,0,1
TRL000440,cns,0,4.51,8.22,surrogate,40,0.702,large_pharma,0,2,1,1,0,8.7,0,0
TRL000441,metabolic,1,5.25,5.0,clinical,362,0.87,mid_pharma,0,1,1,1,1,6.0,1,1
TRL000442,immunology,1,1.91,5.58,clinical,522,0.841,small_biotech,0,0,0,1,1,7.6,0,1
TRL000443,rare_disease,1,6.9,5.65,surrogate,180,0.759,academic,1,2,1,1,0,5.9,0,1
TRL000444,infectious_disease,0,6.65,6.26,surrogate,68,0.885,mid_pharma,1,3,1,1,0,6.3,0,1
TRL000445,rare_disease,0,10.0,10.0,surrogate,1252,0.835,large_pharma,1,0,1,1,0,1.8,0,1
TRL000446,immunology,0,2.04,4.61,hard_survival,53,0.782,academic,0,1,0,1,0,2.3,0,0
TRL000447,cns,0,5.29,7.47,hard_survival,1061,0.816,small_biotech,1,0,1,1,0,7.1,0,1
TRL000448,cardiovascular,0,0.0,3.95,surrogate,234,0.719,academic,0,1,1,0,0,5.6,0,0
TRL000449,oncology,0,5.41,6.63,clinical,798,0.828,large_pharma,1,1,1,0,1,9.3,0,0
TRL000450,rare_disease,1,6.0,7.42,clinical,282,0.903,academic,0,2,1,0,0,6.3,0,1
TRL000451,cardiovascular,0,4.29,7.04,hard_survival,1478,0.949,academic,1,1,1,0,0,7.2,0,1
TRL000452,vaccine,0,6.14,5.92,clinical,832,0.907,small_biotech,1,4,1,0,1,5.6,0,1
TRL000453,cardiovascular,1,3.27,8.79,clinical,709,0.739,large_pharma,0,0,1,0,1,5.6,1,1
TRL000454,immunology,1,3.43,7.19,clinical,392,0.99,large_pharma,1,0,1,1,0,8.7,0,1
TRL000455,rare_disease,0,3.6,7.29,hard_survival,781,0.791,large_pharma,0,0,1,1,1,15.2,0,1
TRL000456,respiratory,0,7.19,8.09,surrogate,570,0.707,academic,0,1,1,1,1,3.0,0,0
TRL000457,infectious_disease,1,8.25,5.04,hard_survival,501,0.99,small_biotech,1,2,1,1,1,10.2,0,0
TRL000458,oncology,0,4.38,8.47,hard_survival,1149,0.918,academic,0,2,1,0,1,7.1,0,0
TRL000459,cardiovascular,1,6.28,7.5,clinical,1310,0.712,small_biotech,1,2,1,0,1,8.4,0,1
TRL000460,vaccine,0,4.95,8.46,clinical,1711,0.931,large_pharma,0,1,1,1,1,9.0,0,1
TRL000461,infectious_disease,0,4.36,4.54,clinical,275,0.828,mid_pharma,1,1,1,1,0,8.0,0,1
TRL000462,cardiovascular,1,6.0,9.2,clinical,746,0.617,mid_pharma,0,2,1,0,0,6.5,1,0
TRL000463,cns,0,2.23,7.92,clinical,430,0.745,small_biotech,0,1,1,0,1,6.3,1,0
TRL000464,cardiovascular,0,5.22,8.11,clinical,242,0.797,large_pharma,0,3,1,1,0,8.1,0,1
TRL000465,rare_disease,0,3.53,7.8,hard_survival,395,0.784,small_biotech,0,0,0,1,0,6.4,0,0
TRL000466,infectious_disease,1,4.9,5.55,hard_survival,678,0.801,mid_pharma,0,0,1,1,0,6.2,0,0
TRL000467,rare_disease,0,2.43,5.41,surrogate,504,0.788,small_biotech,0,0,0,0,0,6.8,0,1
TRL000468,cns,0,5.93,5.8,clinical,148,0.813,large_pharma,0,4,1,1,0,10.5,0,1
TRL000469,respiratory,0,0.0,5.31,clinical,1037,0.667,large_pharma,1,1,0,1,1,5.1,0,0
TRL000470,oncology,1,2.19,8.97,clinical,197,0.871,small_biotech,1,2,1,1,0,5.4,1,0
TRL000471,infectious_disease,0,1.17,5.95,hard_survival,863,0.612,small_biotech,0,1,1,1,0,9.1,0,0
TRL000472,immunology,0,6.48,4.45,clinical,76,0.835,large_pharma,0,1,1,1,0,9.8,0,1
TRL000473,cardiovascular,0,5.86,6.88,surrogate,949,0.522,large_pharma,1,1,1,1,0,3.5,1,1
TRL000474,immunology,1,3.93,8.28,surrogate,823,0.778,large_pharma,0,2,1,1,1,10.0,1,0
TRL000475,immunology,0,9.54,9.3,clinical,242,0.889,academic,1,0,1,1,1,8.7,0,1
TRL000476,cns,1,3.34,6.04,clinical,186,0.753,large_pharma,0,3,1,1,1,7.9,1,0
TRL000477,cardiovascular,0,5.04,3.95,hard_survival,434,0.628,small_biotech,1,0,1,1,1,5.3,0,0
TRL000478,immunology,1,3.98,3.27,clinical,617,0.86,large_pharma,1,0,0,1,0,5.4,0,1
TRL000479,oncology,0,1.8,4.48,clinical,573,0.773,large_pharma,0,0,1,1,0,10.2,1,0
TRL000480,cns,1,1.32,5.17,hard_survival,102,0.867,large_pharma,1,2,0,0,0,10.1,0,1
TRL000481,immunology,0,5.32,8.05,clinical,518,0.65,small_biotech,0,2,1,1,1,10.9,0,0
TRL000482,rare_disease,1,6.44,4.17,hard_survival,351,0.656,small_biotech,0,0,1,1,0,5.1,0,1
TRL000483,metabolic,0,3.46,9.57,hard_survival,376,0.772,small_biotech,0,2,1,1,0,1.5,0,0
TRL000484,immunology,0,2.05,6.46,hard_survival,1078,0.779,small_biotech,0,0,1,1,0,1.3,0,1
TRL000485,rare_disease,0,4.85,9.7,clinical,292,0.62,mid_pharma,1,0,0,1,1,4.4,0,0
TRL000486,vaccine,1,5.68,5.63,hard_survival,930,0.638,mid_pharma,1,1,1,0,0,7.7,0,0
TRL000487,respiratory,0,5.49,8.88,clinical,325,0.939,small_biotech,0,0,1,1,1,3.7,0,0
TRL000488,infectious_disease,0,2.05,5.77,clinical,799,0.702,large_pharma,0,0,1,1,1,3.4,1,1
TRL000489,oncology,0,5.2,8.0,clinical,435,0.829,mid_pharma,1,0,1,0,0,4.3,0,0
TRL000490,cardiovascular,1,4.74,5.4,surrogate,130,0.742,small_biotech,1,1,1,1,1,10.8,0,0
TRL000491,metabolic,0,6.04,5.26,clinical,551,0.842,large_pharma,0,3,1,0,0,1.9,0,1
TRL000492,immunology,0,8.38,9.85,hard_survival,344,0.857,large_pharma,0,1,1,1,0,6.4,0,1
TRL000493,cns,0,5.28,7.57,clinical,643,0.754,mid_pharma,0,1,0,0,1,5.4,0,0
TRL000494,infectious_disease,1,1.45,4.07,clinical,445,0.872,small_biotech,1,0,1,1,0,8.3,0,0
