call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0000291,463,2,386,273.4,4,15.96,1,12.5,19.11,23.48,54,0,91.99,0
CALL0000292,1396,12,150,89.5,3,16.38,2,31.86,26.63,6.58,36,0,99.32,0
CALL0000293,1643,265,144,171.3,77,24.43,5,3.02,13.92,7.28,208,0,75.17,0
CALL0000294,306,13,431,368.2,6,10.39,1,9.78,28.08,13.16,44,0,79.46,0
CALL0000295,786,561,20,19.2,151,80.76,0,66.95,20.49,78.46,179,2,15.33,1
CALL0000296,322,8,364,226.1,11,8.0,0,44.72,27.42,49.98,142,1,93.19,0
CALL0000297,547,5,72,77.8,13,4.14,1,32.54,11.37,16.82,129,0,75.84,0
CALL0000298,2805,16,338,502.3,13,16.39,0,15.46,12.11,6.93,42,3,48.67,0
CALL0000299,48,956,24,11.1,146,44.27,86,67.34,69.0,73.83,354,33,10.51,1
CALL0000300,282,14,188,257.8,6,10.71,2,5.26,29.91,20.23,218,0,96.91,0
CALL0000301,863,5,187,193.6,7,20.92,3,57.01,43.31,14.4,83,0,95.67,0
CALL0000302,661,7,187,181.5,11,5.31,1,23.6,15.55,19.95,105,0,72.78,0
CALL0000303,968,1,345,230.5,12,3.0,2,1.89,22.44,28.94,54,0,69.51,0
CALL0000304,844,3,238,146.8,7,7.66,1,44.23,18.89,2.86,84,0,84.9,0
CALL0000305,338,450,227,188.6,79,6.12,2,13.93,15.04,30.03,331,0,74.01,0
CALL0000306,2735,14,304,223.8,6,15.92,0,48.61,11.33,4.22,106,0,77.81,0
CALL0000307,556,10,338,418.4,12,7.9,1,12.91,15.82,24.1,107,0,30.57,0
CALL0000308,27,919,221,239.0,344,76.88,73,60.15,79.37,95.33,345,18,25.76,1
CALL0000309,253,10,191,190.5,5,1.17,2,12.32,55.51,7.95,101,1,98.1,0
CALL0000310,599,8,376,372.7,8,14.04,0,33.13,4.65,28.46,107,0,92.64,0
CALL0000311,2459,3,446,377.1,10,7.57,2,57.78,31.58,23.54,87,0,80.87,0
CALL0000312,751,2,426,553.0,10,18.06,1,46.08,9.86,3.09,67,0,60.95,0
CALL0000313,598,450,23,13.1,290,35.18,67,46.37,57.73,46.59,377,0,28.23,1
CALL0000314,1031,686,21,27.0,165,71.32,1,62.44,14.22,92.75,438,29,40.03,1
CALL0000315,25,186,25,26.2,78,60.12,3,68.3,61.48,73.03,354,1,11.2,1
CALL0000316,986,15,108,121.4,7,1.93,1,20.39,13.76,5.89,33,7,66.49,0
CALL0000317,416,3,325,308.1,5,4.94,0,53.89,41.45,27.34,44,0,91.02,0
CALL0000318,1158,1016,7,1.0,135,70.81,4,51.23,63.92,94.94,449,23,65.02,1
CALL0000319,784,13,447,318.0,7,23.12,2,32.88,1.76,27.03,37,0,65.23,0
CALL0000320,887,4,546,450.6,8,1.98,1,19.34,18.16,1.17,41,0,51.1,0
CALL0000321,168,3,152,149.9,5,6.85,1,41.51,8.3,25.53,73,1,97.08,0
CALL0000322,457,6,317,322.8,3,10.02,1,2.03,9.42,4.64,54,0,81.61,0
CALL0000323,25,243,70,66.1,190,76.73,80,58.64,72.89,81.85,433,22,30.29,1
CALL0000324,26,725,40,44.2,119,60.39,83,72.07,55.08,82.58,431,18,18.5,1
CALL0000325,466,6,556,740.2,8,12.4,1,17.74,29.34,23.56,114,0,91.16,0
CALL0000326,621,15,241,208.3,10,3.25,1,5.41,25.5,17.75,117,0,83.55,0
CALL0000327,548,3,139,175.6,6,6.3,0,8.29,34.55,6.03,156,0,77.29,0
CALL0000328,14,999,20,36.6,156,48.02,78,91.39,36.75,61.67,311,0,37.45,1
CALL0000329,1255,4,187,135.6,4,2.32,3,11.0,8.31,10.71,35,0,75.79,0
CALL0000330,645,1402,19,15.5,132,17.93,88,39.71,54.09,71.25,271,0,50.53,1
CALL0000331,457,4,230,323.1,4,5.96,3,7.91,27.02,14.75,69,0,80.73,0
CALL0000332,836,8,467,491.0,12,5.83,2,28.06,28.8,16.83,18,0,82.52,0
CALL0000333,5,815,48,20.2,377,67.21,77,55.9,48.36,84.82,788,29,18.12,1
CALL0000334,31,670,29,21.9,133,55.61,71,91.38,69.55,69.4,534,0,26.23,1
CALL0000335,766,9,601,626.1,2,6.03,1,19.47,16.19,15.36,97,0,64.58,0
CALL0000336,392,16,105,100.1,8,3.93,0,27.93,27.73,12.48,135,0,80.48,0
CALL0000337,830,15,411,446.9,4,8.26,2,34.21,1.85,24.79,58,0,74.7,0
CALL0000338,1709,33,341,557.7,10,6.42,1,26.42,3.75,23.28,101,0,77.46,0
CALL0000339,3562,6,49,28.1,7,18.56,3,20.99,21.03,30.19,43,0,90.47,0
CALL0000340,521,4,533,565.4,10,8.71,2,23.46,15.21,10.02,72,0,59.93,0
CALL0000341,700,1001,83,79.0,215,32.4,89,38.16,41.69,53.76,545,22,7.97,1
CALL0000342,779,39,155,176.1,7,2.54,2,24.17,57.45,25.75,42,1,83.12,0
CALL0000343,1126,796,10,8.6,63,62.83,86,39.76,46.43,91.03,177,27,7.72,1
CALL0000344,15,855,24,22.2,209,76.18,84,45.62,55.26,45.51,770,2,9.2,1
CALL0000345,1799,4,233,112.3,10,3.89,0,51.03,21.52,11.45,91,0,81.41,0
CALL0000346,406,7,458,459.8,5,22.4,1,46.96,33.87,15.12,21,0,62.9,0
CALL0000347,300,25,82,50.4,2,3.36,0,33.68,3.89,22.11,122,1,60.57,0
CALL0000348,539,14,228,366.4,9,14.08,2,37.09,17.67,10.12,59,0,54.41,0
CALL0000349,1171,22,267,252.6,8,7.95,0,16.01,37.11,15.11,22,0,56.81,0
CALL0000350,36,378,7,1.3,31,71.91,78,81.56,38.57,84.11,356,1,28.97,1
CALL0000351,678,7,395,497.2,6,4.9,1,35.13,14.0,10.43,108,0,77.8,0
CALL0000352,4,394,25,19.7,162,47.72,84,75.04,72.51,66.54,224,21,21.84,1
CALL0000353,9,741,55,37.9,205,81.97,81,93.71,62.97,82.58,393,19,12.48,1
CALL0000354,1961,9,344,152.9,10,21.98,0,25.48,13.58,22.07,52,0,83.16,0
CALL0000355,1172,7,417,413.3,13,6.52,3,29.21,8.87,17.15,77,0,70.03,0
CALL0000356,36,851,267,230.7,195,53.77,81,64.27,62.29,60.1,217,14,58.86,1
CALL0000357,599,661,19,1.0,107,73.8,1,69.1,76.89,71.56,375,25,24.53,1
CALL0000358,104,20,270,313.2,10,14.13,1,29.73,21.18,12.75,104,0,88.38,0
CALL0000359,709,8,188,196.6,7,6.71,4,30.66,32.58,17.86,32,0,76.22,0
CALL0000360,1214,10,343,424.9,9,2.41,2,9.71,16.48,13.34,57,0,69.17,0
CALL0000361,1075,35,314,311.2,9,3.34,0,45.42,19.97,13.26,79,0,55.3,0
CALL0000362,3650,7,181,155.7,10,6.81,1,35.72,24.72,15.5,105,0,90.57,0
CALL0000363,582,10,152,104.9,7,9.67,3,50.2,29.05,0.58,92,0,95.59,0
CALL0000364,380,19,301,269.4,5,2.81,1,42.1,17.29,27.92,106,0,74.58,0
CALL0000365,753,14,373,326.9,13,3.53,0,31.15,37.12,30.14,57,0,64.99,0
CALL0000366,5,4,14,26.1,3,50.18,73,74.09,71.92,62.06,31,22,42.58,1
CALL0000367,1246,7,299,75.9,14,4.86,3,41.02,5.97,10.84,40,0,62.11,0
CALL0000368,426,23,64,64.6,6,11.35,1,48.7,13.29,1.94,65,0,75.66,0
CALL0000369,449,366,28,18.8,115,79.36,88,22.59,81.61,63.21,547,22,46.11,1
CALL0000370,1497,376,146,107.4,86,4.47,0,18.07,7.36,20.23,183,0,87.19,0
CALL0000371,446,13,135,159.9,9,11.83,1,49.08,20.52,13.96,143,0,77.16,0
CALL0000372,1170,7,259,214.0,6,2.97,1,16.2,16.33,14.36,57,1,89.66,0
CALL0000373,363,11,252,327.7,9,2.95,5,49.6,32.03,15.53,97,1,89.07,0
CALL0000374,697,11,483,336.7,5,2.84,0,8.82,19.14,11.91,73,0,92.58,0
CALL0000375,8,574,27,12.2,134,31.34,86,43.84,53.34,31.23,386,23,15.18,1
CALL0000376,214,20,146,140.6,7,3.85,1,34.35,3.04,22.74,103,0,69.69,0
CALL0000377,1214,8,174,182.1,4,4.08,1,41.15,10.93,34.96,62,0,69.52,0
CALL0000378,1865,4,336,367.0,9,8.0,0,15.49,5.83,30.15,180,0,85.06,0
CALL0000379,182,19,137,118.2,3,4.67,3,13.5,18.69,14.2,77,0,71.78,0
CALL0000380,900,5,295,299.7,13,25.53,2,11.67,20.74,18.64,75,0,69.28,0
CALL0000381,731,16,475,426.9,6,9.58,0,5.85,28.6,10.83,70,0,88.26,0
CALL0000382,472,9,111,118.6,12,18.83,1,61.97,33.47,17.51,183,0,60.31,0
CALL0000383,791,6,366,350.1,14,14.71,2,17.57,3.19,9.94,94,0,84.58,0
CALL0000384,30,529,11,13.6,221,54.39,0,79.37,66.94,69.41,316,2,21.22,1
CALL0000385,466,4,82,106.0,4,5.83,1,37.05,23.34,16.23,41,0,63.61,0
CALL0000386,29,1355,28,30.2,132,56.04,90,78.43,47.03,88.6,234,26,31.88,1
CALL0000387,786,7,310,239.2,5,13.75,3,48.28,8.69,12.81,222,1,96.49,0
CALL0000388,1060,17,53,81.0,2,6.09,5,7.96,12.31,13.4,73,1,81.14,0
CALL0000389,1072,37,134,142.9,5,13.54,0,48.2,27.92,30.29,91,0,84.67,0
CALL0000390,552,6,267,247.0,7,13.1,2,7.44,25.8,8.17,144,0,84.16,0
CALL0000391,270,10,403,282.5,9,12.2,2,57.76,10.22,11.07,102,0,66.08,0
CALL0000392,6,263,25,11.6,278,78.37,76,26.74,47.01,73.2,495,21,29.69,1
CALL0000393,555,17,279,443.3,5,8.78,2,44.54,7.24,31.31,78,0,74.52,0
CALL0000394,142,34,86,88.2,8,4.57,2,63.63,24.36,31.2,97,0,62.8,0
CALL0000395,387,47,284,279.3,4,4.45,1,27.6,5.67,18.62,82,0,87.28,0
CALL0000396,1982,13,121,166.7,4,17.98,1,10.5,9.65,11.61,65,0,90.08,0
CALL0000397,1205,8,126,99.4,6,7.59,2,12.24,4.03,23.59,88,0,94.84,0
CALL0000398,943,5,391,321.2,10,11.4,1,31.35,35.69,28.63,47,0,93.81,0
CALL0000399,2,1022,75,88.7,113,85.02,3,52.99,47.35,72.56,395,24,18.61,1
CALL0000400,1581,1,575,508.0,10,17.8,3,45.21,29.41,0.96,103,0,69.44,0
CALL0000401,970,6,287,301.7,6,4.65,2,5.42,9.12,3.8,63,0,81.31,0
CALL0000402,316,1491,31,16.8,203,27.83,75,83.83,43.74,46.48,157,12,19.42,1
CALL0000403,1314,10,255,300.7,13,2.8,0,22.29,23.34,8.35,114,0,72.62,0
CALL0000404,241,9,257,235.3,9,2.63,2,15.3,13.2,21.08,180,0,83.86,0
CALL0000405,57,674,12,14.0,156,48.58,77,53.08,73.01,83.06,169,23,14.05,1
CALL0000406,546,10,217,215.1,10,1.53,0,48.71,19.15,26.16,42,0,82.25,0
CALL0000407,312,10,333,308.6,13,15.83,3,12.71,29.59,13.91,34,0,68.11,0
CALL0000408,982,39,445,580.9,4,1.0,0,20.37,16.91,3.22,118,1,69.02,0
CALL0000409,1189,12,428,435.8,9,10.32,0,60.35,36.33,16.96,191,0,90.75,0
CALL0000410,780,16,126,119.2,8,19.34,3,20.84,25.34,17.67,164,0,72.68,0
CALL0000411,647,820,6,15.8,140,63.18,4,65.59,74.66,88.0,416,21,58.54,1
CALL0000412,370,5,138,158.4,7,10.36,3,16.51,5.73,8.04,165,1,67.34,0
CALL0000413,323,25,78,80.4,10,4.92,3,7.71,28.18,14.2,93,0,93.93,0
CALL0000414,709,3,3,9.5,4,79.07,78,61.48,80.4,84.23,53,28,62.15,1
CALL0000415,710,10,388,248.1,5,1.01,0,28.38,16.71,11.13,57,0,85.02,0
CALL0000416,602,754,262,188.9,61,1.56,2,37.07,4.98,14.34,258,1,74.67,0
CALL0000417,1441,8,202,250.0,11,3.61,0,18.17,5.9,42.67,32,0,76.59,0
CALL0000418,675,3,362,513.6,14,9.62,2,13.11,20.98,21.21,75,0,94.07,0
CALL0000419,372,17,437,306.4,3,71.0,4,61.95,28.89,44.29,25,0,28.07,1
CALL0000420,1039,1105,136,127.2,271,41.02,81,44.13,67.3,81.04,207,23,14.6,1
CALL0000421,1096,13,324,383.0,7,6.49,4,53.15,9.07,7.33,68,0,76.9,0
CALL0000422,17,8,6,8.6,6,44.33,86,65.71,26.08,66.56,70,15,33.51,1
CALL0000423,495,6,426,355.6,5,10.22,2,28.75,25.74,16.35,126,1,81.86,0
CALL0000424,32,238,21,24.5,228,73.85,92,57.6,34.35,74.2,396,17,56.73,1
CALL0000425,711,29,509,601.1,6,19.53,1,12.6,33.31,10.34,122,0,93.45,0
CALL0000426,1431,5,267,188.0,9,20.93,0,17.0,43.85,20.7,53,0,79.18,0
CALL0000427,291,5,140,181.8,8,13.78,2,56.53,20.38,23.65,61,1,96.87,0
CALL0000428,11,16,24,11.3,8,69.53,73,56.79,53.8,92.66,28,34,11.46,1
CALL0000429,1808,23,193,215.8,12,10.94,0,9.27,40.95,1.9,59,0,93.75,0
CALL0000430,35,1094,4,1.0,222,79.29,70,74.32,55.98,59.51,275,13,50.2,1
CALL0000431,629,9,330,206.0,6,12.41,1,50.41,25.16,21.75,9,0,80.39,0
CALL0000432,1913,15,80,94.2,7,7.75,0,66.26,6.0,16.75,47,1,71.94,0
CALL0000433,571,10,328,385.2,5,2.23,3,30.6,5.75,9.98,113,0,92.59,0
CALL0000434,2761,2,124,123.9,6,3.31,1,18.31,13.3,4.34,94,0,78.71,0
CALL0000435,28,599,13,8.6,212,71.84,70,84.78,26.53,61.52,158,24,45.79,1
CALL0000436,401,6,479,363.4,7,3.17,2,10.39,4.77,33.96,56,0,92.74,0
CALL0000437,1103,14,211,201.6,15,3.8,0,54.29,5.58,16.32,79,0,71.68,0
CALL0000438,592,21,119,86.2,5,3.91,3,29.34,16.45,3.01,251,1,87.87,0
CALL0000439,9,350,5,8.0,59,60.65,90,68.26,55.15,63.25,405,22,9.34,1
CALL0000440,1064,12,464,321.9,7,1.55,1,14.56,21.57,17.91,37,1,83.66,0
CALL0000441,2176,5,181,222.1,8,6.97,5,44.61,31.21,21.19,46,0,95.28,0
CALL0000442,952,6,269,279.1,12,4.43,1,11.95,8.38,16.12,56,1,87.67,0
CALL0000443,384,28,346,398.9,16,9.53,0,24.95,21.37,20.11,81,0,89.29,0
CALL0000444,14,278,14,12.5,136,23.57,73,64.64,78.18,84.4,254,23,35.41,1
CALL0000445,609,160,196,208.2,83,0.98,1,37.97,37.36,25.47,151,1,86.03,0
CALL0000446,1027,649,467,472.9,72,8.72,0,36.22,19.53,35.01,130,0,66.27,0
CALL0000447,731,3,619,403.7,4,4.34,1,11.22,50.7,2.24,67,0,90.0,0
CALL0000448,1155,33,185,127.9,9,6.86,1,35.3,18.11,28.5,191,0,74.46,0
CALL0000449,366,12,385,423.3,5,26.79,3,14.08,18.96,13.67,77,0,88.05,0
CALL0000450,3186,7,433,635.9,11,4.84,1,49.16,23.68,26.77,60,0,76.51,0
CALL0000451,328,1320,54,89.6,66,53.27,69,40.33,49.93,91.13,443,0,11.1,1
CALL0000452,966,6,366,218.4,7,5.47,1,61.45,5.76,2.41,61,0,52.77,0
CALL0000453,547,38,270,366.1,8,12.55,1,44.19,36.17,21.57,83,0,67.62,0
CALL0000454,30,1375,248,255.4,196,47.73,3,49.41,53.29,76.51,139,2,28.62,1
CALL0000455,302,12,203,319.4,9,5.62,1,28.12,9.5,20.76,38,1,88.94,0
CALL0000456,2506,142,176,204.6,66,2.1,4,8.3,19.85,47.96,227,1,90.21,0
CALL0000457,66,13,28,20.3,6,56.14,77,65.28,44.55,97.27,27,21,32.53,1
CALL0000458,2350,8,149,123.5,7,5.88,2,41.86,32.78,10.76,227,0,61.8,0
CALL0000459,195,7,15,24.7,6,73.87,87,52.86,55.48,83.28,59,30,62.99,1
CALL0000460,14,348,70,60.1,157,55.45,87,91.11,35.22,61.63,364,25,44.05,1
CALL0000461,807,24,186,199.4,9,16.26,0,44.07,11.54,17.48,64,0,55.16,0
CALL0000462,1151,44,196,155.0,4,5.43,1,22.51,8.24,14.65,66,0,89.45,0
CALL0000463,2167,3,167,143.3,9,7.26,1,2.3,44.94,11.1,64,0,75.73,0
CALL0000464,434,5,196,259.2,4,8.13,1,23.05,41.95,21.52,125,0,78.35,0
CALL0000465,995,9,259,176.2,10,13.78,1,21.8,24.15,22.44,70,0,68.98,0
CALL0000466,608,16,82,79.0,10,15.97,2,17.4,10.37,17.93,77,9,86.28,0
CALL0000467,28,1022,25,40.1,155,88.08,73,65.79,71.87,60.99,288,1,29.07,1
CALL0000468,1067,5,332,392.9,8,15.54,1,27.04,14.57,7.23,33,1,75.98,0
CALL0000469,1574,3,332,388.2,9,3.93,1,46.11,38.17,12.0,6,1,86.22,0
CALL0000470,50,12,46,46.7,9,35.9,61,53.84,64.9,24.06,32,29,23.93,1
CALL0000471,10,1331,302,331.5,215,70.81,78,43.71,40.25,86.51,295,23,10.87,1
CALL0000472,775,441,11,17.5,280,64.55,86,62.0,69.13,81.63,190,1,47.95,1
CALL0000473,267,5,113,39.5,9,3.09,0,27.66,23.53,21.6,83,1,78.22,0
CALL0000474,796,13,210,280.8,9,10.38,4,14.72,17.28,10.75,22,0,86.62,0
CALL0000475,771,7,270,232.9,13,16.94,2,44.54,35.27,18.64,117,0,81.34,0
CALL0000476,953,40,127,176.5,2,21.77,1,27.44,46.01,8.35,37,0,86.21,0
CALL0000477,1134,7,190,178.8,12,1.4,2,6.97,51.39,23.74,20,0,73.37,0
CALL0000478,2049,8,176,169.7,9,2.22,0,6.23,12.26,19.46,118,0,80.29,0
CALL0000479,298,20,245,256.0,7,12.91,1,37.65,13.5,15.25,92,0,85.09,0
CALL0000480,42,19,20,15.7,7,39.28,84,68.87,37.32,88.66,15,28,30.78,1
CALL0000481,26,716,10,7.7,110,67.06,92,82.02,75.06,59.59,239,22,43.16,1
CALL0000482,2742,3,134,131.5,8,2.64,1,39.85,34.93,11.63,57,0,71.14,0
CALL0000483,572,24,302,361.4,11,4.7,0,39.99,40.78,14.76,98,0,75.67,0
CALL0000484,613,237,271,320.5,66,3.09,1,8.71,20.08,21.06,275,0,96.15,0
CALL0000485,9,152,91,117.2,224,47.74,78,63.11,44.59,71.86,702,2,50.68,1
CALL0000486,329,18,250,226.2,9,6.23,2,31.43,10.15,8.77,48,0,80.76,0
CALL0000487,59,1008,8,19.3,67,46.73,97,87.67,42.44,97.06,128,14,39.02,1
CALL0000488,490,14,70,102.1,10,8.22,3,7.13,18.51,19.91,52,0,83.11,0
CALL0000489,2529,4,37,40.5,1,4.31,0,35.77,6.67,2.47,59,0,74.32,0
CALL0000490,51,1486,13,25.6,260,39.71,82,54.6,42.16,52.21,390,16,13.7,1
CALL0000491,202,15,487,451.0,3,4.25,3,56.82,15.95,4.66,37,0,86.05,0
CALL0000492,861,796,10,23.4,108,55.76,70,58.21,79.72,48.27,277,0,32.53,1
CALL0000493,1272,100,315,319.7,4,13.46,0,5.52,11.66,33.75,48,0,75.34,0
CALL0000494,20,729,9,20.2,173,38.93,69,84.78,71.56,77.22,497,21,13.67,1
CALL0000495,33,14,27,20.5,4,80.68,93,64.26,31.53,71.34,69,28,29.2,1
CALL0000496,454,17,267,317.6,9,14.24,3,7.07,4.35,46.58,59,0,91.9,0
CALL0000497,496,4,126,166.6,7,3.5,2,2.72,22.4,31.22,26,0,80.91,0
CALL0000498,18,224,34,71.8,158,57.26,74,68.2,69.38,99.66,606,5,0.95,1
CALL0000499,1073,8,132,96.7,5,2.45,1,36.54,16.3,0.86,176,0,57.41,0
CALL0000500,250,8,220,265.6,7,14.96,1,69.5,0.69,11.02,33,0,88.27,0
CALL0000501,1297,14,288,309.7,9,10.34,7,43.3,17.16,8.76,116,0,70.45,0
CALL0000502,1504,7,39,50.1,10,8.05,1,29.06,17.95,3.68,59,0,85.68,0
CALL0000503,63,957,30,20.6,222,70.82,82,63.32,89.19,43.01,320,16,23.29,1
CALL0000504,930,6,184,252.9,6,7.98,0,56.76,25.99,17.71,140,0,82.43,0
CALL0000505,1000,7,294,305.2,8,8.32,0,58.15,11.76,17.38,63,0,78.1,0
CALL0000506,899,12,27,30.8,15,10.78,1,13.09,25.67,4.48,72,0,87.6,0
CALL0000507,35,756,102,104.2,211,56.45,75,59.74,79.82,71.36,516,24,16.2,1
CALL0000508,262,6,283,368.8,5,14.89,3,3.28,9.59,23.1,119,1,82.04,0
CALL0000509,632,46,116,102.1,5,2.28,1,25.24,43.86,8.39,24,1,91.63,0
CALL0000510,79,1250,13,11.3,229,71.49,65,47.95,72.3,69.25,561,33,28.38,1
CALL0000511,1321,6,25,21.7,3,5.17,3,6.19,9.8,17.48,79,0,83.09,0
CALL0000512,1254,18,279,332.1,6,4.47,1,37.65,20.57,2.48,59,0,86.92,0
CALL0000513,31,1290,55,26.9,81,69.61,86,87.72,38.71,92.6,300,24,24.05,1
CALL0000514,1193,7,136,137.8,5,34.85,1,5.92,3.41,24.95,74,0,91.17,0
CALL0000515,3650,15,139,172.3,7,17.99,2,10.75,42.8,11.88,133,0,61.29,0
CALL0000516,53,1315,21,1.6,213,72.26,83,63.34,76.83,24.62,277,14,23.27,1
CALL0000517,16,356,223,187.7,30,90.34,84,70.22,62.74,53.4,416,17,63.15,1
CALL0000518,3210,2,194,169.4,4,20.53,0,21.9,27.87,10.01,37,0,79.03,0
CALL0000519,1810,2,126,170.1,9,2.37,0,68.82,3.34,9.95,344,1,48.55,0
CALL0000520,217,8,235,197.9,8,8.16,2,23.1,2.3,4.31,159,0,72.57,0
CALL0000521,408,685,257,253.1,71,1.81,2,8.53,4.94,7.01,225,1,51.07,0
CALL0000522,708,9,247,215.8,7,8.39,1,6.4,28.24,10.67,27,0,83.12,0
CALL0000523,85,4,25,5.2,4,48.31,2,82.59,79.77,92.3,32,24,20.53,1
CALL0000524,30,440,38,36.7,120,46.19,2,95.07,70.17,91.08,279,19,14.19,1
CALL0000525,1068,18,124,129.8,8,6.25,1,25.11,11.24,16.95,63,0,55.02,0
CALL0000526,3650,17,366,288.8,8,5.78,1,39.69,14.84,8.29,35,0,97.81,0
CALL0000527,260,247,217,194.2,105,70.22,1,75.28,50.67,86.27,395,1,37.21,1
CALL0000528,684,17,276,230.5,8,2.51,3,16.86,30.61,4.01,116,0,89.07,0
CALL0000529,51,618,6,1.0,176,71.37,62,84.91,78.65,43.2,367,26,19.9,1
CALL0000530,348,7,571,530.9,5,13.96,3,28.43,13.12,20.07,265,0,77.29,0
CALL0000531,1060,22,278,251.5,8,17.85,2,2.7,20.42,19.53,148,1,79.9,0
CALL0000532,13,1003,27,27.0,151,66.48,4,79.67,60.96,73.39,351,22,5.84,1
CALL0000533,5,454,22,18.6,116,52.84,79,58.7,44.36,86.73,282,19,8.69,1
CALL0000534,1167,8,257,63.3,5,13.21,2,63.88,13.26,24.61,119,0,83.91,0
CALL0000535,1112,1,30,41.8,0,2.0,1,61.05,14.58,7.09,137,0,50.12,0
CALL0000536,2238,7,281,286.7,9,14.89,1,18.92,36.87,39.32,52,0,96.04,0
CALL0000537,28,956,11,11.0,151,76.32,86,91.14,73.46,48.46,344,18,13.03,1
CALL0000538,3650,14,99,108.5,4,9.83,1,12.3,11.16,10.97,245,0,91.11,0
CALL0000539,5,2,12,9.2,8,44.01,80,63.75,76.93,75.04,28,22,18.84,1
CALL0000540,663,207,240,203.6,55,11.68,0,10.41,28.64,18.36,353,0,75.98,0
CALL0000541,1284,7,178,168.2,7,5.13,1,31.86,37.58,31.57,161,1,96.26,0
CALL0000542,826,159,41,35.5,196,75.85,97,85.81,66.4,88.66,225,26,9.18,1
CALL0000543,121,351,13,6.2,161,51.62,1,75.01,60.27,43.49,632,19,14.91,1
CALL0000544,298,491,2,3.5,522,93.08,74,83.6,29.46,80.65,361,28,27.51,1
CALL0000545,857,10,215,238.6,10,5.5,1,43.03,4.68,15.39,132,4,86.45,0
CALL0000546,299,11,298,247.8,7,7.28,1,65.32,10.92,0.85,50,0,82.68,0
CALL0000547,1327,7,128,163.9,11,15.06,1,28.32,31.9,24.01,28,0,99.57,0
CALL0000548,995,4,360,291.1,11,2.52,3,52.17,34.24,7.27,79,4,74.66,0
CALL0000549,967,11,286,341.2,6,13.57,0,16.01,11.59,14.27,15,0,85.44,0
CALL0000550,93,918,20,21.3,219,59.84,63,71.6,80.35,56.88,109,21,53.86,1
CALL0000551,1945,3,142,151.7,12,14.86,1,29.34,8.66,36.05,44,1,80.24,0
CALL0000552,403,8,148,122.2,9,16.02,2,31.6,7.98,32.87,17,0,73.21,0
CALL0000553,683,12,704,876.0,15,6.56,3,11.32,17.99,6.04,139,2,80.66,0
CALL0000554,188,9,358,392.7,20,6.58,0,18.75,12.92,17.7,93,0,74.4,0
CALL0000555,219,2,291,330.9,11,17.63,0,18.52,43.71,17.12,40,0,89.91,0
CALL0000556,9,253,14,11.9,148,72.88,76,38.19,26.26,80.01,280,0,46.25,1
CALL0000557,274,15,324,398.4,8,11.72,2,23.63,10.78,14.09,104,0,83.79,0
CALL0000558,478,631,161,136.1,70,15.27,1,29.68,7.5,13.6,237,0,60.3,0
CALL0000559,124,1016,288,238.8,183,65.8,3,79.83,44.08,78.2,196,24,27.27,1
CALL0000560,230,9,160,178.9,9,3.33,4,12.4,7.54,11.68,108,0,58.77,0
CALL0000561,228,5,567,645.9,5,0.91,4,11.61,17.97,25.12,111,0,61.67,0
CALL0000562,2923,671,588,437.7,62,15.71,2,52.89,13.92,3.55,299,0,84.35,0
CALL0000563,2401,7,508,695.8,6,19.74,1,37.9,29.26,10.06,41,0,83.33,0
CALL0000564,1786,12,682,859.5,6,6.56,1,6.81,40.95,10.79,71,1,72.57,0
CALL0000565,38,472,16,13.2,165,42.54,77,71.19,65.73,71.83,356,0,17.9,1
CALL0000566,301,13,342,516.5,10,7.42,0,11.05,40.1,11.13,44,0,53.59,0
CALL0000567,449,15,353,472.4,5,13.69,1,61.52,4.68,10.79,79,0,75.59,0
CALL0000568,1256,12,250,256.1,11,3.26,0,14.12,18.56,27.51,60,1,98.55,0
CALL0000569,1916,36,207,161.2,10,4.43,2,10.68,26.61,28.32,99,0,95.05,0
CALL0000570,443,3,151,168.0,10,12.28,3,23.01,17.3,2.48,83,0,50.94,0
CALL0000571,756,12,311,326.8,6,7.7,2,23.62,6.27,31.76,35,0,72.25,0
CALL0000572,1732,1,342,309.2,8,6.58,1,12.56,17.89,22.18,123,0,68.2,0
CALL0000573,303,362,135,106.9,74,4.42,5,8.2,15.18,6.56,217,0,73.77,0
CALL0000574,1190,11,266,352.4,5,17.22,0,44.29,37.06,9.98,16,0,73.22,0
CALL0000575,11,971,10,5.5,132,84.63,2,65.21,50.87,61.79,323,2,59.58,1
CALL0000576,1810,6,225,260.1,13,1.85,1,22.2,17.12,6.46,43,0,90.65,0
CALL0000577,970,16,326,306.0,6,3.95,6,17.43,17.71,9.59,165,0,75.49,0
CALL0000578,291,3,223,176.2,7,2.68,1,18.1,6.57,18.39,133,1,66.03,0
CALL0000579,16,525,21,19.0,147,77.36,2,64.59,26.3,78.28,217,22,19.54,1
CALL0000580,248,7,264,109.3,3,4.42,3,14.01,15.06,13.46,44,0,77.8,0
CALL0000581,406,7,280,102.6,5,45.83,67,71.13,73.65,70.65,135,0,2.69,1
CALL0000582,2162,22,332,438.4,8,26.46,1,57.82,3.46,23.1,78,0,75.78,0
CALL0000583,1280,5,271,339.9,8,11.65,0,76.32,10.8,38.84,98,0,60.32,0
