grad_id,major,major_category,institution_tier,institution_selectivity_pctile,gpa,had_internship,completed_on_time,region,net_cost_usd,debt_usd,hs_baseline_10yr_usd,added_earnings_10yr_usd,earnings_10yr_usd,net_roi_usd,roi_pct,positive_roi,high_roi
G000245,finance,business,mid_tier,55,3.0,1,0,south,71600,36900,289400,689900,979300,618300,863.9,1,1
G000246,electrical_engineering,STEM,top_public,71,3.26,1,1,west,106900,0,384400,767000,1151300,660000,617.2,1,1
G000247,psychology,social_science,mid_tier,54,3.0,0,1,south,64700,54500,382600,55000,437600,-9600,-14.9,0,0
G000248,humanities,humanities,for_profit,22,3.68,0,1,northeast,119100,72800,375700,62400,438100,-56700,-47.6,0,0
G000249,fine_arts,arts,top_public,77,3.24,1,1,west,57700,54300,363500,44900,408400,-12800,-22.2,0,0
G000250,economics,business,ivy_elite,94,2.65,1,1,west,131100,0,365600,743500,1109100,612500,467.3,1,1
G000251,fine_arts,arts,mid_tier,61,2.74,0,0,northeast,119200,87400,373800,40500,414400,-78700,-66.0,0,0
G000252,finance,business,mid_tier,64,2.6,0,1,northeast,62400,56800,395300,564200,959500,501800,803.9,1,1
G000253,education,education,regional,36,2.49,0,1,west,72100,30100,348500,67700,416300,-4400,-6.1,0,0
G000254,criminal_justice,social_science,regional,37,2.44,1,1,south,66800,0,397700,125100,522800,58300,87.3,1,0
G000255,marketing,business,regional,44,4.0,1,1,midwest,52500,0,391900,163500,555400,111000,211.3,1,0
G000256,nursing,health,for_profit,26,2.61,0,1,south,116700,0,395100,126100,521300,9500,8.1,1,0
G000257,criminal_justice,social_science,regional,42,2.86,0,0,west,75200,0,362500,118900,481400,43700,58.2,1,0
G000258,computer_science,STEM,for_profit,18,3.54,1,1,south,105800,99700,373000,362100,735100,256300,242.3,1,0
G000259,chemical_engineering,STEM,for_profit,21,3.59,0,1,northeast,99400,55600,339300,593700,933000,494300,497.4,1,1
G000260,biology,STEM,mid_tier,61,2.74,0,0,northeast,99500,56500,293300,179400,472700,79900,80.3,1,0
G000261,social_work,social_science,top_public,78,3.74,0,1,midwest,86600,46900,329400,80400,409800,-6200,-7.1,0,0
G000262,marketing,business,regional,48,3.67,0,1,northeast,80100,0,359600,153100,512700,73000,91.2,1,0
G000263,psychology,social_science,mid_tier,61,2.67,1,0,northeast,72300,0,354300,129400,483700,57100,79.1,1,0
G000264,finance,business,regional,48,3.84,1,1,south,62300,36000,358100,535300,893400,473000,759.2,1,1
G000265,computer_science,STEM,top_public,76,2.52,1,1,south,81900,41000,337600,602900,940500,521000,636.1,1,1
G000266,chemical_engineering,STEM,mid_tier,52,2.98,1,1,midwest,53600,42800,399200,766000,1165100,712400,1329.5,1,1
G000267,fine_arts,arts,for_profit,16,2.65,1,1,northeast,82900,54600,357900,27300,385200,-55600,-67.0,0,0
G000268,business,business,mid_tier,54,2.89,1,1,midwest,94000,0,310100,215800,526000,121800,129.6,1,0
G000269,social_work,social_science,mid_tier,63,2.85,1,0,northeast,86200,78500,323100,60900,384000,-25300,-29.3,0,0
G000270,finance,business,mid_tier,52,2.62,1,1,west,98000,91400,337000,439800,776800,341800,348.6,1,0
G000271,chemical_engineering,STEM,mid_tier,54,2.62,1,1,west,71400,50200,381600,804300,1185900,732900,1026.9,1,1
G000272,business,business,top_public,70,3.07,0,0,south,135800,0,356600,449300,805900,313500,230.9,1,0
G000273,chemical_engineering,STEM,top_public,75,3.81,1,1,south,105300,0,382500,1330900,1713400,1225600,1163.6,1,1
G000274,business,business,mid_tier,55,3.03,0,1,west,83700,69900,350700,603200,953900,519500,621.0,1,1
G000275,business_analytics,business,regional,37,4.0,1,1,midwest,52900,31800,339100,310800,649900,257900,487.3,1,0
G000276,electrical_engineering,STEM,for_profit,24,2.56,1,1,south,76000,54200,407200,231100,638300,155000,203.9,1,0
G000277,marketing,business,mid_tier,64,3.31,0,0,west,80100,0,399500,230600,630100,150500,188.0,1,0
G000278,electrical_engineering,STEM,regional,47,3.59,1,1,south,48700,28500,387700,1081800,1469500,1033200,2123.3,1,1
G000279,electrical_engineering,STEM,for_profit,26,3.16,1,0,northeast,141300,0,310200,312600,622800,171300,121.2,1,0
G000280,business_analytics,business,top_public,76,3.2,0,0,west,102500,0,348400,827600,1176000,725100,707.2,1,1
G000281,economics,business,top_public,72,3.6,1,1,west,86900,0,326500,671900,998500,585100,673.6,1,1
G000282,biology,STEM,top_public,77,3.23,0,0,midwest,111100,108200,391700,372400,764000,261300,235.2,1,0
G000283,chemical_engineering,STEM,top_public,75,3.18,0,0,midwest,104900,0,400500,679600,1080100,574700,548.1,1,1
G000284,nursing,health,for_profit,27,2.65,1,1,south,88100,0,381900,249200,631100,161100,182.9,1,0
G000285,criminal_justice,social_science,regional,47,2.94,0,1,west,77200,69500,359500,85600,445100,8400,10.9,1,0
G000286,computer_science,STEM,mid_tier,61,3.28,0,0,south,113600,0,317500,285500,603100,171900,151.3,1,0
G000287,social_work,social_science,regional,39,3.54,0,1,south,58900,32500,391300,81900,473300,23000,39.1,1,0
G000288,biology,STEM,mid_tier,57,4.0,0,0,northeast,95100,0,400900,323800,724700,228700,240.6,1,0
G000289,mechanical_engineering,STEM,mid_tier,52,3.41,0,1,south,78600,0,436200,276100,712300,197500,251.2,1,0
G000290,psychology,social_science,mid_tier,61,3.45,1,1,northeast,65600,45200,382500,155000,537500,89400,136.1,1,0
G000291,economics,business,top_public,76,2.53,1,1,west,58300,0,315800,620300,936100,562100,964.4,1,1
G000292,business_analytics,business,mid_tier,63,3.56,0,0,midwest,92300,67800,376600,1090000,1466700,997700,1080.6,1,1
G000293,computer_science,STEM,mid_tier,62,3.46,0,0,northeast,87100,0,361400,366900,728300,279800,321.4,1,0
G000294,chemical_engineering,STEM,mid_tier,59,2.97,0,1,west,64800,0,364700,686400,1051000,621600,959.4,1,1
G000295,fine_arts,arts,top_public,69,3.72,0,1,midwest,102300,51600,292500,40300,332800,-61900,-60.5,0,0
G000296,mechanical_engineering,STEM,regional,38,2.66,1,0,south,103100,0,431200,310300,741400,207200,200.9,1,0
G000297,nursing,health,mid_tier,63,3.28,0,1,northeast,75500,0,356400,294300,650700,218800,289.7,1,0
G000298,psychology,social_science,top_public,77,2.83,0,1,midwest,74200,0,371200,124700,496000,50500,68.0,1,0
G000299,computer_engineering,STEM,mid_tier,54,2.75,0,1,south,82200,0,383700,501700,885400,419500,510.2,1,0
G000300,psychology,social_science,regional,46,2.53,0,1,northeast,36200,24800,426100,103700,529700,67500,186.6,1,0
G000301,psychology,social_science,mid_tier,60,3.04,0,0,west,112500,0,343100,78300,421400,-34200,-30.4,0,0
G000302,education,education,mid_tier,57,2.95,1,0,south,118200,74900,282300,93800,376200,-24400,-20.6,0,0
G000303,communications,social_science,top_public,80,3.47,1,1,west,66100,59700,404100,204000,608100,137900,208.7,1,0
G000304,psychology,social_science,mid_tier,61,3.19,0,1,south,51800,23500,358900,156700,515600,104900,202.5,1,0
G000305,business,business,ivy_elite,92,3.84,0,1,west,146300,62500,352600,717200,1069800,570800,390.1,1,1
G000306,computer_engineering,STEM,ivy_elite,99,3.08,1,1,south,138200,92600,346200,1241600,1587800,1103400,798.4,1,1
G000307,finance,business,ivy_elite,101,3.15,0,1,west,154100,124300,358600,386000,744600,231900,150.4,1,0
G000308,marketing,business,for_profit,24,3.36,0,1,south,110500,0,428100,108100,536200,-2500,-2.2,0,0
G000309,psychology,social_science,mid_tier,59,3.57,0,0,midwest,124500,49900,337200,38200,375400,-86400,-69.4,0,0
G000310,chemical_engineering,STEM,top_public,80,3.03,0,1,midwest,115100,62300,331100,1534400,1865500,1419300,1233.4,1,1
G000311,psychology,social_science,top_public,68,3.61,1,1,midwest,71900,36900,350100,98200,448300,26400,36.7,1,0
G000312,computer_science,STEM,for_profit,20,3.6,0,1,south,108000,0,374200,360500,734700,252500,233.9,1,0
G000313,humanities,humanities,top_public,73,3.24,1,1,midwest,82300,0,333600,105900,439600,23700,28.8,1,0
G000314,chemical_engineering,STEM,mid_tier,55,3.43,0,1,south,78500,0,333000,494800,827700,416200,530.1,1,0
G000315,nursing,health,regional,44,2.71,1,1,south,54900,42600,336200,281600,617800,226700,412.7,1,0
G000316,education,education,mid_tier,57,3.33,1,1,south,84200,0,337100,71700,408800,-12500,-14.9,0,0
G000317,electrical_engineering,STEM,mid_tier,56,2.4,1,1,midwest,59400,0,340500,1133200,1473700,1073700,1806.8,1,1
G000318,marketing,business,top_public,70,2.99,0,0,northeast,97200,59000,269300,213600,483000,116400,119.8,1,0
G000319,business_analytics,business,mid_tier,56,3.12,1,1,northeast,77000,49200,411600,1695600,2107200,1618500,2100.8,1,1
G000320,criminal_justice,social_science,top_public,77,3.74,0,1,northeast,81300,0,357100,282700,639800,201400,247.8,1,0
G000321,nursing,health,mid_tier,59,2.92,1,0,midwest,105900,0,351300,362800,714000,256900,242.6,1,0
G000322,humanities,humanities,mid_tier,57,2.65,1,1,west,65100,0,388700,98900,487600,33700,51.7,1,0
G000323,social_work,social_science,mid_tier,59,3.1,0,1,south,64900,0,402900,82700,485600,17800,27.5,1,0
G000324,computer_science,STEM,regional,46,3.02,1,1,northeast,44700,38100,326200,543000,869200,498300,1113.8,1,1
G000325,mechanical_engineering,STEM,top_public,73,2.75,1,1,south,70900,0,314200,694700,1008900,623900,880.0,1,1
G000326,finance,business,regional,42,3.13,1,1,west,50700,48000,365100,361800,726800,311100,613.4,1,0
G000327,business_analytics,business,regional,42,3.13,1,0,south,70800,57200,333600,325200,658800,254400,359.6,1,0
G000328,education,education,regional,43,3.01,0,0,west,94400,45800,350500,73300,423800,-21100,-22.3,0,0
G000329,finance,business,for_profit,17,1.95,1,1,south,78500,32000,336600,361100,697700,282600,359.9,1,0
G000330,finance,business,for_profit,17,2.48,0,1,midwest,117200,112500,360600,314000,674500,196700,167.8,1,0
G000331,psychology,social_science,mid_tier,53,3.24,1,0,south,87900,39200,371600,72900,444500,-14900,-17.0,0,0
G000332,humanities,humanities,regional,36,3.04,1,0,northeast,111100,79500,431900,161000,592900,49800,44.9,1,0
G000333,criminal_justice,social_science,for_profit,19,2.84,0,1,northeast,105500,47700,401900,57800,459700,-47700,-45.2,0,0
G000334,computer_engineering,STEM,mid_tier,55,2.48,0,1,midwest,71300,39400,417900,473600,891600,402300,564.3,1,0
G000335,business,business,regional,39,3.13,0,1,northeast,43700,20500,365300,379800,745100,336100,769.7,1,0
G000336,chemical_engineering,STEM,for_profit,26,2.44,1,1,northeast,115700,78800,344700,381700,726400,266000,230.0,1,0
G000337,nursing,health,regional,36,3.22,0,1,midwest,52700,49900,360600,656300,1016900,603600,1145.5,1,1
G000338,economics,business,regional,39,3.11,0,0,midwest,81400,48900,412100,355700,767700,274300,336.8,1,0
G000339,chemical_engineering,STEM,mid_tier,52,2.94,0,0,south,93400,0,389300,311800,701000,218400,233.8,1,0
G000340,biology,STEM,regional,43,3.32,0,0,northeast,81100,48300,415400,81600,497000,500,0.6,1,0
G000341,chemical_engineering,STEM,regional,45,3.3,1,1,west,47700,0,353500,1280000,1633500,1232300,2584.0,1,1
G000342,business_analytics,business,mid_tier,56,3.07,1,1,northeast,77100,0,376100,426900,803000,349800,453.7,1,0
G000343,marketing,business,mid_tier,56,3.64,0,0,northeast,80100,68900,399500,146900,546400,66800,83.4,1,0
G000344,psychology,social_science,top_public,68,3.34,0,0,west,112000,65900,393900,61500,455400,-50500,-45.1,0,0
G000345,humanities,humanities,mid_tier,62,3.11,0,1,south,63600,0,337900,67400,405300,3800,5.9,1,0
G000346,electrical_engineering,STEM,mid_tier,52,2.65,1,1,south,70100,52600,356000,583100,939100,513000,731.8,1,1
G000347,nursing,health,mid_tier,62,3.46,0,1,midwest,72600,0,447700,267700,715400,195100,268.6,1,0
G000348,business,business,top_public,69,2.69,1,1,south,92400,57500,352100,816100,1168200,723800,783.6,1,1
G000349,chemical_engineering,STEM,top_public,80,2.69,0,1,midwest,79900,0,395300,741700,1137000,661800,828.5,1,1
G000350,biology,STEM,top_public,76,2.72,0,1,south,82200,35400,337400,226300,563700,144000,175.1,1,0
G000351,business,business,regional,45,2.61,1,0,midwest,83600,83300,342400,250800,593300,167200,199.9,1,0
G000352,mechanical_engineering,STEM,top_public,72,3.18,1,1,midwest,74700,0,351600,247900,599600,173200,231.9,1,0
G000353,humanities,humanities,mid_tier,53,3.36,1,1,northeast,84000,0,300100,75900,376000,-8000,-9.6,0,0
G000354,social_work,social_science,mid_tier,61,3.06,1,0,south,102400,88200,385400,103000,488400,700,0.6,1,0
G000355,nursing,health,mid_tier,61,3.02,0,0,west,88100,44000,314500,331300,645800,243200,276.1,1,0
G000356,electrical_engineering,STEM,regional,47,4.0,1,1,south,50200,32300,354000,553700,907700,503400,1002.0,1,1
G000357,fine_arts,arts,regional,46,2.88,0,1,west,67400,0,302700,43500,346200,-23900,-35.5,0,0
G000358,nursing,health,regional,47,3.36,0,0,west,85900,0,407400,228900,636300,143000,166.5,1,0
G000359,electrical_engineering,STEM,mid_tier,64,3.0,0,0,northeast,120800,61500,359000,321200,680200,200400,165.9,1,0
G000360,electrical_engineering,STEM,mid_tier,63,2.81,1,0,midwest,118900,80100,350900,550600,901600,431700,362.9,1,1
G000361,mechanical_engineering,STEM,top_public,77,3.86,0,1,west,77400,0,371000,486200,857200,408700,528.0,1,0
G000362,criminal_justice,social_science,mid_tier,55,3.24,0,0,midwest,99500,72900,367100,128200,495300,28700,28.9,1,0
G000363,biology,STEM,regional,43,3.51,0,1,south,57300,25600,379200,328300,707500,271000,473.1,1,0
G000364,nursing,health,top_public,71,2.59,0,1,south,84900,56000,391100,780000,1171100,695100,818.8,1,1
G000365,finance,business,mid_tier,55,2.55,1,1,west,70100,58100,336400,170500,506900,100400,143.3,1,0
G000366,communications,social_science,regional,39,3.6,1,1,midwest,75300,53200,410600,81800,492400,6500,8.6,1,0
G000367,criminal_justice,social_science,top_public,79,2.97,0,1,midwest,90300,57400,342400,209100,551500,118800,131.5,1,0
G000368,electrical_engineering,STEM,mid_tier,61,3.5,0,0,northeast,91100,0,292300,538400,830600,447200,490.9,1,1
G000369,criminal_justice,social_science,for_profit,20,2.75,0,1,south,117400,59900,345400,76200,421600,-41200,-35.1,0,0
G000370,social_work,social_science,regional,36,3.06,0,1,west,55800,0,411100,91900,503000,36100,64.8,1,0
G000371,criminal_justice,social_science,ivy_elite,99,3.46,1,1,midwest,141600,0,334700,230100,564800,88500,62.5,1,0
G000372,computer_science,STEM,mid_tier,60,3.2,1,1,west,75300,0,396700,320400,717100,245100,325.4,1,0
G000373,biology,STEM,mid_tier,62,2.87,1,1,south,61600,25900,400700,135200,535900,73700,119.7,1,0
G000374,business_analytics,business,mid_tier,58,3.58,0,1,west,75500,0,406300,559600,965800,484000,640.9,1,1
G000375,psychology,social_science,mid_tier,59,3.93,1,1,northeast,77800,48600,357100,215900,573000,138100,177.3,1,0
G000376,business,business,ivy_elite,90,2.53,0,1,northeast,140300,74100,414600,287000,701600,146700,104.5,1,0
G000377,psychology,social_science,regional,45,2.56,0,1,south,61800,43400,357700,119400,477100,57700,93.4,1,0
G000378,electrical_engineering,STEM,regional,46,2.6,0,1,midwest,65100,0,337700,572400,910100,507300,779.6,1,1
G000379,education,education,mid_tier,62,3.0,0,1,northeast,73000,0,360900,113900,474800,41000,56.2,1,0
G000380,psychology,social_science,mid_tier,53,3.78,1,1,midwest,103700,0,416900,96700,513600,-7000,-6.7,0,0
G000381,marketing,business,regional,46,3.33,0,1,midwest,65700,0,387600,177900,565500,112200,170.7,1,0
G000382,computer_engineering,STEM,regional,44,3.05,0,1,northeast,54800,0,425500,314600,740100,259800,473.8,1,0
G000383,finance,business,top_public,77,4.0,1,1,northeast,98400,0,421800,1159000,1580900,1060600,1077.3,1,1
G000384,nursing,health,top_public,72,3.04,0,1,northeast,74500,0,438400,504800,943200,430200,577.1,1,1
G000385,computer_science,STEM,mid_tier,58,3.81,1,1,northeast,79900,36700,342200,747200,1089400,667300,835.2,1,1
G000386,computer_engineering,STEM,top_public,76,3.46,0,0,midwest,102700,90100,390800,669500,1060300,566800,551.8,1,1
G000387,communications,social_science,regional,39,3.87,0,0,midwest,86100,0,392400,356800,749200,270700,314.2,1,0
G000388,electrical_engineering,STEM,mid_tier,63,3.57,1,1,northeast,75700,38500,455000,381700,836700,305900,403.9,1,0
G000389,computer_engineering,STEM,regional,39,3.45,1,1,south,39900,36900,462700,388700,851400,348800,873.3,1,0
G000390,education,education,top_public,74,2.57,1,1,west,70500,48500,309400,80700,390100,10200,14.5,1,0
G000391,computer_engineering,STEM,regional,41,2.76,1,1,west,52500,45900,330800,433700,764500,381200,726.7,1,0
G000392,social_work,social_science,regional,39,1.89,1,0,midwest,87600,0,382100,68600,450700,-19000,-21.7,0,0
G000393,nursing,health,mid_tier,53,2.96,1,1,south,56000,0,378600,370400,748900,314400,561.5,1,0
G000394,mechanical_engineering,STEM,regional,42,2.76,0,0,south,52400,0,388500,262400,650900,210000,400.4,1,0
G000395,education,education,mid_tier,52,3.3,1,1,south,117700,0,336100,96900,432900,-20800,-17.7,0,0
G000396,business_analytics,business,top_public,76,2.48,0,0,northeast,122700,0,330100,395500,725500,272800,222.3,1,0
G000397,communications,social_science,regional,45,3.39,1,0,northeast,62500,39000,380700,125700,506400,63100,100.9,1,0
G000398,computer_engineering,STEM,top_public,75,3.34,0,1,midwest,67900,0,428600,949800,1378400,881900,1297.9,1,1
G000399,economics,business,regional,37,2.6,1,1,midwest,60800,34700,367000,217100,584100,156300,257.3,1,0
G000400,electrical_engineering,STEM,top_public,77,2.85,0,1,northeast,71100,71000,349400,1548600,1898000,1477500,2077.4,1,1
G000401,business_analytics,business,mid_tier,59,2.84,0,1,west,59400,0,292900,309800,602800,250500,422.0,1,0
G000402,nursing,health,mid_tier,54,2.56,0,1,west,73600,0,393000,546300,939300,472700,642.5,1,1
G000403,marketing,business,mid_tier,53,2.82,1,1,south,70800,54000,390200,321200,711400,250400,353.6,1,0
G000404,criminal_justice,social_science,top_public,70,2.76,0,0,northeast,99900,49500,349700,189300,538900,89400,89.5,1,0
G000405,marketing,business,top_public,72,3.23,0,0,west,89200,40800,293900,277000,570800,187700,210.4,1,0
G000406,computer_engineering,STEM,mid_tier,61,3.53,1,1,west,109600,47200,404300,277500,681800,168000,153.3,1,0
G000407,social_work,social_science,regional,38,2.72,1,1,south,65900,56700,390800,45100,435800,-20800,-31.6,0,0
G000408,nursing,health,for_profit,18,3.77,1,1,northeast,84700,63600,267600,206400,474000,121700,143.7,1,0
G000409,computer_engineering,STEM,for_profit,22,3.15,1,1,midwest,101400,0,390700,438300,829000,336900,332.3,1,0
G000410,computer_science,STEM,for_profit,28,2.93,0,0,west,137300,95000,338100,553400,891400,416100,303.1,1,0
G000411,biology,STEM,mid_tier,54,2.75,0,0,south,86100,0,347500,243600,591100,157500,182.9,1,0
G000412,biology,STEM,regional,47,3.36,0,1,northeast,70800,0,371100,236700,607800,165900,234.5,1,0
G000413,criminal_justice,social_science,regional,46,3.42,0,1,midwest,40600,0,292900,83300,376200,42700,105.1,1,0
G000414,finance,business,mid_tier,53,3.5,1,1,midwest,80800,0,399600,538800,938400,458000,566.8,1,1
G000415,marketing,business,ivy_elite,101,2.04,0,1,south,92000,0,362100,331300,693400,239300,260.1,1,0
G000416,biology,STEM,regional,47,3.52,0,0,south,104600,64300,394200,104200,498400,-400,-0.4,0,0
