Division,District,Market,Crop,Variety,Group,Arrivals (Tonnes),Min Price (BDT/Quintal),Max Price (BDT/Quintal),Price (BDT/Quintal),Reported Date,Quality_Grade,Market_Demand,Stock_Availability,Market_Type,Season
Barishal,Bhola,Bhola Bazar,Barley,BARI Barley-7,Barley Flour,17,3817,4135,3976,9/19/2020,Grade A,High,High,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Barley,BARI Barley-7,Barley Flour,205,4325,4685,4505,10/18/2023,Grade B,Medium,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Barley,BARI Barley-7,Barley Flour,9,2646,2866,2756,3/12/2022,Grade A,Medium,High,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,18,1883,2039,1961,12/30/2021,Grade A,Low,Medium,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Barley,BARI Barley-7,Barley Flour,417,4512,4888,4700,12/12/2023,Grade B,Low,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,5,1747,1893,1820,6/5/2020,Premium,High,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Barley,BARI Barley-7,Barley Flour,61,3252,3522,3387,11/9/2020,Grade C,Medium,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,240,5255,5693,5474,5/17/2022,Grade C,High,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,24,6411,6945,6678,8/5/2021,Grade A,High,Low,Retail,Winter
Khulna,Satkhira,Satkhira Market,Barley,BARI Barley-7,Barley Flour,11,6258,6780,6519,11/22/2021,Grade A,Low,Low,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,520,3892,4216,4054,10/24/2024,Grade A,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,1,1560,1690,1625,6/23/2020,Grade B,Low,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,4.2,2900,3142,3021,9/26/2024,Grade A,High,Medium,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,4,1369,1483,1426,7/2/2021,Grade C,High,Low,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Barley,BARI Barley-7,Barley Flour,611.1,3798,4114,3956,11/21/2024,Grade C,Medium,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,75,4151,4497,4324,11/10/2021,Grade C,Medium,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,70,6192,6708,6450,2/20/2021,Grade B,High,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Barley,BARI Barley-7,Barley Flour,90,3758,4072,3915,10/11/2024,Grade C,Medium,Low,Retail,Winter
Khulna,Khulna,Khulna New Market,Barley,BARI Barley-7,Barley Flour,131,3714,4024,3869,6/27/2020,Grade A,High,High,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Barley,BARI Barley-7,Barley Flour,2.21,11510,12470,11990,6/12/2024,Grade A,Medium,Medium,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Barley,BARI Barley-7,Barley Flour,584,3408,3692,3550,10/8/2020,Grade B,High,High,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,16,2493,2701,2597,10/5/2023,Grade A,High,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,18,6513,7055,6784,5/30/2021,Grade A,High,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Barley,BARI Barley-7,Barley Flour,8.4,2849,3087,2968,9/9/2024,Grade A,High,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,36,11870,12860,12365,11/6/2023,Grade A,Medium,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Barley,BARI Barley-7,Barley Flour,14,1989,2155,2072,1/10/2022,Premium,Medium,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,155,5699,6173,5936,7/17/2020,Premium,Medium,Low,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Barley,BARI Barley-7,Barley Flour,120,4632,5018,4825,6/12/2023,Grade B,Low,Low,Retail,Winter
Khulna,Satkhira,Satkhira Market,Barley,BARI Barley-7,Barley Flour,9,5597,6063,5830,7/26/2022,Grade A,Medium,Low,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,47,1501,1627,1564,4/27/2021,Grade C,High,High,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,5,1679,1819,1749,6/4/2020,Grade A,Low,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,2,5705,6181,5943,6/29/2021,Grade C,High,Low,Retail,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Barley,BARI Barley-7,Barley Flour,65,9499,10291,9895,7/20/2023,Grade B,Medium,Medium,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Barley,BARI Barley-7,Barley Flour,4,2237,2423,2330,11/5/2022,Grade B,High,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,13,3908,4234,4071,9/27/2024,Grade C,Low,High,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Barley,BARI Barley-7,Barley Flour,49,5467,5923,5695,12/31/2021,Grade B,Medium,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,1.4,2035,2205,2120,9/23/2024,Grade B,High,High,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,7.5,2086,2260,2173,10/1/2024,Grade A,Medium,High,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Barley,BARI Barley-7,Barley Flour,19,2537,2749,2643,10/15/2022,Premium,Low,Low,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Barley,BARI Barley-7,Barley Flour,28,3648,3952,3800,2/5/2024,Grade C,Medium,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,3,1776,1924,1850,10/28/2020,Grade B,High,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,226,6344,6872,6608,5/26/2022,Premium,Low,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,1.5,2174,2356,2265,5/13/2024,Grade B,High,Medium,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Barley,BARI Barley-7,Barley Flour,4,7584,8216,7900,3/10/2023,Grade B,Low,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,125,1694,1836,1765,5/27/2021,Grade B,Medium,High,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,8.5,1880,2036,1958,10/14/2024,Grade C,Medium,High,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Barley,BARI Barley-7,Barley Flour,150,1750,1896,1823,8/4/2020,Grade A,Medium,High,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,5,6666,7222,6944,6/24/2022,Premium,Low,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Barley,BARI Barley-7,Barley Flour,14,2997,3247,3122,12/25/2023,Grade A,High,High,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Barley,BARI Barley-7,Barley Flour,9,9026,9778,9402,6/23/2023,Grade B,Medium,Low,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Barley,BARI Barley-7,Barley Flour,15,2697,2921,2809,11/17/2021,Grade A,Medium,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Barley,BARI Barley-7,Barley Flour,1,2391,2591,2491,1/5/2024,Grade A,High,Medium,Retail,Winter
Barishal,Bhola,Bhola Bazar,Barley,BARI Barley-7,Barley Flour,26,4061,4399,4230,2/16/2024,Grade B,High,Medium,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,35,6538,7082,6810,4/6/2021,Premium,Medium,Low,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Barley,BARI Barley-7,Barley Flour,450,9972,10804,10388,1/30/2024,Grade A,Low,Medium,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Barley,BARI Barley-7,Barley Flour,35,12109,13119,12614,11/1/2023,Grade A,Medium,High,Retail,Winter
Khulna,Jashore,Jashore Bazar,Barley,BARI Barley-7,Barley Flour,3,9616,10418,10017,8/8/2023,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,20,4282,4638,4460,1/15/2024,Grade B,Medium,High,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,1,1038,1124,1081,8/3/2021,Grade C,Medium,Medium,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Barley,BARI Barley-7,Barley Flour,260,5511,5971,5741,2/22/2022,Grade C,Medium,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Barley,BARI Barley-7,Barley Flour,55,5808,6292,6050,1/25/2022,Grade B,High,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,95,3466,3754,3610,10/12/2020,Grade B,High,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Barley,BARI Barley-7,Barley Flour,115,3881,4205,4043,5/8/2020,Premium,High,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Barley,BARI Barley-7,Barley Flour,35,2442,2646,2544,3/25/2021,Grade A,Low,Low,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,6,3518,3812,3665,12/5/2020,Grade B,High,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Barley,BARI Barley-7,Barley Flour,39.3,9997,10831,10414,11/27/2024,Grade A,High,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,314.7,4604,4988,4796,7/19/2024,Premium,Medium,High,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Barley,BARI Barley-7,Barley Flour,9,7903,8561,8232,2/10/2023,Premium,Medium,Low,Wholesale,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Barley,BARI Barley-7,Barley Flour,23,4560,4940,4750,6/19/2023,Grade B,Medium,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Barley,BARI Barley-7,Barley Flour,34,7891,8549,8220,3/10/2023,Grade A,Low,Medium,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Barley,BARI Barley-7,Barley Flour,99.7,4027,4363,4195,9/27/2024,Grade C,Medium,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,27,5007,5425,5216,1/18/2022,Grade C,High,Medium,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,140,7080,7670,7375,4/7/2022,Grade B,Medium,High,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,12.3,2381,2579,2480,7/6/2024,Grade A,Medium,Low,Wholesale,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Barley,BARI Barley-7,Barley Flour,36,3590,3890,3740,10/5/2023,Grade C,Low,Low,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Barley,BARI Barley-7,Barley Flour,19,7836,8488,8162,12/28/2022,Grade A,Medium,Medium,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Barley,BARI Barley-7,Barley Flour,52,6138,6650,6394,7/20/2023,Grade C,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,1,7327,7937,7632,1/8/2024,Grade A,Medium,High,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,22,4681,5071,4876,3/11/2020,Grade A,Medium,Medium,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Barley,BARI Barley-7,Barley Flour,300,6340,6868,6604,5/24/2021,Grade A,Medium,High,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Barley,BARI Barley-7,Barley Flour,274,4512,4888,4700,2/11/2020,Grade B,High,Low,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,15,5953,6449,6201,12/22/2021,Grade A,High,Low,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Barley,BARI Barley-7,Barley Flour,3,8395,9095,8745,12/30/2021,Grade A,Low,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,120,8090,8764,8427,3/24/2023,Grade A,Medium,Low,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,11,6063,6569,6316,2/8/2024,Grade C,Medium,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,33,7123,7717,7420,11/7/2022,Grade A,High,Medium,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Barley,BARI Barley-7,Barley Flour,9,11349,12295,11822,10/20/2023,Premium,Medium,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,4,2496,2704,2600,10/3/2024,Grade B,Low,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Barley,BARI Barley-7,Barley Flour,11,2084,2258,2171,4/4/2024,Grade C,High,High,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Barley,BARI Barley-7,Barley Flour,17,3557,3853,3705,3/14/2020,Grade A,Medium,Medium,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Barley,BARI Barley-7,Barley Flour,15,4681,5071,4876,9/2/2023,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,103,10566,11446,11006,2/22/2024,Premium,Low,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,11,7634,8270,7952,10/10/2022,Premium,Low,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,2,3264,3536,3400,3/11/2020,Grade B,High,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,10,5660,6132,5896,12/13/2021,Grade A,Medium,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Barley,BARI Barley-7,Barley Flour,90,2340,2536,2438,4/8/2024,Grade C,Low,Medium,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Barley,BARI Barley-7,Barley Flour,4,1594,1726,1660,7/15/2021,Grade B,High,Medium,Wholesale,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Barley,BARI Barley-7,Barley Flour,3.8,2276,2466,2371,5/7/2024,Grade A,Medium,High,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Barley,BARI Barley-7,Barley Flour,12,8246,8934,8590,7/26/2021,Grade B,High,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,30,3600,3900,3750,5/28/2020,Grade B,Low,High,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Barley,BARI Barley-7,Barley Flour,4.5,10848,11752,11300,7/8/2024,Grade B,Medium,Low,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Barley,BARI Barley-7,Barley Flour,2,2640,2860,2750,8/5/2023,Grade B,Low,Low,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Barley,BARI Barley-7,Barley Flour,800,4886,5294,5090,11/23/2023,Grade B,Medium,Low,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,1,936,1014,975,1/15/2021,Grade B,Low,Medium,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,70.8,9888,10712,10300,6/15/2024,Grade B,Medium,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,3,4265,4621,4443,10/27/2022,Grade B,High,High,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Barley,BARI Barley-7,Barley Flour,15,4294,4652,4473,6/4/2024,Grade A,Low,High,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Barley,BARI Barley-7,Barley Flour,23,9133,9895,9514,12/27/2023,Grade A,High,Low,Retail,Winter
Barishal,Bhola,Bhola Bazar,Barley,BARI Barley-7,Barley Flour,121,4800,5200,5000,11/4/2022,Grade B,Medium,High,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Barley,BARI Barley-7,Barley Flour,19,3096,3354,3225,2/27/2020,Grade C,Medium,High,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Barley,BARI Barley-7,Barley Flour,7,10128,10972,10550,11/23/2023,Grade B,Medium,Medium,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,409,5568,6032,5800,2/3/2021,Grade B,Medium,Medium,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,9,4239,4593,4416,9/5/2023,Grade C,Low,Low,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Barley,BARI Barley-7,Barley Flour,7,1572,1704,1638,2/12/2022,Grade C,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,63,2400,2600,2500,3/10/2023,Grade B,High,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Barley,BARI Barley-7,Barley Flour,5,1976,2140,2058,6/26/2023,Grade C,Low,Medium,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Barley,BARI Barley-7,Barley Flour,6,7440,8060,7750,3/6/2023,Grade B,Medium,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,95,5705,6181,5943,1/25/2023,Grade C,Medium,Medium,Wholesale,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Barley,BARI Barley-7,Barley Flour,17,6240,6760,6500,4/19/2021,Grade B,High,High,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,9.6,2517,2727,2622,10/28/2024,Grade C,Medium,Low,Retail,Winter
Barishal,Bhola,Bhola Bazar,Barley,BARI Barley-7,Barley Flour,44,5484,5940,5712,6/1/2020,Premium,Low,High,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,8,1679,1819,1749,7/12/2021,Grade A,Medium,High,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Barley,BARI Barley-7,Barley Flour,160,7225,7827,7526,7/20/2022,Grade A,Medium,Low,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,15,7314,7924,7619,4/27/2023,Grade C,Low,Low,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,7,1505,1631,1568,11/12/2020,Premium,Low,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,4,1972,2136,2054,7/27/2022,Grade B,Low,High,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Barley,BARI Barley-7,Barley Flour,250,2635,2855,2745,5/3/2024,Grade A,High,Low,Retail,Winter
Khulna,Satkhira,Satkhira Market,Barley,BARI Barley-7,Barley Flour,5,5683,6157,5920,7/19/2021,Grade B,Medium,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Barley,BARI Barley-7,Barley Flour,141.1,2296,2488,2392,3/7/2024,Grade C,Low,Low,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Barley,BARI Barley-7,Barley Flour,71,5078,5502,5290,2/22/2021,Grade C,Medium,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,51,5495,5953,5724,11/16/2021,Grade A,Medium,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Barley,BARI Barley-7,Barley Flour,5,5953,6449,6201,1/30/2024,Grade A,High,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Barley,BARI Barley-7,Barley Flour,65,5050,5470,5260,1/17/2023,Grade B,Medium,Low,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,3.9,2515,2725,2620,10/26/2024,Grade B,High,Medium,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Barley,BARI Barley-7,Barley Flour,91,5712,6188,5950,7/20/2022,Grade B,Low,Medium,Retail,Winter
Barishal,Bhola,Bhola Bazar,Barley,BARI Barley-7,Barley Flour,110,6081,6587,6334,11/30/2021,Grade A,Low,Low,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Barley,BARI Barley-7,Barley Flour,1,1344,1456,1400,5/29/2020,Grade B,Low,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,369.4,4579,4961,4770,4/24/2024,Grade A,High,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,8,2327,2521,2424,6/30/2022,Grade A,Low,High,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Barley,BARI Barley-7,Barley Flour,10,4239,4593,4416,11/29/2023,Grade C,Low,Medium,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Barley,BARI Barley-7,Barley Flour,31,6077,6583,6330,3/12/2021,Grade B,Medium,High,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,4,2031,2201,2116,7/5/2023,Grade C,Medium,High,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Barley,BARI Barley-7,Barley Flour,9,7683,8323,8003,3/27/2023,Grade A,Low,Medium,Wholesale,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Barley,BARI Barley-7,Barley Flour,2,1229,1331,1280,4/7/2021,Premium,Medium,Low,Retail,Winter
Barishal,Bhola,Bhola Bazar,Barley,BARI Barley-7,Barley Flour,1,1745,1891,1818,6/23/2020,Grade A,Medium,Medium,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Barley,BARI Barley-7,Barley Flour,72,9972,10804,10388,3/2/2022,Grade A,Low,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Barley,BARI Barley-7,Barley Flour,24,5329,5773,5551,8/5/2020,Grade B,High,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Barley,BARI Barley-7,Barley Flour,3,2027,2195,2111,6/14/2023,Grade C,Low,Medium,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Barley,BARI Barley-7,Barley Flour,10,2300,2492,2396,7/9/2024,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,17,3754,4066,3910,3/1/2024,Grade C,Low,Low,Retail,Winter
Khulna,Satkhira,Satkhira Market,Barley,BARI Barley-7,Barley Flour,32,5760,6240,6000,2/14/2022,Grade B,Low,High,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,34,5568,6032,5800,4/20/2020,Grade B,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,12,5520,5980,5750,6/25/2020,Grade A,Medium,Medium,Retail,Winter
Khulna,Satkhira,Satkhira Market,Barley,BARI Barley-7,Barley Flour,29,6989,7571,7280,2/26/2021,Premium,Medium,Medium,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,34,4516,4892,4704,6/6/2024,Premium,Low,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,90,6136,6648,6392,7/26/2021,Grade A,Medium,Low,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Barley,BARI Barley-7,Barley Flour,25,9394,10176,9785,7/6/2023,Grade B,Medium,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Barley,BARI Barley-7,Barley Flour,1.5,2258,2446,2352,6/14/2024,Premium,Medium,Low,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Barley,BARI Barley-7,Barley Flour,4.1,11884,12874,12379,5/20/2024,Grade A,Medium,Medium,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Barley,BARI Barley-7,Barley Flour,76,5699,6173,5936,11/29/2021,Premium,Medium,Low,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,384,3153,3415,3284,11/2/2020,Grade C,Medium,Medium,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Barley,BARI Barley-7,Barley Flour,120,2478,2684,2581,2/15/2024,Grade A,Medium,High,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Barley,BARI Barley-7,Barley Flour,240,5549,6011,5780,5/17/2022,Grade B,High,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Barley,BARI Barley-7,Barley Flour,20,1968,2132,2050,5/9/2023,Grade B,High,Low,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,12.4,10365,11229,10797,9/9/2024,Premium,High,High,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Barley,BARI Barley-7,Barley Flour,15.9,3657,3961,3809,3/13/2024,Grade C,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Barley,BARI Barley-7,Barley Flour,1,6240,6760,6500,7/1/2021,Grade B,Medium,High,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Barley,BARI Barley-7,Barley Flour,2,4681,5071,4876,8/5/2023,Grade A,Medium,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Barley,BARI Barley-7,Barley Flour,12,1872,2028,1950,1/15/2022,Grade B,Low,High,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Barley,BARI Barley-7,Barley Flour,15,7433,8053,7743,12/19/2022,Grade A,Medium,Medium,Retail,Winter
Khulna,Satkhira,Satkhira Market,Barley,BARI Barley-7,Barley Flour,12,4858,5262,5060,7/21/2022,Grade C,High,Medium,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Barley,BARI Barley-7,Barley Flour,13,1656,1794,1725,10/18/2021,Grade B,Low,Medium,Wholesale,Winter
