Student_ID,Submission_Type,Academic_Level,Primary_Language,Word_Count,Average_Sentence_Length,Grammar_Errors,Vocabulary_Richness,Passive_Voice_Ratio,Reading_Level,Editing_Time,Revision_Count,Typing_Speed,Plagiarism_Score,Citation_Count,Punctuation_Density,Sentence_Complexity,Font_Family,Submission_Hour,Is_AI_Assisted
7d4cbbe3,Essay,Undergraduate,Native,2171,12.85,9,0.67,0.09,9.99,,,46.92,18.38,2,0.04,2.22,Calibri,5,0
53c21b01,Research_Paper,High_School,Native,911,11.69,9,0.59,0.07,12.22,181.83,18,45.83,3.67,,0.05,2.33,Times New Roman,10,0
956b6de5,Research_Paper,Undergraduate,Native,905,21.6,3,0.78,0.33,16.22,,2,1200.0,4.52,6,0.08,3.08,Times New Roman,5,1
cbeb8675,Lab_Report,High_School,Native,1384,12.29,9,0.58,0.09,10.9,188.69,28,35.55,4.11,1,0.06,1.94,Times New Roman,11,0
d8fe4689,Research_Paper,Undergraduate,Native,1442,10.45,10,0.71,0.27,11.49,147.33,33,53.43,22.91,19,0.05,1.96,Calibri,18,0
408e96b0,Lab_Report,Undergraduate,Non_Native,977,23.44,2,0.74,0.32,14.06,17.73,5,1200.0,,4,0.09,2.39,Helvetica,8,1
a882d83f,Research_Paper,Undergraduate,Non_Native,1442,19.18,6,0.74,0.21,7.36,296.88,23,59.63,1.92,19,0.09,3.09,Helvetica,0,0
7817b67b,Literature_Review,High_School,Non_Native,1584,18.59,6,0.64,0.11,10.88,141.5,,55.7,2.86,27,0.01,1.88,Calibri,15,0
dd9f6596,Research_Paper,Undergraduate,Native,1420,18.33,10,0.65,0.19,10.76,206.48,35,66.8,2.72,19,0.05,1.19,Arial,13,0
5bf469ea,Lab_Report,Undergraduate,Native,1041,16.96,9,0.52,0.08,9.41,163.02,,45.11,8.82,4,0.0,1.17,Calibri,8,0
c9bb3dfe,Research_Paper,Undergraduate,Non_Native,1551,22.12,2,0.77,0.31,15.32,1.0,2,0.0,0.21,7,0.07,2.06,Arial,9,1
a1ef6ac2,Essay,Undergraduate,Non_Native,1566,16.34,10,0.52,0.11,11.04,201.27,25,48.75,5.43,5,0.05,2.34,Arial,3,0
d065b38b,Research_Paper,Postgraduate,Non_Native,1729,16.23,7,0.51,0.19,12.26,238.67,28,33.97,,18,0.06,1.91,Arial,4,0
a092a61e,Lab_Report,Postgraduate,Native,1493,19.91,6,0.68,0.13,13.4,162.45,,19.52,5.52,4,0.04,1.0,Helvetica,21,0
cfd2d1e1,Literature_Review,Undergraduate,Native,1410,19.63,8,0.75,0.08,9.24,97.11,25,38.65,1.42,31,0.02,2.0,Calibri,20,0
18487b03,Lab_Report,Undergraduate,Native,1126,20.55,9,0.59,0.13,10.07,180.88,24,24.38,1.9,0,0.08,1.02,Arial,18,0
663452c9,Essay,Undergraduate,Native,995,14.36,13,0.61,0.3,6.37,259.52,27,35.04,3.1,2,0.08,2.12,Arial,7,0
5dde4258,Essay,Undergraduate,Non_Native,1324,16.08,7,0.71,0.26,11.86,285.08,25,8.24,7.95,2,0.05,2.15,Times New Roman,7,0
9ffa6d26,Lab_Report,Postgraduate,Native,791,13.2,9,0.54,0.19,7.25,131.56,28,43.46,20.0,5,0.06,2.66,Helvetica,12,0
efae038b,Lab_Report,Undergraduate,Native,1545,20.79,5,0.56,0.05,12.79,57.22,,26.59,3.49,5,0.06,1.91,Times New Roman,14,0
0ab14400,Lab_Report,Undergraduate,Native,906,18.16,8,0.5,0.21,11.96,200.24,,17.69,9.04,4,0.05,2.17,Calibri,22,0
5db87c12,Research_Paper,Undergraduate,Non_Native,1665,10.48,50,0.67,0.13,10.35,1261.47,24,65.63,19.61,17,0.04,1.66,Times New Roman,23,0
01f6929b,Lab_Report,Undergraduate,Non_Native,1071,13.79,6,0.59,0.15,9.78,,28,24.33,2.27,6,0.05,1.87,Calibri,16,0
1074d9b5,Lab_Report,High_School,Native,1329,16.93,9,0.65,0.19,14.98,,29,46.77,2.34,3,0.04,1.0,Arial,19,0
3acd1d5d,Essay,Undergraduate,Native,428,9.79,3,0.69,0.14,6.92,165.65,22,59.29,13.99,5,0.06,2.2,Arial,4,0
f3ecb95b,Lab_Report,Postgraduate,Native,1311,14.1,9,0.6,0.13,5.77,178.81,,34.39,7.63,2,0.07,1.93,Arial,15,0
fb7b1d6b,Research_Paper,High_School,Native,1327,21.09,0,0.75,0.37,15.24,20.82,3,1200.0,1.35,5,0.08,1.97,Arial,6,1
6a3c84e8,Essay,Postgraduate,Native,874,16.82,7,0.59,0.19,11.41,147.71,26,54.56,1.77,3,0.03,2.05,Helvetica,1,0
54f03329,Essay,Undergraduate,Non_Native,922,18.26,11,0.55,0.06,9.36,269.58,36,29.37,,1,0.0,1.89,Arial,18,0
f7578ffd,Lab_Report,High_School,Native,980,21.21,12,0.73,0.06,12.45,280.93,27,37.5,13.03,4,0.06,1.84,Times New Roman,4,0
115659fa,Research_Paper,Postgraduate,Native,1617,23.24,2,0.72,0.34,14.34,14.35,3,1200.0,0.38,7,0.08,2.64,Calibri,19,1
767b6176,Lab_Report,Undergraduate,Native,855,13.7,7,0.64,0.16,14.66,114.94,15,30.38,1.02,3,0.04,1.75,Helvetica,16,0
85dae08b,Research_Paper,Undergraduate,Native,1341,11.86,12,0.55,0.24,10.04,266.16,27,30.61,5.66,19,0.06,2.59,Helvetica,22,0
53cacfd5,Essay,Undergraduate,Non_Native,1143,22.33,1,0.75,0.39,13.89,32.99,4,0.0,2.72,3,0.08,2.54,Arial,16,1
e076a347,Research_Paper,Undergraduate,Native,1203,15.25,8,0.67,0.03,10.51,175.68,17,47.78,3.59,20,0.06,1.94,Times New Roman,20,0
d884a017,Essay,Undergraduate,Native,1220,15.11,8,0.54,0.11,7.71,,36,50.2,2.21,6,0.05,1.95,Calibri,9,0
f1aa71ca,Research_Paper,Undergraduate,Native,1613,22.88,1,0.72,0.39,13.91,1.28,3,0.0,1.43,7,0.08,2.86,Times New Roman,10,1
69f1c842,Essay,Postgraduate,Native,1627,14.57,11,0.61,0.28,14.12,174.44,31,45.4,1.99,2,0.07,1.62,Times New Roman,0,0
48ecfaa6,Essay,High_School,Native,1326,13.12,8,0.57,0.35,10.28,201.66,,47.75,9.39,0,0.06,1.54,Calibri,21,0
79319acc,Literature_Review,Undergraduate,Native,318,18.02,3,0.71,0.13,5.75,237.9,21,53.14,,27,0.05,2.62,Helvetica,15,0
fd43b059,Literature_Review,Undergraduate,Native,1244,21.24,9,0.58,0.11,12.31,172.34,,20.66,,29,0.01,2.32,Times New Roman,7,0
c79fe7d3,Essay,Undergraduate,Non_Native,1547,18.37,14,0.5,0.03,13.81,83.17,24,25.22,1.25,3,0.08,1.05,Helvetica,5,0
9ffee174,Literature_Review,Postgraduate,Non_Native,900,13.11,7,0.64,0.17,7.64,323.38,32,0.0,0.14,30,0.07,1.96,Helvetica,4,0
69dd535b,Literature_Review,Undergraduate,Native,863,12.92,5,0.58,0.2,13.65,216.64,,24.4,12.16,29,0.04,2.11,Helvetica,15,0
073e2d97,Essay,Undergraduate,Non_Native,629,9.99,7,0.66,0.24,9.44,151.97,24,36.01,0.6,,0.02,1.23,Times New Roman,18,0
65f4201f,Literature_Review,High_School,Non_Native,1382,15.69,2,0.51,0.3,9.87,117.7,25,68.17,13.7,30,0.06,1.06,Arial,4,0
23422d61,Essay,Undergraduate,Non_Native,1275,19.99,8,0.64,0.08,10.89,233.81,28,66.88,2.69,7,0.02,2.02,Arial,3,0
831c4b77,Research_Paper,Undergraduate,Native,1249,10.74,14,0.65,0.29,10.6,102.26,20,77.59,0.28,13,0.05,1.1,Helvetica,5,0
32e65bdd,Essay,Undergraduate,Native,1432,25.09,15,0.59,0.1,10.11,146.9,29,69.74,0.88,4,0.03,1.88,Helvetica,15,0
b9364d34,Essay,Undergraduate,Native,2046,14.76,5,0.71,0.18,7.63,183.78,35,46.38,0.62,7,0.06,2.91,Helvetica,10,0
9c42b891,Research_Paper,Undergraduate,Non_Native,797,23.72,13,0.67,0.27,12.08,55.5,27,47.02,6.52,17,0.03,2.04,Helvetica,18,0
e4f14317,Research_Paper,High_School,Non_Native,1595,21.0,10,0.62,0.14,8.8,,24,32.42,3.18,17,0.03,1.54,Calibri,15,0
5eb5ba9e,Essay,High_School,Native,1593,13.31,10,0.52,0.13,12.42,,,41.1,1.17,0,0.0,1.0,Calibri,10,0
c26e3365,Essay,High_School,Non_Native,1329,22.58,1,0.71,0.33,13.13,3.48,0,1200.0,0.1,,0.08,2.27,Arial,15,1
16eb3f08,Essay,Postgraduate,Native,981,14.48,4,0.61,0.27,8.82,160.6,28,52.26,3.15,5,0.05,3.28,Helvetica,23,0
ad06627a,Lab_Report,Undergraduate,Native,1429,16.82,10,0.7,0.21,14.68,173.29,24,48.37,4.36,6,0.05,1.9,Calibri,11,0
c09ce516,Essay,High_School,Non_Native,1574,22.19,3,0.77,0.37,11.67,2.43,,1200.0,1.55,2,0.09,2.73,Arial,12,1
74933046,Research_Paper,Undergraduate,Non_Native,971,19.98,8,0.67,0.04,7.77,255.67,28,65.7,13.99,18,0.04,2.5,Times New Roman,22,0
504501d3,Lab_Report,Postgraduate,Native,1730,19.11,0,0.85,0.39,13.47,3.18,3,0.0,1.47,,0.1,2.47,Times New Roman,21,1
ac9bd2d6,Research_Paper,High_School,Native,1647,17.5,10,0.55,0.17,12.66,194.54,,42.18,9.65,,0.06,1.65,Helvetica,11,0
08bef606,Research_Paper,Undergraduate,Native,1869,18.93,6,0.71,0.25,12.85,218.41,24,52.37,,17,0.07,1.83,Calibri,3,0
596101b3,Essay,Undergraduate,Native,512,23.47,9,0.53,0.24,11.18,,26,25.89,0.61,7,0.04,2.99,Arial,15,0
28cfc88e,Research_Paper,High_School,Native,1610,18.54,12,0.53,0.2,11.55,161.8,18,70.2,1.13,15,0.0,1.74,Times New Roman,17,0
105385c8,Essay,Undergraduate,Native,438,19.52,9,0.61,0.33,10.31,336.88,25,50.76,25.18,,0.08,1.0,Arial,12,0
96b54ea1,Literature_Review,Undergraduate,Native,1522,17.85,4,0.64,0.1,12.17,94.27,31,33.22,20.32,28,0.03,2.37,Arial,18,0
ba2f3d20,Essay,Undergraduate,Native,920,21.5,7,0.51,0.42,11.12,157.62,24,45.44,17.54,2,0.04,1.0,Calibri,1,0
eb93331d,Literature_Review,High_School,Native,1936,11.11,8,0.57,0.19,8.95,245.36,28,38.84,0.01,27,0.05,1.76,Arial,1,0
c28fcc81,Research_Paper,High_School,Native,1208,18.33,2,0.62,0.07,11.35,292.43,29,53.21,24.38,19,0.06,2.78,Times New Roman,6,0
0d586d30,Essay,High_School,Native,996,17.26,14,0.63,0.23,12.21,212.49,24,31.7,2.85,9,0.08,1.85,Times New Roman,8,0
8c8da617,Literature_Review,Undergraduate,Native,1159,21.2,1,0.82,0.42,13.62,1.07,2,0.0,,7,0.09,2.48,Times New Roman,2,1
16f94b02,Research_Paper,Undergraduate,Non_Native,1069,21.06,6,0.54,0.13,15.46,180.92,25,40.28,4.25,17,0.07,1.9,Arial,17,0
09f59bc7,Research_Paper,High_School,Native,1550,14.95,2,0.64,0.24,11.71,129.28,,33.79,2.54,22,0.04,1.42,Times New Roman,5,0
e862f487,Lab_Report,Undergraduate,Non_Native,1461,17.24,8,0.58,0.0,9.8,167.72,32,55.44,,4,0.01,1.51,Arial,8,0
afdd82b8,Lab_Report,Undergraduate,Native,1568,14.67,7,0.7,0.24,11.4,238.61,20,77.01,4.97,5,0.06,1.81,Helvetica,10,0
f8c5dd20,Essay,High_School,Native,773,10.21,10,0.44,0.19,9.68,299.57,23,71.24,1.31,4,0.05,2.32,Calibri,0,0
14c1b13b,Literature_Review,Undergraduate,Native,1675,11.49,10,0.64,0.24,17.24,248.44,30,38.03,0.78,29,0.05,2.59,Calibri,4,0
405af702,Research_Paper,Undergraduate,Non_Native,1366,16.24,6,0.62,0.23,10.73,189.21,27,53.17,6.39,17,0.03,2.72,Times New Roman,16,0
a1f31fe7,Research_Paper,Postgraduate,Non_Native,1086,15.99,11,0.71,0.18,9.66,112.68,22,62.63,0.1,18,0.06,1.58,Times New Roman,23,0
f382f174,Lab_Report,High_School,Native,517,24.06,2,0.76,0.44,11.84,8.28,3,1200.0,2.86,2,0.08,2.42,Helvetica,12,1
22c7e7bd,Research_Paper,Undergraduate,Native,464,17.86,7,0.66,0.26,8.61,220.79,23,,24.19,20,0.07,2.13,Helvetica,22,0
8dd57f11,Lab_Report,Undergraduate,Native,1053,11.47,8,0.57,0.18,11.98,312.35,35,22.31,,2,0.08,1.0,Helvetica,18,0
26fdd8d1,Literature_Review,Postgraduate,Native,1666,16.02,3,0.64,0.15,11.83,121.6,,46.02,4.84,30,0.04,2.15,Times New Roman,18,0
20117774,Research_Paper,Undergraduate,Non_Native,1580,16.54,8,0.47,0.19,8.17,57.58,24,70.02,6.04,21,0.03,1.85,Calibri,23,0
7fb305f2,Research_Paper,Undergraduate,Native,1108,20.22,7,0.73,0.27,13.11,103.23,24,21.27,7.99,19,0.04,2.28,Times New Roman,15,0
db7b3859,Essay,Undergraduate,Native,1159,23.91,0,0.72,0.38,13.61,8.0,3,1200.0,0.73,1,0.07,2.19,Helvetica,10,1
08e14249,Essay,Undergraduate,Non_Native,1089,17.1,9,0.5,0.09,6.2,144.43,27,45.6,15.48,6,0.05,2.3,Arial,7,0
05128a8e,Essay,Postgraduate,Native,1282,8.33,9,0.52,0.18,11.77,,24,32.8,8.76,1,0.03,1.12,Helvetica,3,0
0d71ca5c,Lab_Report,Undergraduate,Native,1498,16.16,7,0.61,0.02,12.91,281.05,18,36.04,8.75,,0.05,2.96,Arial,4,0
54d00ac9,Essay,Postgraduate,Native,1026,15.38,6,0.61,0.28,12.69,153.28,24,51.2,0.61,2,0.05,1.84,Times New Roman,6,0
ccdc39cd,Research_Paper,High_School,Non_Native,819,16.49,8,0.73,0.12,11.36,165.04,,,0.44,19,0.04,2.19,Times New Roman,12,0
df92a0cc,Lab_Report,Undergraduate,Non_Native,1742,18.68,4,0.68,0.13,10.07,193.85,17,40.99,0.87,1,0.03,1.79,Arial,15,0
26aa5a96,Research_Paper,Postgraduate,Native,1627,22.8,3,0.8,0.36,13.9,1.0,2,1200.0,0.76,10,0.09,2.46,Arial,3,1
33d63bd4,Essay,Undergraduate,Native,1404,17.0,6,0.56,0.16,14.01,210.31,25,47.56,3.76,2,0.09,1.3,Helvetica,1,0
a5ba2710,Lab_Report,Postgraduate,Non_Native,1958,23.92,15,0.61,0.07,10.74,271.99,28,44.47,5.02,6,0.02,1.93,Helvetica,3,0
12e1dce1,Research_Paper,Postgraduate,Native,841,12.68,6,0.49,0.08,11.34,,21,13.93,,17,0.04,2.26,Times New Roman,10,0
9f4870bc,Research_Paper,Undergraduate,Native,1057,12.47,8,0.5,0.13,12.73,244.21,17,35.55,10.7,,0.07,2.17,Helvetica,8,0
3b3dfbd8,Lab_Report,Undergraduate,Native,883,9.27,5,0.46,0.0,9.55,71.32,24,51.02,9.95,4,0.01,1.31,Calibri,23,0
9154e5ba,Lab_Report,Undergraduate,Native,1653,13.13,5,0.63,0.05,10.34,233.8,28,48.76,1.24,6,0.05,2.25,Arial,21,0
aea2c734,Essay,Postgraduate,Native,1561,15.92,3,0.56,0.2,6.44,201.87,22,49.75,2.13,4,0.03,1.06,Calibri,0,0
d95a2ca5,Essay,Postgraduate,Native,954,19.58,1,0.79,0.29,13.03,41.78,2,1200.0,0.25,3,0.07,2.3,Arial,7,1
8e57a724,Research_Paper,Undergraduate,Native,1643,13.55,5,0.67,0.18,11.12,94.54,20,67.0,3.9,15,0.06,1.44,Times New Roman,4,0
38e09cab,Research_Paper,Postgraduate,Native,1417,19.11,3,0.63,0.33,8.7,238.55,23,43.5,,18,0.05,3.22,Times New Roman,23,0
41b1a88a,Research_Paper,Undergraduate,Native,1257,16.16,6,0.57,0.1,10.78,216.97,16,48.66,5.08,19,0.05,2.42,Helvetica,9,0
67f78ad8,Research_Paper,Postgraduate,Non_Native,2017,16.1,5,0.77,0.29,9.4,203.14,,27.58,6.28,20,0.05,2.62,Times New Roman,4,0
6ba43792,Essay,High_School,Native,300,16.8,12,0.57,0.13,16.5,220.85,19,40.75,7.76,2,0.04,1.84,Helvetica,17,0
615dfc71,Essay,Undergraduate,Native,1331,22.08,2,0.74,0.32,12.85,7.64,3,1200.0,0.16,5,0.07,2.38,Calibri,2,1
c4ed8faf,Essay,Undergraduate,Native,304,24.27,7,0.66,0.2,14.45,175.76,29,58.63,3.7,4,0.08,2.74,Helvetica,22,0
04e5adf4,Lab_Report,Undergraduate,Native,1228,12.82,13,0.48,0.12,8.87,191.55,,78.42,7.6,5,0.02,2.76,Calibri,4,0
e6235d71,Research_Paper,High_School,Native,610,7.41,12,0.69,0.17,10.8,,29,,4.4,16,0.04,2.37,Helvetica,22,0
9c4e1804,Essay,Undergraduate,Native,1863,10.56,9,0.61,0.35,11.54,208.07,,,0.22,2,0.07,1.06,Arial,13,0
2d7e7772,Lab_Report,Postgraduate,Native,1037,19.75,12,0.61,0.15,7.83,154.68,21,41.37,9.92,4,0.04,1.51,Arial,21,0
fb6673f6,Essay,High_School,Non_Native,811,16.56,9,0.58,0.21,10.43,115.18,34,80.85,15.66,3,0.09,1.09,Calibri,1,0
3bfae81b,Research_Paper,Undergraduate,Native,1525,18.06,14,0.53,0.27,11.4,197.02,25,34.18,3.57,17,0.05,1.63,Times New Roman,2,0
8d8fae9a,Research_Paper,Undergraduate,Native,1482,20.35,10,0.56,0.14,12.41,179.27,,61.33,7.23,18,0.04,1.0,Calibri,18,0
9b02b53c,Lab_Report,Undergraduate,Native,1708,14.04,8,0.63,0.04,6.52,248.17,27,52.88,0.43,6,0.03,2.11,Arial,7,0
31ba01ba,Lab_Report,High_School,Native,1982,17.9,5,0.65,0.29,12.85,208.89,30,40.7,,3,0.08,1.02,Helvetica,17,0
df9d7ca1,Essay,High_School,Native,1561,16.0,8,0.66,0.17,15.17,178.59,21,28.92,0.44,7,0.05,1.95,Arial,13,0
1f912092,Literature_Review,Undergraduate,Native,1318,24.32,12,0.6,0.19,7.27,228.63,23,65.67,3.09,29,0.03,1.59,Calibri,20,0
9f8a0e3f,Essay,Undergraduate,Non_Native,929,14.06,9,0.6,0.17,10.67,103.07,21,,20.65,4,0.05,1.95,Times New Roman,7,0
fa189137,Literature_Review,Undergraduate,Native,965,21.78,1,0.74,0.37,13.37,1.0,1,1200.0,11.12,13,0.09,2.14,Helvetica,12,1
6035f44e,Research_Paper,Postgraduate,Non_Native,1466,11.94,9,0.53,0.11,13.15,,30,56.21,0.31,17,0.02,2.6,Helvetica,13,0
66ff3f68,Literature_Review,Undergraduate,Native,1346,13.52,11,0.65,0.21,16.78,153.42,,59.12,1.16,31,0.03,2.85,Helvetica,23,0
874c574e,Lab_Report,Undergraduate,Native,1101,19.42,0,0.69,0.31,14.52,,0,1200.0,0.82,1,0.08,2.14,Calibri,12,1
a0bf49a3,Essay,Undergraduate,Non_Native,918,22.39,8,0.7,0.2,11.41,207.32,,44.9,35.05,6,0.02,1.0,Calibri,15,0
43c15c7d,Essay,Undergraduate,Native,1676,14.15,6,0.61,0.15,13.53,275.51,21,13.95,15.0,3,0.09,1.0,Arial,11,0
9890b65e,Essay,Undergraduate,Non_Native,1580,13.45,3,0.58,0.24,7.93,254.34,30,32.36,2.82,3,0.06,1.05,Calibri,5,0
9c6b0bb7,Essay,Postgraduate,Native,1024,24.2,1,0.78,0.3,14.37,3.84,2,1200.0,6.14,0,0.08,2.91,Calibri,0,1
ab33b9be,Research_Paper,Undergraduate,Native,1892,12.36,4,0.47,0.24,11.12,296.0,24,75.45,1.19,18,0.04,1.61,Arial,20,0
14f0f59e,Essay,Undergraduate,Native,756,14.38,5,0.6,0.23,12.54,,21,72.25,72.33,3,0.0,1.71,Helvetica,17,0
6b3d08d9,Essay,Undergraduate,Native,1368,13.54,7,0.66,0.0,8.03,232.19,22,56.06,7.07,,0.06,1.7,Calibri,11,0
d90d1dd9,Essay,Undergraduate,Native,1526,21.05,8,0.75,0.25,12.0,199.71,,19.95,2.87,5,0.07,1.0,Times New Roman,10,0
63d73570,Lab_Report,Postgraduate,Native,1735,19.12,8,0.5,0.09,10.14,200.89,28,54.57,9.94,1,0.08,1.62,Calibri,2,0
6e015202,Research_Paper,Undergraduate,Non_Native,983,22.49,3,0.78,0.36,12.14,39.98,0,0.0,5.56,4,0.08,2.13,Helvetica,2,1
8ef52a5f,Lab_Report,Undergraduate,Non_Native,1337,21.91,8,0.65,0.14,12.19,268.45,33,46.54,2.4,,0.04,1.0,Helvetica,3,0
e00eb569,Literature_Review,Undergraduate,Native,1291,14.58,6,0.61,0.08,12.3,148.72,18,50.83,2.56,26,0.08,2.67,Helvetica,9,0
0ab14400,Lab_Report,Undergraduate,Native,906,18.16,8,0.5,0.21,11.96,200.24,,17.69,9.04,4,0.05,2.17,Calibri,22,0
9609a137,Research_Paper,Undergraduate,Native,895,9.93,9,0.59,0.23,8.11,208.34,34,54.89,2.65,15,0.03,2.19,Arial,15,0
f5f24da0,Essay,Undergraduate,Native,1408,13.27,8,0.66,0.15,10.28,196.75,18,57.4,12.18,2,0.06,1.99,Helvetica,17,0
f662f241,Essay,Undergraduate,Native,1371,16.17,8,0.58,0.2,10.74,147.41,16,18.94,2.3,0,0.04,2.49,Times New Roman,11,0
b9a1b527,Lab_Report,Undergraduate,Native,677,13.15,6,0.6,0.1,9.95,186.85,23,61.38,16.98,2,0.05,2.07,Times New Roman,1,0
32e8ed08,Lab_Report,High_School,Native,820,16.63,11,0.5,0.19,9.05,160.12,19,,3.11,,0.07,1.66,Calibri,1,0
f3917283,Essay,Postgraduate,Non_Native,1347,6.32,11,0.53,0.26,15.18,141.55,28,53.96,4.66,4,0.07,2.18,Times New Roman,15,0
714ba725,Essay,High_School,Native,866,16.12,11,0.67,0.0,6.69,60.46,32,41.44,5.64,6,0.08,1.0,Calibri,5,0
95fc594d,Lab_Report,Undergraduate,Native,1281,12.82,7,0.53,0.16,10.38,124.26,19,69.46,5.93,,0.03,2.05,Arial,22,0
d68bd5ef,Research_Paper,High_School,Native,896,10.06,9,0.51,0.14,10.53,177.1,24,22.83,20.11,15,0.09,1.87,Helvetica,9,0
143c08f6,Research_Paper,Undergraduate,Non_Native,1621,19.79,0,0.75,0.45,13.52,13.18,,1200.0,1.01,8,0.08,2.79,Calibri,16,1
834dce3a,Essay,Postgraduate,Non_Native,1690,12.93,7,0.66,0.09,9.1,73.84,24,52.79,7.11,5,0.07,1.28,Calibri,18,0
5be9c817,Research_Paper,Postgraduate,Native,929,17.24,7,0.65,0.34,9.49,43.35,32,28.46,8.48,18,0.04,2.53,Times New Roman,5,0
0f7aa5cd,Essay,Postgraduate,Native,1155,14.93,8,0.75,0.09,7.32,142.51,,35.7,1.07,0,0.06,1.0,Helvetica,18,0
3ba3e41a,Lab_Report,High_School,Non_Native,1595,20.68,6,0.46,0.03,13.57,212.33,23,10.3,1.33,2,0.04,2.07,Calibri,7,0
8284b99c,Research_Paper,Undergraduate,Native,1409,14.63,7,0.41,0.27,8.33,106.47,26,45.32,5.69,15,0.08,1.65,Arial,13,0
996bcba2,Research_Paper,Undergraduate,Native,1170,17.09,7,0.57,0.37,10.71,259.08,26,39.71,,22,0.06,1.57,Helvetica,18,0
403eee48,Literature_Review,Undergraduate,Native,1917,14.6,10,0.62,0.02,5.52,102.1,19,41.61,19.06,30,0.05,1.29,Times New Roman,22,0
714bcfd2,Essay,Postgraduate,Native,593,13.69,7,0.8,0.12,10.87,246.93,24,48.08,1.04,5,0.05,3.13,Times New Roman,23,0
2ae94d58,Essay,Postgraduate,Native,1472,6.81,11,0.55,0.23,8.49,,21,,8.1,3,0.06,2.44,Arial,6,0
ffe46bed,Essay,Undergraduate,Native,914,26.69,7,0.57,0.2,11.36,116.55,21,27.78,0.38,0,0.06,3.07,Arial,12,0
413e97fe,Research_Paper,Undergraduate,Native,1284,13.2,8,0.65,0.28,15.06,164.27,17,54.76,2.09,19,0.03,2.89,Calibri,2,0
ee9eaf4e,Lab_Report,Postgraduate,Native,799,22.86,5,0.66,0.25,11.01,194.93,,,5.85,4,0.03,2.71,Calibri,10,0
cbafe58a,Research_Paper,Undergraduate,Native,470,15.09,7,0.44,0.16,11.27,153.4,,67.9,6.96,,0.04,1.44,Times New Roman,4,0
a50a0136,Research_Paper,High_School,Native,914,20.91,8,0.48,0.06,7.03,141.3,22,48.11,4.96,19,0.03,1.11,Arial,14,0
e301206d,Essay,Undergraduate,Native,419,19.28,10,0.76,0.12,11.08,,28,50.95,2.11,3,0.05,1.65,Arial,21,0
8c69a6c0,Essay,Undergraduate,Native,675,5.0,6,0.51,0.18,10.08,127.4,40,43.62,2.9,4,0.06,2.13,Helvetica,7,0
ff9a909d,Essay,High_School,Non_Native,1235,17.06,7,0.67,0.18,9.19,188.73,23,,3.82,6,0.04,1.63,Arial,11,0
6ee5487f,Essay,High_School,Non_Native,1036,17.69,11,0.53,0.22,10.92,165.25,29,,6.1,3,0.08,3.24,Arial,1,0
3d2b469a,Essay,Undergraduate,Native,1440,23.45,6,0.63,0.08,13.9,129.14,20,44.89,0.68,4,0.05,2.04,Calibri,2,0
eb26c476,Literature_Review,Undergraduate,Native,1947,18.98,9,0.54,0.19,8.43,37.93,22,,15.71,32,0.05,2.21,Calibri,3,0
dc5053b4,Research_Paper,Postgraduate,Native,2062,15.21,7,0.54,0.18,11.35,,21,43.93,6.66,16,0.04,2.54,Arial,6,0
3fa25494,Essay,Undergraduate,Non_Native,1299,22.55,0,0.74,0.28,15.34,22.93,2,1200.0,2.13,1,0.08,2.38,Calibri,21,1
2e4672e5,Research_Paper,Undergraduate,Non_Native,1377,16.6,7,0.66,0.24,9.24,177.23,30,51.79,4.84,21,0.05,1.78,Helvetica,11,0
41d91644,Literature_Review,Undergraduate,Native,1702,21.77,1,0.78,0.4,15.24,20.68,,1200.0,4.6,13,0.07,2.47,Arial,8,1
869b734e,Essay,Undergraduate,Native,1369,21.24,6,0.52,0.35,12.87,131.14,27,74.58,37.62,4,0.04,2.17,Times New Roman,2,0
f015f107,Literature_Review,Undergraduate,Non_Native,1718,12.69,10,0.56,0.15,7.05,106.95,14,52.86,29.4,28,0.05,2.58,Arial,1,0
9d52863a,Research_Paper,High_School,Non_Native,1546,20.84,7,0.63,0.3,9.67,156.13,34,18.53,3.6,22,0.06,1.06,Times New Roman,11,0
5c4b57fa,Research_Paper,Undergraduate,Native,300,14.06,9,0.51,0.14,12.17,,25,33.64,8.02,14,0.05,1.75,Helvetica,21,0
e00fface,Essay,Undergraduate,Native,1488,18.13,8,0.53,0.2,12.33,160.36,24,83.43,15.15,5,0.02,1.88,Times New Roman,5,0
aa0c5142,Essay,Undergraduate,Non_Native,1166,12.77,12,0.72,0.17,11.15,245.39,22,40.18,3.27,4,0.03,1.29,Calibri,18,0
9dc7ffc3,Lab_Report,Undergraduate,Native,1116,20.97,13,0.78,0.12,13.2,171.35,18,59.9,0.49,,0.0,1.56,Helvetica,15,0
d7b2bdde,Research_Paper,High_School,Native,1627,21.7,5,0.59,0.15,10.94,171.27,28,34.77,9.19,17,0.0,3.0,Helvetica,21,0
29e86659,Essay,High_School,Native,415,19.97,4,0.71,0.45,14.43,2.11,,1200.0,0.9,3,0.07,2.25,Calibri,4,1
7d4f431f,Essay,Undergraduate,Native,870,19.22,9,0.59,0.11,11.23,206.48,35,51.95,1.83,4,0.04,2.27,Calibri,1,0
54254a5f,Essay,Undergraduate,Native,1502,12.66,5,0.59,0.09,8.45,165.2,24,41.03,10.62,3,0.06,1.68,Calibri,14,0
