video_category,channel_country,content_language,upload_day,video_length_bucket,traffic_source,device_type,viewer_age_group,subscriber_status,engagement_level
Sports,Australia,Portuguese,Sunday,<5 min,Playlists,Game Console,18-24,Subscribed,High
Music,UK,French,Wednesday,10-20 min,External,Desktop,13-17,Subscribed,High
Sports,Australia,French,Thursday,<5 min,Browse,Tablet,18-24,Not Subscribed,Very High
Finance,Canada,Japanese,Monday,5-10 min,Browse,Mobile,35-44,Not Subscribed,Very High
Entertainment,Pakistan,Japanese,Wednesday,20-40 min,Shorts Feed,Game Console,18-24,Not Subscribed,Medium
Finance,Canada,Japanese,Wednesday,5-10 min,External,Tablet,25-34,Not Subscribed,Very High
Technology,Pakistan,Portuguese,Wednesday,20-40 min,Browse,Mobile,45-54,Subscribed,Very High
Lifestyle,UK,Arabic,Monday,20-40 min,Playlists,Desktop,35-44,Not Subscribed,Very Low
Entertainment,Brazil,Spanish,Saturday,10-20 min,Suggested,Tablet,55+,Subscribed,High
Entertainment,India,Japanese,Friday,20-40 min,Notifications,Smart TV,45-54,Not Subscribed,Very High
Education,Pakistan,Arabic,Friday,<5 min,Search,Desktop,55+,Not Subscribed,Low
Finance,USA,Bengali,Saturday,20-40 min,Shorts Feed,Tablet,35-44,Subscribed,Very Low
Gaming,Germany,German,Friday,>40 min,Notifications,Game Console,55+,Subscribed,High
News,Australia,Japanese,Sunday,>40 min,Playlists,Game Console,18-24,Not Subscribed,Very Low
Travel,India,French,Thursday,<5 min,Search,Desktop,25-34,Not Subscribed,Medium
Travel,Canada,Arabic,Thursday,10-20 min,External,Mobile,35-44,Not Subscribed,Medium
Gaming,Germany,English,Sunday,<5 min,Search,Tablet,55+,Subscribed,Low
Technology,Japan,Spanish,Friday,5-10 min,Browse,Game Console,35-44,Not Subscribed,Low
Entertainment,UK,Spanish,Saturday,20-40 min,External,Mobile,55+,Subscribed,High
Finance,Australia,Portuguese,Monday,5-10 min,Suggested,Tablet,55+,Subscribed,Very High
Gaming,Japan,Spanish,Wednesday,10-20 min,Suggested,Smart TV,13-17,Not Subscribed,High
Lifestyle,Pakistan,Bengali,Thursday,>40 min,External,Game Console,13-17,Not Subscribed,Medium
Travel,UAE,Spanish,Sunday,10-20 min,Notifications,Game Console,13-17,Subscribed,Medium
Gaming,Canada,French,Monday,5-10 min,Browse,Desktop,45-54,Not Subscribed,High
Finance,UK,Bengali,Thursday,20-40 min,Suggested,Smart TV,55+,Subscribed,Very High
Music,Brazil,French,Tuesday,5-10 min,Browse,Smart TV,45-54,Subscribed,Medium
Education,Brazil,Spanish,Tuesday,20-40 min,Notifications,Game Console,55+,Not Subscribed,High
Travel,Australia,Japanese,Thursday,5-10 min,Search,Game Console,13-17,Subscribed,Medium
Education,Germany,German,Friday,10-20 min,Suggested,Smart TV,45-54,Not Subscribed,Very High
Lifestyle,India,Bengali,Monday,10-20 min,Shorts Feed,Game Console,25-34,Subscribed,High
Lifestyle,Canada,Portuguese,Monday,5-10 min,Browse,Mobile,35-44,Not Subscribed,Medium
Gaming,Brazil,Hindi,Sunday,5-10 min,Suggested,Game Console,55+,Not Subscribed,Very High
Entertainment,UK,Bengali,Tuesday,5-10 min,Shorts Feed,Desktop,13-17,Not Subscribed,Very High
Sports,UAE,Arabic,Tuesday,10-20 min,Playlists,Tablet,25-34,Not Subscribed,Very High
Gaming,UK,Portuguese,Monday,10-20 min,Shorts Feed,Desktop,55+,Subscribed,Low
Music,Pakistan,German,Sunday,20-40 min,External,Desktop,45-54,Not Subscribed,High
Entertainment,Brazil,Hindi,Saturday,<5 min,External,Game Console,55+,Not Subscribed,Medium
Travel,Brazil,Urdu,Friday,<5 min,Shorts Feed,Mobile,55+,Not Subscribed,Medium
Gaming,Japan,Portuguese,Tuesday,20-40 min,Shorts Feed,Desktop,35-44,Not Subscribed,Medium
Sports,Pakistan,Arabic,Friday,5-10 min,Notifications,Smart TV,25-34,Subscribed,Very Low
Gaming,Brazil,English,Monday,5-10 min,External,Smart TV,13-17,Not Subscribed,Low
Music,Germany,Spanish,Sunday,10-20 min,Search,Tablet,25-34,Subscribed,Medium
Music,USA,Portuguese,Saturday,10-20 min,Playlists,Desktop,35-44,Subscribed,Very Low
Education,Canada,Japanese,Monday,5-10 min,Notifications,Desktop,45-54,Not Subscribed,Very Low
Education,Pakistan,Hindi,Sunday,20-40 min,Playlists,Desktop,35-44,Subscribed,Low
Entertainment,India,Hindi,Monday,10-20 min,Browse,Tablet,18-24,Not Subscribed,Low
Music,India,Arabic,Friday,<5 min,Notifications,Desktop,35-44,Not Subscribed,Low
Music,Australia,Bengali,Saturday,20-40 min,Shorts Feed,Desktop,13-17,Subscribed,Low
Gaming,UAE,Portuguese,Wednesday,20-40 min,Browse,Desktop,18-24,Not Subscribed,Very Low
Technology,Japan,Bengali,Friday,>40 min,Browse,Mobile,55+,Not Subscribed,Low
Lifestyle,UAE,Arabic,Tuesday,20-40 min,Browse,Mobile,18-24,Not Subscribed,High
Gaming,Canada,Japanese,Saturday,>40 min,Search,Game Console,13-17,Not Subscribed,Medium
Music,Australia,Bengali,Thursday,10-20 min,Notifications,Desktop,35-44,Subscribed,Very Low
Finance,India,English,Wednesday,5-10 min,Search,Mobile,35-44,Not Subscribed,Very High
Entertainment,Australia,Portuguese,Monday,>40 min,Notifications,Game Console,18-24,Not Subscribed,Very Low
Sports,India,Arabic,Tuesday,5-10 min,Notifications,Tablet,35-44,Subscribed,Medium
Entertainment,Canada,English,Tuesday,<5 min,External,Mobile,35-44,Subscribed,Medium
Music,India,English,Saturday,5-10 min,Playlists,Mobile,18-24,Not Subscribed,Medium
Lifestyle,Japan,French,Tuesday,10-20 min,Suggested,Tablet,55+,Subscribed,Very Low
News,Australia,French,Friday,<5 min,Browse,Game Console,55+,Subscribed,High
Travel,Japan,Urdu,Monday,20-40 min,Shorts Feed,Game Console,18-24,Not Subscribed,Low
Sports,India,Bengali,Saturday,<5 min,Suggested,Game Console,13-17,Subscribed,Very Low
Technology,USA,Japanese,Wednesday,20-40 min,Suggested,Desktop,13-17,Not Subscribed,Low
News,Canada,Portuguese,Saturday,10-20 min,Browse,Mobile,45-54,Not Subscribed,Very Low
Lifestyle,USA,Spanish,Tuesday,>40 min,Search,Smart TV,13-17,Not Subscribed,Medium
Sports,Pakistan,Hindi,Friday,20-40 min,Search,Tablet,18-24,Not Subscribed,Very High
Sports,UAE,German,Thursday,10-20 min,Notifications,Smart TV,18-24,Subscribed,Low
Education,Australia,English,Tuesday,>40 min,Browse,Mobile,25-34,Subscribed,High
Sports,India,German,Friday,5-10 min,External,Smart TV,13-17,Subscribed,Medium
Gaming,USA,German,Sunday,>40 min,External,Tablet,35-44,Subscribed,Very High
Gaming,Japan,Spanish,Saturday,20-40 min,Search,Game Console,45-54,Subscribed,High
Music,Canada,French,Wednesday,10-20 min,Shorts Feed,Smart TV,55+,Not Subscribed,Medium
Travel,Germany,German,Monday,5-10 min,Suggested,Game Console,13-17,Subscribed,Very Low
Music,Brazil,Japanese,Wednesday,20-40 min,Search,Game Console,25-34,Subscribed,High
Sports,Brazil,French,Sunday,<5 min,Search,Desktop,55+,Not Subscribed,Very High
Education,Canada,Urdu,Tuesday,<5 min,Playlists,Desktop,25-34,Not Subscribed,Very High
Education,Germany,French,Sunday,5-10 min,Search,Smart TV,35-44,Subscribed,Very Low
Travel,India,Spanish,Monday,<5 min,Search,Desktop,18-24,Subscribed,High
News,India,Bengali,Friday,10-20 min,Shorts Feed,Mobile,13-17,Subscribed,Low
Travel,UK,Hindi,Sunday,10-20 min,Search,Mobile,35-44,Subscribed,Low
Finance,Australia,Portuguese,Thursday,<5 min,External,Smart TV,18-24,Not Subscribed,Low
Music,Germany,French,Thursday,5-10 min,Search,Game Console,45-54,Subscribed,Medium
Travel,Australia,Arabic,Thursday,<5 min,Search,Tablet,35-44,Subscribed,High
Technology,Japan,German,Saturday,>40 min,Shorts Feed,Mobile,35-44,Not Subscribed,High
Lifestyle,Brazil,Urdu,Friday,>40 min,Browse,Smart TV,25-34,Subscribed,Very Low
News,UAE,German,Monday,10-20 min,Search,Smart TV,45-54,Not Subscribed,Very High
Technology,UK,Hindi,Tuesday,5-10 min,Browse,Game Console,55+,Subscribed,Low
Finance,Australia,Urdu,Sunday,5-10 min,Suggested,Desktop,45-54,Not Subscribed,Medium
Finance,USA,Urdu,Friday,>40 min,Suggested,Game Console,18-24,Not Subscribed,Very High
Sports,UK,Japanese,Monday,<5 min,Search,Desktop,45-54,Subscribed,Very Low
Lifestyle,Brazil,English,Wednesday,>40 min,Suggested,Desktop,25-34,Subscribed,Medium
Education,USA,Spanish,Friday,5-10 min,Shorts Feed,Mobile,45-54,Not Subscribed,Very Low
News,Australia,Bengali,Monday,10-20 min,Browse,Tablet,18-24,Subscribed,High
Travel,Pakistan,Spanish,Saturday,>40 min,Playlists,Game Console,25-34,Subscribed,Very High
Music,Australia,French,Saturday,10-20 min,Suggested,Desktop,55+,Subscribed,Very High
Entertainment,UAE,English,Tuesday,>40 min,Browse,Game Console,18-24,Subscribed,High
Music,Pakistan,Hindi,Tuesday,10-20 min,Browse,Desktop,55+,Subscribed,Medium
Travel,USA,French,Tuesday,5-10 min,Playlists,Mobile,25-34,Not Subscribed,Very Low
Education,USA,Portuguese,Thursday,20-40 min,Suggested,Smart TV,35-44,Not Subscribed,Medium
Lifestyle,Australia,Hindi,Sunday,20-40 min,Shorts Feed,Game Console,55+,Subscribed,Low
Travel,India,English,Wednesday,<5 min,Browse,Tablet,13-17,Subscribed,Medium
Music,Australia,Spanish,Saturday,<5 min,Notifications,Mobile,25-34,Not Subscribed,Very Low
Entertainment,UK,Bengali,Thursday,5-10 min,Search,Mobile,25-34,Subscribed,Low
Entertainment,Japan,Arabic,Wednesday,10-20 min,Browse,Desktop,13-17,Subscribed,High
Finance,Japan,Japanese,Tuesday,<5 min,Browse,Mobile,35-44,Subscribed,Medium
Finance,Brazil,German,Monday,<5 min,Suggested,Desktop,55+,Not Subscribed,Very Low
Travel,India,French,Sunday,20-40 min,External,Smart TV,55+,Not Subscribed,Very Low
Lifestyle,Australia,Spanish,Wednesday,20-40 min,Browse,Desktop,35-44,Subscribed,Medium
Travel,Brazil,French,Tuesday,10-20 min,Notifications,Mobile,18-24,Subscribed,Very Low
News,Japan,Portuguese,Sunday,>40 min,Suggested,Game Console,13-17,Not Subscribed,Very High
Entertainment,Japan,Japanese,Friday,5-10 min,External,Tablet,13-17,Not Subscribed,Very Low
Lifestyle,UAE,Arabic,Sunday,>40 min,Playlists,Game Console,18-24,Subscribed,High
Music,UK,German,Sunday,5-10 min,Suggested,Mobile,35-44,Subscribed,High
Technology,UK,Bengali,Wednesday,10-20 min,Playlists,Mobile,13-17,Not Subscribed,Very High
Entertainment,Japan,Urdu,Sunday,10-20 min,Notifications,Smart TV,13-17,Not Subscribed,Very Low
Entertainment,UK,Spanish,Friday,>40 min,Notifications,Mobile,13-17,Subscribed,Medium
Lifestyle,Pakistan,Portuguese,Wednesday,20-40 min,Playlists,Smart TV,45-54,Not Subscribed,Very Low
Music,Germany,Portuguese,Tuesday,>40 min,Notifications,Smart TV,13-17,Not Subscribed,Medium
Technology,USA,Japanese,Wednesday,10-20 min,Search,Tablet,25-34,Not Subscribed,Medium
Travel,India,German,Tuesday,10-20 min,Playlists,Smart TV,25-34,Not Subscribed,High
Finance,India,German,Thursday,5-10 min,Shorts Feed,Smart TV,55+,Not Subscribed,Very High
News,USA,Arabic,Sunday,5-10 min,Search,Tablet,55+,Not Subscribed,Low
Lifestyle,UAE,English,Tuesday,5-10 min,Shorts Feed,Desktop,13-17,Subscribed,Very Low
Travel,USA,Urdu,Saturday,5-10 min,Browse,Tablet,35-44,Not Subscribed,Very Low
Education,Canada,Urdu,Thursday,>40 min,External,Desktop,35-44,Not Subscribed,Medium
Music,Germany,Hindi,Wednesday,<5 min,External,Mobile,18-24,Subscribed,Low
Technology,Canada,French,Saturday,20-40 min,Notifications,Mobile,55+,Subscribed,High
Music,UK,Bengali,Sunday,<5 min,Suggested,Tablet,45-54,Not Subscribed,Medium
Entertainment,Australia,Urdu,Thursday,10-20 min,Suggested,Smart TV,25-34,Not Subscribed,Very High
Gaming,USA,Arabic,Saturday,10-20 min,Notifications,Game Console,45-54,Not Subscribed,Medium
Gaming,Brazil,Hindi,Wednesday,10-20 min,Playlists,Tablet,25-34,Not Subscribed,Medium
Technology,UK,Arabic,Sunday,5-10 min,Search,Game Console,35-44,Not Subscribed,Low
Education,Brazil,French,Wednesday,20-40 min,External,Smart TV,55+,Subscribed,Very High
Finance,Canada,Urdu,Saturday,5-10 min,Playlists,Game Console,55+,Not Subscribed,Medium
Lifestyle,Germany,Spanish,Sunday,>40 min,Suggested,Tablet,13-17,Not Subscribed,Low
Sports,Japan,Spanish,Saturday,10-20 min,Playlists,Mobile,18-24,Not Subscribed,Low
Sports,Australia,Urdu,Wednesday,10-20 min,Notifications,Tablet,35-44,Subscribed,High
Education,UAE,Bengali,Friday,<5 min,External,Desktop,45-54,Subscribed,High
Lifestyle,Germany,Portuguese,Monday,5-10 min,Suggested,Desktop,25-34,Not Subscribed,Very High
Travel,UK,Urdu,Sunday,5-10 min,Shorts Feed,Mobile,35-44,Not Subscribed,Low
News,USA,English,Thursday,10-20 min,Suggested,Desktop,45-54,Subscribed,High
Gaming,UK,Bengali,Thursday,20-40 min,External,Smart TV,35-44,Not Subscribed,Very Low
Education,Japan,German,Saturday,10-20 min,Search,Tablet,45-54,Subscribed,Very Low
Education,Canada,German,Saturday,10-20 min,Browse,Desktop,13-17,Not Subscribed,Very High
Finance,Germany,Spanish,Monday,<5 min,Browse,Tablet,35-44,Not Subscribed,High
Music,Pakistan,Japanese,Wednesday,5-10 min,Suggested,Smart TV,13-17,Subscribed,Low
Music,Canada,English,Friday,>40 min,Suggested,Mobile,25-34,Subscribed,High
Sports,Japan,Bengali,Monday,>40 min,Search,Mobile,55+,Subscribed,Very Low
Gaming,Australia,Japanese,Thursday,<5 min,Notifications,Tablet,35-44,Subscribed,Low
Education,Germany,Portuguese,Saturday,<5 min,Playlists,Game Console,25-34,Subscribed,High
Gaming,Japan,Bengali,Monday,10-20 min,Search,Mobile,35-44,Subscribed,Very High
Technology,Germany,Arabic,Tuesday,10-20 min,Playlists,Smart TV,25-34,Subscribed,Very Low
Lifestyle,Brazil,German,Saturday,20-40 min,Browse,Desktop,13-17,Subscribed,Very Low
Gaming,UAE,Japanese,Tuesday,<5 min,Shorts Feed,Game Console,13-17,Subscribed,Medium
Technology,Brazil,French,Wednesday,20-40 min,Search,Mobile,18-24,Subscribed,Medium
News,Pakistan,Portuguese,Saturday,<5 min,Search,Mobile,13-17,Subscribed,Low
News,Pakistan,Japanese,Friday,10-20 min,Playlists,Mobile,25-34,Not Subscribed,Low
Gaming,Australia,Portuguese,Thursday,10-20 min,Shorts Feed,Smart TV,55+,Not Subscribed,High
Music,India,Spanish,Saturday,<5 min,Shorts Feed,Desktop,13-17,Not Subscribed,Very High
Travel,UAE,Japanese,Tuesday,>40 min,External,Tablet,45-54,Subscribed,Low
Travel,Brazil,Hindi,Thursday,20-40 min,Search,Mobile,25-34,Not Subscribed,Very Low
Lifestyle,UAE,Bengali,Tuesday,10-20 min,Notifications,Game Console,55+,Subscribed,High
Technology,Brazil,Urdu,Saturday,20-40 min,Suggested,Game Console,45-54,Subscribed,Very Low
Music,Japan,Japanese,Sunday,20-40 min,Shorts Feed,Desktop,13-17,Not Subscribed,Medium
Technology,Pakistan,French,Monday,>40 min,Suggested,Game Console,55+,Not Subscribed,High
Technology,India,Japanese,Thursday,>40 min,External,Mobile,35-44,Not Subscribed,Medium
Gaming,Brazil,English,Monday,20-40 min,External,Mobile,45-54,Subscribed,Very Low
Finance,UAE,French,Friday,>40 min,Suggested,Smart TV,25-34,Not Subscribed,Very Low
Technology,Brazil,Urdu,Friday,>40 min,Notifications,Smart TV,55+,Not Subscribed,High
Gaming,India,German,Monday,10-20 min,Browse,Tablet,45-54,Not Subscribed,Very Low
Education,UK,Japanese,Tuesday,20-40 min,Search,Tablet,45-54,Subscribed,Low
Gaming,Australia,German,Thursday,5-10 min,Playlists,Tablet,13-17,Not Subscribed,Very Low
Finance,India,Japanese,Thursday,>40 min,Notifications,Desktop,35-44,Subscribed,Very High
Education,Japan,Portuguese,Sunday,>40 min,External,Game Console,18-24,Subscribed,Low
Gaming,Australia,Bengali,Friday,10-20 min,Notifications,Smart TV,35-44,Subscribed,Medium
Entertainment,Pakistan,French,Thursday,5-10 min,Suggested,Smart TV,45-54,Not Subscribed,Very High
News,Japan,German,Tuesday,5-10 min,Notifications,Tablet,55+,Not Subscribed,Low
Music,Japan,Arabic,Saturday,10-20 min,Playlists,Mobile,25-34,Not Subscribed,Very High
Finance,Australia,Arabic,Wednesday,20-40 min,Shorts Feed,Mobile,45-54,Subscribed,Very Low
Entertainment,UK,English,Saturday,<5 min,Suggested,Tablet,18-24,Not Subscribed,Medium
Music,USA,French,Tuesday,>40 min,Search,Tablet,35-44,Subscribed,Very High
Lifestyle,Canada,Arabic,Thursday,5-10 min,Notifications,Tablet,55+,Subscribed,High
Entertainment,Australia,Urdu,Friday,<5 min,Search,Tablet,18-24,Not Subscribed,Low
News,UAE,Arabic,Saturday,>40 min,Suggested,Desktop,25-34,Not Subscribed,Low
Gaming,UK,Spanish,Saturday,>40 min,Search,Smart TV,13-17,Not Subscribed,Medium
Lifestyle,Germany,Spanish,Tuesday,>40 min,Shorts Feed,Tablet,13-17,Not Subscribed,High
Music,USA,Spanish,Wednesday,>40 min,Search,Game Console,55+,Not Subscribed,High
Finance,Japan,Urdu,Monday,10-20 min,Notifications,Desktop,18-24,Subscribed,Very High
Music,Australia,Arabic,Friday,20-40 min,Search,Tablet,18-24,Subscribed,Medium
News,Pakistan,French,Tuesday,>40 min,Notifications,Smart TV,45-54,Subscribed,Very Low
News,Brazil,German,Saturday,>40 min,Notifications,Desktop,13-17,Not Subscribed,High
Gaming,Australia,French,Friday,10-20 min,Search,Game Console,25-34,Not Subscribed,High
Education,Germany,German,Wednesday,>40 min,Search,Mobile,18-24,Subscribed,Very Low
Technology,Canada,Portuguese,Sunday,<5 min,Suggested,Game Console,55+,Not Subscribed,Very Low
Music,USA,Japanese,Saturday,10-20 min,Search,Mobile,13-17,Subscribed,Low
Sports,Japan,Hindi,Friday,5-10 min,Browse,Smart TV,35-44,Not Subscribed,High
Entertainment,Pakistan,English,Thursday,<5 min,Notifications,Mobile,55+,Subscribed,Very High
Education,India,Urdu,Friday,<5 min,Browse,Tablet,45-54,Subscribed,Medium
Travel,Australia,Portuguese,Sunday,<5 min,External,Desktop,45-54,Subscribed,Low
Entertainment,Japan,French,Saturday,5-10 min,Browse,Tablet,13-17,Subscribed,Very Low
Education,USA,Bengali,Friday,20-40 min,Notifications,Game Console,13-17,Not Subscribed,Low
News,Canada,Portuguese,Saturday,>40 min,Suggested,Desktop,18-24,Subscribed,Very High
Sports,Canada,Hindi,Tuesday,>40 min,Shorts Feed,Mobile,45-54,Not Subscribed,Very High
Gaming,Germany,Hindi,Wednesday,<5 min,Suggested,Game Console,35-44,Not Subscribed,Medium
Music,Canada,Hindi,Wednesday,>40 min,Search,Desktop,25-34,Not Subscribed,High
News,UAE,French,Saturday,>40 min,Suggested,Game Console,45-54,Not Subscribed,Medium
Entertainment,UK,English,Wednesday,5-10 min,Shorts Feed,Desktop,55+,Not Subscribed,Medium
News,UK,Urdu,Thursday,20-40 min,External,Tablet,25-34,Not Subscribed,Very High
Gaming,UK,Bengali,Monday,10-20 min,Shorts Feed,Desktop,45-54,Subscribed,Medium
Gaming,India,English,Sunday,>40 min,Playlists,Mobile,45-54,Not Subscribed,Very High
Technology,USA,Arabic,Wednesday,>40 min,Notifications,Smart TV,55+,Subscribed,Medium
Entertainment,Canada,Bengali,Saturday,10-20 min,Suggested,Smart TV,45-54,Subscribed,High
News,Japan,English,Saturday,5-10 min,Shorts Feed,Game Console,55+,Subscribed,Very High
Music,Brazil,Spanish,Tuesday,>40 min,Notifications,Desktop,55+,Not Subscribed,Medium
Education,Canada,Japanese,Tuesday,<5 min,Browse,Tablet,18-24,Subscribed,Low
Lifestyle,Pakistan,Portuguese,Thursday,20-40 min,Search,Mobile,55+,Not Subscribed,Very Low
Lifestyle,Germany,French,Friday,>40 min,Notifications,Desktop,35-44,Not Subscribed,Medium
Finance,India,Arabic,Wednesday,20-40 min,Suggested,Game Console,35-44,Not Subscribed,Medium
Travel,Brazil,Bengali,Monday,>40 min,Suggested,Smart TV,18-24,Subscribed,Very Low
Lifestyle,Germany,German,Tuesday,5-10 min,Suggested,Tablet,45-54,Subscribed,Low
Entertainment,Pakistan,Hindi,Thursday,20-40 min,External,Desktop,45-54,Subscribed,High
Education,Canada,English,Tuesday,>40 min,Notifications,Desktop,18-24,Subscribed,Very High
Music,USA,Spanish,Wednesday,5-10 min,Notifications,Smart TV,45-54,Subscribed,Medium
Gaming,Canada,Japanese,Friday,20-40 min,Shorts Feed,Smart TV,18-24,Subscribed,High
Finance,UK,Bengali,Sunday,5-10 min,Notifications,Game Console,25-34,Subscribed,Medium
Travel,UAE,Bengali,Monday,5-10 min,External,Smart TV,18-24,Subscribed,Very Low
Technology,Japan,Arabic,Saturday,20-40 min,Shorts Feed,Desktop,45-54,Subscribed,Low
Travel,UAE,Bengali,Monday,>40 min,Notifications,Mobile,13-17,Not Subscribed,Low
Finance,Japan,English,Sunday,20-40 min,Notifications,Smart TV,25-34,Subscribed,Very High
Entertainment,Canada,Japanese,Sunday,20-40 min,Browse,Game Console,55+,Subscribed,High
Music,Germany,Japanese,Sunday,5-10 min,Shorts Feed,Mobile,25-34,Not Subscribed,Medium
Technology,USA,English,Friday,>40 min,Search,Game Console,13-17,Not Subscribed,Low
News,Australia,Urdu,Monday,5-10 min,External,Game Console,25-34,Not Subscribed,Very High
Entertainment,UAE,Urdu,Friday,10-20 min,Playlists,Smart TV,18-24,Not Subscribed,Very High
Lifestyle,Brazil,Spanish,Wednesday,>40 min,Notifications,Smart TV,25-34,Not Subscribed,Very High
News,Australia,Spanish,Sunday,<5 min,Playlists,Desktop,35-44,Subscribed,Very Low
Technology,Japan,Portuguese,Sunday,10-20 min,Shorts Feed,Game Console,45-54,Subscribed,Low
Entertainment,USA,Hindi,Sunday,5-10 min,External,Game Console,35-44,Subscribed,Very Low
Sports,Canada,Urdu,Monday,>40 min,Search,Smart TV,35-44,Not Subscribed,Very High
Education,UK,Japanese,Thursday,<5 min,Suggested,Game Console,25-34,Subscribed,Very Low
Finance,Japan,Arabic,Saturday,5-10 min,Notifications,Desktop,55+,Subscribed,Medium
Technology,USA,Spanish,Monday,10-20 min,Shorts Feed,Smart TV,25-34,Not Subscribed,High
