call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,seconds_of_use_phase,frequency_of_use_phase,frequency_of_sms_phase,distinct_called_numbers_phase,customer_value_phase,in_pocket,target_real,target
2,0,33,0,7428,125,374,39,2,1,1,25,2022.88,2.04453,2.12168,2.94602,2.0578,3.00962,1,0,1
6,0,33,0,11385,152,1,43,3,1,1,30,465.48,2.57017,2.47868,-1.85033,2.39702,1.08393,1,0,0
7,0,33,0,6638,73,98,33,2,1,1,25,742.995,1.65771,0.762697,1.62561,1.51389,1.44714,0,0,0
22,0,29,0,875,45,6,13,2,1,2,25,68.4,-2.17203,-0.511738,-1.58575,-1.23961,-2.1768,0,1,1
20,0,32,7,10355,91,0,38,4,1,1,45,261.15,2.46131,1.44048,-1.95564,1.99879,0.341273,0,0,0
12,1,32,0,5738,96,16,20,2,1,1,25,334.53,1.23714,1.58658,-0.394721,-0.172282,0.807725,0,1,1
0,0,30,0,2760,20,0,10,3,1,1,30,111.2,-0.219729,-1.97273,-1.97951,-1.62822,-1.61147,0,0,0
8,1,31,0,2910,39,0,12,3,1,2,30,117.96,-0.0891567,-0.813918,-1.98736,-1.30109,-1.50563,0,1,1
8,0,32,0,2188,42,24,27,3,1,2,30,185.2,-0.841027,-0.699926,0.217657,0.803839,-0.536388,0,1,1
0,1,32,0,0,0,0,0,3,1,2,30,0,-3.14159,-2.97736,-2.03716,-3.04876,-2.88211,0,1,1
0,0,32,0,1588,23,0,2,3,1,1,30,64.44,-1.34023,-1.7563,-2.03875,-2.60492,-2.21669,0,0,0
2,0,29,0,6705,95,4,18,4,1,1,45,180,1.70016,1.56358,-1.6994,-0.462757,-0.582673,0,0,0
0,0,32,0,0,0,0,0,4,1,2,45,0,-3.1287,-2.96013,-2.12438,-3.04729,-2.90253,0,1,1
0,0,32,0,0,0,0,0,5,1,1,55,0,-3.11988,-2.98402,-2.11916,-3.05928,-2.92607,0,0,0
24,0,27,2,15995,236,0,76,2,1,1,25,730.395,3.0363,3.06356,-2.11044,3.00859,1.40576,1,0,1
5,0,30,2,6885,114,261,29,2,2,1,25,1489.45,1.81477,1.96983,2.54828,1.05515,2.68734,0,0,0
1,0,32,0,3638,80,0,24,2,1,1,25,167.31,0.430758,1.03866,-2.1611,0.427083,-0.770542,0,0,0
2,0,31,0,1585,42,28,16,3,1,2,30,177.08,-1.39876,-0.661436,0.414665,-0.769042,-0.62298,0,0,0
5,0,32,0,2700,51,165,19,2,1,1,25,866.295,-0.317804,-0.129609,2.02244,-0.31913,1.81868,0,0,0
3,0,23,0,1235,34,183,7,2,2,1,25,880.605,-1.75146,-1.13398,2.17123,-2.0051,1.88749,0,0,0
3,0,22,0,1488,37,20,64,4,1,1,45,88.125,-1.45631,-0.980506,-0.0757188,2.90972,-1.90935,0,0,0
10,0,23,0,620,23,0,3,2,1,2,25,28.935,-2.44386,-1.77605,-2.1459,-2.52364,-2.67078,0,0,0
0,0,22,0,0,0,11,0,4,1,2,45,27.5,-3.13646,-2.93954,-0.777104,-3.01907,-2.64952,0,0,0
9,0,21,0,1145,30,9,9,2,1,1,25,93.375,-1.8678,-1.44579,-0.954377,-1.72535,-1.85389,0,0,0
1,0,21,0,3145,59,0,19,3,1,1,30,128.16,0.143743,0.23572,-2.17122,-0.335366,-1.36858,0,0,0
1,0,14,0,1615,24,18,10,2,1,1,25,154.755,-1.38929,-1.73219,-0.201914,-1.59123,-0.971293,0,0,0
15,0,13,0,6313,139,75,38,1,2,1,15,767.36,1.51023,2.30561,1.46353,1.93705,1.50867,1,0,1
11,0,11,0,8853,169,63,36,4,1,1,45,383.05,2.23585,2.64563,1.39957,1.83187,0.961738,1,0,1
7,0,12,2,2773,43,21,15,3,1,1,30,196.64,-0.197209,-0.643977,-0.0335365,-0.84245,-0.355731,0,0,0
1,0,5,0,4310,38,205,6,3,1,1,30,993.92,0.849002,-0.913778,2.36012,-2.19018,2.19648,0,0,0
2,0,5,0,1408,17,0,3,3,1,1,30,57,-1.55644,-2.10279,-2.10805,-2.53538,-2.36396,0,1,1
13,0,44,1,4630,81,20,23,3,1,1,30,268.44,0.976838,1.03507,-0.0984732,0.288213,0.421779,0,0,0
5,0,45,0,578,15,22,10,3,1,2,30,111.72,-2.46014,-2.23976,0.0854406,-1.59977,-1.62538,0,0,0
15,0,43,1,2713,70,374,30,3,1,1,30,1607.32,-0.267518,0.673733,2.88713,1.2535,2.82965,0,0,0
15,0,44,1,4458,76,16,41,1,1,1,15,337.37,0.892104,0.862274,-0.422413,2.19641,0.795501,0,0,0
8,0,44,1,2653,68,17,39,2,1,1,25,198.945,-0.353928,0.661869,-0.284448,2.10313,-0.323185,0,0,0
16,0,44,2,4035,92,47,34,3,1,1,30,353.08,0.666674,1.49348,1.17379,1.646,0.853307,0,0,0
9,0,44,1,2620,49,300,24,3,1,1,30,1306.76,-0.391991,-0.271056,2.74986,0.473382,2.56816,0,0,0
18,0,43,3,9375,131,159,49,3,1,1,30,1016.24,2.34711,2.24026,2.01802,2.78685,2.2073,1,0,1
12,0,44,1,14033,179,15,50,3,1,1,30,628.48,2.70611,2.74083,-0.477804,2.77658,1.27828,1,0,0
12,0,44,2,4775,93,17,31,3,1,1,30,262.72,1.0639,1.54127,-0.27814,1.33138,0.356036,0,0,0
11,0,44,1,6178,105,22,18,3,1,1,30,339.32,1.40894,1.82563,0.046233,-0.508294,0.831049,0,0,0
14,1,44,0,2498,64,23,23,3,1,2,30,194.48,-0.553652,0.444993,0.128469,0.289975,-0.359197,0,0,0
30,0,44,4,15400,235,69,38,3,1,1,30,901.4,2.91205,3.06031,1.38741,2.00783,1.90979,1,0,0
9,0,44,2,3355,37,498,14,3,1,1,30,2127.68,0.290704,-1.00665,3.06894,-1.0314,3.13304,0,0,0
14,0,43,1,15745,192,165,36,2,1,1,25,1459.66,3.02806,2.87906,2.03871,1.77592,2.7284,1,0,1
8,0,43,2,6760,96,201,32,3,1,1,30,1078.24,1.77848,1.59131,2.35429,1.33895,2.36439,0,0,0
5,0,43,0,1135,24,15,17,2,1,2,25,119.655,-1.81595,-1.72201,-0.504309,-0.550656,-1.49475,0,0,0
7,0,44,0,970,24,28,14,3,1,2,30,151.76,-2.02278,-1.76304,0.439599,-1.09448,-1.02256,0,0,0
5,0,43,0,260,10,15,6,2,1,2,25,79.65,-2.75329,-2.44869,-0.538829,-2.28474,-2.03632,0,1,1
8,0,43,1,7768,137,399,49,3,1,1,30,1912.2,2.08119,2.25673,2.96767,2.74981,2.91405,1,0,0
12,0,43,2,11725,164,26,53,4,1,1,45,362.225,2.57708,2.52346,0.34174,2.85554,0.910813,1,0,0
13,0,43,2,6978,85,123,43,2,1,1,25,871.335,1.83606,1.18221,1.77854,2.40422,1.83154,0,0,0
28,1,39,0,1215,57,31,23,3,1,2,30,174.88,-1.75204,0.153802,0.546352,0.251917,-0.648533,0,1,1
26,0,42,9,10695,103,16,48,5,2,1,55,185.97,2.48846,1.76876,-0.391712,2.75036,-0.482134,0,0,0
18,0,42,2,6078,108,41,30,2,1,1,25,462.87,1.34051,1.88643,1.00378,1.21998,1.07985,0,0,0
6,0,40,1,3100,32,15,20,3,1,1,30,185.28,0.091081,-1.32694,-0.562388,-0.132321,-0.4926,0,0,0
14,1,41,0,3250,51,24,22,3,1,2,30,228.04,0.232072,-0.164493,0.240762,0.0602357,0.0121581,0,1,1
14,1,42,0,2528,54,49,37,4,1,2,45,187.05,-0.472984,0.0505776,1.19081,1.8727,-0.475164,0,1,1
5,0,42,0,393,12,15,8,3,1,2,30,76.2,-2.62831,-2.41912,-0.486967,-1.90769,-2.04307,0,1,1
6,0,42,1,1928,35,15,12,4,1,1,45,86.575,-1.09036,-1.08866,-0.465871,-1.30633,-1.94422,0,0,0
8,0,39,2,7045,107,29,28,5,1,1,55,150.78,1.87387,1.8485,0.443639,0.898464,-1.05832,0,0,0
5,0,42,0,888,17,24,10,4,1,2,45,82.625,-2.16509,-2.11863,0.196289,-1.51024,-1.96572,0,1,1
5,0,42,2,598,14,19,8,5,1,1,55,37.68,-2.43139,-2.21284,-0.134277,-1.84881,-2.54793,0,0,0
30,1,37,4,16335,248,15,86,2,1,1,25,813.735,3.07786,3.12105,-0.561984,3.13098,1.67525,1,0,1
11,1,40,4,7225,126,286,39,3,2,1,30,1438.04,1.96267,2.14379,2.66787,2.06243,2.64713,1,0,1
7,0,42,1,3978,92,17,34,3,1,1,30,230.8,0.656416,1.53028,-0.274578,1.63027,0.0410258,0,0,0
8,0,41,0,1925,54,53,26,3,1,2,30,291.16,-1.08081,0.0529292,1.26944,0.678793,0.585611,0,0,0
11,0,42,1,3040,63,190,29,2,1,1,25,994.635,0.0213221,0.40381,2.22652,1.07726,2.15671,0,0,0
9,0,33,2,1575,46,208,17,3,2,1,30,896.84,-1.40215,-0.468949,2.40659,-0.630224,1.88548,0,0,0
9,0,32,1,1828,49,45,74,5,1,1,55,95.655,-1.18215,-0.253239,1.10302,3.04507,-1.81706,0,0,0
16,0,33,0,960,35,25,13,3,1,2,30,139.8,-2.06249,-1.07475,0.238,-1.19773,-1.22289,0,0,0
5,0,32,0,1085,20,36,9,4,1,2,45,117.625,-1.97946,-1.92868,0.834412,-1.73106,-1.4976,0,0,0
15,0,31,1,1485,42,34,19,2,1,1,25,221.715,-1.49929,-0.663175,0.681431,-0.337762,-0.0594566,0,0,0
7,0,31,1,3485,71,23,29,3,1,1,30,234.24,0.382442,0.741066,0.144213,1.13906,0.0505119,0,0,0
7,0,24,1,1955,36,43,20,3,1,1,30,251.64,-1.03702,-1.06458,1.01914,-0.0741599,0.215517,0,0,0
21,0,23,2,6653,151,100,48,2,2,1,25,756.18,1.68114,2.42128,1.62371,2.70278,1.47275,1,0,0
17,0,21,1,9193,181,88,46,5,1,1,55,272.61,2.2891,2.80461,1.58983,2.62839,0.431654,1,0,1
13,0,22,4,3113,55,46,25,3,1,1,30,310.72,0.102388,0.0847675,1.14057,0.596651,0.682078,0,0,0
7,0,15,2,4650,50,230,16,3,1,1,30,1108,0.995639,-0.173984,2.4752,-0.807022,2.36256,0,0,0
8,1,15,2,1748,29,15,13,3,1,1,30,131.08,-1.25158,-1.47163,-0.512713,-1.2337,-1.31145,0,1,1
3,0,32,0,4110,61,0,11,2,1,1,25,187.695,0.696705,0.35104,-1.96956,-1.46521,-0.459789,0,0,0
0,0,33,0,0,0,0,0,2,1,2,25,0,-2.9233,-3.12761,-1.96137,-3.0825,-3.02345,0,0,0
5,0,31,0,2193,50,344,18,2,1,1,25,1648.93,-0.769353,-0.152542,2.79796,-0.462417,2.89691,0,0,0
5,0,32,0,3938,56,0,29,1,1,1,15,219.67,0.589979,0.121047,-1.95956,1.09022,-0.115356,0,0,0
0,0,32,0,2133,48,0,27,1,1,1,15,119.955,-0.857638,-0.313158,-1.93653,0.809737,-1.43252,0,0,0
6,0,32,0,3515,72,17,22,2,1,1,25,237.915,0.415622,0.74392,-0.309522,0.118851,0.103975,0,0,0
0,0,32,0,2100,29,270,12,3,1,1,30,1165.16,-0.864236,-1.48354,2.61323,-1.32752,2.38864,0,0,0
8,0,31,1,8855,111,129,37,3,1,1,30,874.64,2.24544,1.92743,1.78792,1.948,1.82777,1,0,0
2,0,32,0,13513,159,0,38,3,1,1,30,546.88,2.67719,2.53035,-2.0376,1.95715,1.16226,1,0,1
2,0,32,0,4255,73,0,19,3,1,1,30,173.12,0.793716,0.80671,-2.0502,-0.322151,-0.706911,0,0,0
1,0,32,0,5658,85,0,6,2,1,1,25,258.435,1.23349,1.18367,-2.0707,-2.14339,0.292224,0,0,0
4,0,32,0,1978,44,0,11,3,1,2,30,80.88,-0.997491,-0.533856,-2.03459,-1.50483,-1.98599,0,0,0
20,0,32,2,14880,215,39,26,3,1,1,30,759.8,2.80788,2.93891,0.903253,0.700934,1.49364,1,0,0
0,0,32,0,2835,17,468,2,3,1,1,30,1986.08,-0.125314,-2.11793,3.04088,-2.73069,3.00464,0,0,0
4,0,31,0,15225,172,135,24,2,1,1,25,1300.37,2.86541,2.71556,1.81629,0.374677,2.52242,1,0,1
0,0,31,0,6240,76,171,20,3,1,1,30,936.64,1.47004,0.857931,2.0826,-0.184289,2.03405,0,0,0
0,0,31,0,615,4,0,5,2,1,2,25,27.855,-2.45494,-2.79835,-2.07099,-2.31469,-2.63821,0,0,0
0,0,32,0,450,4,0,2,2,1,2,25,20.43,-2.52911,-2.74027,-1.97728,-2.68394,-2.71796,0,0,0
0,0,31,0,0,0,0,0,2,1,2,25,0,-2.94443,-3.03578,-2.11294,-3.14159,-3.00545,0,1,1
0,0,31,0,7248,117,369,37,2,1,1,25,1991.92,1.97631,1.97318,2.88173,1.89808,3.00592,0,0,0
2,0,31,0,11205,144,0,41,3,1,1,30,453.96,2.51037,2.3494,-2.09421,2.27102,1.05477,1,0,1
3,0,31,0,6458,65,93,31,2,1,1,25,712.035,1.57582,0.44076,1.60609,1.29444,1.34313,0,0,0
18,1,27,0,695,37,1,11,2,1,2,25,37.44,-2.34126,-0.990224,-1.93374,-1.54499,-2.56557,0,1,1
16,0,30,7,10175,83,0,36,4,1,1,45,256.45,2.44409,1.07272,-2.16428,1.79943,0.26594,1,0,1
8,1,30,0,5558,88,11,18,2,1,1,25,303.57,1.17625,1.32019,-0.844539,-0.398226,0.625844,0,1,1
0,0,28,0,2580,12,0,8,3,1,1,30,103.68,-0.411648,-2.35969,-2.01891,-1.83445,-1.70183,0,0,0
4,0,29,0,2730,31,0,10,2,1,2,25,124.245,-0.267379,-1.38263,-2.06428,-1.57922,-1.37562,0,1,1
4,1,30,0,2008,34,19,25,3,1,2,30,157.68,-0.979183,-1.17415,-0.13583,0.56928,-0.918689,0,1,1
0,0,30,0,0,0,0,0,3,1,2,30,0,-2.92814,-3.07555,-2.08592,-3.07712,-3.08694,0,1,1
0,0,30,0,0,0,0,0,3,1,1,30,0,-2.94175,-3.07407,-2.07676,-3.10554,-3.10489,0,0,0
0,0,27,0,6525,87,0,16,4,1,1,45,165.3,1.64985,1.2639,-2.03453,-0.719525,-0.796724,0,0,0
0,1,30,0,0,0,0,0,4,1,2,45,0,-2.95604,-3.04739,-2.06286,-3.11952,-3.14159,0,1,1
0,1,30,0,0,0,0,0,5,1,1,55,0,-2.90756,-3.07853,-2.06825,-3.11777,-3.1292,0,1,1
20,0,25,2,15815,228,0,74,2,1,1,25,721.935,3.03105,2.96159,-2.07412,3.01875,1.38621,1,0,1
1,0,28,2,6705,106,256,27,2,2,1,25,1458.49,1.70688,1.83458,2.5295,0.863519,2.7194,0,0,0
0,0,30,0,3458,72,0,22,2,1,1,25,158.85,0.326908,0.751537,-2.03264,0.0996498,-0.886923,0,0,0
0,0,29,0,1405,34,23,14,3,1,2,30,149.56,-1.59413,-1.20849,0.0789241,-1.11224,-1.07864,0,0,0
1,0,30,0,2520,43,160,17,2,1,1,25,835.335,-0.509966,-0.591423,1.95894,-0.603452,1.69002,0,0,0
0,0,21,0,1055,26,178,5,2,2,1,25,849.645,-1.97098,-1.62493,2.12213,-2.32627,1.74416,0,0,0
0,0,20,0,1308,29,15,62,4,1,1,45,70.925,-1.68074,-1.47323,-0.530266,2.88135,-2.16707,0,0,0
6,0,21,0,440,15,0,1,2,1,2,25,20.475,-2.57457,-2.1961,-2.06633,-2.76078,-2.73939,0,0,0
0,0,20,0,0,0,6,0,4,1,2,45,15,-2.93486,-3.07995,-1.55613,-3.09784,-2.75651,0,0,0
5,0,19,0,965,22,4,7,2,1,1,25,62.415,-2.05082,-1.82147,-1.63964,-2.05749,-2.23017,0,0,0
0,0,19,0,2965,51,0,17,3,1,1,30,120.64,-0.0276226,-0.126918,-2.39507,-0.61714,-1.44554,0,0,0
0,0,12,0,1435,16,13,8,2,1,1,25,123.795,-1.56513,-2.14025,-0.676199,-1.86843,-1.45136,0,0,0
11,0,11,0,6133,131,70,36,1,2,1,15,729.52,1.39121,2.22604,1.42788,1.80398,1.36366,1,0,1
7,0,9,0,8673,161,58,34,4,1,1,45,365.85,2.19858,2.511,1.34288,1.53394,0.892494,1,0,0
3,0,10,2,2593,35,16,13,3,1,1,30,169.12,-0.408658,-1.10385,-0.368577,-1.1583,-0.6842,0,0,0
0,0,3,0,4130,30,200,4,3,1,1,30,966.4,0.716439,-1.43731,2.33919,-2.40906,2.14513,0,0,0
0,1,3,0,1228,9,0,1,2,1,1,25,55.665,-1.73576,-2.52835,-2.95371,-2.80998,-2.30062,0,1,1
10,0,41,0,4550,79,16,22,3,1,1,30,249.16,0.968884,0.999517,-0.405312,0.0973605,0.182755,0,0,0
2,0,42,0,498,13,18,9,2,1,2,25,103.995,-2.55061,-2.27923,-0.245816,-1.67281,-1.69697,0,0,0
12,0,40,0,2633,68,370,29,3,1,1,30,1588.04,-0.382818,0.619343,2.92529,1.12175,2.80309,0,0,0
12,0,41,0,4378,74,12,40,1,1,1,15,310.86,0.876095,0.832358,-0.710989,2.08391,0.687543,0,0,0
5,0,41,0,2573,66,13,38,1,1,1,15,216.645,-0.42705,0.523489,-0.668825,1.9606,-0.124725,0,0,0
13,0,41,1,3955,90,43,33,3,1,1,30,333.8,0.615552,1.41828,1.06837,1.52756,0.785061,0,0,0
6,0,41,0,2540,47,296,23,3,1,1,30,1287.48,-0.459783,-0.378844,2.7503,0.215403,2.50323,0,0,0
15,0,40,2,9295,129,155,48,3,1,1,30,996.96,2.33939,2.16983,1.91457,2.73225,2.18064,1,0,1
9,0,41,0,13953,177,11,49,3,1,1,30,609.2,2.7136,2.72767,-0.813405,2.72452,1.23047,1,0,0
9,0,41,1,4695,91,13,30,3,1,1,30,243.44,1.02767,1.38322,-0.658155,1.10634,0.139244,0,0,0
8,0,41,0,6098,103,18,17,3,1,1,30,320.04,1.38289,1.77874,-0.271085,-0.538568,0.693885,0,0,0
11,0,41,0,2418,62,19,22,3,1,2,30,175.2,-0.59445,0.370018,-0.110402,0.0856331,-0.627106,0,0,0
27,0,41,3,15320,233,65,37,3,1,1,30,882.12,2.88041,3.05333,1.37602,1.90464,1.90791,1,0,0
6,0,41,1,3275,35,494,13,3,1,1,30,2108.4,0.224755,-1.11382,3.14159,-1.13272,3.10433,0,0,0
11,0,40,0,15665,190,161,35,2,1,1,25,1437.97,2.99173,2.84369,2.03618,1.68667,2.6584,1,0,1
5,0,40,1,6680,94,197,31,3,1,1,30,1058.96,1.68191,1.5484,2.32107,1.32385,2.33215,0,0,0
2,0,40,0,1055,22,11,16,2,1,2,25,97.965,-2.00059,-1.85272,-0.796968,-0.714568,-1.79404,0,0,0
4,0,41,0,890,22,24,13,3,1,2,30,132.48,-2.16583,-1.81434,0.22678,-1.14298,-1.3109,0,0,0
2,0,40,0,180,8,11,5,2,1,2,25,57.96,-2.81519,-2.54097,-0.820134,-2.27562,-2.2816,0,1,1
5,0,40,0,7688,135,395,48,2,1,1,25,2129.53,2.10208,2.29415,2.97909,2.70999,3.14159,1,0,0
9,0,40,1,11645,162,22,52,4,1,1,45,350.175,2.60025,2.5567,0.0790103,2.85334,0.851694,1,0,0
10,0,40,1,6898,83,119,42,2,1,1,25,849.645,1.83246,1.15999,1.75229,2.3454,1.77079,0,0,0
25,1,36,0,1135,55,27,22,2,1,2,25,175.05,-1.8462,0.0805175,0.416691,0.0946163,-0.633544,0,1,1
23,0,39,8,10615,101,12,47,5,1,1,55,178.74,2.47058,1.73142,-0.672447,2.69159,-0.62494,1,0,1
15,0,39,1,5998,106,37,29,2,1,1,25,441.18,1.30918,1.83772,0.869891,1.08026,1.06689,0,0,0
3,0,37,0,3020,30,11,19,3,1,1,30,166,-0.00507203,-1.41813,-0.767481,-0.270148,-0.810793,0,0,0
11,1,38,0,3170,49,20,21,3,1,2,30,208.76,0.156683,-0.252257,-0.113186,0.0564587,-0.223685,0,1,1
11,1,39,0,2448,52,45,36,3,1,2,30,280,-0.623962,-0.0747944,1.11086,1.80537,0.460924,0,1,1
2,1,39,0,313,10,11,7,3,1,2,30,56.92,-2.63826,-2.43315,-0.770549,-2.01333,-2.32722,0,1,1
3,0,39,0,1848,33,11,11,3,1,1,30,119.24,-1.13966,-1.20461,-0.800113,-1.48075,-1.48106,0,0,0
5,0,36,1,6965,105,25,27,5,1,1,55,143.55,1.87632,1.83457,0.253239,0.837214,-1.15706,0,0,0
2,0,39,0,808,15,20,9,4,1,2,45,70.575,-2.24294,-2.21914,-0.0957921,-1.72373,-2.1596,0,1,1
2,0,39,1,518,12,15,7,5,1,1,55,30.45,-2.51651,-2.31861,-0.499012,-2.03453,-2.62704,0,0,0
27,1,34,3,16255,246,11,85,2,1,1,25,792.045,3.13654,3.12511,-0.794615,3.12671,1.59487,1,0,1
8,0,37,3,7145,124,282,38,2,2,1,25,1596.11,1.97001,2.11695,2.70386,1.95009,2.84331,0,0,0
4,0,39,0,3898,90,13,33,2,1,1,25,237.96,0.567391,1.44757,-0.677815,1.53373,0.113231,0,0,0
5,0,38,0,1845,52,49,25,3,1,2,30,271.88,-1.13279,-0.107011,1.1789,0.485727,0.436585,0,0,0
8,0,39,0,2960,61,186,28,2,1,1,25,972.945,-0.036934,0.349068,2.19939,0.99061,2.12036,0,0,0
6,1,30,1,1495,44,204,16,2,2,1,25,987.255,-1.46447,-0.533173,2.33803,-0.737352,2.16283,0,1,1
6,0,29,0,1748,47,41,73,4,1,1,45,147.375,-1.22984,-0.414976,1.00138,2.98816,-1.08413,0,0,0
13,0,30,0,880,33,21,12,2,1,2,25,135.585,-2.15125,-1.26685,0.00640643,-1.29248,-1.28472,0,0,0
2,0,29,0,1005,18,32,8,4,1,2,45,105.575,-1.9997,-2.08763,0.652165,-1.90016,-1.66411,0,0,0
12,0,28,0,1405,40,30,18,2,1,1,25,200.025,-1.58466,-0.810494,0.562523,-0.383521,-0.322943,0,0,0
4,0,28,0,3405,69,19,28,3,1,1,30,214.96,0.290545,0.606591,-0.122661,0.872898,-0.145984,0,0,0
4,0,21,0,1875,34,39,19,2,1,1,25,261.405,-1.14162,-1.20006,0.936864,-0.371706,0.350628,0,0,0
18,0,20,1,6573,149,96,47,2,2,1,25,734.49,1.64322,2.42083,1.6219,2.69068,1.41466,1,0,0
14,0,18,0,9113,179,84,45,4,1,1,45,442.3,2.30986,2.78857,1.5248,2.54028,1.07044,1,0,0
10,0,19,3,3033,53,42,24,3,1,1,30,291.44,0.0325268,-0.0242538,1.05968,0.355234,0.573676,0,0,0
4,0,12,1,4570,48,226,15,3,1,1,30,1088.72,0.936794,-0.329117,2.48538,-0.870456,2.36263,0,0,0
5,0,12,1,1668,27,11,12,3,1,1,30,111.8,-1.35535,-1.57825,-0.800604,-1.33661,-1.61407,0,1,1
6,0,35,0,4190,63,0,12,3,1,1,30,170.12,0.753651,0.416739,-2.83074,-1.32728,-0.703322,0,0,0
0,0,36,0,0,0,0,0,2,1,2,25,0,-2.9978,-2.94513,-2.85303,-2.9369,-2.92012,0,0,0
8,0,34,0,2273,52,348,19,3,1,1,30,1485,-0.753423,-0.0981646,2.81386,-0.361595,2.72452,0,0,0
8,0,35,0,4018,58,0,30,1,1,1,15,224.18,0.626927,0.224674,-2.78148,1.25836,-0.0680135,0,0,0
1,0,35,0,2213,50,0,28,1,1,1,15,124.465,-0.799835,-0.145026,-2.78519,0.942426,-1.36434,0,0,0
9,0,35,1,3595,74,21,23,3,1,1,30,230.76,0.425673,0.78909,-0.026905,0.350546,-0.00564292,0,0,0
2,0,35,0,2180,31,274,13,3,1,1,30,1184.44,-0.784038,-1.35086,2.59901,-1.14511,2.4415,0,0,0
11,0,34,2,8935,113,133,38,3,1,1,30,893.92,2.2359,1.90436,1.82433,1.99079,1.89238,1,0,0
5,0,35,0,13593,161,0,39,3,1,1,30,550.16,2.72609,2.52902,-2.82654,2.01763,1.14707,1,0,1
5,0,35,1,4335,75,0,20,3,1,1,30,176.4,0.835489,0.828531,-2.82057,-0.197515,-0.599926,0,0,0
4,0,35,0,5738,87,0,7,3,1,1,30,233,1.25887,1.28566,-2.79691,-2.04781,0.0839849,0,0,0
7,0,35,0,2058,46,0,12,3,1,2,30,84.16,-0.920927,-0.384761,-2.82452,-1.30861,-1.99531,0,0,0
23,0,35,3,14960,217,43,27,3,1,1,30,779.08,2.81258,2.92158,1.06725,0.759665,1.53899,1,0,1
2,0,35,1,2915,19,472,3,3,1,1,30,2005.36,-0.0779947,-2.05032,3.02505,-2.56891,2.98627,0,0,0
7,0,34,0,15305,174,139,25,2,1,1,25,1322.06,2.89547,2.70418,1.82692,0.525322,2.5185,1,0,1
1,0,34,1,6320,78,175,21,3,1,1,30,955.92,1.52844,0.927606,2.15048,-0.0548179,2.08412,0,0,0
0,0,34,0,695,6,0,6,2,1,2,25,31.545,-2.35191,-2.64103,-2.8467,-2.16593,-2.62197,0,0,0
0,0,35,0,530,6,2,3,3,1,2,30,29.44,-2.46132,-2.68309,-1.7542,-2.56557,-2.61912,0,0,0
0,1,34,0,0,0,0,0,2,1,2,25,0,-3.00006,-2.83538,-2.8939,-2.95537,-2.90774,0,1,1
1,0,34,0,7328,119,373,38,2,1,1,25,2013.62,2.00883,2.07386,2.89047,1.95152,3.03877,0,0,0
5,0,34,1,11285,146,0,42,4,1,1,45,285.775,2.58589,2.3674,-2.85452,2.30921,0.535626,1,0,1
6,0,34,1,6538,67,97,32,2,1,1,25,733.725,1.61822,0.560076,1.61232,1.46143,1.39149,0,0,0
21,1,30,0,775,39,5,12,2,1,2,25,59.13,-2.21758,-0.831635,-1.62053,-1.33877,-2.29141,0,1,1
19,0,33,8,10255,85,0,37,5,1,1,55,155.1,2.44195,1.22263,-2.86358,1.85792,-0.983546,0,0,0
11,1,33,1,5638,90,15,19,2,1,1,25,325.26,1.22243,1.35193,-0.524284,-0.331042,0.726721,0,1,1
0,0,31,0,2660,14,0,9,3,1,1,30,106.96,-0.318854,-2.23116,-2.92166,-1.69766,-1.70162,0,0,0
7,0,32,0,2810,33,0,11,3,1,2,30,113.72,-0.143226,-1.19788,-2.87371,-1.44165,-1.57781,0,1,1
7,1,33,0,2088,36,23,26,3,1,2,30,176.96,-0.871632,-1.05126,0.1544,0.605578,-0.593894,0,1,1
0,0,33,0,0,0,0,0,3,1,2,30,0,-2.92186,-2.89769,-2.83618,-2.86104,-3.01575,0,1,1
0,0,33,0,1488,17,0,1,3,1,1,30,60.2,-1.49508,-2.12857,-2.85838,-2.8025,-2.30274,0,0,0
1,0,30,1,6605,89,3,17,5,1,1,55,104.91,1.66391,1.3556,-1.72319,-0.56015,-1.66011,0,0,0
0,0,33,0,0,0,0,0,4,1,2,45,0,-3.04507,-2.86814,-2.84409,-2.84343,-3.03099,0,1,1
0,0,33,0,0,0,0,0,5,1,1,55,0,-2.94541,-2.8526,-2.85898,-2.90068,-3.02637,0,0,0
23,0,28,3,15895,230,0,75,2,1,1,25,725.625,3.03322,2.98922,-2.84149,2.99546,1.43387,1,0,1
4,0,31,3,6785,108,260,28,2,2,1,25,1480.18,1.76772,1.86504,2.53998,0.872878,2.69114,0,0,0
0,0,33,0,3538,74,0,23,2,1,1,25,162.54,0.403005,0.800978,-2.9726,0.309805,-0.85604,0,0,0
1,0,32,0,1485,36,27,15,3,1,2,30,168.84,-1.51087,-1.05896,0.417276,-0.888089,-0.74329,0,0,0
4,0,33,0,2600,45,164,18,2,1,1,25,857.025,-0.428438,-0.506016,1.98985,-0.47517,1.76892,0,0,0
2,0,24,1,1135,28,182,6,2,2,1,25,871.335,-1.86675,-1.54534,2.17501,-2.14515,1.82638,0,0,0
2,0,23,0,1388,31,19,63,4,1,1,45,82.975,-1.58958,-1.36352,-0.147068,2.8887,-2.00635,0,0,0
