position_id,asset,position_side,leverage,margin_mode,notional_usd,initial_margin,init_margin_rate,maint_margin_rate,liq_distance_pct,vol_regime,hourly_volatility,funding_rate_8h,adds_margin,uses_stop_loss,intended_hold_hours,time_to_liquidation_hours,pnl_pct,got_liquidated,survived
POS000196,SOL,short,31,isolated,25245.0,814.35,0.0323,0.0161,1.613,calm,0.009,0.00057,1,1,11,6.0,-100.0,1,0
POS000197,altcoin_smallcap,long,53,cross,1637.0,30.89,0.0189,0.0094,0.943,calm,0.018,-0.00036,0,1,17,,-80.8,0,1
POS000198,ETH,long,61,isolated,8176.0,134.03,0.0164,0.0082,0.82,volatile,0.018,0.00032,0,0,20,2.0,-100.0,1,0
POS000199,ETH,short,9,isolated,13818.0,1535.33,0.1111,0.0556,5.556,calm,0.006,-0.0007,1,0,1,,0.5,0,1
POS000200,ETH,long,39,cross,1905.0,48.85,0.0256,0.0128,1.282,volatile,0.018,0.00018,0,1,17,,-66.2,0,1
POS000201,ETH,long,8,cross,3152.0,394.0,0.125,0.0625,6.25,calm,0.006,0.00058,1,1,19,,-10.0,0,1
POS000202,AVAX,short,45,isolated,7390.0,164.22,0.0222,0.0111,1.111,normal,0.016,4e-05,0,0,8,1.0,-100.0,1,0
POS000203,DOGE,long,41,isolated,5569.0,135.83,0.0244,0.0122,1.22,calm,0.0132,0.00019,0,0,7,2.0,-100.0,1,0
POS000204,BTC,short,35,cross,2520.0,72.0,0.0286,0.0143,1.429,calm,0.0048,-0.0003,1,1,4,,13.1,0,1
POS000205,altcoin_smallcap,long,27,cross,1668.0,61.78,0.037,0.0185,1.852,normal,0.03,0.00015,1,1,8,,71.1,0,1
POS000206,ETH,short,17,cross,5234.0,307.88,0.0588,0.0294,2.941,normal,0.01,0.00035,0,0,21,,149.9,0,1
POS000207,HYPE,short,35,isolated,9218.0,263.37,0.0286,0.0143,1.429,normal,0.02,-0.00028,1,0,27,,288.5,0,1
POS000208,ETH,short,41,cross,1888.0,46.05,0.0244,0.0122,1.22,volatile,0.018,0.00093,0,0,12,7.0,-100.0,1,0
POS000209,DOGE,long,13,cross,1745.0,134.23,0.0769,0.0385,3.846,volatile,0.0396,0.00015,0,0,7,,33.1,0,1
POS000210,BTC,short,63,cross,6138.0,97.43,0.0159,0.0079,0.794,calm,0.0048,-0.00015,0,1,34,1.0,-100.0,1,0
POS000211,BTC,long,10,cross,1939.0,193.9,0.1,0.05,5.0,volatile,0.0144,0.00055,1,0,22,,17.9,0,1
POS000212,altcoin_smallcap,long,60,isolated,8000.0,133.33,0.0167,0.0083,0.833,calm,0.018,0.00085,0,0,39,2.0,-100.0,1,0
POS000213,BTC,long,25,cross,11127.0,445.08,0.04,0.02,2.0,crash,0.0256,0.0009,1,1,7,,356.3,0,1
POS000214,BTC,short,61,cross,5337.0,87.49,0.0164,0.0082,0.82,calm,0.0048,0.00042,0,0,7,3.0,-100.0,1,0
POS000215,AVAX,short,39,isolated,12237.0,313.77,0.0256,0.0128,1.282,calm,0.0096,0.00045,0,0,22,1.0,-100.0,1,0
POS000216,AVAX,long,52,isolated,9036.0,173.77,0.0192,0.0096,0.962,normal,0.016,-0.00052,1,1,24,16.0,-100.0,1,0
POS000217,AVAX,short,46,isolated,5476.0,119.04,0.0217,0.0109,1.087,volatile,0.0288,0.00082,0,0,2,1.0,-100.0,1,0
POS000218,BTC,long,10,cross,9315.0,931.5,0.1,0.05,5.0,normal,0.008,-0.00011,1,0,28,,6.1,0,1
POS000219,SOL,long,10,cross,132.0,13.2,0.1,0.05,5.0,calm,0.009,-0.00033,1,0,18,,32.7,0,1
POS000220,ARB,long,30,cross,3960.0,132.0,0.0333,0.0167,1.667,volatile,0.0324,0.00069,0,1,14,1.0,-100.0,1,0
POS000221,ARB,long,101,isolated,4094.0,40.53,0.0099,0.005,0.495,normal,0.018,-0.0005,0,0,2,2.0,-100.0,1,0
POS000222,BTC,short,59,cross,8334.0,141.25,0.0169,0.0085,0.847,calm,0.0048,0.00023,1,0,29,,114.7,0,1
POS000223,ETH,short,17,isolated,8256.0,485.65,0.0588,0.0294,2.941,calm,0.006,0.00082,1,0,2,,8.4,0,1
POS000224,AVAX,long,17,cross,5526.0,325.06,0.0588,0.0294,2.941,crash,0.0512,0.00154,1,0,10,,204.0,0,1
POS000225,ETH,long,37,isolated,4281.0,115.7,0.027,0.0135,1.351,normal,0.01,-0.00011,0,0,23,,618.6,0,1
POS000226,ARB,long,61,isolated,3509.0,57.52,0.0164,0.0082,0.82,normal,0.018,0.00047,1,1,20,,-69.6,0,1
POS000227,altcoin_smallcap,long,36,isolated,2324.0,64.56,0.0278,0.0139,1.389,crash,0.096,0.00121,1,0,17,2.0,-100.0,1,0
POS000228,AVAX,long,8,cross,6183.0,772.88,0.125,0.0625,6.25,calm,0.0096,4e-05,1,1,17,,70.3,0,1
POS000229,SOL,long,13,isolated,2002.0,154.0,0.0769,0.0385,3.846,normal,0.015,0.00045,0,0,4,,19.5,0,1
POS000230,ETH,short,25,isolated,1479.0,59.16,0.04,0.02,2.0,volatile,0.018,2e-05,0,1,9,,121.1,0,1
POS000231,HYPE,long,20,cross,2429.0,121.45,0.05,0.025,2.5,calm,0.012,1e-05,0,1,38,30.0,-100.0,1,0
POS000232,DOGE,long,21,isolated,16870.0,803.33,0.0476,0.0238,2.381,calm,0.0132,-0.0008,1,1,15,,63.3,0,1
POS000233,BTC,long,58,cross,1513.0,26.09,0.0172,0.0086,0.862,crash,0.0256,0.00106,0,1,8,3.0,-100.0,1,0
POS000234,ETH,short,34,isolated,3585.0,105.44,0.0294,0.0147,1.471,volatile,0.018,0.00059,0,0,3,,202.1,0,1
POS000235,DOGE,short,13,cross,3754.0,288.77,0.0769,0.0385,3.846,calm,0.0132,0.00047,0,0,10,,18.7,0,1
POS000236,ETH,long,8,cross,7890.0,986.25,0.125,0.0625,6.25,normal,0.01,8e-05,1,0,54,,-22.3,0,1
POS000237,altcoin_smallcap,long,96,cross,502.0,5.23,0.0104,0.0052,0.521,crash,0.096,0.00055,0,1,2,,-65.8,0,1
POS000238,AVAX,short,15,isolated,7178.0,478.53,0.0667,0.0333,3.333,calm,0.0096,0.00056,0,0,10,,16.7,0,1
POS000239,ETH,long,17,isolated,5619.0,330.53,0.0588,0.0294,2.941,calm,0.006,6e-05,0,1,21,,1.3,0,1
POS000240,ETH,short,15,cross,4412.0,294.13,0.0667,0.0333,3.333,volatile,0.018,0.00159,1,1,19,,344.8,0,1
POS000241,AVAX,long,17,cross,1592.0,93.65,0.0588,0.0294,2.941,volatile,0.0288,0.00057,0,1,20,,-38.7,0,1
POS000242,HYPE,long,25,cross,9477.0,379.08,0.04,0.02,2.0,calm,0.012,-0.00014,0,1,1,,-38.4,0,1
POS000243,SOL,long,15,isolated,4651.0,310.07,0.0667,0.0333,3.333,volatile,0.027,0.00098,0,0,6,4.0,-100.0,1,0
POS000244,altcoin_smallcap,long,41,cross,471.0,11.49,0.0244,0.0122,1.22,volatile,0.054,0.00061,0,1,45,,1720.2,0,1
POS000245,HYPE,long,29,cross,7222.0,249.03,0.0345,0.0172,1.724,volatile,0.036,-0.00016,0,0,3,,-15.9,0,1
POS000246,AVAX,long,27,isolated,6668.0,246.96,0.037,0.0185,1.852,normal,0.016,0.00026,1,1,55,,-100.0,0,1
POS000247,ETH,long,9,cross,8415.0,935.0,0.1111,0.0556,5.556,calm,0.006,6e-05,1,0,42,,9.0,0,1
POS000248,ETH,short,16,isolated,6318.0,394.88,0.0625,0.0312,3.125,normal,0.01,-0.00022,0,1,9,,-29.8,0,1
POS000249,ETH,long,41,isolated,5102.0,124.44,0.0244,0.0122,1.22,calm,0.006,0.0007,0,0,1,,-43.4,0,1
POS000250,BTC,long,34,cross,4094.0,120.41,0.0294,0.0147,1.471,calm,0.0048,-0.00031,0,1,6,,-12.3,0,1
POS000251,BTC,short,15,cross,8632.0,575.47,0.0667,0.0333,3.333,normal,0.008,-0.00026,0,1,9,,4.2,0,1
POS000252,SOL,long,34,isolated,3490.0,102.65,0.0294,0.0147,1.471,normal,0.015,0.00022,1,1,40,,-55.0,0,1
POS000253,BTC,short,37,cross,11207.0,302.89,0.027,0.0135,1.351,calm,0.0048,0.00017,0,0,2,,9.5,0,1
POS000254,AVAX,long,13,cross,18752.0,1442.46,0.0769,0.0385,3.846,normal,0.016,-0.00022,0,0,39,21.0,-100.0,1,0
POS000255,SOL,long,9,isolated,3228.0,358.67,0.1111,0.0556,5.556,volatile,0.027,0.00013,0,0,5,,49.2,0,1
POS000256,ETH,long,61,cross,2555.0,41.89,0.0164,0.0082,0.82,normal,0.01,0.00055,0,1,22,,-51.5,0,1
POS000257,BTC,long,112,cross,8238.0,73.55,0.0089,0.0045,0.446,volatile,0.0144,0.00067,1,1,7,,276.4,0,1
POS000258,ETH,short,10,cross,2249.0,224.9,0.1,0.05,5.0,normal,0.01,4e-05,0,0,11,,37.8,0,1
POS000259,BTC,short,73,isolated,2370.0,32.47,0.0137,0.0068,0.685,calm,0.0048,0.00054,0,0,3,,87.5,0,1
POS000260,BTC,long,8,cross,1133.0,141.62,0.125,0.0625,6.25,calm,0.0048,-0.00011,0,0,32,,-6.4,0,1
POS000261,BTC,long,47,isolated,13068.0,278.04,0.0213,0.0106,1.064,crash,0.0256,0.00066,0,1,4,,-100.0,0,1
POS000262,ETH,short,25,isolated,4323.0,172.92,0.04,0.02,2.0,calm,0.006,0.00019,1,0,19,,-7.4,0,1
POS000263,HYPE,long,93,cross,3325.0,35.75,0.0108,0.0054,0.538,calm,0.012,8e-05,0,0,71,2.0,-100.0,1,0
POS000264,AVAX,long,46,isolated,9863.0,214.41,0.0217,0.0109,1.087,volatile,0.0288,0.0012,0,1,27,8.0,-100.0,1,0
POS000265,ETH,long,85,cross,7792.0,91.67,0.0118,0.0059,0.588,normal,0.01,-0.0,0,1,15,2.0,-100.0,1,0
POS000266,ETH,short,21,isolated,17995.0,856.9,0.0476,0.0238,2.381,volatile,0.018,0.00021,1,1,19,,331.8,0,1
POS000267,DOGE,short,14,isolated,18064.0,1290.29,0.0714,0.0357,3.571,calm,0.0132,0.00062,0,0,50,,143.7,0,1
POS000268,ETH,long,18,isolated,7977.0,443.17,0.0556,0.0278,2.778,calm,0.006,0.00035,0,1,12,,-24.3,0,1
POS000269,ETH,short,29,cross,24823.0,855.97,0.0345,0.0172,1.724,calm,0.006,0.00018,0,0,14,7.0,-100.0,1,0
POS000270,BTC,long,54,isolated,4271.0,79.09,0.0185,0.0093,0.926,normal,0.008,-0.0003,0,0,19,15.0,-100.0,1,0
POS000271,ARB,long,28,cross,20254.0,723.36,0.0357,0.0179,1.786,calm,0.0108,0.00021,0,0,21,,28.7,0,1
POS000272,ETH,short,40,isolated,1419.0,35.48,0.025,0.0125,1.25,calm,0.006,-0.00021,0,1,8,,57.6,0,1
POS000273,SOL,long,27,cross,2384.0,88.3,0.037,0.0185,1.852,calm,0.009,0.00063,0,1,21,1.0,-100.0,1,0
POS000274,ARB,short,28,cross,833.0,29.75,0.0357,0.0179,1.786,volatile,0.0324,0.00125,0,0,11,2.0,-100.0,1,0
POS000275,ETH,short,43,cross,3714.0,86.37,0.0233,0.0116,1.163,calm,0.006,0.00016,0,1,1,,21.8,0,1
POS000276,BTC,long,15,isolated,16317.0,1087.8,0.0667,0.0333,3.333,normal,0.008,-0.00069,1,1,2,,0.6,0,1
POS000277,BTC,long,12,isolated,12238.0,1019.83,0.0833,0.0417,4.167,normal,0.008,0.00035,0,0,10,,37.7,0,1
POS000278,BTC,short,20,isolated,23802.0,1190.1,0.05,0.025,2.5,crash,0.0256,0.00056,0,1,38,,238.0,0,1
POS000279,ETH,long,21,isolated,3866.0,184.1,0.0476,0.0238,2.381,calm,0.006,0.00059,0,0,9,9.0,-100.0,1,0
POS000280,DOGE,short,42,isolated,3217.0,76.6,0.0238,0.0119,1.19,volatile,0.0396,0.00083,0,0,4,,27.9,0,1
POS000281,ETH,long,19,isolated,3261.0,171.63,0.0526,0.0263,2.632,normal,0.01,0.00024,1,0,3,,14.3,0,1
POS000282,BTC,long,46,cross,5056.0,109.91,0.0217,0.0109,1.087,calm,0.0048,0.00032,0,1,36,4.0,-100.0,1,0
POS000283,SOL,short,66,isolated,3456.0,52.36,0.0152,0.0076,0.758,calm,0.009,0.00056,1,1,14,,450.6,0,1
POS000284,ETH,short,17,isolated,699.0,41.12,0.0588,0.0294,2.941,volatile,0.018,0.00057,0,1,3,,123.8,0,1
POS000285,BTC,long,33,isolated,8012.0,242.79,0.0303,0.0152,1.515,volatile,0.0144,0.00054,0,1,4,,-37.1,0,1
POS000286,AVAX,short,22,cross,3855.0,175.23,0.0455,0.0227,2.273,volatile,0.0288,0.00134,0,1,31,,1020.6,0,1
POS000287,ETH,long,13,cross,5872.0,451.69,0.0769,0.0385,3.846,normal,0.01,0.00086,0,0,4,,11.2,0,1
POS000288,ETH,long,25,cross,14398.0,575.92,0.04,0.02,2.0,calm,0.006,0.00012,1,0,12,,-9.7,0,1
POS000289,DOGE,short,44,isolated,3974.0,90.32,0.0227,0.0114,1.136,volatile,0.0396,0.00097,0,1,11,1.0,-100.0,1,0
POS000290,BTC,long,25,cross,10201.0,408.04,0.04,0.02,2.0,calm,0.0048,-0.00023,1,1,23,,71.5,0,1
POS000291,altcoin_smallcap,long,15,cross,2592.0,172.8,0.0667,0.0333,3.333,calm,0.018,0.00027,0,0,28,,103.0,0,1
POS000292,SOL,short,14,isolated,7505.0,536.07,0.0714,0.0357,3.571,normal,0.015,0.00017,1,0,56,,-7.3,0,1
POS000293,ETH,long,79,isolated,4271.0,54.06,0.0127,0.0063,0.633,normal,0.01,0.00057,0,1,1,,-61.0,0,1
POS000294,DOGE,long,19,isolated,1440.0,75.79,0.0526,0.0263,2.632,volatile,0.0396,0.00043,0,0,3,,83.2,0,1
POS000295,AVAX,short,90,isolated,2070.0,23.0,0.0111,0.0056,0.556,calm,0.0096,-4e-05,0,0,22,1.0,-100.0,1,0
POS000296,ETH,long,6,isolated,1269.0,211.5,0.1667,0.0833,8.333,volatile,0.018,-0.00011,0,0,54,6.0,-100.0,1,0
POS000297,AVAX,long,19,isolated,3573.0,188.05,0.0526,0.0263,2.632,normal,0.016,0.00018,1,1,13,,-8.5,0,1
POS000298,HYPE,long,28,isolated,7944.0,283.71,0.0357,0.0179,1.786,calm,0.012,0.00035,0,1,25,14.0,-100.0,1,0
POS000299,AVAX,short,47,isolated,3236.0,68.85,0.0213,0.0106,1.064,calm,0.0096,-0.00022,0,1,1,,34.3,0,1
POS000300,DOGE,long,76,cross,5574.0,73.34,0.0132,0.0066,0.658,normal,0.022,-0.00051,1,1,24,,-100.0,0,1
POS000301,AVAX,long,51,cross,14147.0,277.39,0.0196,0.0098,0.98,normal,0.016,-0.00022,0,1,21,,-69.5,0,1
POS000302,BTC,short,18,cross,11558.0,642.11,0.0556,0.0278,2.778,normal,0.008,-0.00037,0,1,23,,80.4,0,1
POS000303,BTC,long,11,isolated,10636.0,966.91,0.0909,0.0455,4.545,volatile,0.0144,-0.00027,0,1,19,,1.1,0,1
POS000304,DOGE,long,60,cross,23857.0,397.62,0.0167,0.0083,0.833,crash,0.0704,0.00101,0,1,49,,-100.0,0,1
POS000305,BTC,long,56,cross,24575.0,438.84,0.0179,0.0089,0.893,calm,0.0048,-0.00029,1,1,8,,-71.1,0,1
POS000306,HYPE,short,58,isolated,5106.0,88.03,0.0172,0.0086,0.862,volatile,0.036,0.00057,0,1,15,,-92.3,0,1
POS000307,SOL,long,11,cross,3644.0,331.27,0.0909,0.0455,4.545,normal,0.015,0.00082,0,0,20,,8.2,0,1
POS000308,BTC,long,102,isolated,7056.0,69.18,0.0098,0.0049,0.49,volatile,0.0144,0.00029,1,0,16,1.0,-100.0,1,0
POS000309,altcoin_smallcap,long,11,cross,9745.0,885.91,0.0909,0.0455,4.545,volatile,0.054,0.00022,0,0,9,,86.1,0,1
POS000310,HYPE,long,49,cross,532.0,10.86,0.0204,0.0102,1.02,normal,0.02,0.00021,0,1,14,,-37.9,0,1
POS000311,ETH,short,24,isolated,4956.0,206.5,0.0417,0.0208,2.083,calm,0.006,-0.00019,0,1,4,,-21.1,0,1
POS000312,ETH,long,13,cross,12341.0,949.31,0.0769,0.0385,3.846,volatile,0.018,-3e-05,0,1,14,,78.5,0,1
POS000313,SOL,short,50,isolated,6116.0,122.32,0.02,0.01,1.0,volatile,0.027,0.00049,0,0,14,4.0,-100.0,1,0
POS000314,DOGE,short,11,isolated,6261.0,569.18,0.0909,0.0455,4.545,normal,0.022,0.00016,1,1,10,,-25.3,0,1
POS000315,DOGE,long,26,cross,7504.0,288.62,0.0385,0.0192,1.923,normal,0.022,0.00109,1,1,12,,83.7,0,1
POS000316,DOGE,short,30,isolated,3941.0,131.37,0.0333,0.0167,1.667,volatile,0.0396,4e-05,1,1,8,8.0,-100.0,1,0
POS000317,DOGE,short,21,isolated,8050.0,383.33,0.0476,0.0238,2.381,volatile,0.0396,0.00092,0,0,6,,396.6,0,1
POS000318,DOGE,long,80,isolated,4151.0,51.89,0.0125,0.0062,0.625,normal,0.022,0.0004,1,0,5,1.0,-100.0,1,0
POS000319,SOL,short,30,isolated,4887.0,162.9,0.0333,0.0167,1.667,normal,0.015,8e-05,1,0,1,,-7.5,0,1
POS000320,ARB,long,45,isolated,2427.0,53.93,0.0222,0.0111,1.111,volatile,0.0324,0.00014,0,1,27,,747.2,0,1
POS000321,ARB,long,46,cross,3194.0,69.43,0.0217,0.0109,1.087,volatile,0.0324,0.00032,0,0,8,1.0,-100.0,1,0
POS000322,BTC,short,20,isolated,2210.0,110.5,0.05,0.025,2.5,normal,0.008,0.0001,0,0,49,9.0,-100.0,1,0
POS000323,HYPE,long,17,cross,7377.0,433.94,0.0588,0.0294,2.941,normal,0.02,-0.00052,0,0,22,,49.7,0,1
POS000324,BTC,short,37,cross,4861.0,131.38,0.027,0.0135,1.351,volatile,0.0144,0.00035,0,0,12,,224.2,0,1
POS000325,altcoin_smallcap,long,37,cross,8016.0,216.65,0.027,0.0135,1.351,normal,0.03,0.00014,1,0,19,1.0,-100.0,1,0
POS000326,DOGE,long,54,isolated,5286.0,97.89,0.0185,0.0093,0.926,calm,0.0132,0.00073,0,0,19,1.0,-100.0,1,0
POS000327,ETH,short,55,isolated,2344.0,42.62,0.0182,0.0091,0.909,calm,0.006,5e-05,0,0,17,2.0,-100.0,1,0
POS000328,ETH,long,88,cross,6751.0,76.72,0.0114,0.0057,0.568,volatile,0.018,0.00085,0,1,4,,-100.0,0,1
POS000329,DOGE,long,55,cross,5625.0,102.27,0.0182,0.0091,0.909,volatile,0.0396,0.00101,0,0,5,,401.7,0,1
POS000330,altcoin_smallcap,long,42,cross,10749.0,255.93,0.0238,0.0119,1.19,calm,0.018,-0.00093,0,1,31,,-82.1,0,1
POS000331,altcoin_smallcap,long,46,isolated,4342.0,94.39,0.0217,0.0109,1.087,calm,0.018,0.00063,0,1,4,,-100.0,0,1
POS000332,SOL,long,30,cross,15624.0,520.8,0.0333,0.0167,1.667,normal,0.015,-0.00063,0,1,2,,-35.2,0,1
POS000333,SOL,long,11,cross,5598.0,508.91,0.0909,0.0455,4.545,calm,0.009,0.00045,0,1,1,,-2.6,0,1
POS000334,ETH,long,26,isolated,7699.0,296.12,0.0385,0.0192,1.923,normal,0.01,0.00033,1,0,14,,119.8,0,1
POS000335,altcoin_smallcap,long,27,isolated,8579.0,317.74,0.037,0.0185,1.852,normal,0.03,3e-05,0,1,16,,-61.6,0,1
POS000336,ARB,short,57,cross,3162.0,55.47,0.0175,0.0088,0.877,calm,0.0108,-0.00011,0,0,24,,751.6,0,1
POS000337,BTC,short,40,cross,3297.0,82.42,0.025,0.0125,1.25,calm,0.0048,-0.00029,0,0,10,,44.1,0,1
POS000338,AVAX,long,40,cross,3659.0,91.48,0.025,0.0125,1.25,volatile,0.0288,0.00081,0,1,70,,498.7,0,1
POS000339,ETH,long,101,isolated,9940.0,98.42,0.0099,0.005,0.495,calm,0.006,0.00028,0,0,11,3.0,-100.0,1,0
POS000340,SOL,long,30,isolated,4792.0,159.73,0.0333,0.0167,1.667,normal,0.015,0.0008,0,0,34,21.0,-100.0,1,0
POS000341,altcoin_smallcap,short,92,isolated,10523.0,114.38,0.0109,0.0054,0.543,volatile,0.054,0.00037,0,1,2,,-100.0,0,1
POS000342,ETH,long,12,isolated,1878.0,156.5,0.0833,0.0417,4.167,normal,0.01,-2e-05,0,0,42,35.0,-100.0,1,0
POS000343,ETH,long,8,cross,13643.0,1705.38,0.125,0.0625,6.25,crash,0.032,0.00099,0,1,32,2.0,-100.0,1,0
POS000344,SOL,long,12,isolated,11108.0,925.67,0.0833,0.0417,4.167,calm,0.009,-0.00031,0,1,57,9.0,-100.0,1,0
POS000345,ETH,short,23,cross,9625.0,418.48,0.0435,0.0217,2.174,calm,0.006,0.00026,1,0,13,,73.8,0,1
POS000346,BTC,long,25,isolated,5749.0,229.96,0.04,0.02,2.0,crash,0.0256,0.00146,0,0,9,3.0,-100.0,1,0
POS000347,BTC,long,60,isolated,4162.0,69.37,0.0167,0.0083,0.833,calm,0.0048,1e-05,1,0,18,3.0,-100.0,1,0
POS000348,ARB,long,12,cross,247.0,20.58,0.0833,0.0417,4.167,calm,0.0108,0.00032,1,0,39,,65.8,0,1
POS000349,ARB,short,23,isolated,6742.0,293.13,0.0435,0.0217,2.174,normal,0.018,-0.00018,0,1,6,,-56.3,0,1
POS000350,ETH,long,27,cross,4026.0,149.11,0.037,0.0185,1.852,crash,0.032,0.00123,0,0,29,2.0,-100.0,1,0
POS000351,ARB,long,125,isolated,4975.0,39.8,0.008,0.004,0.4,calm,0.0108,-0.00012,1,0,23,,471.9,0,1
POS000352,HYPE,short,16,cross,3632.0,227.0,0.0625,0.0312,3.125,volatile,0.036,0.00121,0,0,1,,2.8,0,1
POS000353,AVAX,short,75,isolated,10725.0,143.0,0.0133,0.0067,0.667,calm,0.0096,0.00066,0,0,12,3.0,-100.0,1,0
POS000354,SOL,short,41,cross,5223.0,127.39,0.0244,0.0122,1.22,calm,0.009,0.0008,0,0,6,1.0,-100.0,1,0
POS000355,BTC,long,24,cross,12631.0,526.29,0.0417,0.0208,2.083,normal,0.008,0.00049,0,1,13,,-32.5,0,1
POS000356,ETH,long,125,isolated,6217.0,49.74,0.008,0.004,0.4,calm,0.006,0.00017,0,1,1,,-2.3,0,1
POS000357,BTC,long,15,isolated,14008.0,933.87,0.0667,0.0333,3.333,normal,0.008,0.00058,0,1,1,,11.0,0,1
POS000358,ETH,short,54,cross,4442.0,82.26,0.0185,0.0093,0.926,calm,0.006,0.0004,1,1,2,,-14.0,0,1
POS000359,AVAX,long,39,isolated,2650.0,67.95,0.0256,0.0128,1.282,normal,0.016,9e-05,0,0,10,1.0,-100.0,1,0
POS000360,HYPE,long,62,cross,1691.0,27.27,0.0161,0.0081,0.806,crash,0.064,0.00044,1,0,12,2.0,-100.0,1,0
POS000361,ETH,long,52,isolated,2954.0,56.81,0.0192,0.0096,0.962,volatile,0.018,0.0005,0,0,4,,22.9,0,1
POS000362,HYPE,short,10,cross,3692.0,369.2,0.1,0.05,5.0,normal,0.02,0.00017,0,1,25,,150.7,0,1
POS000363,AVAX,long,36,isolated,4608.0,128.0,0.0278,0.0139,1.389,calm,0.0096,-0.00016,0,1,46,,-87.7,0,1
POS000364,ETH,short,38,cross,13702.0,360.58,0.0263,0.0132,1.316,volatile,0.018,0.00089,0,1,2,,67.7,0,1
POS000365,DOGE,long,65,cross,24454.0,376.22,0.0154,0.0077,0.769,volatile,0.0396,0.00041,1,0,52,12.0,-100.0,1,0
POS000366,ETH,long,37,cross,2242.0,60.59,0.027,0.0135,1.351,calm,0.006,0.00018,1,0,8,,21.9,0,1
POS000367,BTC,long,23,isolated,13957.0,606.83,0.0435,0.0217,2.174,normal,0.008,0.00017,0,0,11,,7.3,0,1
POS000368,AVAX,long,114,isolated,8329.0,73.06,0.0088,0.0044,0.439,crash,0.0512,0.00141,0,0,4,1.0,-100.0,1,0
POS000369,DOGE,long,81,isolated,6164.0,76.1,0.0123,0.0062,0.617,normal,0.022,0.00041,0,0,10,1.0,-100.0,1,0
POS000370,BTC,short,80,isolated,15776.0,197.2,0.0125,0.0062,0.625,volatile,0.0144,0.00021,0,1,51,,628.4,0,1
POS000371,SOL,short,31,cross,13017.0,419.9,0.0323,0.0161,1.613,normal,0.015,0.00088,1,0,5,,93.0,0,1
POS000372,SOL,long,33,cross,6834.0,207.09,0.0303,0.0152,1.515,calm,0.009,0.00047,0,1,20,,-55.1,0,1
POS000373,DOGE,long,28,cross,13145.0,469.46,0.0357,0.0179,1.786,calm,0.0132,0.00019,1,1,13,,26.3,0,1
POS000374,DOGE,short,55,isolated,5502.0,100.04,0.0182,0.0091,0.909,normal,0.022,0.00032,0,1,17,,-53.3,0,1
POS000375,BTC,long,73,isolated,5088.0,69.7,0.0137,0.0068,0.685,calm,0.0048,0.00026,0,0,20,5.0,-100.0,1,0
POS000376,ETH,long,24,cross,12605.0,525.21,0.0417,0.0208,2.083,calm,0.006,-0.00013,0,1,21,,-33.4,0,1
POS000377,BTC,long,27,cross,7975.0,295.37,0.037,0.0185,1.852,volatile,0.0144,0.00025,0,1,15,,-50.8,0,1
POS000378,ETH,long,39,cross,2956.0,75.79,0.0256,0.0128,1.282,calm,0.006,0.00026,0,0,9,,-29.1,0,1
POS000379,ETH,long,55,cross,10101.0,183.65,0.0182,0.0091,0.909,normal,0.01,-0.0005,0,1,22,,163.1,0,1
POS000380,ETH,long,38,isolated,1920.0,50.53,0.0263,0.0132,1.316,normal,0.01,-0.00019,0,1,18,,-80.8,0,1
POS000381,BTC,long,35,cross,6758.0,193.09,0.0286,0.0143,1.429,volatile,0.0144,0.00087,1,1,11,,205.3,0,1
POS000382,BTC,short,51,isolated,13293.0,260.65,0.0196,0.0098,0.98,normal,0.008,1e-05,0,0,30,2.0,-100.0,1,0
POS000383,ETH,short,44,isolated,1930.0,43.86,0.0227,0.0114,1.136,crash,0.032,0.00098,0,0,51,4.0,-100.0,1,0
POS000384,HYPE,long,35,isolated,2244.0,64.11,0.0286,0.0143,1.429,normal,0.02,0.00031,0,1,6,,-59.4,0,1
POS000385,ETH,long,66,cross,4953.0,75.05,0.0152,0.0076,0.758,calm,0.006,-8e-05,0,1,8,,209.2,0,1
POS000386,altcoin_smallcap,long,15,cross,9718.0,647.87,0.0667,0.0333,3.333,normal,0.03,-0.00022,0,1,30,,-35.6,0,1
POS000387,SOL,long,67,isolated,6517.0,97.27,0.0149,0.0075,0.746,normal,0.015,0.00051,0,0,9,1.0,-100.0,1,0
POS000388,ETH,long,16,isolated,6003.0,375.19,0.0625,0.0312,3.125,normal,0.01,-0.00016,0,0,13,,-2.8,0,1
POS000389,altcoin_smallcap,long,19,isolated,1084.0,57.05,0.0526,0.0263,2.632,calm,0.018,3e-05,0,0,19,1.0,-100.0,1,0
POS000390,BTC,short,27,isolated,5410.0,200.37,0.037,0.0185,1.852,normal,0.008,0.00034,0,0,10,,44.0,0,1
POS000391,AVAX,short,27,cross,3505.0,129.81,0.037,0.0185,1.852,volatile,0.0288,0.00041,0,0,13,4.0,-100.0,1,0
POS000392,BTC,short,3,cross,1118.0,372.67,0.3333,0.1667,16.667,crash,0.0256,0.00105,0,1,27,,10.0,0,1
POS000393,DOGE,long,41,cross,2050.0,50.0,0.0244,0.0122,1.22,calm,0.0132,0.00028,0,1,30,,-61.0,0,1
POS000394,HYPE,short,2,isolated,6169.0,3084.5,0.5,0.25,25.0,calm,0.012,-4e-05,1,0,42,,9.3,0,1
POS000395,ETH,short,9,isolated,4752.0,528.0,0.1111,0.0556,5.556,calm,0.006,0.00112,0,1,28,,14.3,0,1
