Pokedex_Number,Pokemon_Name,Generation,Type_1,Type_2,Ability_1,Ability_2,Hidden_Ability,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,BST,Sub_Class,Stage
1006,Tapu_Fini,7,Water,Fairy,Misty_Surge,,Telepathy,70,75,115,95,130,85,570,Sub_Legendary,1
1007,Cosmog,7,Psychic,,Unaware,,,43,29,31,29,31,37,200,Legendary,1
1008,Cosmoem,7,Psychic,,Sturdy,,,43,29,131,29,131,37,400,Legendary,2
1009,Solgaleo,7,Psychic,Steel,Full_Metal_Body,,,137,137,107,113,89,97,680,Legendary,3
1010,Lunala,7,Psychic,Ghost,Shadow_Shield,,,137,113,89,137,107,97,680,Legendary,3
1011,Nihilego,7,Rock,Poison,Beast_Boost,,,109,53,47,127,131,103,570,Ultra_Beast,1
1012,Buzzwole,7,Bug,Fighting,Beast_Boost,,,107,139,139,53,53,79,570,Ultra_Beast,1
1013,Pheromosa,7,Bug,Fighting,Beast_Boost,,,71,137,37,137,37,151,570,Ultra_Beast,1
1014,Xurkitree,7,Electric,,Beast_Boost,,,83,89,71,173,71,83,570,Ultra_Beast,1
1015,Celesteela,7,Steel,Flying,Beast_Boost,,,97,101,103,107,101,61,570,Ultra_Beast,1
1016,Kartana,7,Grass,Steel,Beast_Boost,,,59,181,131,59,31,109,570,Ultra_Beast,1
1017,Guzzlord,7,Dark,Dragon,Beast_Boost,,,223,101,53,97,53,43,570,Ultra_Beast,1
1018,Necrozma,7,Psychic,,Prism_Armor,,,97,107,101,127,89,79,600,Legendary,1
1019,Dusk_Mane_Necrozma,7,Psychic,Steel,Prism_Armor,,,97,157,127,113,109,77,680,Legendary,1
1020,Dawn_Wings_Necrozma,7,Psychic,Ghost,Prism_Armor,,,97,113,109,157,127,77,680,Legendary,1
1021,Ultra_Necrozma,7,Psychic,Dragon,Neuroforce,,,97,167,97,167,97,129,754,Legendary,1
1022,Magearna,7,Steel,Fairy,Soul_Heart,,,80,95,115,130,115,65,600,Mythical,1
1023,Mega_Magearna,9,Steel,Fairy,,,,80,125,115,170,115,95,700,Not_Released,1
1024,Marshadow,7,Fighting,Ghost,Technician,,,90,125,80,90,90,125,600,Mythical,1
1025,Poipole,7,Poison,,Beast_Boost,,,67,73,67,73,67,73,420,Ultra_Beast,1
1026,Naganadel,7,Poison,Dragon,Beast_Boost,,,73,73,73,127,73,121,540,Ultra_Beast,1
1027,Stakataka,7,Rock,Steel,Beast_Boost,,,61,131,211,53,101,13,570,Ultra_Beast,1
1028,Blacephalon,7,Fire,Ghost,Beast_Boost,,,53,127,53,151,79,107,570,Ultra_Beast,1
1029,Zeraora,7,Electric,,Volt_Absorb,,,88,112,75,102,80,143,600,Mythical,1
1030,Mega_Zeraora,9,Electric,,,,,88,157,75,147,80,153,700,Not_Released,1
1031,Meltan,7,Steel,,Magnet_Pull,,,46,65,65,55,35,34,300,Mythical,1
1032,Melmetal,7,Steel,,Iron_Fist,,,135,143,143,80,65,34,600,Mythical,1
1033,Grookey,8,Grass,,Overgrow,,Grassy_Surge,50,65,50,40,40,65,310,Starter,1
1034,Thwackey,8,Grass,,Overgrow,,Grassy_Surge,70,85,70,55,60,80,420,Starter,2
1035,Rillaboom,8,Grass,,Overgrow,,Grassy_Surge,100,125,90,60,70,85,530,Starter,3
1036,Scorbunny,8,Fire,,Blaze,,Libero,50,71,40,40,40,69,310,Starter,1
1037,Raboot,8,Fire,,Blaze,,Libero,65,86,60,55,60,94,420,Starter,2
1038,Cinderace,8,Fire,,Blaze,,Libero,80,116,75,65,75,119,530,Starter,3
1039,Sobble,8,Water,,Torrent,,Sniper,50,40,40,70,40,70,310,Starter,1
1040,Drizzile,8,Water,,Torrent,,Sniper,65,60,55,95,55,90,420,Starter,2
1041,Inteleon,8,Water,,Torrent,,Sniper,70,85,65,125,65,120,530,Starter,3
1042,Skwovet,8,Normal,,Cheek_Pouch,,Gluttony,70,55,55,35,35,25,275,Basic,1
1043,Greedent,8,Normal,,Cheek_Pouch,,Gluttony,120,95,95,55,75,20,460,Basic,2
1044,Rookidee,8,Flying,,Keen_Eye,Unnerve,Big_Pecks,38,47,35,33,35,57,245,Basic,1
1045,Corvisquire,8,Flying,,Keen_Eye,Unnerve,Big_Pecks,68,67,55,43,55,77,365,Basic,2
1046,Corviknight,8,Flying,Steel,Pressure,Unnerve,Mirror_Armor,98,87,105,53,85,67,495,Basic,3
1047,Blipbug,8,Bug,,Swarm,Compound_Eyes,Telepathy,25,20,20,25,45,45,180,Basic,1
1048,Dottler,8,Bug,Psychic,Swarm,Compound_Eyes,Telepathy,50,35,80,50,90,30,335,Basic,2
1049,Orbeetle,8,Bug,Psychic,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505,Basic,3
1050,Nickit,8,Dark,,Run_Away,Unburden,Stakeout,40,28,28,47,52,50,245,Basic,1
1051,Thievul,8,Dark,,Run_Away,Unburden,Stakeout,70,58,58,87,92,90,455,Basic,2
1052,Gossifleur,8,Grass,,Cotton_Down,Regenerator,Effect_Spore,40,40,60,40,60,10,250,Basic,1
1053,Eldegoss,8,Grass,,Cotton_Down,Regenerator,Effect_Spore,60,50,90,80,120,60,460,Basic,2
1054,Wooloo,8,Normal,,Fluffy,Run_Away,Bulletproof,42,40,55,40,45,48,270,Basic,1
1055,Dubwool,8,Normal,,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,490,Basic,2
1056,Chewtle,8,Water,,Strong_Jaw,Shell_Armor,Swift_Swim,50,64,50,38,38,44,284,Basic,1
1057,Drednaw,8,Water,Rock,Strong_Jaw,Shell_Armor,Swift_Swim,90,115,90,48,68,74,485,Basic,2
1058,Yamper,8,Electric,,Ball_Fetch,,Rattled,59,45,50,40,50,26,270,Basic,1
1059,Boltund,8,Electric,,Strong_Jaw,,Competitive,69,90,60,90,60,121,490,Basic,2
1060,Rolycoly,8,Rock,,Steam_Engine,Heatproof,Flash_Fire,30,40,50,40,50,30,240,Basic,1
1061,Carkol,8,Rock,Fire,Steam_Engine,Flame_Body,Flash_Fire,80,60,90,60,70,50,410,Basic,2
1062,Coalossal,8,Rock,Fire,Steam_Engine,Flame_Body,Flash_Fire,110,80,120,80,90,30,510,Basic,3
1063,Applin,8,Grass,Dragon,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,260,Basic,1
1064,Flapple,8,Grass,Dragon,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485,Basic,2
1065,Appletun,8,Grass,Dragon,Ripen,Gluttony,Thick_Fat,110,85,80,100,80,30,485,Basic,2
1066,Dipplin,9,Grass,Dragon,Supersweet_Syrup,Gluttony,Sticky_Hold,80,80,110,95,80,40,485,Basic,2
1067,Hydrapple,9,Grass,Dragon,Supersweet_Syrup,Regenerator,Sticky_Hold,106,80,110,120,80,44,540,Basic,3
1068,Silicobra,8,Ground,,Sand_Spit,Shed_Skin,Sand_Veil,52,57,75,35,50,46,315,Basic,1
1069,Sandaconda,8,Ground,,Sand_Spit,Shed_Skin,Sand_Veil,72,107,125,65,70,71,510,Basic,2
1070,Cramorant,8,Flying,Water,Gulp_Missile,,,70,85,55,85,95,85,475,Basic,1
1071,Arrokuda,8,Water,,Swift_Swim,,Propeller_Tail,41,63,40,40,30,66,280,Basic,1
1072,Barraskewda,8,Water,,Swift_Swim,,Propeller_Tail,61,123,60,60,50,136,490,Basic,2
1073,Toxel,8,Electric,Poison,Rattled,Static,Klutz,40,38,35,54,35,40,242,Baby,1
1074,Toxtricity_Amped_Forme,8,Electric,Poison,Punk_Rock,Plus,Technician,75,98,70,114,70,75,502,Basic,2
1075,Toxtricity_Low_Key_Forme,8,Electric,Poison,Punk_Rock,Minus,Technician,75,98,70,114,70,75,502,Alternate,2
1076,Sizzlipede,8,Fire,Bug,Flash_Fire,White_Smoke,Flame_Body,50,65,45,50,50,45,305,Basic,1
1077,Centiskorch,8,Fire,Bug,Flash_Fire,White_Smoke,Flame_Body,100,115,65,90,90,65,525,Basic,2
1078,Clobbopus,8,Fighting,,Limber,,Technician,50,68,60,50,50,32,310,Basic,1
1079,Grappaloct,8,Fighting,,Limber,,Technician,80,118,90,70,80,42,480,Basic,2
1080,Sinistea,8,Ghost,,Weak_Armor,,Cursed_Body,40,45,45,74,54,50,308,Basic,1
1081,Polteageist,8,Ghost,,Weak_Armor,,Cursed_Body,60,65,65,134,114,70,508,Basic,2
1082,Hattena,8,Psychic,,Healer,Anticipation,Magic_Bounce,42,30,45,56,53,39,265,Basic,1
1083,Hattrem,8,Psychic,,Healer,Anticipation,Magic_Bounce,57,40,65,86,73,49,370,Basic,2
1084,Hatterene,8,Psychic,Fairy,Healer,Anticipation,Magic_Bounce,57,90,95,136,103,29,510,Basic,3
1085,Impidimp,8,Dark,Fairy,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265,Basic,1
1086,Morgrem,8,Dark,Fairy,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370,Basic,2
1087,Grimmsnarl,8,Dark,Fairy,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,Basic,3
1088,Milcery,8,Fairy,,Sweet_Veil,,Aroma_Veil,45,40,40,50,61,34,270,Basic,1
1089,Alcremie,8,Fairy,,Sweet_Veil,,Aroma_Veil,65,60,75,110,121,64,495,Basic,2
1090,Falinks,8,Fighting,,Battle_Armor,,Defiant,65,100,100,70,60,75,470,Basic,1
1091,Mega_Falinks,9,Fighting,,Defiant,,,65,135,135,70,65,100,570,Mega_Evolution,1
1092,Pincurchin,8,Electric,,Lightning_Rod,,Electric_Surge,48,101,95,91,85,15,435,Basic,1
1093,Snom,8,Ice,Bug,Shield_Dust,,Ice_Scales,30,25,35,45,30,20,185,Basic,1
1094,Frosmoth,8,Ice,Bug,Shield_Dust,,Ice_Scales,70,65,60,125,90,65,475,Basic,2
1095,Stonjourner,8,Rock,,Power_Spot,,,100,125,135,20,20,75,475,Basic,1
1096,Eiscue_Ice_Face,8,Ice,,Ice_Face,,,75,80,110,65,90,50,470,Basic,1
1097,Eiscue_Noice_Face,8,Ice,,Ice_Face,,,75,80,70,65,50,130,470,Alternate,1
1098,Indeedee_M,8,Psychic,Normal,Inner_Focus,Synchronize,Psychic_Surge,60,65,55,105,95,95,475,Basic,1
1099,Indeedee_F,8,Psychic,Normal,Own_Tempo,Synchronize,Psychic_Surge,70,55,65,95,105,85,475,Alternate,2
1100,Morpeko_Full_Belly_Mode,8,Electric,Dark,Hunger_Switch,,,58,95,58,70,58,97,436,Basic,1
1101,Morpeko_Hangry_Mode,8,Electric,Dark,Hunger_Switch,,,58,95,58,70,58,97,436,Alternate_Form,1
1102,Cufant,8,Steel,,Sheer_Force,,Heavy_Metal,72,80,49,40,49,40,330,Basic,1
1103,Copperajah,8,Steel,,Sheer_Force,,Heavy_Metal,122,130,69,80,69,30,500,Basic,2
1104,Dracozolt,8,Electric,Dragon,Volt_Absorb,Hustle,Sand_Rush,90,100,90,80,70,75,505,Fossil,1
1105,Arctozolt,8,Electric,Ice,Volt_Absorb,Static,Slush_Rush,90,100,90,90,80,55,505,Fossil,1
1106,Dracovish,8,Water,Dragon,Water_Absorb,Strong_Jaw,Sand_Rush,90,90,100,70,80,75,505,Fossil,1
1107,Arctovish,8,Water,Ice,Water_Absorb,Ice_Body,Slush_Rush,90,90,100,80,90,55,505,Fossil,1
1108,Duraludon,8,Steel,Dragon,Light_Metal,Heavy_Metal,Stalwart,70,95,115,120,50,85,535,Basic,1
1109,Archaludon,9,Steel,Dragon,Stamina,Sturdy,Stalwart,90,105,130,125,65,85,600,Basic,2
1110,Dreepy,8,Dragon,Ghost,Clear_Body,Infiltrator,Cursed_Body,28,60,30,40,30,82,270,Basic,1
1111,Drakloak,8,Dragon,Ghost,Clear_Body,Infiltrator,Cursed_Body,68,80,50,60,50,102,410,Basic,2
1112,Dragapult,8,Dragon,Ghost,Clear_Body,Infiltrator,Cursed_Body,88,120,75,100,75,142,600,Pseudo_Legendary,3
1113,Zacian,8,Fairy,,Intrepid_Sword,,,92,120,115,80,115,138,660,Legendary,1
1114,Zacian_Crowned,8,Fairy,Steel,Intrepid_Sword,,,92,150,115,80,115,148,700,Legendary,1
1115,Zamazenta,8,Fighting,,Dauntless_Shield,,,92,120,115,80,115,138,660,Legendary,1
1116,Zamazenta_Crowned,8,Fighting,Steel,Dauntless_Shield,,,92,120,140,80,140,128,700,Legendary,1
1117,Eternatus,8,Poison,Dragon,Pressure,,,140,85,95,145,95,130,690,Legendary,1
1118,Eternamax,8,Poison,Dragon,,,,255,115,250,125,250,130,1125,Special,1
1119,Kubfu,8,Fighting,,Inner_Focus,,,60,90,60,53,50,72,385,Sub_Legendary,1
1120,Urshifu_Single_Strike_Style,8,Fighting,Dark,Unseen_Fist,,,100,130,100,63,60,97,550,Sub_Legendary,2
1121,Urshifu_Rapid_Strike_Style,8,Fighting,Water,Unseen_Fist,,,100,130,100,63,60,97,550,Sub_Legendary,2
1122,Zarude,8,Dark,Grass,Leaf_Guard,,,105,120,105,70,95,105,600,Mythical,1
1123,Regieleki,8,Electric,,Transistor,,,80,100,50,100,50,200,580,Sub_Legendary,1
1124,Regidrago,8,Dragon,,Dragon's_Maw,,,200,100,50,100,50,80,580,Sub_Legendary,1
1125,Glastrier,8,Ice,,Chilling_Neigh,,,100,145,130,65,110,30,580,Legendary,1
1126,Spectrier,8,Ghost,,Grim_Neigh,,,100,65,60,145,80,130,580,Legendary,1
1127,Calyrex,8,Psychic,Grass,Unnerve,,,100,80,80,80,80,80,500,Legendary,1
1128,Calyrex_Ice_Rider,8,Psychic,Ice,As_One,,,100,165,150,85,130,50,680,Legendary,1
1129,Calyrex_Shadow_Rider,8,Psychic,Ghost,As_One,,,100,85,80,165,100,150,680,Legendary,1
1130,Enamorus_Incarnate,8,Fairy,Flying,Cute_Charm,,Contrary,74,115,70,135,80,106,580,Sub_Legendary,1
1131,Enamorus_Therian,8,Fairy,Flying,Overcoat,,,74,115,110,135,100,46,580,Sub_Legendary_Alternate,1
1132,Sprigatito,9,Grass,,Overgrow,,Protean,40,61,54,45,45,65,310,Starter,1
1133,Floragato,9,Grass,,Overgrow,,Protean,61,80,63,60,63,83,410,Starter,2
1134,Meowscarada,9,Grass,Dark,Overgrow,,Protean,76,110,70,81,70,123,530,Starter,3
1135,Fuecoco,9,Fire,,Blaze,,Unaware,67,45,59,63,40,36,310,Starter,1
1136,Crocalor,9,Fire,,Blaze,,Unaware,81,55,78,90,58,49,411,Starter,2
1137,Skeledirge,9,Fire,Ghost,Blaze,,Unaware,104,75,100,110,75,66,530,Starter,3
1138,Quaxly,9,Water,,Torrent,,Moxie,55,65,45,50,45,50,310,Starter,1
1139,Quaxwell,9,Water,,Torrent,,Moxie,70,85,65,65,60,65,410,Starter,2
1140,Quaquaval,9,Water,Fighting,Torrent,,Moxie,85,120,80,85,75,85,530,Starter,3
1141,Lechonk,9,Normal,,Aroma_Veil,Gluttony,Thick_Fat,54,45,40,35,45,35,254,Basic,1
1142,Oinkologne_M,9,Normal,,Lingering_Aroma,Gluttony,Thick_Fat,110,100,75,59,80,65,489,Basic,2
1143,Oinkologne_F,9,Normal,,Aroma_Veil,Gluttony,Thick_Fat,115,90,70,59,90,65,489,Alternate,2
1144,Tarountula,9,Bug,,Insomnia,,Stakeout,35,41,45,29,40,20,210,Basic,1
1145,Spidops,9,Bug,,Insomnia,,Stakeout,60,79,92,52,86,35,404,Basic,2
1146,Nymble,9,Bug,,Swarm,,Tinted_Lens,33,46,40,21,25,45,210,Basic,1
1147,Lokix,9,Bug,Dark,Swarm,,Tinted_Lens,71,102,78,52,55,92,450,Basic,2
1148,Pawmi,9,Electric,,Static,Natural_Cure,Iron_Fist,45,50,20,40,25,60,240,Basic,1
1149,Pawmo,9,Electric,Fighting,Volt_Absorb,Natural_Cure,Iron_Fist,60,75,40,50,40,85,350,Basic,2
1150,Pawmot,9,Electric,Fighting,Volt_Absorb,Natural_Cure,Iron_Fist,70,115,70,70,60,105,490,Basic,3
1151,Tandemaus,9,Normal,,Run_Away,Pickup,Own_Tempo,50,50,45,40,45,75,305,Basic,1
1152,Maushold_Family_Of_Three,9,Normal,,Friend_Guard,Cheek_Pouch,Technician,74,75,70,65,75,111,470,Basic,2
1153,Maushold_Family_Of_Four,9,Normal,,,,,74,75,70,65,75,111,470,Alternate,2
1154,Fidough,9,Fairy,,Own_Tempo,,Klutz,37,55,70,30,55,65,312,Basic,1
1155,Dachsbun,9,Fairy,,Well-Baked_Body,,Aroma_Veil,57,80,115,50,80,95,477,Basic,2
1156,Smoliv,9,Grass,Normal,Early_Bird,,Harvest,41,35,45,58,51,30,260,Basic,1
1157,Dolliv,9,Grass,Normal,Early_Bird,,Harvest,52,53,60,78,78,33,354,Basic,2
1158,Arboliva,9,Grass,Normal,Seed_Sower,,Harvest,78,69,90,125,109,39,510,Basic,3
1159,Squawkabilly_Green_Plumage,9,Normal,Flying,Intimidate,Hustle,Guts,82,96,51,45,51,92,417,Basic,1
1160,Squawkabilly_Blue_Plumage,9,Normal,Flying,Intimidate,Hustle,Guts,82,96,51,45,51,92,417,Alternate,1
1161,Squawkabilly_Yellow_Plumage,9,Normal,Flying,Intimidate,Hustle,Sheer_Force,82,96,51,45,51,92,417,Alternate,1
1162,Squawkabilly_White_Plumage,9,Normal,Flying,Intimidate,Hustle,Sheer_Force,82,96,51,45,51,92,417,Alternate,1
1163,Nacli,9,Rock,,Purifying_Salt,Sturdy,Clear_Body,55,55,75,35,35,25,280,Basic,1
1164,Naclstack,9,Rock,,Purifying_Salt,Sturdy,Clear_Body,60,60,100,35,65,35,355,Basic,2
1165,Garganacl,9,Rock,,Purifying_Salt,Sturdy,Clear_Body,100,100,130,45,90,35,500,Basic,3
1166,Charcadet,9,Fire,,Flash_Fire,,Flame_Body,40,50,40,50,40,35,255,Basic,1
1167,Armarouge,9,Fire,Psychic,Flash_Fire,,Weak_Armor,85,60,100,125,80,75,525,Basic,2
1168,Ceruledge,9,Fire,Ghost,Flash_Fire,,Weak_Armor,75,125,80,60,100,85,525,Basic,2
1169,Tadbulb,9,Electric,,Own_Tempo,Static,Damp,61,31,41,59,35,45,272,Basic,1
1170,Bellibolt,9,Electric,,Electromorphosis,Static,Damp,109,64,91,103,83,45,495,Basic,2
1171,Wattrel,9,Electric,Flying,Wind_Power,Volt_Absorb,Competitive,40,40,35,55,40,70,280,Basic,1
1172,Kilowattrel,9,Electric,Flying,Wind_Power,Volt_Absorb,Competitive,70,70,60,105,60,125,490,Basic,2
1173,Maschiff,9,Dark,,Intimidate,Run_Away,Stakeout,60,78,60,40,51,51,340,Basic,1
1174,Mabosstiff,9,Dark,,Intimidate,Guard_Dog,Stakeout,80,120,90,60,70,85,505,Basic,2
1175,Shroodle,9,Poison,Normal,Unburden,Pickpocket,Prankster,40,65,35,40,35,75,290,Basic,1
1176,Grafaiai,9,Poison,Normal,Unburden,Poison_Touch,Prankster,63,95,65,80,72,110,485,Basic,2
1177,Bramblin,9,Grass,Ghost,Wind_Rider,,Infiltrator,40,65,30,45,35,60,275,Basic,1
1178,Brambleghast,9,Grass,Ghost,Wind_Rider,,Infiltrator,55,115,70,80,70,90,480,Basic,2
1179,Toedscool,9,Ground,Grass,Mycelium_Might,,,40,40,35,50,100,70,335,Basic,1
1180,Toedscruel,9,Ground,Grass,Mycelium_Might,,,80,70,65,80,120,100,515,Basic,2
1181,Klawf,9,Rock,,Anger_Shell,Shell_Armor,Regenerator,70,100,115,35,55,75,450,Basic,1
1182,Capsakid,9,Grass,,Chlorophyll,Insomnia,Klutz,50,62,40,62,40,50,304,Basic,1
1183,Scovillain,9,Grass,Fire,Chlorophyll,Insomnia,Moody,65,108,65,108,65,75,486,Basic,2
1184,Mega_Scovillain,9,Grass,Fire,Spicy_Spray,,,65,138,85,138,85,75,586,Mega_Evolution,2
1185,Rellor,9,Bug,,Compound_Eyes,,Shed_Skin,41,50,60,31,58,30,270,Basic,1
1186,Rabsca,9,Bug,Psychic,Synchronize,,Telepathy,75,50,85,115,100,45,470,Basic,2
1187,Flittle,9,Psychic,,Anticipation,Frisk,Speed_Boost,30,35,30,55,30,75,255,Basic,1
1188,Espathra,9,Psychic,,Opportunist,Frisk,Speed_Boost,95,60,60,101,60,105,481,Basic,2
1189,Tinkatink,9,Fairy,Steel,Mold_Breaker,Own_Tempo,Pickpocket,50,45,45,35,64,58,297,Basic,1
1190,Tinkatuff,9,Fairy,Steel,Mold_Breaker,Own_Tempo,Pickpocket,65,55,55,45,82,78,380,Basic,2
1191,Tinkaton,9,Fairy,Steel,Mold_Breaker,Own_Tempo,Pickpocket,85,75,77,70,105,94,506,Basic,3
1192,Wiglett,9,Water,,Gooey,Rattled,Sand_Veil,10,55,25,35,25,95,245,Basic,1
1193,Wugtrio,9,Water,,Gooey,Rattled,Sand_Veil,35,100,50,50,70,120,425,Basic,2
1194,Bombirdier,9,Flying,Dark,Big_Pecks,Keen_Eye,Rocky_Payload,70,103,85,60,85,82,485,Basic,1
1195,Finizen,9,Water,,Water_Veil,,,70,45,40,45,40,75,315,Basic,1
1196,Palafin_Zero_Forme,9,Water,,Zero_To_Hero,,,100,70,72,53,62,100,457,Basic,2
1197,Palafin_Hero_Forme,9,Water,,Zero_To_Hero,,,100,160,97,106,87,100,650,Alternate,2
1198,Varoom,9,Steel,Poison,Overcoat,,Slow_Start,45,70,63,30,45,47,300,Basic,1
1199,Revavroom,9,Steel,Poison,Overcoat,,Filter,80,119,90,54,67,90,500,Basic,2
1200,Cyclizar,9,Dragon,Normal,Shed_Skin,,Regenerator,70,95,65,85,65,121,501,Basic,1
1201,Orthworm,9,Steel,,Earth_Eater,,Sand_Veil,70,85,145,60,55,65,480,Basic,1
1202,Glimmet,9,Rock,Poison,Toxic_Debris,,Corrosion,48,35,42,105,60,60,350,Basic,1
1203,Glimmora,9,Rock,Poison,Toxic_Debris,,Corrosion,83,55,90,130,81,86,525,Basic,2
1204,Mega_Glimmora,9,Rock,Poison,Adaptability,,,83,90,105,150,96,101,625,Mega_Evolution,2
1205,Greavard,9,Ghost,,Pickup,,Fluffy,50,61,60,30,55,34,290,Basic,1
1206,Houndstone,9,Ghost,,Sand_Rush,,Fluffy,72,101,100,50,97,68,488,Basic,2
1207,Flamigo,9,Flying,Fighting,Scrappy,Tangled_Feet,Costar,82,115,74,75,64,90,500,Basic,1
1208,Cetoddle,9,Ice,,Thick_Fat,Snow_Cloak,Sheer_Force,108,68,45,30,40,43,334,Basic,1
1209,Cetitan,9,Ice,,Thick_Fat,Slush_Rush,Sheer_Force,170,113,65,45,55,73,521,Basic,2
1210,Veluza,9,Water,Psychic,Mold_Breaker,,Sharpness,90,102,73,78,65,70,478,Basic,1
1211,Dondozo,9,Water,,Unaware,Oblivious,Water_Veil,150,100,115,65,65,35,530,Basic,1
1212,Tatsugiri_Curly_Forme,9,Dragon,Water,Commander,,Storm_Drain,68,50,60,120,95,82,475,Basic,1
1213,Tatsugiri_Droopy_Forme,9,Dragon,Water,Commander,,Storm_Drain,68,50,60,120,95,82,475,Alternate_Form,1
1214,Tatsugiri_Stretchy_Forme,9,Dragon,Water,Commander,,Storm_Drain,68,50,60,120,95,82,475,Alternate_Form,1
1215,Mega_Tatsugiri,9,Dragon,Water,,,,68,65,90,135,125,92,575,Not_Released,1
1216,Great_Tusk,9,Ground,Fighting,Protosynthesis,,,115,131,131,53,53,87,570,Paradox,1
1217,Scream_Tail,9,Fairy,Psychic,Protosynthesis,,,115,65,99,65,115,111,570,Paradox,1
1218,Brute_Bonnet,9,Grass,Dark,Protosynthesis,,,111,127,99,79,99,55,570,Paradox,1
1219,Flutter_Mane,9,Ghost,Fairy,Protosynthesis,,,55,55,55,135,135,135,570,Paradox,1
1220,Slither_Wing,9,Bug,Fighting,Protosynthesis,,,85,135,79,85,105,81,570,Paradox,1
1221,Sandy_Shocks,9,Electric,Ground,Protosynthesis,,,85,81,97,121,85,101,570,Paradox,1
1222,Iron_Treads,9,Ground,Steel,Quark_Drive,,,90,112,120,72,70,106,570,Paradox,1
1223,Iron_Bundle,9,Ice,Water,Quark_Drive,,,56,80,114,124,60,136,570,Paradox,1
1224,Iron_Hands,9,Fighting,Electric,Quark_Drive,,,154,140,108,50,68,50,570,Paradox,1
1225,Iron_Jugulis,9,Dark,Flying,Quark_Drive,,,94,80,86,122,80,108,570,Paradox,1
1226,Iron_Moth,9,Fire,Poison,Quark_Drive,,,80,70,60,140,110,110,570,Paradox,1
1227,Iron_Thorns,9,Rock,Electric,Quark_Drive,,,100,134,110,70,84,72,570,Paradox,1
1228,Frigibax,9,Dragon,Ice,Thermal_Exchange,,Ice_Body,65,75,45,35,45,55,320,Basic,1
1229,Arctibax,9,Dragon,Ice,Thermal_Exchange,,Ice_Body,90,95,66,45,65,62,423,Basic,2
1230,Baxcalibur,9,Dragon,Ice,Thermal_Exchange,,Ice_Body,115,145,92,75,86,87,600,Pseudo_Legendary,3
1231,Mega_Baxcalibur,9,Dragon,Ice,,,,115,175,117,105,101,87,700,Not_Released,3
1232,Gimmighoul_Chest_Forme,9,Ghost,,Rattled,,,45,30,70,75,70,10,300,Basic,1
1233,Gimmighoul_Roaming_Forme,9,Ghost,,Run_Away,,,45,30,25,75,45,80,300,Basic,1
1234,Gholdengo,9,Steel,Ghost,Good_As_Gold,,,87,60,95,133,91,84,550,Basic,2
1235,Wo-Chien,9,Dark,Grass,Tablets_Of_Ruin,,,85,85,100,95,135,70,570,Sub_Legendary,1
1236,Chien-Pao,9,Dark,Ice,Sword_Of_Ruin,,,80,120,80,90,65,135,570,Sub_Legendary,1
1237,Ting-Lu,9,Dark,Ground,Vessel_Of_Ruin,,,155,110,125,55,80,45,570,Sub_Legendary,1
1238,Chi-Yu,9,Dark,Fire,Beads_Of_Ruin,,,55,80,80,135,120,100,570,Sub_Legendary,1
1239,Roaring_Moon,9,Dragon,Dark,Protosynthesis,,,105,139,71,55,101,119,590,Paradox,1
1240,Iron_Valiant,9,Fairy,Fighting,Quark_Drive,,,74,130,90,120,60,116,590,Paradox,1
1241,Koraidon,9,Fighting,Dragon,Orichalcum_Pulse,,,100,135,115,85,100,135,670,Legendary,1
1242,Miraidon,9,Electric,Dragon,Hadron_Engine,,,100,85,100,135,115,135,670,Legendary,1
1243,Walking_Wake,9,Water,Dragon,Protosynthesis,,,99,83,91,125,83,109,590,Paradox,1
1244,Iron_Leaves,9,Grass,Psychic,Quark_Drive,,,90,130,88,70,108,104,590,Paradox,1
1245,Poltchageist,9,Grass,Ghost,Hospitality,,Heatproof,40,45,45,74,54,50,308,Basic,1
1246,Sinistcha,9,Grass,Ghost,Hospitality,,Heatproof,71,60,106,121,80,70,508,Basic,2
1247,Okidogi,9,Poison,Fighting,Toxic_Chain,,Guard_Dog,88,128,115,58,86,80,555,Sub_Legendary,1
1248,Munkidori,9,Poison,Psychic,Toxic_Chain,,Frisk,88,75,66,130,90,106,555,Sub_Legendary,1
1249,Fezandipiti,9,Poison,Fairy,Toxic_Chain,,Technician,88,91,82,70,125,99,555,Sub_Legendary,1
1250,Ogerpon_Teal_Mask,9,Grass,,Defiant,,Embody_Aspect,80,120,84,60,96,110,550,Sub_Legendary,1
1251,Ogerpon_Wellspring_Mask,9,Grass,Water,Water_Absorb,,Embody_Aspect,80,120,84,60,96,110,550,Sub_Legendary,1
1252,Ogerpon_Hearthflame_Mask,9,Grass,Fire,Mold_Breaker,,Embody_Aspect,80,120,84,60,96,110,550,Sub_Legendary,1
1253,Ogerpon_Cornerstone_Mask,9,Grass,Rock,Sturdy,,Embody_Aspect,80,120,84,60,96,110,550,Sub_Legendary,1
1254,Gouging_Fire,9,Fire,Dragon,Protosynthesis,,,105,115,121,65,93,91,590,Paradox,1
