item_name,item_category,item_subcategory,brand_name,brand_tier,country,city,city_tier,price_usd_normalized,serving_size_g,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,sugars_g,avg_rating,is_bestseller
Lamb Biryani,Rice/Bowl,Non-Veg,The Cheesecake Factory,premium,UK,London,metro,50.08,386.0,654.3,18.2,17.5,83.7,926.9,7.3,4.3,0
Oat Milk Latte,Drink,Vegan,Burger King,budget,USA,Nashville,tier-2,4.84,352.5,147.0,0.0,0.6,3.7,48.9,3.515,4.5,0
Apple Juice,Drink,Veg,Nando's,mid,India,Chennai,tier-2,3.7,343.7,307.2,0.4,1.3,59.5,37.6,49.2,4.6,0
Loaded Fries with Bacon,Sides,Non-Veg,The Cheesecake Factory,premium,UK,Glasgow,tier-2,19.56,179.4,213.3,0.0,16.1,60.6,595.8,3.4,3.4,0
Halloumi Burger,Burger,Veg,Domino's,budget,UK,York,tier-3,3.78,250.2,388.1,21.8,20.2,61.1,479.7,9.4,3.6,0
Coleslaw,Salad,Veg,Five Guys,mid,Canada,Kelowna,tier-3,10.33,290.0,252.4,8.4,12.6,30.3,295.8,5.8,4.1,0
Club Sandwich,Sandwich,Non-Veg,Shake Shack,mid,UK,York,tier-3,14.03,240.0,475.4,29.6,17.4,53.6,846.9,12.9,3.9,0
Vegan Mango Smoothie,Drink,Vegan,Shake Shack,mid,UK,Manchester,metro,5.73,516.5,339.7,1.6,2.2,31.8,33.0,30.21,4.2,0
Almond Milk Shake,Drink,Vegan,Domino's,budget,India,Ahmedabad,tier-2,2.13,480.1,5.0,1.0,0.0,14.2,79.6,13.489999999999998,4.6,1
Mushroom Swiss Burger,Burger,Veg,The Cheesecake Factory,premium,India,Jaipur,tier-2,17.95,256.8,474.6,10.4,32.6,54.9,666.0,6.8,4.6,0
Fish Fillet Burger,Burger,Non-Veg,McDonald's,budget,Canada,Edmonton,tier-2,2.32,255.5,463.4,16.1,15.0,49.4,614.9,5.6,4.3,0
Spicy Jalapeño Burger,Burger,Non-Veg,Nobu,premium,Canada,Vancouver,metro,42.49,326.5,730.3,25.9,26.9,48.3,1029.4,5.5,4.0,1
French Fries,Sides,Veg,Applebee's,mid,Australia,Melbourne,metro,8.78,125.8,278.1,4.9,19.4,32.0,53.0,3.7,3.9,1
Crème Brûlée,Dessert,Non-Veg,Nobu,premium,UK,Glasgow,tier-2,41.48,136.9,518.9,4.3,28.4,36.0,193.7,34.199999999999996,3.2,0
Sprite,Drink,Veg,Taco Bell,budget,Canada,Edmonton,tier-2,4.21,443.1,152.7,0.3,0.0,30.9,56.2,19.9,3.3,0
Hummus Veggie Wrap,Sandwich,Vegan,Taco Bell,budget,USA,Chicago,metro,7.08,268.2,285.2,10.9,6.0,47.3,824.3,10.7,4.3,1
Coca Cola,Drink,Veg,KFC,budget,USA,Nashville,tier-2,2.65,629.0,184.3,2.8,1.8,8.3,30.1,7.885000000000001,3.1,0
Avocado Toast Sandwich,Sandwich,Vegan,Subway,budget,USA,Spokane,tier-3,2.86,148.0,360.1,13.6,18.9,33.7,823.4,13.8,3.0,0
Mango Smoothie,Drink,Veg,Chili's,mid,Australia,Perth,tier-2,5.86,421.9,182.7,0.0,0.0,62.4,87.8,59.0,4.1,0
Coconut Water,Drink,Vegan,Ruth's Chris Steakhouse,premium,India,Bangalore,metro,8.99,295.0,269.2,3.2,0.2,35.0,50.5,31.7,4.1,0
Tuna Melt,Sandwich,Non-Veg,KFC,budget,India,Indore,tier-3,1.99,179.1,320.6,11.8,20.7,47.5,880.1,8.8,3.2,1
Philly Cheesesteak,Sandwich,Non-Veg,Pizza Hut,budget,India,Hyderabad,metro,2.22,156.6,528.1,23.1,12.3,41.9,997.3,7.3,3.3,0
Ice Cream Sundae,Dessert,Veg,KFC,budget,India,Jaipur,tier-2,1.32,134.2,473.5,3.2,26.1,56.9,210.3,2.4,3.1,0
BLT Sandwich,Sandwich,Non-Veg,McDonald's,budget,USA,Chicago,metro,3.38,100.8,474.9,26.1,21.8,58.4,645.8,9.0,4.8,0
Mushroom Risotto,Rice/Bowl,Veg,Pizza Hut,budget,Australia,Melbourne,metro,2.62,374.2,565.8,0.0,8.9,54.0,539.2,4.1,4.6,0
Mango Smoothie,Drink,Veg,Wendy's,budget,UK,London,metro,5.38,247.4,91.3,4.0,0.0,33.9,59.9,32.205,4.1,0
Four Cheese Pizza,Pizza,Veg,TGI Fridays,mid,Canada,Montreal,tier-2,14.94,207.7,248.2,11.6,18.0,39.8,716.0,4.1,4.7,0
Veggie Burger,Burger,Veg,Applebee's,mid,India,Ahmedabad,tier-2,7.56,214.6,583.9,35.3,51.0,57.7,809.8,11.1,4.0,0
Chocolate Milkshake,Drink,Veg,Shake Shack,mid,USA,Los Angeles,metro,13.02,469.8,138.8,3.0,0.2,56.0,7.0,15.8,3.6,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,The Cheesecake Factory,premium,UK,Bristol,tier-2,61.8,354.7,684.0,14.3,12.1,76.4,979.8,5.1,4.6,0
Tiramisu,Dessert,Non-Veg,Pizza Hut,budget,India,Jaipur,tier-2,2.72,115.7,449.3,9.0,30.7,60.6,241.0,45.2,2.3,0
Meat Lovers Pizza,Pizza,Non-Veg,Domino's,budget,UK,Glasgow,tier-2,7.51,150.6,230.3,15.8,10.4,43.5,792.6,6.4,3.6,0
Mushroom Risotto,Rice/Bowl,Veg,Subway,budget,Canada,Vancouver,metro,5.16,363.6,362.7,10.0,18.8,46.6,988.7,3.7,4.6,1
Philly Cheesesteak,Sandwich,Non-Veg,The Cheesecake Factory,premium,USA,Chicago,metro,44.93,198.8,468.4,24.1,22.5,57.2,1149.7,5.9,4.0,0
Four Cheese Pizza,Pizza,Veg,Domino's,budget,USA,Denver,tier-2,5.17,136.3,171.8,11.0,16.9,31.8,547.6,8.7,3.7,0
Grilled Chicken Salad,Salad,Non-Veg,KFC,budget,India,Pune,tier-2,2.53,234.7,149.6,14.5,13.4,13.8,545.4,5.8,4.5,0
Margherita Pizza,Pizza,Veg,Gordon Ramsay Bar & Grill,premium,India,Bangalore,metro,23.04,189.9,401.4,14.7,4.5,44.2,742.3,2.2,3.9,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,McDonald's,budget,Canada,Toronto,metro,5.12,417.8,665.4,21.2,13.8,43.0,912.9,7.7,3.6,0
Potato Wedges,Sides,Veg,Domino's,budget,Canada,Toronto,metro,3.41,84.2,189.8,3.5,15.4,43.2,136.4,2.3,3.8,0
Paneer Tikka Pizza,Pizza,Veg,Wendy's,budget,Canada,Vancouver,metro,2.71,149.9,291.2,11.8,9.9,30.5,540.4,3.4,3.2,0
Grilled Cheese Sandwich,Sandwich,Veg,Domino's,budget,UK,Manchester,metro,8.01,264.5,459.4,22.0,7.3,50.4,1074.6,9.4,3.6,0
Sprite,Drink,Veg,Chili's,mid,Canada,Calgary,tier-2,8.88,527.3,501.1,0.1,0.0,50.8,67.6,33.6,4.5,0
Lamb Biryani,Rice/Bowl,Non-Veg,The Cheesecake Factory,premium,USA,Chicago,metro,39.73,458.2,668.3,24.5,11.6,39.4,671.9,6.0,2.9,1
Spicy Chicken Pizza,Pizza,Non-Veg,TGI Fridays,mid,USA,Portland,tier-2,12.95,156.6,297.6,16.2,13.4,39.6,845.2,4.3,2.2,0
Sprite,Drink,Veg,Nando's,mid,UK,Bristol,tier-2,9.95,544.5,330.1,0.7,0.0,66.2,11.6,13.3,4.3,0
Grilled Cheese Sandwich,Sandwich,Veg,Pizza Hut,budget,India,Ahmedabad,tier-2,1.45,219.7,387.2,25.3,20.5,52.5,912.6,13.5,3.1,0
Orange Juice,Drink,Veg,Applebee's,mid,Canada,Vancouver,metro,5.87,328.1,208.3,5.1,1.0,53.4,22.6,32.6,4.3,1
Margherita Pizza,Pizza,Veg,Applebee's,mid,USA,Denver,tier-2,18.72,123.7,250.8,14.7,19.2,24.1,362.0,9.0,4.0,0
Strawberry Milkshake,Drink,Veg,Chili's,mid,USA,Austin,tier-2,8.09,318.6,204.9,0.0,2.6,24.4,33.8,19.9,4.1,0
Veggie Sub,Sandwich,Veg,Domino's,budget,UK,London,metro,2.69,147.1,414.0,13.5,31.3,57.9,571.9,9.9,3.1,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,Applebee's,mid,Australia,Hobart,tier-3,14.03,351.8,713.8,31.8,10.9,46.2,769.4,3.6,3.9,0
Coconut Water,Drink,Vegan,TGI Fridays,mid,Australia,Perth,tier-2,5.15,425.8,143.2,3.3,3.0,46.3,48.2,29.5,4.4,0
Grilled Chicken Salad,Salad,Non-Veg,Gordon Ramsay Bar & Grill,premium,USA,Spokane,tier-3,41.47,177.4,358.3,8.6,5.9,14.8,473.1,5.6,2.5,0
Hummus Veggie Wrap,Sandwich,Vegan,Burger King,budget,UK,London,metro,6.4,159.5,413.6,27.2,24.6,53.8,881.2,9.6,4.4,0
Fish Fillet Burger,Burger,Non-Veg,Subway,budget,Canada,Vancouver,metro,7.68,212.3,507.3,28.1,32.7,50.4,982.3,14.1,4.6,0
Spicy Chicken Pizza,Pizza,Non-Veg,Subway,budget,India,Surat,tier-3,2.41,176.9,220.9,16.7,9.5,26.9,586.3,3.6,3.4,1
Pepperoni Pizza,Pizza,Non-Veg,McDonald's,budget,USA,Houston,metro,9.53,137.8,408.9,15.0,16.1,29.7,828.2,2.8,4.6,1
Molten Lava Cake,Dessert,Veg,Ruth's Chris Steakhouse,premium,Canada,Edmonton,tier-2,34.11,94.2,353.6,6.2,5.5,72.3,322.8,50.5,3.3,0
Spicy Chicken Pizza,Pizza,Non-Veg,Burger King,budget,Australia,Perth,tier-2,8.7,134.7,147.8,14.4,5.7,35.8,660.5,6.4,3.6,0
Mushroom Risotto,Rice/Bowl,Veg,Gordon Ramsay Bar & Grill,premium,India,Bangalore,metro,26.75,374.0,470.6,19.9,18.4,57.1,818.9,7.2,3.6,0
Chicken BBQ Pizza,Pizza,Non-Veg,Domino's,budget,India,Ahmedabad,tier-2,2.84,175.0,402.4,17.3,6.8,40.0,899.3,5.8,4.1,0
Iced Tea,Drink,Veg,Gordon Ramsay Bar & Grill,premium,Australia,Brisbane,tier-2,31.32,524.5,436.3,0.7,0.0,31.9,67.1,30.304999999999996,3.7,0
Spicy Jalapeño Burger,Burger,Non-Veg,Nobu,premium,USA,Denver,tier-2,22.2,265.4,636.7,21.4,38.5,62.1,1031.7,8.5,4.4,0
Green Detox Juice,Drink,Vegan,Shake Shack,mid,Canada,Ottawa,tier-2,10.41,345.8,115.9,3.9,6.6,57.7,16.1,54.815,2.8,0
Grilled Cheese Sandwich,Sandwich,Veg,Ruth's Chris Steakhouse,premium,Australia,Hobart,tier-3,49.29,239.2,383.4,40.3,9.4,45.2,460.3,9.0,3.7,0
Iced Tea,Drink,Veg,Chili's,mid,Canada,Edmonton,tier-2,6.34,412.6,135.0,2.0,0.0,19.2,64.7,18.24,3.4,0
BLT Sandwich,Sandwich,Non-Veg,Wendy's,budget,India,Coimbatore,tier-3,3.62,237.8,574.2,22.2,17.7,41.2,928.6,7.9,4.2,0
Chicken BBQ Pizza,Pizza,Non-Veg,Taco Bell,budget,UK,Manchester,metro,5.14,159.7,178.9,11.0,10.9,33.0,663.8,4.9,4.6,0
Garden Fresh Pizza,Pizza,Veg,Chili's,mid,India,Indore,tier-3,5.64,133.7,264.5,8.3,16.3,27.6,587.1,5.9,4.3,0
Margherita Pizza,Pizza,Veg,Nando's,mid,USA,Portland,tier-2,9.61,154.2,315.7,11.4,21.6,39.5,493.4,5.1,2.5,0
Vegan Mango Smoothie,Drink,Vegan,Five Guys,mid,Australia,Brisbane,tier-2,11.44,365.0,24.8,0.0,3.2,81.5,76.4,51.9,4.2,1
Prawn Avocado Salad,Salad,Non-Veg,Taco Bell,budget,India,Hyderabad,metro,3.22,340.7,433.8,12.5,0.0,6.3,425.1,5.984999999999999,3.8,1
Vegan BLT,Sandwich,Vegan,Domino's,budget,India,Hyderabad,metro,2.04,195.3,356.8,29.9,26.2,71.9,699.2,8.6,3.1,0
Meat Lovers Pizza,Pizza,Non-Veg,Taco Bell,budget,USA,Nashville,tier-2,9.75,132.1,226.9,10.1,13.8,31.6,757.1,4.6,3.3,0
Vegan Buddha Bowl,Salad,Vegan,Taco Bell,budget,Australia,Sydney,metro,3.44,246.9,192.5,17.6,11.3,17.4,530.3,4.4,4.5,1
Black Bean Burger,Burger,Veg,Wendy's,budget,USA,Los Angeles,metro,4.96,194.5,547.8,23.9,36.9,58.7,818.0,5.9,4.4,0
Four Cheese Pizza,Pizza,Veg,Five Guys,mid,Canada,Regina,tier-3,13.7,136.9,243.0,11.8,10.1,18.8,325.9,4.0,4.3,0
Veggie Burger,Burger,Veg,KFC,budget,UK,London,metro,6.61,285.5,449.3,13.5,45.4,53.1,850.7,12.1,2.0,0
Waffles with Syrup,Dessert,Veg,Subway,budget,Australia,Sydney,metro,6.16,128.2,353.2,2.4,18.5,40.2,299.2,38.19,3.8,0
Oat Milk Latte,Drink,Vegan,Burger King,budget,UK,Birmingham,tier-2,1.74,455.8,263.8,0.0,3.8,47.9,23.3,36.6,3.2,1
Prawn Fried Rice,Rice/Bowl,Non-Veg,KFC,budget,USA,Portland,tier-2,5.2,343.3,517.3,23.7,15.3,64.3,852.9,10.7,4.5,0
Garden Fresh Pizza,Pizza,Veg,Taco Bell,budget,India,Coimbatore,tier-3,1.91,193.7,345.7,14.8,6.4,26.5,627.7,3.7,4.4,1
Vegan Mango Smoothie,Drink,Vegan,Shake Shack,mid,UK,London,metro,11.4,484.0,154.2,2.1,0.0,47.2,0.0,36.2,2.9,0
Sprite,Drink,Veg,KFC,budget,USA,Eugene,tier-3,5.22,572.1,253.0,3.0,3.7,19.5,0.0,9.8,4.6,1
Molten Lava Cake,Dessert,Veg,Subway,budget,USA,New York,metro,4.76,108.8,289.9,7.8,14.4,68.3,193.6,22.3,4.6,0
Bread Pudding,Dessert,Non-Veg,Subway,budget,UK,Leeds,tier-2,7.94,209.5,442.3,2.0,16.1,70.7,328.2,57.0,3.3,0
Pepperoni Pizza,Pizza,Non-Veg,Domino's,budget,India,Hyderabad,metro,1.2,115.4,223.0,12.5,12.4,26.0,1061.8,8.0,4.5,0
BBQ Bacon Burger,Burger,Non-Veg,Gordon Ramsay Bar & Grill,premium,India,Mumbai,metro,7.25,233.1,452.1,30.1,28.5,53.4,833.9,8.6,2.7,0
Veggie Supreme Pizza,Pizza,Veg,Nando's,mid,India,Delhi,metro,8.5,179.6,177.1,15.0,8.9,36.0,842.9,2.7,4.3,0
Mushroom Risotto,Rice/Bowl,Veg,Subway,budget,Australia,Melbourne,metro,4.83,185.1,416.3,8.4,15.0,76.2,586.8,0.0,3.7,0
Waffles with Syrup,Dessert,Veg,Chili's,mid,India,Nagpur,tier-3,4.65,50.0,361.4,5.5,9.3,63.9,274.9,40.0,3.6,0
Loaded Fries with Bacon,Sides,Non-Veg,Wendy's,budget,Australia,Melbourne,metro,4.51,131.3,282.3,2.5,1.9,52.7,470.5,3.9,3.8,0
Philly Cheesesteak,Sandwich,Non-Veg,Domino's,budget,USA,Portland,tier-2,2.65,274.4,369.3,19.1,20.4,34.0,780.9,8.0,4.6,0
Vegan Buddha Bowl,Salad,Vegan,Subway,budget,India,Jaipur,tier-2,2.35,309.3,253.9,7.6,18.4,37.0,726.4,6.6,2.6,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,Pizza Hut,budget,USA,Portland,tier-2,9.25,369.0,495.2,32.6,14.7,36.5,586.6,5.4,4.8,1
Vanilla Shake,Drink,Veg,Taco Bell,budget,India,Chennai,tier-2,2.05,434.4,150.1,1.5,6.3,28.9,85.2,16.6,3.5,0
Vegan Margherita,Pizza,Vegan,Shake Shack,mid,USA,New York,metro,14.53,214.5,351.1,6.4,10.8,27.5,680.9,6.4,3.3,1
Pepsi,Drink,Veg,Ruth's Chris Steakhouse,premium,USA,Los Angeles,metro,31.4,299.1,97.0,1.2,0.0,51.7,34.8,28.7,3.4,0
Classic Beef Burger,Burger,Non-Veg,Nando's,mid,USA,New York,metro,21.63,153.6,749.8,26.5,25.7,46.9,912.5,3.8,3.9,0
Fruit Sorbet,Dessert,Vegan,Taco Bell,budget,India,Jaipur,tier-2,2.73,89.2,341.3,5.9,9.6,65.8,317.8,43.0,4.1,0
Hummus Veggie Wrap,Sandwich,Vegan,Shake Shack,mid,India,Mumbai,metro,6.15,200.6,328.0,22.5,12.2,20.6,656.0,4.6,2.4,0
Churros,Dessert,Veg,Taco Bell,budget,USA,Austin,tier-2,2.32,142.5,378.4,3.6,10.6,42.8,375.0,33.7,4.1,0
Orange Juice,Drink,Veg,Wendy's,budget,USA,Portland,tier-2,4.33,288.3,280.3,0.0,0.0,11.8,31.0,11.21,4.5,0
Caprese Sandwich,Sandwich,Veg,KFC,budget,USA,Spokane,tier-3,6.22,191.8,558.7,10.9,14.5,46.2,912.2,10.7,3.3,0
Four Cheese Pizza,Pizza,Veg,Burger King,budget,USA,New York,metro,8.68,118.9,130.4,13.5,3.3,33.8,709.6,5.6,4.5,0
Ice Cream Sundae,Dessert,Veg,Subway,budget,India,Chennai,tier-2,2.26,102.9,454.2,2.9,13.0,76.4,311.3,64.4,3.2,0
Mango Smoothie,Drink,Veg,Applebee's,mid,USA,New York,metro,11.94,346.5,287.5,0.0,4.1,74.3,66.9,42.9,4.0,0
Coca Cola,Drink,Veg,Wendy's,budget,India,Ahmedabad,tier-2,0.68,545.0,152.2,2.7,0.8,43.6,40.4,32.0,2.4,0
Egg Salad Sandwich,Sandwich,Veg,McDonald's,budget,USA,Denver,tier-2,8.47,245.3,293.1,20.2,23.7,48.4,1364.9,2.3,4.0,0
Molten Lava Cake,Dessert,Veg,KFC,budget,USA,Nashville,tier-2,7.3,100.7,585.8,4.8,17.0,65.3,333.8,58.0,4.0,0
Vegan Veggie Pizza,Pizza,Vegan,Subway,budget,USA,Spokane,tier-3,3.32,157.9,254.2,5.7,14.1,43.1,886.2,3.7,3.6,0
Paneer Tikka Pizza,Pizza,Veg,Five Guys,mid,India,Nagpur,tier-3,3.61,184.4,408.2,8.0,9.3,39.0,449.4,3.7,4.2,0
Caprese Sandwich,Sandwich,Veg,Chili's,mid,USA,Los Angeles,metro,11.79,170.5,455.1,3.8,23.2,32.7,1091.9,6.4,3.0,0
Vegan Chocolate Cake,Dessert,Vegan,Burger King,budget,USA,Nashville,tier-2,3.77,50.0,309.3,6.6,8.3,40.3,317.5,38.285,4.4,1
Grilled Chicken Salad,Salad,Non-Veg,Chili's,mid,Canada,Regina,tier-3,6.62,356.0,386.8,16.7,15.2,38.6,509.9,3.3,3.0,0
Chocolate Brownie,Dessert,Veg,TGI Fridays,mid,India,Bangalore,metro,2.96,89.4,397.6,3.4,34.1,53.4,170.9,45.1,4.4,0
Orange Juice,Drink,Veg,Five Guys,mid,India,Jaipur,tier-2,5.18,530.4,255.5,1.6,0.0,20.1,71.0,19.095,2.3,1
Mac and Cheese,Sides,Veg,TGI Fridays,mid,USA,Fargo,tier-3,14.53,148.0,248.5,12.8,17.1,29.9,73.4,4.8,2.8,0
Orange Juice,Drink,Veg,Taco Bell,budget,India,Bangalore,metro,1.3,391.6,386.2,3.0,1.4,32.7,35.8,31.065,3.9,0
Plant-Based Burger,Burger,Vegan,TGI Fridays,mid,UK,Manchester,metro,14.76,144.9,286.9,13.9,15.2,49.0,739.3,12.8,2.6,0
Garlic Bread,Sides,Veg,Subway,budget,USA,Denver,tier-2,2.37,141.0,294.4,3.8,6.3,58.4,648.3,0.0,3.2,1
Fish Fillet Burger,Burger,Non-Veg,KFC,budget,India,Nagpur,tier-3,3.41,200.9,568.9,21.2,37.0,51.1,550.8,11.8,3.5,0
Spicy Jalapeño Burger,Burger,Non-Veg,KFC,budget,UK,Manchester,metro,9.13,166.9,471.7,25.5,28.4,71.7,642.8,10.5,3.3,0
Greek Salad,Salad,Veg,Pizza Hut,budget,Canada,Windsor,tier-3,4.84,265.7,160.4,17.0,15.1,13.9,448.9,6.4,4.0,0
Mushroom Swiss Burger,Burger,Veg,Five Guys,mid,USA,Chicago,metro,13.37,203.0,512.1,35.3,19.4,43.8,817.0,12.0,4.3,0
Apple Juice,Drink,Veg,Five Guys,mid,India,Delhi,metro,4.24,412.3,236.1,4.1,5.2,31.8,84.1,30.21,3.3,0
Fish Fillet Burger,Burger,Non-Veg,Gordon Ramsay Bar & Grill,premium,Canada,Toronto,metro,42.1,320.9,741.8,30.0,18.8,32.5,978.5,9.4,3.3,0
Four Cheese Pizza,Pizza,Veg,Nobu,premium,UK,London,metro,37.08,130.8,220.9,9.8,8.7,32.4,563.3,5.0,1.6,0
Veggie Supreme Pizza,Pizza,Veg,The Cheesecake Factory,premium,Canada,Edmonton,tier-2,39.51,165.6,224.2,17.4,18.4,38.0,797.5,5.6,3.6,0
Strawberry Milkshake,Drink,Veg,McDonald's,budget,UK,Leeds,tier-2,4.21,398.1,5.0,1.9,2.8,47.0,36.0,19.6,3.6,0
Coconut Water,Drink,Vegan,McDonald's,budget,Australia,Geelong,tier-3,2.37,383.9,157.4,0.0,0.0,79.0,62.4,23.0,2.9,0
Tiramisu,Dessert,Non-Veg,Chili's,mid,Australia,Brisbane,tier-2,14.92,108.6,324.0,12.9,11.7,40.3,300.2,37.8,4.5,1
Apple Juice,Drink,Veg,Subway,budget,India,Ahmedabad,tier-2,2.16,470.0,110.0,4.1,0.0,81.8,0.0,45.6,4.4,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,Nando's,mid,USA,Los Angeles,metro,14.9,380.5,301.8,31.8,14.8,66.1,889.7,3.5,4.3,0
Vegan Buddha Bowl,Salad,Vegan,TGI Fridays,mid,UK,Manchester,metro,10.83,180.1,123.7,19.8,21.3,21.6,185.7,17.2,4.3,0
Greek Salad,Salad,Veg,The Cheesecake Factory,premium,India,Jaipur,tier-2,15.59,280.4,99.5,13.7,15.4,39.8,600.6,11.7,3.5,1
Green Detox Juice,Drink,Vegan,TGI Fridays,mid,USA,Nashville,tier-2,5.57,454.7,505.5,0.0,1.5,59.5,46.2,37.6,4.7,1
Chocolate Milkshake,Drink,Veg,Domino's,budget,UK,London,metro,3.64,539.5,174.4,1.7,4.6,48.2,83.6,44.9,3.9,1
Mushroom Swiss Burger,Burger,Veg,Applebee's,mid,India,Jaipur,tier-2,3.84,196.7,486.2,15.6,17.6,75.9,1112.7,15.2,3.3,0
Margherita Pizza,Pizza,Veg,KFC,budget,Canada,Calgary,tier-2,5.96,126.2,217.5,4.4,16.1,46.2,627.9,7.2,4.6,0
Plant-Based Burger,Burger,Vegan,McDonald's,budget,India,Delhi,metro,3.03,270.3,445.6,21.9,18.8,47.5,782.0,13.4,4.5,0
Meat Lovers Pizza,Pizza,Non-Veg,Gordon Ramsay Bar & Grill,premium,USA,Chicago,metro,46.98,124.5,308.1,13.1,12.4,33.6,759.4,6.4,4.5,1
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,Five Guys,mid,USA,Boise,tier-3,18.74,338.0,630.7,36.0,14.1,44.1,672.6,0.7,3.1,0
Vanilla Shake,Drink,Veg,Nando's,mid,USA,Austin,tier-2,12.83,479.6,111.3,1.2,4.0,53.4,54.0,31.7,4.3,0
BLT Sandwich,Sandwich,Non-Veg,Chili's,mid,India,Nagpur,tier-3,7.99,197.7,462.2,19.8,25.9,40.1,784.5,9.2,3.7,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,The Cheesecake Factory,premium,USA,New York,metro,54.45,364.0,647.4,23.1,3.6,68.4,1252.5,4.9,2.9,0
Sprite,Drink,Veg,Five Guys,mid,USA,Eugene,tier-3,6.92,294.2,299.9,0.8,3.0,28.2,71.4,26.79,3.8,0
Orange Juice,Drink,Veg,Taco Bell,budget,Canada,Edmonton,tier-2,3.21,539.2,168.5,0.0,0.6,48.0,82.9,45.599999999999994,2.8,1
Tuna Niçoise Salad,Salad,Non-Veg,Subway,budget,USA,Portland,tier-2,7.79,280.9,192.7,15.2,15.8,30.4,314.3,13.6,3.5,0
Fanta Orange,Drink,Veg,Subway,budget,UK,Bristol,tier-2,2.29,526.5,368.2,0.0,0.0,41.0,55.2,28.4,4.1,1
Meat Lovers Pizza,Pizza,Non-Veg,Five Guys,mid,USA,Houston,metro,15.86,166.2,216.0,8.0,1.1,42.5,702.3,7.1,3.9,0
Veggie Burger,Burger,Veg,Domino's,budget,India,Surat,tier-3,1.8,164.5,318.7,17.0,30.8,56.4,1060.4,5.9,4.3,0
Lemonade,Drink,Veg,Shake Shack,mid,USA,Chicago,metro,4.8,434.5,193.4,1.7,1.1,57.7,3.7,30.4,3.3,0
Mushroom Swiss Beef Burger,Burger,Non-Veg,The Cheesecake Factory,premium,Australia,Geelong,tier-3,43.61,242.9,662.5,19.0,27.5,21.9,955.7,13.3,2.5,0
Vegan Buddha Bowl,Salad,Vegan,Taco Bell,budget,USA,Fargo,tier-3,8.48,263.1,416.7,5.1,17.0,23.0,391.0,14.8,4.0,0
Chicken Sub,Sandwich,Non-Veg,KFC,budget,USA,Houston,metro,2.38,214.0,456.8,16.2,28.1,52.6,749.4,10.0,4.2,1
Mango Smoothie,Drink,Veg,The Cheesecake Factory,premium,USA,Portland,tier-2,32.36,344.0,236.9,0.0,0.0,7.5,73.6,7.125,3.0,0
Double Smash Burger,Burger,Non-Veg,Burger King,budget,USA,Los Angeles,metro,3.37,224.0,524.1,18.7,19.6,53.6,809.9,9.9,3.4,0
Vanilla Shake,Drink,Veg,Wendy's,budget,USA,Los Angeles,metro,2.71,550.3,153.0,2.1,6.5,45.6,26.8,21.8,4.4,0
Green Detox Juice,Drink,Vegan,Applebee's,mid,UK,Bath,tier-3,10.33,330.7,245.8,1.5,0.0,59.8,66.8,21.7,4.6,0
Black Bean Burger,Burger,Veg,Subway,budget,USA,Los Angeles,metro,3.26,158.3,500.4,24.2,30.6,48.8,927.1,7.8,3.8,1
Black Bean Burger,Burger,Veg,Nobu,premium,UK,York,tier-3,33.34,183.0,646.1,29.6,29.9,48.0,740.7,12.6,2.6,0
Coconut Pudding,Dessert,Vegan,TGI Fridays,mid,USA,Spokane,tier-3,14.2,145.2,366.9,2.6,8.6,49.4,315.7,46.93,4.4,0
Buffalo Chicken Bites,Sides,Non-Veg,Shake Shack,mid,USA,Nashville,tier-2,9.39,104.0,381.2,10.2,8.4,34.6,387.3,0.2,4.3,0
Cheesecake Slice,Dessert,Non-Veg,Burger King,budget,India,Hyderabad,metro,2.13,98.4,323.9,4.9,21.3,56.8,313.0,32.3,3.4,1
Mozzarella Sticks,Sides,Veg,Taco Bell,budget,USA,Nashville,tier-2,5.4,81.1,125.5,1.1,20.7,52.4,413.7,0.1,4.3,0
Caprese Sandwich,Sandwich,Veg,Pizza Hut,budget,USA,Los Angeles,metro,8.02,117.2,402.4,19.9,23.0,55.2,907.7,5.0,2.2,0
BBQ Bacon Burger,Burger,Non-Veg,Subway,budget,India,Bangalore,metro,3.25,258.4,523.4,33.7,28.0,41.2,809.1,14.8,4.7,0
Veggie Supreme Pizza,Pizza,Veg,Nobu,premium,USA,Fargo,tier-3,37.2,122.5,328.5,14.7,7.4,24.8,630.2,5.1,3.1,0
French Fries,Sides,Veg,Nando's,mid,USA,Portland,tier-2,7.1,134.0,194.3,3.5,18.0,26.7,404.4,5.6,3.3,0
Mushroom Swiss Burger,Burger,Veg,Taco Bell,budget,India,Hyderabad,metro,2.21,232.4,557.9,30.1,15.4,46.2,691.9,10.6,4.4,0
Fanta Orange,Drink,Veg,KFC,budget,Canada,Edmonton,tier-2,3.93,511.3,192.0,1.4,0.8,52.0,9.8,33.3,4.2,0
