learner_id,fsi_category,related_language,prior_languages,age_started,total_study_hours,active_use_share,immersion_months,speaking_practice,feedback_quality,comprehensible_input_hours,uses_srs,motivation,consistency,accent_nativelike,cefr_level,reached_fluency,dropped_out
LNR000249,3,1,0,43,360,0.706,0.0,10.0,7.03,240,0,4.33,4.69,6.74,B1,0,0
LNR000250,1,0,0,12,1620,0.23,0.0,0.7,6.95,1160,0,4.83,8.96,8.57,C2,1,0
LNR000251,3,0,1,33,620,0.287,3.6,8.16,3.67,200,0,4.9,10.0,4.4,A2,0,0
LNR000252,1,0,1,17,820,0.446,0.0,9.57,7.87,520,0,6.64,5.46,9.48,B2,1,0
LNR000253,2,0,1,24,360,0.298,6.6,5.54,6.26,210,1,5.33,0.12,4.51,B1,0,1
LNR000254,4,0,2,33,420,0.258,0.0,7.61,3.97,300,1,5.09,7.15,4.42,A1,0,0
LNR000255,4,0,0,37,90,0.376,1.2,5.13,5.59,50,0,6.5,4.02,2.2,A0,0,1
LNR000256,4,0,1,25,130,0.537,0.0,6.45,4.61,80,0,4.85,5.38,4.87,A0,0,1
LNR000257,1,0,0,25,70,0.348,0.0,5.5,5.55,20,0,5.44,8.84,3.97,A0,0,0
LNR000258,1,0,1,44,390,0.331,6.2,7.87,3.24,130,0,0.0,4.82,3.78,B2,1,0
LNR000259,3,0,2,25,710,0.697,0.0,8.25,8.56,400,0,3.9,7.21,2.79,B2,1,0
LNR000260,4,0,0,16,800,0.488,0.0,6.01,4.28,630,1,5.49,5.55,4.9,A2,0,0
LNR000261,3,1,2,35,540,0.183,0.0,8.37,3.63,310,0,6.83,3.62,3.74,A1,0,1
LNR000262,1,0,1,42,1280,0.633,14.7,6.25,2.75,660,1,6.58,5.94,5.11,C2,1,0
LNR000263,1,0,1,30,300,0.618,0.0,6.46,3.21,220,0,4.86,8.56,6.21,B1,0,0
LNR000264,1,1,2,43,840,0.091,0.0,7.92,1.31,320,0,5.73,7.99,3.56,B1,0,0
LNR000265,3,1,3,25,40,0.269,0.0,10.0,5.43,20,0,6.89,9.78,9.07,A0,0,1
LNR000266,3,0,1,13,270,0.032,0.0,1.68,4.39,100,0,3.1,5.65,9.8,A0,0,0
LNR000267,2,0,1,19,460,0.256,0.0,7.9,3.81,160,1,4.37,5.72,6.88,B1,0,1
LNR000268,1,0,1,22,420,0.177,0.0,7.93,4.57,200,1,5.64,8.69,8.18,B1,0,0
LNR000269,3,0,2,15,560,0.424,0.3,1.93,7.22,290,0,4.26,2.63,7.05,B1,0,1
LNR000270,1,0,2,38,860,0.735,1.7,5.9,5.65,440,0,4.54,6.59,7.99,C2,1,0
LNR000271,4,0,3,33,300,0.395,0.0,2.29,5.75,190,0,10.0,7.97,5.76,A0,0,0
LNR000272,2,0,1,28,610,0.134,0.0,6.59,4.44,470,1,6.3,2.77,7.17,B1,0,1
LNR000273,4,1,1,40,330,0.172,6.4,5.6,1.64,190,0,7.52,10.0,3.9,A0,0,0
LNR000274,3,1,1,26,550,0.327,0.0,2.53,0.0,340,1,8.6,9.9,9.93,A2,0,0
LNR000275,3,1,1,42,520,0.694,3.9,5.03,9.35,200,1,5.69,6.8,5.95,B2,1,0
LNR000276,3,1,0,23,170,0.596,3.9,4.35,4.72,80,1,0.59,2.13,6.51,A2,0,1
LNR000277,2,1,4,27,890,0.813,2.1,6.03,4.82,350,1,6.9,4.42,5.94,C2,1,0
LNR000278,2,0,2,25,650,0.363,0.0,4.17,4.94,370,1,5.31,4.05,5.6,A2,0,0
LNR000279,1,1,0,14,760,0.195,0.0,6.45,6.87,560,0,3.18,1.95,8.18,C2,1,0
LNR000280,3,0,0,32,900,0.362,0.0,4.06,5.33,720,1,8.38,6.84,4.96,A2,0,0
LNR000281,3,0,0,29,210,0.236,0.0,8.05,2.87,120,0,2.23,1.93,5.48,A1,0,1
LNR000282,1,0,0,6,230,0.433,0.0,10.0,5.09,90,0,5.6,8.85,9.87,A2,0,0
LNR000283,4,0,1,13,680,0.186,0.0,7.6,3.53,290,1,2.85,7.09,7.1,A2,0,0
LNR000284,4,0,2,20,960,0.349,0.0,7.24,5.0,370,0,0.0,4.27,5.1,A2,0,1
LNR000285,4,1,0,6,100,0.766,0.0,8.42,4.24,70,1,7.75,9.22,9.58,A0,0,0
LNR000286,2,0,0,10,630,0.685,7.7,7.77,4.49,480,1,2.56,6.38,5.53,C1,1,0
LNR000287,3,0,0,42,130,0.295,0.0,8.61,7.21,70,1,5.08,3.82,5.0,A0,0,1
LNR000288,4,0,1,42,750,0.674,1.5,5.18,5.42,590,1,2.46,8.12,3.84,B2,1,0
LNR000289,4,0,1,24,230,0.313,0.0,6.6,7.23,130,0,4.93,3.77,7.59,A0,0,1
LNR000290,1,0,1,30,550,0.378,4.6,5.47,4.62,300,0,4.92,7.87,6.48,B2,1,0
LNR000291,2,0,0,24,300,0.423,0.0,7.25,5.14,220,0,9.06,8.9,1.67,A1,0,0
LNR000292,3,0,0,30,700,0.107,0.0,2.9,2.85,340,1,7.79,8.94,7.1,A1,0,0
LNR000293,3,0,0,36,1080,0.728,0.0,8.83,3.52,730,0,6.79,6.04,5.35,B2,1,0
LNR000294,1,0,0,35,2160,0.269,0.0,5.78,6.01,710,0,5.65,4.43,3.03,C2,1,0
LNR000295,1,0,0,14,430,0.501,3.3,6.08,4.71,280,1,6.15,2.32,4.48,B2,1,0
LNR000296,2,0,0,58,360,0.024,0.0,6.19,2.64,160,1,1.52,4.12,0.62,A1,0,1
LNR000297,4,1,1,33,380,0.656,0.0,4.39,5.61,280,0,5.27,10.0,3.99,A2,0,1
LNR000298,4,1,0,32,480,0.594,0.9,9.6,2.68,230,1,4.02,6.2,6.03,A2,0,0
LNR000299,2,0,1,18,760,0.258,0.0,6.18,3.72,360,1,7.03,10.0,6.96,B2,1,0
LNR000300,3,0,1,37,740,0.269,0.0,6.52,2.61,300,1,7.08,10.0,3.26,B2,1,0
LNR000301,3,0,1,21,230,0.622,0.0,10.0,4.25,120,0,9.1,7.59,5.08,A2,0,0
LNR000302,2,0,0,6,380,0.081,0.0,6.25,2.42,170,0,4.57,6.45,6.82,A1,0,1
LNR000303,4,0,0,33,350,0.49,1.3,7.21,2.54,260,1,6.59,10.0,4.61,A1,0,1
LNR000304,2,1,2,35,300,0.391,0.0,5.54,5.51,120,0,5.15,3.73,6.0,A2,0,1
LNR000305,2,1,1,22,390,0.167,0.0,1.41,5.38,300,1,6.26,10.0,7.47,A2,0,0
LNR000306,3,1,0,47,160,0.367,0.0,4.96,9.63,110,1,7.39,6.35,2.84,A2,0,0
LNR000307,4,0,0,31,280,0.123,2.4,4.0,5.24,140,0,4.52,6.62,7.94,A0,0,1
LNR000308,3,1,0,40,230,0.64,1.6,7.24,6.64,80,0,5.48,7.02,6.35,A2,0,0
LNR000309,3,0,0,37,340,0.09,0.0,4.3,2.97,250,0,5.65,6.02,3.9,A0,0,0
LNR000310,2,0,0,6,370,0.592,0.0,6.9,1.54,180,1,8.59,9.11,10.0,A2,0,0
LNR000311,3,0,0,36,180,0.599,0.0,7.71,6.77,100,0,2.6,6.56,5.24,A1,0,1
LNR000312,3,0,1,18,250,0.188,0.0,3.35,4.93,170,1,5.78,3.91,4.56,A1,0,0
LNR000313,1,0,3,38,90,0.555,0.0,7.44,5.46,40,0,5.62,7.85,4.17,A1,0,1
LNR000314,4,1,0,31,90,0.563,0.0,2.69,6.94,30,1,3.48,9.23,4.95,A0,0,0
LNR000315,3,0,1,35,380,0.497,0.0,3.2,2.08,260,1,4.37,5.45,4.38,B1,0,0
LNR000316,1,0,1,19,620,0.284,3.5,3.97,5.5,390,1,8.25,8.8,5.86,B1,0,0
LNR000317,3,1,1,25,670,0.443,0.0,6.16,5.78,470,0,5.76,7.21,3.22,C1,1,0
LNR000318,1,1,0,12,420,0.683,3.8,9.52,2.79,240,1,5.69,2.62,8.99,C1,1,0
LNR000319,2,1,0,14,480,0.353,4.2,5.07,7.36,310,0,3.37,10.0,4.57,B2,1,0
LNR000320,1,0,0,25,30,0.341,0.0,5.09,1.8,10,0,4.94,8.19,3.62,A0,0,1
LNR000321,1,1,1,36,160,0.113,0.0,3.64,5.64,130,0,9.5,6.74,5.28,A1,0,1
LNR000322,4,0,1,41,390,0.383,0.7,10.0,6.24,200,1,4.32,5.64,5.02,A1,0,0
LNR000323,3,0,0,26,80,0.543,0.0,2.88,1.72,50,1,6.87,8.61,4.95,A0,0,1
LNR000324,1,0,0,19,480,0.443,0.1,6.0,6.41,180,0,8.55,10.0,7.39,B1,0,0
LNR000325,2,1,1,21,360,0.287,0.0,6.92,4.27,210,0,3.21,5.99,6.46,A2,0,1
LNR000326,2,1,1,47,390,0.249,2.3,4.42,2.03,300,0,4.49,3.19,5.13,B1,0,1
LNR000327,4,0,0,38,420,0.523,0.4,2.5,2.28,220,1,5.8,9.32,6.39,A2,0,0
LNR000328,1,0,2,35,110,0.321,0.0,7.44,5.62,60,0,7.86,8.09,2.56,A0,0,1
LNR000329,2,1,2,33,540,0.59,0.0,7.37,5.88,210,0,6.01,10.0,3.1,C1,1,0
LNR000330,4,1,1,14,500,0.517,14.5,9.06,5.41,400,0,1.69,4.43,7.77,B2,1,0
LNR000331,2,1,4,46,90,0.297,0.0,6.72,5.74,30,0,2.68,6.13,2.65,A1,0,0
LNR000332,3,0,1,27,1610,0.445,0.0,6.25,4.72,960,0,5.62,3.7,5.13,B2,1,0
LNR000333,4,1,2,37,620,0.317,0.0,8.19,4.79,410,1,4.96,5.93,5.25,A2,0,0
LNR000334,1,0,0,24,420,0.603,0.0,6.61,7.57,280,1,2.02,8.91,6.46,B2,1,0
LNR000335,4,1,0,19,300,0.245,0.0,8.86,6.8,230,1,0.56,5.27,6.23,A1,0,1
LNR000336,1,0,1,16,290,0.288,4.9,5.72,5.75,210,0,7.44,7.88,5.1,B1,0,0
LNR000337,2,0,1,18,280,0.578,0.0,9.24,6.02,170,1,1.66,7.02,7.92,A2,0,0
LNR000338,4,0,0,36,990,0.795,2.8,8.41,0.0,380,0,3.43,4.97,5.53,B2,1,0
LNR000339,3,0,0,17,600,0.375,0.0,9.36,7.84,400,1,10.0,8.61,8.08,A2,0,1
LNR000340,1,0,2,7,150,0.362,0.0,7.45,6.86,60,1,7.11,4.47,6.36,A1,0,0
LNR000341,2,1,0,9,340,0.792,0.0,10.0,5.77,160,0,3.45,4.07,7.58,B1,0,0
LNR000342,1,0,0,35,900,0.366,0.0,5.82,2.38,310,1,6.61,2.75,3.86,C1,1,0
LNR000343,2,0,2,49,670,0.251,2.1,5.65,9.99,480,0,5.9,6.98,0.0,C1,1,0
LNR000344,3,0,2,26,180,0.483,0.0,4.61,5.62,60,0,2.41,6.14,5.3,A1,0,1
LNR000345,1,0,0,9,420,0.226,4.3,5.23,4.17,140,0,3.17,7.8,7.61,A2,0,0
LNR000346,4,0,3,16,190,0.473,4.6,7.85,5.95,110,0,9.13,6.56,7.73,A1,0,1
LNR000347,4,1,1,18,170,0.343,5.4,6.99,7.5,80,0,8.27,9.63,6.15,A0,0,0
LNR000348,1,0,1,18,650,0.512,6.4,8.22,4.02,360,0,4.58,9.18,6.26,C1,1,0
LNR000349,1,1,2,28,530,0.606,0.0,10.0,7.64,250,1,6.33,5.49,5.55,C2,1,0
LNR000350,3,0,0,40,280,0.196,0.0,5.01,2.62,190,1,2.01,5.61,5.52,A1,0,1
LNR000351,2,0,1,32,170,0.735,0.0,8.3,3.72,80,0,1.53,5.09,5.42,A2,0,1
LNR000352,4,1,1,45,450,0.336,21.8,8.3,5.13,140,0,6.28,7.95,6.41,A2,0,0
LNR000353,1,0,1,24,620,0.391,1.4,1.1,5.59,320,1,1.04,6.81,7.97,C1,1,0
LNR000354,1,0,0,26,380,0.417,0.0,4.07,1.15,260,0,3.89,6.26,3.92,B2,1,0
LNR000355,4,0,0,21,1400,0.365,4.7,4.77,7.7,800,0,5.14,7.42,7.38,C1,1,0
LNR000356,1,0,0,10,230,0.278,0.0,8.94,3.92,120,0,7.25,8.73,9.51,A1,0,1
LNR000357,4,0,1,26,660,0.106,3.2,5.04,2.4,460,0,5.04,7.35,5.71,A1,0,1
LNR000358,3,1,0,29,130,0.266,1.6,2.07,4.87,50,0,5.71,6.66,5.38,A0,0,1
LNR000359,2,0,1,20,720,0.463,2.4,5.46,3.13,280,1,3.51,4.63,7.25,C1,1,0
LNR000360,1,0,2,23,460,0.15,0.0,6.92,1.22,260,0,3.75,6.02,3.02,A2,0,0
LNR000361,1,1,2,26,910,0.494,2.4,5.01,8.43,690,0,4.09,4.26,7.19,C2,1,0
LNR000362,2,0,1,34,150,0.57,0.0,10.0,4.75,60,1,5.45,8.68,5.91,A2,0,0
LNR000363,1,0,1,14,110,0.584,0.0,4.38,5.68,70,0,4.6,5.2,10.0,A1,0,1
LNR000364,1,0,0,26,140,0.064,0.0,3.26,4.29,90,0,1.09,3.97,4.16,A0,0,1
LNR000365,3,0,0,38,140,0.354,1.7,4.03,5.4,90,0,5.81,6.63,3.51,A1,0,0
LNR000366,3,0,2,38,1390,0.68,0.0,5.62,5.44,1100,0,7.77,6.12,3.77,C2,1,0
LNR000367,3,0,0,36,410,0.174,5.3,10.0,2.66,250,1,4.49,6.5,4.11,A2,0,1
LNR000368,3,0,0,33,830,0.401,0.0,7.57,5.18,320,1,4.2,4.53,6.54,B1,0,1
LNR000369,2,1,1,34,250,0.269,0.0,7.64,5.81,120,0,4.17,6.92,4.92,A2,0,1
LNR000370,3,0,1,18,330,0.532,0.0,9.98,5.07,160,0,5.73,4.63,7.77,A2,0,0
LNR000371,1,0,1,53,380,0.281,0.0,8.25,5.22,190,0,4.05,7.37,2.69,A2,0,1
LNR000372,1,0,0,31,600,0.316,2.1,8.56,5.26,380,0,3.95,2.75,6.54,B2,1,0
LNR000373,2,0,0,16,1800,0.57,0.0,6.44,6.77,670,1,7.57,6.94,7.36,C2,1,0
LNR000374,2,0,1,46,220,0.545,1.8,5.48,5.99,80,1,4.91,7.4,3.34,B1,0,1
LNR000375,3,1,0,49,430,0.143,0.0,7.4,2.87,260,1,8.17,7.97,1.68,A1,0,0
LNR000376,3,1,2,31,280,0.571,0.0,0.5,3.59,90,0,9.56,9.45,4.02,A2,0,0
LNR000377,3,1,0,21,170,0.241,5.5,8.5,2.7,60,0,2.1,6.45,8.3,A0,0,0
LNR000378,2,0,0,32,3060,0.337,0.0,5.8,7.53,1700,0,3.66,6.46,5.13,C2,1,0
LNR000379,3,0,0,18,160,0.397,0.0,5.79,4.69,110,1,5.89,6.13,4.61,A1,0,1
LNR000380,2,1,1,34,500,0.33,0.0,6.88,3.97,190,1,3.45,6.01,3.51,B1,0,1
LNR000381,3,1,0,26,370,0.434,0.0,8.6,4.63,260,0,6.54,8.16,9.19,A2,0,1
LNR000382,1,1,0,37,800,0.328,0.0,4.7,3.01,530,0,3.31,7.31,5.04,B2,1,0
LNR000383,3,0,0,20,290,0.682,0.0,7.72,5.25,210,1,8.75,10.0,8.51,A2,0,0
LNR000384,1,0,2,21,240,0.619,0.0,7.36,6.0,180,1,3.32,9.48,6.58,B2,1,0
LNR000385,4,1,4,25,790,0.22,0.0,4.12,7.09,430,0,8.0,10.0,4.2,A2,0,0
LNR000386,1,0,0,33,470,0.338,4.2,8.47,5.37,210,0,4.72,7.43,3.89,B1,0,1
LNR000387,1,0,3,14,1960,0.28,0.0,9.18,6.31,1320,0,0.08,6.74,4.68,C2,1,0
LNR000388,3,0,1,36,540,0.162,0.0,5.53,4.14,320,0,7.51,9.41,5.43,A1,0,0
LNR000389,3,0,3,42,920,0.185,2.0,2.39,1.77,320,0,4.8,6.78,1.9,A2,0,0
LNR000390,2,0,0,9,340,0.254,0.0,3.12,4.8,180,0,5.35,5.89,9.89,A2,0,0
LNR000391,4,0,2,22,610,0.696,0.0,8.57,8.42,400,0,7.09,7.61,5.19,B1,0,0
LNR000392,3,0,0,11,800,0.478,3.9,7.74,1.11,390,1,10.0,10.0,8.22,B1,0,0
LNR000393,2,0,0,13,250,0.356,2.3,6.59,5.13,180,1,5.56,6.69,7.65,A2,0,0
LNR000394,2,1,1,30,190,0.809,0.0,8.45,4.42,110,1,4.78,5.08,5.53,A2,0,1
LNR000395,1,0,0,18,860,0.837,0.0,2.41,5.85,640,1,8.14,8.99,6.84,C2,1,0
LNR000396,3,1,1,29,730,0.556,0.0,7.03,0.84,410,0,4.82,5.99,5.44,B2,1,0
LNR000397,4,1,2,19,1060,0.344,0.6,5.95,3.37,690,0,2.09,8.08,6.82,A2,0,0
LNR000398,3,0,1,31,410,0.328,7.2,8.7,10.0,190,0,5.01,7.2,5.18,B1,0,1
LNR000399,3,0,0,17,1150,0.138,0.0,0.72,4.34,710,1,5.42,3.51,7.32,A2,0,1
LNR000400,3,0,0,23,220,0.513,6.4,4.96,2.58,70,0,6.0,3.08,4.4,A2,0,0
LNR000401,4,0,1,19,240,0.372,0.0,4.74,4.85,150,1,6.53,10.0,7.42,A0,0,1
LNR000402,3,0,0,42,840,0.47,0.1,7.44,4.49,370,0,3.96,1.78,3.72,B2,1,0
LNR000403,1,0,0,14,290,0.403,0.0,5.94,1.97,220,0,2.15,5.57,7.28,A2,0,0
LNR000404,3,0,0,18,450,0.448,7.9,5.45,8.62,270,0,3.25,6.22,5.95,B2,1,0
LNR000405,2,1,0,13,840,0.256,0.0,7.49,2.93,280,1,1.51,4.84,7.1,A2,0,1
LNR000406,4,1,0,21,160,0.612,1.3,8.51,5.24,110,0,5.35,7.67,5.83,A1,0,0
LNR000407,1,1,0,38,790,0.333,2.2,4.36,8.14,550,0,3.5,8.23,2.04,C1,1,0
LNR000408,2,0,0,19,170,0.216,0.0,7.31,6.18,60,0,5.23,3.14,7.42,A1,0,0
LNR000409,1,0,0,45,990,0.222,0.0,3.24,2.23,730,0,2.07,5.01,2.05,B2,1,0
LNR000410,3,0,1,22,960,0.329,0.0,1.61,7.75,450,0,5.66,6.97,5.81,A2,0,0
LNR000411,4,1,1,23,690,0.296,4.1,2.22,6.77,510,0,8.0,7.54,5.31,A2,0,1
LNR000412,1,1,1,43,700,0.493,2.7,7.74,4.51,500,1,8.17,7.99,0.95,C2,1,0
LNR000413,3,1,0,16,50,0.589,0.0,3.18,3.39,40,0,6.7,5.27,5.51,A0,0,0
LNR000414,2,1,0,23,210,0.439,0.1,6.97,10.0,130,1,6.56,7.16,6.18,A2,0,1
LNR000415,1,1,0,35,510,0.217,1.5,6.9,7.83,400,0,1.82,5.87,1.68,B2,1,0
LNR000416,1,0,0,10,100,0.412,0.0,4.76,5.56,40,1,5.61,6.89,5.23,A1,0,0
LNR000417,2,0,5,28,1440,0.418,1.8,10.0,4.57,480,0,8.1,9.02,4.32,C1,1,0
LNR000418,2,0,1,31,420,0.345,5.6,9.78,1.57,250,1,0.95,3.51,3.76,B1,0,0
LNR000419,3,0,0,23,930,0.149,0.0,3.11,0.04,650,0,10.0,6.19,5.97,A2,0,1
LNR000420,4,0,1,10,300,0.632,0.0,9.28,5.12,130,1,5.28,8.59,6.11,A2,0,1
LNR000421,1,0,1,48,1230,0.604,0.1,7.74,1.12,890,0,5.0,8.23,2.85,B2,1,0
LNR000422,4,0,0,17,490,0.642,0.0,7.06,2.04,220,1,1.89,9.35,7.6,B1,0,0
LNR000423,1,0,0,20,270,0.481,7.7,6.11,8.61,160,1,5.74,6.34,6.76,C1,1,0
LNR000424,1,0,0,20,110,0.467,0.0,7.55,5.09,70,0,9.92,8.89,5.95,A2,0,0
LNR000425,1,0,2,16,260,0.532,0.0,3.92,4.99,160,1,8.74,7.44,8.83,B1,0,1
LNR000426,1,0,3,40,820,0.267,0.0,2.35,2.15,560,0,8.32,6.32,4.56,B1,0,1
LNR000427,2,0,0,20,360,0.875,0.8,10.0,4.05,170,0,5.44,10.0,5.84,B2,1,0
LNR000428,1,0,0,24,410,0.345,0.0,6.43,0.0,160,0,3.39,4.8,4.84,B1,0,0
LNR000429,4,1,1,15,720,0.101,11.5,3.64,4.87,540,1,8.88,8.22,8.33,A2,0,0
LNR000430,3,0,1,38,610,0.719,0.0,5.41,4.75,340,0,2.95,8.06,5.05,B2,1,0
LNR000431,1,0,0,33,1680,0.333,3.4,10.0,4.93,970,1,3.14,7.21,5.71,C2,1,0
LNR000432,2,0,1,40,1060,0.418,0.0,7.11,5.12,670,0,8.0,4.37,5.46,B2,1,0
LNR000433,1,0,1,22,200,0.294,0.0,6.08,1.21,140,0,6.12,3.78,3.02,A1,0,0
LNR000434,4,0,3,9,500,0.234,0.0,10.0,2.07,240,0,3.73,6.99,7.04,A1,0,0
LNR000435,2,0,0,16,400,0.431,4.8,7.38,5.37,300,1,0.0,2.1,8.27,C1,1,0
LNR000436,3,0,0,34,350,0.51,0.0,1.84,2.71,180,0,3.47,7.29,9.88,A1,0,1
LNR000437,3,0,1,21,820,0.773,0.0,10.0,4.24,550,1,4.85,7.85,5.85,C1,1,0
LNR000438,1,0,1,44,1210,0.331,11.0,4.03,1.15,480,0,1.9,5.15,3.49,C2,1,0
LNR000439,3,1,2,22,590,0.519,0.0,2.84,7.47,440,0,5.55,9.79,7.36,B2,1,0
LNR000440,2,0,0,15,830,0.622,10.6,8.95,7.01,290,0,6.69,8.97,9.71,C2,1,0
LNR000441,3,0,1,32,110,0.714,0.0,6.62,7.24,60,1,6.12,7.82,8.36,A2,0,0
LNR000442,3,1,1,17,770,0.586,0.0,6.98,7.23,590,1,5.53,5.87,8.21,C1,1,0
LNR000443,2,0,2,24,370,0.497,0.7,3.24,5.99,160,0,8.55,9.03,4.83,A2,0,0
LNR000444,2,1,1,43,410,0.41,0.0,6.79,5.02,250,0,6.64,6.41,6.5,B1,0,1
LNR000445,1,1,0,12,250,0.059,0.0,8.14,4.74,90,1,6.67,5.68,8.78,A1,0,0
LNR000446,2,0,1,26,110,0.055,0.0,5.67,3.82,50,0,7.96,10.0,5.06,A0,0,0
LNR000447,3,0,0,30,470,0.13,1.9,4.83,5.62,230,0,3.38,6.9,4.49,A1,0,1
LNR000448,1,0,0,41,220,0.51,0.0,5.88,2.29,180,1,3.32,6.58,2.71,B2,1,0
LNR000449,3,1,0,12,470,0.47,0.0,4.79,5.02,210,0,6.34,7.21,7.38,B1,0,1
LNR000450,4,0,2,43,1240,0.399,0.0,3.29,2.8,660,0,5.46,7.51,2.35,A2,0,0
LNR000451,3,0,1,30,390,0.657,5.4,4.48,1.06,240,1,5.37,7.7,5.93,B1,0,1
LNR000452,4,1,1,24,760,0.356,0.0,8.22,4.12,390,0,5.92,8.65,3.97,A2,0,1
LNR000453,2,0,1,30,260,0.42,0.0,7.07,9.67,160,0,4.84,7.75,3.66,B1,0,0
LNR000454,3,0,0,32,20,0.156,4.3,4.39,3.77,10,0,5.9,7.49,6.63,A0,0,0
LNR000455,2,0,0,10,220,0.697,1.6,8.55,7.17,110,0,7.9,9.59,7.76,A2,0,0
LNR000456,1,0,1,43,950,0.738,3.0,2.36,3.5,420,0,5.21,8.25,2.34,C2,1,0
LNR000457,1,1,0,32,1050,0.445,1.4,0.36,6.2,710,0,4.17,5.76,5.44,C2,1,0
LNR000458,3,0,0,36,300,0.362,0.0,7.92,9.48,120,1,4.59,3.67,5.33,A2,0,1
LNR000459,1,0,0,34,320,0.618,0.0,7.09,7.83,180,1,5.73,5.71,2.95,B1,0,1
LNR000460,1,0,0,28,640,0.59,0.0,7.17,6.09,410,1,6.6,7.81,6.95,C1,1,0
LNR000461,1,0,0,25,930,0.19,8.0,5.13,6.74,530,1,4.61,3.78,8.13,C2,1,0
LNR000462,1,0,1,15,260,0.184,3.5,9.47,6.59,80,1,6.82,7.61,6.34,A2,0,1
LNR000463,1,0,2,27,850,0.274,0.0,0.95,5.72,660,0,2.94,2.96,5.66,B2,1,0
LNR000464,3,1,1,26,1350,0.032,0.0,5.71,2.88,750,0,5.43,8.7,5.6,A2,0,1
LNR000465,3,0,0,23,1530,0.205,0.0,3.36,1.56,1190,1,4.17,5.79,7.15,B2,1,0
LNR000466,3,0,2,29,140,0.609,5.2,7.61,4.47,80,1,3.04,3.04,7.72,A2,0,1
LNR000467,1,0,0,28,1180,0.252,0.0,4.46,3.82,480,0,7.13,8.84,4.37,C1,1,0
LNR000468,4,0,0,33,980,0.578,0.3,6.42,3.12,450,0,3.51,4.88,3.72,A2,0,1
LNR000469,2,0,0,22,640,0.499,2.2,10.0,5.33,290,1,3.24,7.35,4.99,C2,1,0
LNR000470,3,1,1,24,1770,0.109,0.0,4.87,7.86,1370,0,6.33,6.66,7.37,B2,1,0
LNR000471,1,1,0,26,180,0.206,0.0,9.2,6.28,120,0,2.98,10.0,8.63,A1,0,1
LNR000472,3,0,0,42,370,0.331,0.0,3.23,3.17,260,0,6.76,7.02,3.87,A2,0,1
LNR000473,3,0,2,20,80,0.37,0.0,4.29,3.47,40,1,4.61,6.83,8.45,A0,0,1
LNR000474,1,1,1,36,690,0.87,0.0,7.64,6.49,450,0,3.83,3.53,4.3,C2,1,0
LNR000475,1,1,1,42,280,0.538,0.0,5.83,6.63,220,0,3.81,10.0,4.12,B1,0,1
LNR000476,1,0,2,38,180,0.722,0.0,4.88,4.9,70,1,6.98,10.0,6.73,B1,0,0
LNR000477,3,0,1,21,90,0.149,2.5,5.53,5.92,70,1,3.3,7.51,7.33,A0,0,0
LNR000478,2,0,2,21,1460,0.123,0.0,2.47,1.82,900,0,6.61,7.63,5.46,C1,1,0
LNR000479,2,0,0,23,250,0.828,0.0,4.25,3.58,120,0,6.03,10.0,8.18,A2,0,0
LNR000480,4,1,0,6,490,0.395,0.0,8.12,5.0,370,1,6.1,8.71,9.65,A2,0,0
LNR000481,2,0,0,30,420,0.481,0.0,7.51,8.4,170,0,1.35,4.29,6.98,B1,0,1
LNR000482,3,0,1,30,290,0.154,0.0,5.11,7.59,100,0,4.31,1.86,4.55,A1,0,1
LNR000483,1,0,1,34,500,0.269,5.8,3.44,6.43,330,1,0.74,6.29,4.85,B2,1,0
LNR000484,4,1,0,23,300,0.207,0.0,9.95,8.67,100,0,0.15,7.15,6.32,A0,0,1
LNR000485,4,0,0,31,1070,0.663,0.0,9.39,7.95,710,0,6.85,6.23,6.39,A2,0,1
LNR000486,1,0,1,33,790,0.148,0.0,4.11,5.16,340,0,3.61,2.65,5.58,C1,1,0
LNR000487,3,1,0,15,410,0.343,5.9,6.7,5.49,180,1,9.39,7.16,9.17,B1,0,0
LNR000488,4,0,0,45,520,0.656,0.0,7.48,8.97,180,0,7.24,6.73,6.22,A2,0,1
LNR000489,4,1,1,32,390,0.796,12.3,6.49,5.29,180,1,1.73,8.72,5.87,B1,0,1
LNR000490,3,1,3,37,320,0.378,1.0,8.35,8.54,190,1,6.26,4.58,3.15,A2,0,0
LNR000491,3,1,0,23,1040,0.718,6.0,10.0,8.98,370,0,5.13,4.04,5.79,C2,1,0
LNR000492,3,0,2,36,170,0.39,0.0,5.28,2.71,110,0,4.79,6.32,4.34,A1,0,1
LNR000493,3,0,1,33,730,0.218,3.0,2.79,4.48,520,0,5.37,5.21,6.04,A2,0,0
LNR000494,1,0,1,41,1570,0.144,4.8,6.16,4.13,1140,0,4.86,10.0,5.48,C2,1,0
LNR000495,1,0,1,34,320,0.598,1.2,3.14,7.78,130,1,3.77,10.0,4.82,B1,0,0
LNR000496,2,1,1,25,560,0.666,0.0,2.8,1.83,310,0,0.0,6.61,5.65,B2,1,0
LNR000497,1,0,1,39,120,0.333,0.0,2.64,5.03,50,1,9.63,9.49,2.46,A1,0,0
LNR000498,2,0,2,9,840,0.249,0.1,0.33,2.95,280,1,4.42,6.81,7.52,B1,0,1
LNR000499,2,1,1,6,450,0.573,0.0,7.89,8.99,230,1,5.72,1.89,9.38,B2,1,0
