Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact,Age_Group,Usage_to_Sleep_Ratio,Wellbeing_Index,Is_Heavy_User,Sleep_Deficit
623,22,Female,Undergraduate,Other,3.7,TikTok,No,7.4,6.6,Neutral,Young Adult,0.5,6.55,No,No
757,21,Male,Undergraduate,Other,6.2,Twitter,Yes,5.8,4.5,Negative,Young Adult,1.07,3.74,Yes,Yes
667,20,Female,Graduate,UK,3.1,TikTok,No,7.5,7.7,Positive,Young Adult,0.41,7.44,No,No
882,24,Female,High School,Other,3.7,Instagram,Yes,9.0,9.0,Positive,Adult,0.41,8.79,No,No
641,21,Female,Undergraduate,Australia,6.9,Facebook,Yes,6.0,4.2,Negative,Young Adult,1.15,3.45,Yes,Yes
67,22,Female,Undergraduate,Other,4.2,Instagram,No,7.7,8.3,Positive,Young Adult,0.55,7.57,No,No
36,19,Male,High School,Other,5.8,YouTube,Yes,5.7,4.4,Negative,Young Adult,1.02,3.75,Yes,Yes
81,18,Male,Undergraduate,Other,2.0,TikTok,No,7.9,7.3,Positive,Teen,0.25,7.73,No,No
51,22,Female,Undergraduate,Other,2.4,TikTok,Yes,8.0,8.4,Positive,Young Adult,0.3,8.32,No,No
887,19,Male,High School,India,3.4,Twitter,Yes,6.2,7.0,Neutral,Young Adult,0.55,6.28,No,Yes
916,22,Male,High School,Other,7.6,Instagram,No,6.0,5.3,Negative,Young Adult,1.27,3.9,Yes,Yes
886,19,Male,Undergraduate,UK,7.5,Instagram,Yes,5.1,4.5,Negative,Young Adult,1.47,3.0,Yes,Yes
416,20,Female,Undergraduate,Germany,3.2,LinkedIn,No,8.8,7.4,Positive,Young Adult,0.36,7.88,No,No
351,23,Male,Graduate,Australia,5.7,Twitter,Yes,4.7,4.9,Negative,Adult,1.21,3.58,Yes,Yes
396,21,Female,Undergraduate,Other,6.7,Instagram,Yes,5.6,4.4,Negative,Young Adult,1.2,3.43,Yes,Yes
839,22,Male,High School,Other,2.7,Twitter,No,8.2,7.2,Positive,Young Adult,0.33,7.61,No,No
481,20,Male,Undergraduate,Other,2.4,YouTube,No,7.1,7.4,Positive,Young Adult,0.34,7.27,No,No
988,23,Male,Graduate,USA,5.5,Instagram,Yes,5.9,4.1,Negative,Adult,0.93,3.76,Yes,Yes
756,24,Male,Graduate,Australia,4.3,Snapchat,No,8.7,8.6,Positive,Adult,0.49,8.22,No,No
349,19,Male,Undergraduate,Other,6.0,LinkedIn,No,4.6,4.4,Negative,Young Adult,1.3,3.14,Yes,Yes
963,18,Male,Graduate,Other,4.5,Snapchat,No,6.3,6.6,Neutral,Teen,0.71,5.76,No,Yes
429,20,Female,Graduate,UK,3.6,YouTube,No,8.7,8.4,Positive,Young Adult,0.41,8.31,No,No
855,19,Female,Undergraduate,Other,6.0,LinkedIn,No,6.1,5.9,Negative,Young Adult,0.98,4.79,Yes,Yes
538,24,Male,Graduate,Other,7.8,TikTok,Yes,4.9,4.9,Negative,Adult,1.59,3.05,Yes,Yes
413,20,Male,Graduate,USA,3.9,Instagram,No,6.7,6.8,Neutral,Young Adult,0.58,6.26,No,Yes
713,19,Female,Undergraduate,Other,7.3,YouTube,Yes,5.8,4.9,Negative,Young Adult,1.26,3.65,Yes,Yes
96,21,Female,High School,Other,6.0,Twitter,No,5.5,5.4,Negative,Young Adult,1.09,4.19,Yes,Yes
561,21,Female,Undergraduate,Canada,7.9,Twitter,Yes,5.6,4.6,Negative,Young Adult,1.41,3.19,Yes,Yes
1,22,Male,High School,USA,4.0,Twitter,No,7.7,8.5,Positive,Young Adult,0.52,7.75,No,No
647,22,Female,Undergraduate,USA,4.4,LinkedIn,No,6.7,6.7,Neutral,Young Adult,0.66,6.05,No,Yes
769,24,Female,Graduate,USA,4.0,LinkedIn,No,7.1,6.6,Neutral,Adult,0.56,6.31,No,No
527,21,Male,High School,UK,4.8,TikTok,Yes,6.3,6.3,Neutral,Young Adult,0.76,5.49,No,Yes
195,23,Male,High School,India,7.4,Snapchat,No,4.9,5.7,Negative,Adult,1.51,3.65,Yes,Yes
139,23,Female,High School,India,6.5,TikTok,No,5.3,4.9,Negative,Adult,1.23,3.64,Yes,Yes
38,20,Female,Graduate,Other,3.4,YouTube,No,7.3,6.9,Positive,Young Adult,0.47,6.77,No,No
696,19,Female,Graduate,Other,6.9,Twitter,Yes,6.1,4.5,Negative,Young Adult,1.13,3.68,Yes,Yes
235,21,Male,High School,Other,7.6,Facebook,Yes,5.0,4.2,Negative,Young Adult,1.52,2.74,Yes,Yes
464,23,Male,High School,Other,4.6,Instagram,Yes,6.7,6.3,Neutral,Adult,0.69,5.75,No,Yes
303,19,Male,Graduate,Other,3.0,YouTube,No,7.2,8.4,Positive,Young Adult,0.42,7.74,No,No
604,21,Female,High School,Other,6.4,Facebook,No,5.0,4.7,Negative,Young Adult,1.28,3.4,Yes,Yes
727,18,Female,High School,Other,6.5,Instagram,Yes,5.5,5.2,Negative,Teen,1.18,3.92,Yes,Yes
503,23,Male,Graduate,Other,8.7,Twitter,Yes,4.6,5.8,Negative,Adult,1.89,3.17,Yes,Yes
409,23,Female,Undergraduate,UK,7.0,Snapchat,Yes,5.5,5.9,Negative,Adult,1.27,4.19,Yes,Yes
848,23,Female,High School,USA,7.7,Snapchat,Yes,5.7,5.0,Negative,Adult,1.35,3.54,Yes,Yes
600,24,Female,Graduate,Other,3.6,Facebook,No,8.2,8.9,Positive,Adult,0.44,8.36,No,No
861,24,Male,Undergraduate,Canada,5.4,Snapchat,Yes,4.6,5.1,Negative,Adult,1.17,3.74,Yes,Yes
243,21,Male,Graduate,Other,2.1,Instagram,No,6.9,7.6,Positive,Young Adult,0.3,7.38,No,Yes
705,19,Male,High School,Australia,5.7,Facebook,Yes,7.4,6.2,Neutral,Young Adult,0.77,5.71,Yes,No
940,18,Female,Graduate,Other,6.2,YouTube,Yes,5.5,4.1,Negative,Teen,1.13,3.35,Yes,Yes
127,19,Male,Undergraduate,Other,2.9,LinkedIn,No,9.1,8.3,Positive,Young Adult,0.32,8.66,No,No
333,24,Female,High School,Other,1.6,YouTube,No,8.5,8.7,Positive,Adult,0.19,8.99,No,No
55,18,Female,Graduate,Other,6.6,Snapchat,Yes,4.8,4.3,Negative,Teen,1.38,3.0,Yes,Yes
339,22,Male,Undergraduate,Other,4.6,Snapchat,No,6.5,6.4,Neutral,Young Adult,0.71,5.71,No,Yes
307,24,Female,Undergraduate,Other,6.5,Facebook,No,5.0,4.6,Negative,Adult,1.3,3.31,Yes,Yes
609,23,Male,Undergraduate,India,1.9,TikTok,Yes,8.7,7.6,Positive,Adult,0.22,8.34,No,No
996,18,Male,Graduate,Other,7.1,Twitter,Yes,5.1,4.9,Negative,Teen,1.39,3.36,Yes,Yes
820,22,Male,High School,Other,2.5,YouTube,No,7.5,8.4,Positive,Young Adult,0.33,8.04,No,No
533,21,Female,High School,Other,1.7,Twitter,No,7.4,7.9,Positive,Young Adult,0.23,7.93,No,No
911,20,Male,Graduate,Other,5.0,Instagram,No,7.1,6.9,Neutral,Young Adult,0.7,6.19,No,No
972,23,Male,Undergraduate,Other,5.8,Instagram,Yes,5.3,5.0,Negative,Adult,1.09,3.91,Yes,Yes
905,19,Female,Undergraduate,Other,8.5,YouTube,No,5.9,4.6,Negative,Young Adult,1.44,3.16,Yes,Yes
870,21,Male,High School,Other,3.8,LinkedIn,No,7.0,8.4,Positive,Young Adult,0.54,7.4,No,No
381,18,Female,Graduate,Other,8.4,Snapchat,Yes,5.5,5.7,Negative,Teen,1.53,3.65,Yes,Yes
359,19,Female,Undergraduate,Other,5.5,Twitter,No,5.1,5.4,Negative,Young Adult,1.08,4.14,Yes,Yes
284,21,Male,Graduate,Other,8.0,YouTube,Yes,5.1,4.6,Negative,Young Adult,1.57,2.91,Yes,Yes
547,22,Male,Undergraduate,Australia,1.9,YouTube,No,8.7,8.7,Positive,Young Adult,0.22,9.0,No,No
502,22,Female,Undergraduate,Other,7.2,Twitter,Yes,5.8,5.2,Negative,Young Adult,1.24,3.86,Yes,Yes
173,18,Male,Graduate,Other,5.8,Instagram,Yes,5.7,4.5,Negative,Teen,1.02,3.81,Yes,Yes
884,24,Male,Undergraduate,Other,6.8,Instagram,Yes,5.9,5.1,Negative,Adult,1.15,3.97,Yes,Yes
163,18,Female,Graduate,Germany,1.9,YouTube,No,7.7,7.9,Positive,Teen,0.25,8.02,No,No
759,20,Male,Graduate,Other,6.3,YouTube,Yes,5.4,5.0,Negative,Young Adult,1.17,3.81,Yes,Yes
923,18,Male,High School,India,5.4,Snapchat,No,6.5,6.6,Neutral,Teen,0.83,5.59,Yes,Yes
241,18,Male,Undergraduate,Other,7.0,Snapchat,No,4.7,5.3,Negative,Teen,1.49,3.43,Yes,Yes
880,22,Female,Graduate,Other,6.3,YouTube,Yes,5.6,4.7,Negative,Young Adult,1.12,3.73,Yes,Yes
1,19,Female,Undergraduate,Bangladesh,5.4,Instagram,Yes,6.6,5.9,Negative,Young Adult,0.82,5.22,Yes,Yes
2,22,Male,Graduate,India,2.2,Twitter,No,7.5,8.0,Neutral,Young Adult,0.29,7.89,No,No
3,20,Female,Undergraduate,USA,6.0,TikTok,Yes,5.0,4.9,Negative,Young Adult,1.2,3.64,Yes,Yes
4,18,Male,High School,UK,2.9,YouTube,No,7.0,6.8,Positive,Teen,0.41,6.71,No,No
5,21,Male,Graduate,Canada,4.6,Facebook,Yes,6.2,6.0,Negative,Young Adult,0.74,5.32,No,Yes
6,19,Female,Undergraduate,Australia,7.3,Instagram,Yes,4.4,4.1,Negative,Young Adult,1.66,2.47,Yes,Yes
7,23,Male,Graduate,Germany,1.6,LinkedIn,No,8.2,9.0,Neutral,Adult,0.2,9.02,No,No
8,20,Female,Undergraduate,Brazil,5.9,Snapchat,Yes,6.0,5.8,Negative,Young Adult,0.98,4.71,Yes,Yes
9,18,Male,High School,Japan,4.2,TikTok,No,6.4,7.0,Positive,Teen,0.66,6.14,No,Yes
10,21,Female,Graduate,South Korea,3.2,Instagram,No,7.0,6.8,Positive,Young Adult,0.46,6.62,No,No
11,19,Male,Undergraduate,France,5.0,Snapchat,Yes,6.0,5.1,Negative,Young Adult,0.83,4.56,No,Yes
12,20,Female,Undergraduate,Spain,5.5,TikTok,Yes,5.9,5.9,Negative,Young Adult,0.93,4.84,Yes,Yes
13,22,Male,Graduate,Italy,3.1,LinkedIn,No,7.3,8.1,Positive,Young Adult,0.42,7.58,No,No
14,18,Female,High School,Mexico,6.4,Instagram,Yes,5.4,5.1,Negative,Teen,1.19,3.84,Yes,Yes
15,21,Male,Undergraduate,Russia,4.0,YouTube,No,6.8,6.9,Positive,Young Adult,0.59,6.34,No,Yes
16,20,Female,Undergraduate,China,4.2,TikTok,Yes,6.2,5.9,Negative,Young Adult,0.68,5.38,No,Yes
17,24,Male,Graduate,Sweden,1.9,LinkedIn,No,7.7,8.0,Neutral,Adult,0.25,8.08,No,No
18,19,Female,High School,Norway,4.9,Instagram,Yes,5.6,4.9,Negative,Young Adult,0.88,4.27,No,Yes
19,21,Male,Undergraduate,Denmark,3.5,Facebook,No,6.8,7.0,Positive,Young Adult,0.51,6.55,No,Yes
20,20,Female,Undergraduate,Netherlands,4.8,Snapchat,Yes,6.1,6.0,Negative,Young Adult,0.79,5.21,No,Yes
21,18,Male,High School,Belgium,5.4,TikTok,Yes,5.5,4.8,Negative,Teen,0.98,4.01,Yes,Yes
22,23,Female,Graduate,Switzerland,2.4,LinkedIn,No,7.4,7.8,Positive,Adult,0.32,7.66,No,No
23,19,Male,Undergraduate,Austria,4.9,Instagram,Yes,5.9,6.0,Negative,Young Adult,0.83,5.08,No,Yes
24,20,Female,Undergraduate,Portugal,6.0,TikTok,Yes,5.3,4.9,Negative,Young Adult,1.13,3.79,Yes,Yes
25,22,Male,Graduate,Greece,3.5,Facebook,No,6.9,6.9,Positive,Young Adult,0.51,6.54,No,Yes
26,19,Female,High School,Ireland,6.2,Instagram,Yes,5.3,5.1,Negative,Young Adult,1.17,3.85,Yes,Yes
27,21,Male,Undergraduate,New Zealand,3.8,YouTube,No,6.8,7.1,Positive,Young Adult,0.56,6.52,No,Yes
28,20,Female,Undergraduate,Singapore,4.4,TikTok,Yes,6.0,6.0,Negative,Young Adult,0.73,5.28,No,Yes
29,24,Male,Graduate,Malaysia,2.3,LinkedIn,No,7.3,8.0,Neutral,Adult,0.32,7.76,No,No
30,19,Female,High School,Thailand,5.7,Instagram,Yes,5.5,5.1,Negative,Young Adult,1.04,4.1,Yes,Yes
31,21,Male,Undergraduate,Vietnam,3.6,Facebook,No,6.6,6.9,Positive,Young Adult,0.55,6.36,No,Yes
32,20,Female,Undergraduate,Philippines,4.5,Snapchat,Yes,5.7,6.0,Negative,Young Adult,0.79,5.1,No,Yes
33,18,Male,High School,Indonesia,5.5,TikTok,Yes,5.4,5.1,Negative,Teen,1.02,4.11,Yes,Yes
34,23,Female,Graduate,Taiwan,2.7,LinkedIn,No,7.4,8.1,Positive,Adult,0.36,7.75,No,No
35,19,Male,Undergraduate,Hong Kong,4.6,Instagram,Yes,5.9,5.8,Negative,Young Adult,0.78,5.05,No,Yes
36,20,Female,Undergraduate,Turkey,5.8,TikTok,Yes,5.5,4.9,Negative,Young Adult,1.05,3.95,Yes,Yes
37,22,Male,Graduate,Israel,2.9,Facebook,No,6.8,6.9,Positive,Young Adult,0.43,6.67,No,Yes
38,19,Female,High School,UAE,6.0,Instagram,Yes,5.1,5.0,Negative,Young Adult,1.18,3.75,Yes,Yes
39,21,Male,Undergraduate,Egypt,3.9,YouTube,No,6.6,7.0,Negative,Young Adult,0.59,6.33,No,Yes
40,20,Female,Undergraduate,Morocco,4.7,TikTok,Yes,5.5,6.1,Negative,Young Adult,0.85,5.0,No,Yes
41,24,Male,Graduate,South Africa,2.6,LinkedIn,No,7.3,8.0,Positive,Adult,0.36,7.67,No,No
42,19,Female,High School,Nigeria,5.7,Instagram,Yes,5.4,5.0,Negative,Young Adult,1.06,3.99,Yes,Yes
43,21,Male,Undergraduate,Kenya,3.9,Facebook,No,6.5,7.1,Positive,Young Adult,0.6,6.34,No,Yes
44,20,Female,Undergraduate,Ghana,4.6,Snapchat,Yes,5.7,6.0,Negative,Young Adult,0.81,5.07,No,Yes
45,18,Male,High School,Argentina,5.5,TikTok,Yes,5.3,5.1,Negative,Teen,1.04,4.06,Yes,Yes
46,23,Female,Graduate,Chile,2.8,LinkedIn,No,7.3,8.0,Positive,Adult,0.38,7.61,No,No
47,19,Male,Undergraduate,Colombia,4.9,Instagram,Yes,6.1,5.9,Negative,Young Adult,0.8,5.12,No,Yes
48,20,Female,Undergraduate,Peru,5.3,TikTok,Yes,5.6,4.9,Negative,Young Adult,0.95,4.15,Yes,Yes
49,22,Male,Graduate,Venezuela,3.5,Facebook,No,6.7,6.8,Positive,Young Adult,0.52,6.38,No,Yes
50,19,Female,High School,Ecuador,6.5,Instagram,Yes,5.2,5.1,Negative,Young Adult,1.25,3.71,Yes,Yes
51,21,Male,Undergraduate,Uruguay,3.7,YouTube,No,6.4,7.1,Negative,Young Adult,0.58,6.35,No,Yes
52,20,Female,Undergraduate,Paraguay,4.8,TikTok,Yes,5.8,6.2,Negative,Young Adult,0.83,5.18,No,Yes
53,24,Male,Graduate,Bolivia,2.5,LinkedIn,No,7.1,8.1,Positive,Adult,0.35,7.66,No,No
54,19,Female,High School,Costa Rica,5.7,Instagram,Yes,5.4,5.1,Negative,Young Adult,1.06,4.05,Yes,Yes
55,21,Male,Undergraduate,Panama,3.5,Facebook,No,6.6,6.9,Positive,Young Adult,0.53,6.39,No,Yes
56,20,Female,Undergraduate,Jamaica,4.8,Snapchat,Yes,5.7,5.9,Negative,Young Adult,0.84,4.95,No,Yes
57,18,Male,High School,Trinidad,5.6,TikTok,Yes,5.1,5.1,Negative,Teen,1.1,3.93,Yes,Yes
58,23,Female,Graduate,Bahamas,3.0,LinkedIn,No,7.1,8.0,Positive,Adult,0.42,7.45,No,No
59,19,Male,Undergraduate,Iceland,4.7,Instagram,Yes,5.8,6.0,Negative,Young Adult,0.81,5.09,No,Yes
60,20,Female,Undergraduate,Finland,5.3,TikTok,Yes,5.7,5.0,Negative,Young Adult,0.93,4.26,Yes,Yes
61,22,Male,Graduate,Poland,3.2,Facebook,No,7.2,7.0,Positive,Young Adult,0.44,6.84,No,No
62,19,Female,Undergraduate,Romania,5.2,Instagram,Yes,5.6,5.1,Negative,Young Adult,0.93,4.3,Yes,Yes
63,20,Male,Undergraduate,Hungary,4.4,TikTok,Yes,6.0,6.1,Negative,Young Adult,0.73,5.34,No,Yes
64,18,Female,High School,Czech Republic,5.8,Snapchat,Yes,5.1,4.1,Negative,Teen,1.14,3.27,Yes,Yes
65,23,Male,Graduate,Slovakia,2.2,LinkedIn,No,7.4,8.1,Neutral,Adult,0.3,7.9,No,No
66,21,Female,Undergraduate,Croatia,4.6,Instagram,Yes,5.8,6.1,Negative,Young Adult,0.79,5.18,No,Yes
67,20,Male,Undergraduate,Serbia,3.7,YouTube,No,6.4,7.0,Negative,Young Adult,0.58,6.29,No,Yes
68,19,Female,High School,Slovenia,5.9,TikTok,Yes,5.4,5.1,Negative,Young Adult,1.09,3.99,Yes,Yes
69,22,Male,Graduate,Bulgaria,2.7,LinkedIn,No,7.0,7.9,Positive,Young Adult,0.39,7.43,No,No
70,20,Female,Undergraduate,Estonia,4.6,Instagram,Yes,5.9,6.1,Negative,Young Adult,0.78,5.23,No,Yes
71,18,Male,High School,Latvia,5.4,Snapchat,Yes,5.5,4.9,Negative,Teen,0.98,4.07,Yes,Yes
72,21,Female,Graduate,Lithuania,3.3,Facebook,No,6.8,7.0,Positive,Young Adult,0.49,6.61,No,Yes
73,19,Male,Undergraduate,Ukraine,4.9,TikTok,Yes,5.7,5.9,Negative,Young Adult,0.86,4.92,No,Yes
74,20,Female,Undergraduate,Moldova,5.6,Instagram,Yes,5.3,5.1,Negative,Young Adult,1.06,4.03,Yes,Yes
75,23,Male,Graduate,Belarus,2.6,LinkedIn,No,7.3,8.0,Positive,Adult,0.36,7.67,No,No
76,21,Female,Undergraduate,Kazakhstan,4.5,Snapchat,Yes,5.9,5.8,Negative,Young Adult,0.76,5.08,No,Yes
77,19,Male,High School,Uzbekistan,5.3,TikTok,Yes,5.3,5.0,Negative,Young Adult,1.0,4.06,Yes,Yes
78,22,Female,Graduate,Kyrgyzstan,2.8,Facebook,No,6.9,6.9,Positive,Young Adult,0.41,6.75,No,Yes
79,20,Male,Undergraduate,Tajikistan,4.9,YouTube,Yes,5.8,6.1,Negative,Young Adult,0.84,5.09,No,Yes
80,18,Female,High School,Armenia,6.0,Instagram,Yes,5.2,5.0,Negative,Teen,1.15,3.8,Yes,Yes
81,21,Male,Graduate,Georgia,2.9,LinkedIn,No,7.1,8.0,Positive,Young Adult,0.41,7.48,No,No
82,19,Female,Undergraduate,Azerbaijan,4.7,TikTok,Yes,5.6,5.9,Negative,Young Adult,0.84,4.93,No,Yes
83,20,Male,Undergraduate,Cyprus,3.8,Facebook,No,6.5,6.9,Negative,Young Adult,0.58,6.25,No,Yes
84,22,Female,Graduate,Malta,3.0,LinkedIn,No,7.2,8.0,Positive,Young Adult,0.42,7.5,No,No
85,18,Male,High School,Luxembourg,5.7,Snapchat,Yes,5.3,5.1,Negative,Teen,1.08,4.0,Yes,Yes
86,21,Female,Undergraduate,Monaco,4.6,Instagram,Yes,5.9,6.2,Negative,Young Adult,0.78,5.29,No,Yes
87,19,Male,High School,Andorra,5.5,TikTok,Yes,5.4,4.9,Negative,Young Adult,1.02,3.99,Yes,Yes
88,23,Female,Graduate,San Marino,2.6,LinkedIn,No,7.3,8.1,Positive,Adult,0.36,7.73,No,No
89,20,Male,Undergraduate,Vatican City,4.4,YouTube,Yes,5.9,5.8,Negative,Young Adult,0.75,5.11,No,Yes
90,18,Female,High School,Liechtenstein,5.8,Instagram,Yes,5.2,4.9,Negative,Teen,1.12,3.8,Yes,Yes
91,22,Male,Graduate,Montenegro,2.9,Facebook,No,6.9,6.9,Positive,Young Adult,0.42,6.72,No,Yes
92,19,Female,Undergraduate,Albania,4.7,TikTok,Yes,5.9,5.9,Negative,Young Adult,0.8,5.08,No,Yes
93,21,Male,Undergraduate,North Macedonia,3.8,Snapchat,No,6.3,6.8,Negative,Young Adult,0.6,6.09,No,Yes
94,20,Female,High School,Kosovo,5.5,Instagram,Yes,5.4,5.0,Negative,Young Adult,1.02,4.05,Yes,Yes
95,23,Male,Graduate,Bosnia,2.5,LinkedIn,No,7.4,8.0,Positive,Adult,0.34,7.75,No,No
96,19,Female,Undergraduate,Qatar,4.9,TikTok,Yes,5.7,6.0,Negative,Young Adult,0.86,4.98,No,Yes
97,18,Male,High School,Kuwait,5.7,Snapchat,Yes,5.6,5.1,Negative,Teen,1.02,4.15,Yes,Yes
98,22,Female,Graduate,Bahrain,2.5,LinkedIn,No,7.1,8.0,Positive,Young Adult,0.35,7.6,No,No
99,20,Male,Undergraduate,Oman,4.7,Instagram,Yes,5.8,6.1,Negative,Young Adult,0.81,5.15,No,Yes
100,21,Female,Undergraduate,Jordan,5.5,TikTok,Yes,5.5,5.0,Negative,Young Adult,1.0,4.1,Yes,Yes
101,19,Male,High School,Lebanon,5.9,YouTube,Yes,5.0,4.9,Negative,Young Adult,1.18,3.67,Yes,Yes
102,23,Female,Graduate,Iraq,2.1,LinkedIn,No,7.3,8.1,Positive,Adult,0.29,7.88,No,No
103,20,Male,Undergraduate,Yemen,5.0,Facebook,Yes,5.7,5.9,Negative,Young Adult,0.88,4.89,No,Yes
104,18,Female,High School,Syria,5.6,Instagram,Yes,5.5,4.9,Negative,Teen,1.02,4.01,Yes,Yes
105,22,Male,Graduate,Afghanistan,3.1,LinkedIn,No,6.9,7.0,Positive,Young Adult,0.45,6.72,No,Yes
106,19,Female,Undergraduate,Pakistan,4.6,TikTok,Yes,5.7,5.9,Negative,Young Adult,0.81,5.01,No,Yes
107,21,Male,Undergraduate,Nepal,3.9,YouTube,No,6.5,7.0,Negative,Young Adult,0.6,6.28,No,Yes
108,20,Female,High School,Bhutan,5.3,Snapchat,Yes,5.7,5.0,Negative,Young Adult,0.93,4.26,Yes,Yes
109,23,Male,Graduate,Sri Lanka,2.5,LinkedIn,No,7.2,8.0,Positive,Adult,0.35,7.65,No,No
110,19,Female,Undergraduate,Maldives,5.2,Instagram,Yes,6.0,5.9,Negative,Young Adult,0.87,4.98,Yes,Yes
111,20,Male,Undergraduate,Bangladesh,6.1,Instagram,Yes,6.3,5.0,Negative,Young Adult,0.97,4.32,Yes,Yes
112,21,Female,Undergraduate,India,5.8,TikTok,Yes,5.9,6.1,Negative,Young Adult,0.98,4.87,Yes,Yes
113,19,Male,Undergraduate,Nepal,5.0,Facebook,No,7.1,7.0,Positive,Young Adult,0.7,6.25,No,No
114,22,Female,Graduate,Pakistan,5.6,Instagram,Yes,6.0,5.2,Negative,Young Adult,0.93,4.44,Yes,Yes
115,20,Male,Undergraduate,Sri Lanka,5.2,TikTok,Yes,6.1,6.1,Negative,Young Adult,0.85,5.15,Yes,Yes
116,19,Female,Undergraduate,Maldives,4.9,Instagram,No,7.2,8.1,Positive,Young Adult,0.68,6.99,No,No
117,21,Male,Graduate,Bangladesh,6.4,Facebook,Yes,5.9,4.9,Negative,Young Adult,1.08,3.97,Yes,Yes
118,20,Female,Undergraduate,India,5.7,Instagram,Yes,6.1,6.1,Negative,Young Adult,0.93,5.0,Yes,Yes
119,22,Male,Graduate,Nepal,4.7,TikTok,No,7.2,7.0,Positive,Young Adult,0.65,6.39,No,No
120,19,Female,Undergraduate,Pakistan,5.6,Instagram,Yes,6.2,4.9,Negative,Young Adult,0.9,4.36,Yes,Yes
121,20,Male,Undergraduate,Sri Lanka,6.1,Facebook,Yes,6.1,6.0,Negative,Young Adult,1.0,4.82,Yes,Yes
122,21,Female,Graduate,Maldives,4.8,Instagram,No,7.5,8.1,Positive,Young Adult,0.64,7.17,No,No
123,19,Male,Undergraduate,Bangladesh,5.4,TikTok,Yes,6.3,5.1,Negative,Young Adult,0.86,4.59,Yes,Yes
124,22,Female,Graduate,India,5.6,Instagram,Yes,5.9,5.9,Negative,Young Adult,0.95,4.81,Yes,Yes
125,20,Male,Undergraduate,Nepal,4.7,Facebook,No,7.5,7.1,Positive,Young Adult,0.63,6.6,No,No
126,21,Female,Graduate,Pakistan,5.0,Instagram,Yes,6.2,4.9,Negative,Young Adult,0.81,4.54,No,Yes
127,19,Male,Undergraduate,Sri Lanka,5.7,TikTok,Yes,5.6,6.0,Negative,Young Adult,1.02,4.69,Yes,Yes
128,20,Female,Undergraduate,Maldives,4.3,Instagram,No,7.8,8.0,Positive,Young Adult,0.55,7.41,No,No
129,22,Male,Graduate,Bangladesh,5.1,Facebook,Yes,6.5,5.0,Negative,Young Adult,0.78,4.72,Yes,Yes
130,21,Female,Graduate,India,5.6,Instagram,Yes,5.6,6.1,Negative,Young Adult,1.0,4.78,Yes,Yes
131,19,Male,Undergraduate,Nepal,4.3,TikTok,No,7.7,6.9,Positive,Young Adult,0.56,6.7,No,No
132,20,Female,Undergraduate,Pakistan,5.1,Instagram,Yes,6.8,5.2,Negative,Young Adult,0.75,4.99,Yes,Yes
133,22,Male,Graduate,Sri Lanka,5.7,Facebook,Yes,5.7,5.8,Negative,Young Adult,1.0,4.62,Yes,Yes
134,21,Female,Graduate,Maldives,4.3,Instagram,No,8.0,7.9,Positive,Young Adult,0.54,7.45,No,No
135,19,Male,Undergraduate,Bangladesh,4.9,TikTok,Yes,6.7,5.0,Negative,Young Adult,0.73,4.88,No,Yes
136,20,Female,Undergraduate,India,5.5,Instagram,Yes,5.4,6.1,Negative,Young Adult,1.02,4.71,Yes,Yes
137,22,Male,Graduate,Nepal,4.3,Facebook,No,7.7,7.0,Positive,Young Adult,0.56,6.76,No,No
138,21,Female,Graduate,Pakistan,4.6,Instagram,Yes,6.9,5.0,Negative,Young Adult,0.67,5.07,No,Yes
139,19,Male,Undergraduate,Sri Lanka,5.4,TikTok,Yes,5.2,6.0,Negative,Young Adult,1.04,4.58,Yes,Yes
140,20,Female,Undergraduate,Maldives,4.1,Instagram,No,8.0,8.0,Positive,Young Adult,0.51,7.57,No,No
141,22,Male,Graduate,Bangladesh,4.7,Facebook,Yes,6.8,5.1,Negative,Young Adult,0.69,5.05,No,Yes
142,21,Female,Graduate,India,5.4,Instagram,Yes,5.1,6.1,Negative,Young Adult,1.06,4.59,Yes,Yes
143,19,Male,Undergraduate,Nepal,3.9,TikTok,No,8.0,7.1,Positive,Young Adult,0.49,7.09,No,No
144,20,Female,Undergraduate,Pakistan,4.6,Instagram,Yes,6.9,4.9,Negative,Young Adult,0.67,5.01,No,Yes
145,22,Male,Graduate,Sri Lanka,5.1,Facebook,Yes,5.0,6.0,Negative,Young Adult,1.02,4.57,Yes,Yes
146,21,Female,Graduate,Maldives,3.8,Instagram,No,8.1,8.0,Positive,Young Adult,0.47,7.71,No,No
147,19,Male,Undergraduate,Bangladesh,4.3,TikTok,Yes,7.2,4.9,Negative,Young Adult,0.6,5.25,No,No
148,20,Female,Undergraduate,India,4.8,Instagram,Yes,4.9,6.0,Negative,Young Adult,0.98,4.61,No,Yes
149,22,Male,Graduate,Nepal,3.9,Facebook,No,8.3,6.9,Positive,Young Adult,0.47,7.12,No,No
150,21,Female,Graduate,Pakistan,4.3,Instagram,Yes,7.3,5.1,Negative,Young Adult,0.59,5.42,No,No
151,19,Male,Undergraduate,Sri Lanka,4.8,TikTok,Yes,4.8,5.9,Negative,Young Adult,1.0,4.5,No,Yes
