student_id,age,gender,study_hours_per_day,sleep_hours_per_day,social_media_hours,exercise_hours_per_week,attendance_percentage,internet_access,part_time_job,stress_level,assignment_completion_rate,exam_score,cgpa,academic_performance
1079,20,Female,2.4,6.9,4.8,3.9,65.1,Yes,No,Medium,100.0,56.5,1.98,Poor
1080,24,Male,2.9,7.0,0.0,4.7,80.3,Yes,Yes,High,90.7,63.8,2.52,Average
1081,25,Male,6.1,6.6,4.0,4.5,69.3,Yes,Yes,Medium,100.0,77.1,2.55,Average
1082,25,Female,4.7,8.5,7.6,3.6,68.5,Yes,No,High,100.0,82.9,3.43,Good
1083,25,Male,2.7,6.0,4.1,3.6,87.3,Yes,No,High,96.5,69.8,2.87,Average
1084,22,Male,5.5,7.4,0.9,3.5,64.2,No,No,High,100.0,88.3,3.81,Good
1085,18,Male,2.4,7.1,3.5,1.8,96.1,Yes,No,Medium,92.3,64.7,2.19,Poor
1086,24,Male,5.0,5.1,0.7,8.3,83.6,Yes,No,Medium,100.0,90.5,3.55,Good
1087,24,Male,1.5,5.4,5.2,,81.6,Yes,No,Medium,94.0,44.5,1.33,Poor
1088,25,Male,5.1,7.0,1.3,5.2,71.7,Yes,Yes,Medium,100.0,87.1,3.4,Good
1089,22,Female,2.9,9.4,3.1,3.3,89.6,Yes,Yes,High,,60.4,2.93,Average
1090,18,Female,2.0,7.7,1.5,3.3,82.0,Yes,No,Medium,82.9,59.3,2.26,Average
1091,21,Male,3.2,4.9,2.0,3.1,75.1,No,No,Low,100.0,63.5,2.06,Poor
1092,21,Female,3.9,3.3,5.7,0.9,84.0,No,No,Medium,100.0,46.2,1.61,Poor
1093,24,Male,2.8,7.9,3.2,3.7,65.2,Yes,Yes,Medium,100.0,57.3,1.73,Poor
1094,20,Female,4.3,6.9,2.0,3.2,65.6,Yes,No,Medium,100.0,67.4,2.24,Average
1095,19,Male,2.6,,0.9,6.3,70.8,Yes,Yes,Medium,88.8,62.7,2.74,Average
1096,17,Female,4.4,5.9,0.0,1.6,85.5,Yes,No,Medium,100.0,85.4,2.91,Average
1097,24,Male,4.2,7.4,0.7,2.8,82.0,Yes,Yes,Medium,90.6,95.0,3.91,Good
1098,23,Female,3.4,8.0,3.2,,92.5,Yes,No,Medium,99.6,77.3,3.1,Average
1099,17,Male,2.8,6.5,4.8,6.9,72.8,No,Yes,High,100.0,63.7,2.36,Average
1100,20,Female,3.7,6.5,2.0,2.3,87.7,Yes,Yes,Medium,100.0,81.5,3.34,Good
1101,21,Male,4.3,7.0,5.8,,80.9,Yes,No,Medium,100.0,81.1,2.92,Average
1102,21,Female,6.6,7.7,1.7,5.9,72.6,No,No,Low,,99.2,4.0,Good
1103,25,Male,4.9,7.0,2.6,3.7,85.9,Yes,No,Medium,100.0,87.7,3.26,Good
1104,18,Female,5.0,8.2,1.1,1.2,81.3,Yes,No,Medium,100.0,92.3,3.56,Good
1105,19,Female,8.1,6.4,4.8,1.3,75.7,No,No,Medium,100.0,85.0,3.22,Good
1106,18,Female,4.3,5.4,6.8,5.7,82.4,Yes,No,High,100.0,89.6,3.82,Good
1107,19,Male,4.2,9.4,0.0,1.5,80.7,Yes,No,Medium,100.0,94.8,3.98,Good
1108,25,Male,4.6,6.3,12.0,4.8,80.5,Yes,No,High,100.0,82.8,2.39,Average
1109,25,Male,2.0,,5.3,4.2,77.9,Yes,No,Medium,77.9,43.9,1.85,Poor
1110,17,Male,2.8,6.9,0.4,,69.0,No,No,Medium,,75.9,2.43,Average
1111,22,Female,2.7,7.1,4.0,4.9,82.7,Yes,No,High,100.0,59.3,2.25,Average
1112,19,Female,4.5,6.5,5.2,2.1,74.0,Yes,Yes,Medium,100.0,78.1,3.09,Average
1113,18,Female,3.2,7.0,3.1,2.0,71.8,Yes,No,High,100.0,56.1,2.12,Poor
1114,19,Female,3.7,7.0,4.0,5.4,79.6,Yes,No,High,100.0,89.3,3.75,Good
1115,18,Female,5.1,7.2,6.2,2.7,89.3,Yes,No,Medium,100.0,71.5,3.11,Average
1116,21,Female,4.8,4.2,6.5,0.0,83.9,Yes,No,High,100.0,78.5,2.87,Average
1117,25,Female,3.3,9.3,2.9,5.3,76.7,Yes,Yes,High,100.0,51.6,1.78,Poor
1118,22,Male,2.5,6.8,2.0,1.9,76.3,Yes,Yes,Medium,88.2,63.3,2.52,Average
1119,23,Female,5.2,7.7,1.3,4.9,88.4,Yes,No,Low,100.0,87.1,2.94,Average
1120,21,Female,4.7,5.3,4.8,6.8,58.0,Yes,No,Medium,,79.6,3.02,Average
1121,17,Male,1.1,6.4,0.5,4.0,90.0,Yes,No,High,70.5,56.0,2.71,Average
1122,17,Male,3.0,6.2,2.5,6.0,63.3,Yes,No,High,100.0,71.7,2.34,Average
1123,19,Female,3.7,,3.2,4.3,67.8,Yes,No,High,85.5,60.8,2.31,Average
1124,19,Female,4.7,6.3,2.1,7.2,76.9,Yes,No,Medium,100.0,78.8,2.95,Average
1125,24,Female,4.9,7.9,3.5,1.9,100.0,Yes,No,Low,100.0,86.6,4.0,Good
1126,24,Female,3.9,6.2,7.6,4.0,98.8,Yes,Yes,Medium,100.0,78.5,2.95,Average
1127,24,Male,4.4,,2.8,5.3,89.1,Yes,No,Medium,100.0,85.0,3.23,Good
1128,22,Male,15.0,6.7,2.2,3.6,85.6,No,No,Low,,81.2,2.89,Average
1129,22,Female,2.5,8.5,4.8,6.3,63.4,Yes,No,Low,90.9,57.0,2.28,Average
1130,22,Female,3.1,4.7,3.4,3.1,83.6,Yes,No,Low,100.0,74.3,3.06,Average
1131,20,Male,3.5,5.4,5.6,8.1,76.5,Yes,No,Low,99.6,59.4,2.07,Poor
1132,23,Female,3.4,4.7,3.3,8.2,73.8,Yes,No,High,100.0,71.6,3.21,Good
1133,24,Male,0.7,5.7,2.6,4.6,83.5,Yes,No,Medium,74.3,63.7,2.64,Average
1134,23,Female,2.9,6.0,0.0,5.1,77.3,Yes,No,Medium,100.0,56.8,2.57,Average
1135,22,Male,3.6,5.1,0.1,6.4,90.7,Yes,Yes,Medium,100.0,84.2,3.25,Good
1136,17,Male,3.1,6.1,0.0,1.6,62.6,Yes,No,High,92.1,72.0,2.96,Average
1137,23,Male,3.1,4.6,3.7,1.4,82.8,Yes,No,High,99.0,80.2,3.13,Average
1138,20,Male,4.2,5.8,0.5,6.5,73.2,Yes,No,Medium,100.0,84.5,3.89,Good
1139,23,Female,1.9,8.4,5.3,4.5,77.9,Yes,No,Medium,73.6,55.2,2.25,Average
1140,21,Male,1.1,7.5,3.1,3.5,85.0,No,No,Medium,88.2,57.1,2.29,Average
1141,24,Male,3.0,7.2,2.6,4.0,70.8,Yes,No,Medium,95.7,58.9,2.2,Poor
1142,20,Female,4.6,5.8,1.5,0.0,83.6,Yes,No,Medium,,81.1,3.06,Average
1143,25,Female,6.0,5.2,4.1,3.6,79.9,Yes,Yes,Medium,100.0,79.3,3.26,Good
1144,24,Male,4.7,5.6,1.6,2.5,75.4,No,No,Medium,100.0,93.3,4.0,Good
1145,19,Male,1.3,6.9,1.2,5.8,77.3,Yes,No,Medium,75.2,59.2,2.13,Poor
1146,21,Male,3.2,8.0,5.1,6.0,80.5,Yes,No,Medium,100.0,58.3,2.38,Average
1147,21,Female,3.9,8.1,3.6,5.2,74.3,Yes,No,Medium,100.0,73.8,3.02,Average
1148,23,Male,3.8,7.8,2.6,4.8,82.1,Yes,No,Medium,100.0,84.3,3.5,Good
1149,23,Male,4.3,,4.2,1.0,79.2,Yes,No,Medium,100.0,83.9,2.76,Average
1150,24,Male,2.1,7.0,3.0,5.2,75.9,Yes,Yes,Medium,83.1,51.6,1.74,Poor
1151,20,Female,3.6,6.6,3.7,5.3,97.9,Yes,Yes,Low,100.0,52.4,1.62,Poor
1152,21,Male,4.1,6.8,1.5,6.5,86.2,Yes,No,Medium,100.0,84.1,3.37,Good
1153,20,Female,4.7,9.4,6.7,8.2,78.2,Yes,No,Medium,100.0,68.1,2.41,Average
1154,25,Male,2.3,4.9,2.0,0.6,83.5,Yes,No,Medium,99.4,69.6,2.61,Average
1155,19,Female,3.0,6.7,5.8,3.2,71.7,No,No,Medium,100.0,67.9,2.3,Average
1156,22,Male,0.5,8.5,2.7,2.5,77.6,Yes,Yes,Low,76.0,56.1,2.1,Poor
1157,18,Male,2.6,5.2,4.5,,78.8,Yes,No,Low,85.7,75.4,2.62,Average
1158,24,Male,2.7,6.2,4.3,4.0,69.5,Yes,No,Medium,100.0,69.5,3.04,Average
1159,20,Female,2.0,6.4,5.1,3.5,85.9,Yes,No,Low,100.0,72.2,3.06,Average
1160,20,Female,3.7,6.7,1.5,6.1,76.9,Yes,No,Medium,100.0,85.7,3.48,Good
1161,22,Male,3.4,5.1,4.9,,78.4,Yes,No,Medium,100.0,79.1,3.06,Average
1162,21,Male,0.5,7.7,6.3,1.9,76.3,Yes,No,High,81.8,40.9,0.92,Poor
1163,24,Female,3.8,7.8,2.5,2.0,100.0,Yes,No,Medium,100.0,71.5,2.7,Average
1164,21,Female,2.1,7.6,3.1,3.3,75.4,Yes,No,Low,70.7,78.5,2.87,Average
1165,21,Male,4.2,6.0,2.1,1.5,61.3,Yes,No,Medium,100.0,72.7,2.99,Average
1166,17,Male,1.6,7.1,2.4,3.9,66.0,Yes,No,High,91.1,62.0,2.7,Average
1167,17,Female,3.5,5.9,6.1,3.7,89.6,Yes,No,Medium,100.0,66.2,2.76,Average
1168,20,Female,3.1,6.6,1.2,2.4,95.4,Yes,No,High,100.0,83.9,3.8,Good
1169,25,Female,4.0,9.6,1.3,5.7,75.2,Yes,No,Medium,100.0,56.4,2.06,Poor
1170,25,Female,3.7,7.1,5.9,3.9,94.8,Yes,No,Low,100.0,70.5,2.61,Average
1171,22,Male,3.1,5.6,4.1,6.1,89.4,Yes,No,Low,100.0,69.3,3.13,Average
1172,22,Male,1.2,7.2,6.8,3.6,80.1,Yes,No,High,85.1,51.1,2.1,Poor
1173,20,Male,1.3,5.4,2.2,4.0,79.4,Yes,Yes,High,85.0,63.4,2.45,Average
1174,18,Male,2.6,5.6,3.2,2.9,83.8,Yes,Yes,High,100.0,56.7,2.92,Average
1175,17,Male,3.5,5.8,1.8,4.0,90.8,Yes,No,Medium,100.0,82.2,3.49,Good
1176,20,Male,2.6,,3.3,5.4,86.0,Yes,No,High,100.0,75.7,2.96,Average
1177,19,Male,4.4,8.1,0.0,3.2,75.2,Yes,No,Low,100.0,100.0,3.76,Good
1178,18,Female,3.1,7.7,4.2,5.0,80.3,Yes,No,Medium,100.0,72.0,3.35,Good
1179,19,Male,2.1,7.6,3.6,2.4,100.0,Yes,No,Medium,96.3,62.4,2.57,Average
1180,17,Male,3.1,5.7,2.9,5.5,84.5,Yes,No,High,99.0,59.7,2.4,Average
1181,22,Female,3.8,6.4,2.3,2.8,90.7,Yes,Yes,Medium,98.5,93.6,3.98,Good
1182,25,Female,4.0,7.3,1.4,5.7,87.4,Yes,Yes,Medium,100.0,86.3,3.76,Good
1183,23,Female,6.3,6.2,4.3,4.1,84.7,Yes,No,Low,100.0,93.6,3.93,Good
1184,21,Female,2.5,6.7,0.9,7.0,83.1,Yes,Yes,Medium,96.7,54.8,2.5,Average
1185,20,Female,3.4,7.5,3.9,1.7,91.0,Yes,No,Low,100.0,65.6,2.78,Average
1186,19,Male,4.1,6.6,6.7,1.0,89.2,Yes,No,High,100.0,79.3,3.37,Good
1187,18,Male,3.5,,5.7,2.8,84.6,Yes,No,Low,100.0,71.7,2.61,Average
1188,22,Female,2.7,8.9,0.3,1.2,75.1,Yes,No,Medium,93.3,52.3,2.72,Average
1189,22,Male,1.2,6.8,2.0,1.2,85.9,Yes,No,Medium,74.4,61.5,2.03,Poor
1190,17,Male,2.7,8.4,3.8,5.2,81.3,No,No,Medium,99.0,52.2,2.19,Poor
1191,20,Male,1.9,7.7,2.9,4.0,78.9,Yes,No,Medium,,69.3,2.3,Average
1192,19,Male,0.9,5.2,0.5,3.0,100.0,Yes,No,Medium,,63.2,2.49,Average
1193,18,Male,2.3,5.7,3.7,3.2,66.6,Yes,No,Medium,96.2,52.5,1.9,Poor
1194,23,Male,1.9,6.0,3.0,2.8,91.6,No,No,Medium,100.0,70.9,2.89,Average
1195,21,Female,4.4,6.0,6.4,7.3,73.4,Yes,No,High,89.5,73.8,3.07,Average
1196,22,Female,4.4,6.9,2.5,2.5,83.3,Yes,No,Medium,100.0,91.2,3.31,Good
1197,23,Male,2.1,7.7,5.1,1.4,100.0,Yes,No,Medium,100.0,65.1,2.6,Average
1198,25,Female,3.1,8.5,0.7,,72.4,Yes,No,High,97.4,70.2,3.3,Good
1199,24,Male,0.7,7.4,1.1,3.6,74.8,Yes,No,Medium,70.6,47.9,1.46,Poor
1200,22,Female,2.8,6.5,4.3,8.1,81.8,Yes,No,High,94.4,66.4,2.36,Average
1201,24,Female,4.1,4.5,5.0,2.9,73.5,Yes,No,High,100.0,84.7,3.69,Good
1202,21,Male,4.7,,1.3,5.7,90.8,Yes,No,High,100.0,83.8,3.38,Good
1203,25,Female,2.4,7.0,3.0,6.2,76.7,No,No,Medium,90.1,66.9,2.73,Average
1204,23,Female,5.1,7.2,0.5,3.0,88.5,Yes,Yes,Medium,100.0,83.8,3.71,Good
1205,22,Female,1.2,9.5,2.7,,68.7,No,No,Medium,91.7,33.3,1.05,Poor
1206,25,Female,1.6,8.5,4.5,5.5,63.9,Yes,Yes,Medium,69.7,50.3,1.83,Poor
1207,21,Female,4.6,7.9,2.2,5.1,79.7,No,No,High,100.0,84.1,3.14,Average
1208,23,Male,6.0,5.8,2.6,,66.3,Yes,No,Medium,100.0,86.6,3.34,Good
1209,19,Female,4.2,,1.0,1.7,97.2,Yes,No,High,100.0,74.5,3.45,Good
1210,25,Female,3.4,6.9,1.8,0.0,66.7,Yes,No,Medium,97.2,70.5,2.23,Average
1211,22,Female,0.5,6.1,6.2,5.2,71.6,Yes,No,Low,72.5,42.0,1.26,Poor
1212,24,Male,0.5,,3.1,3.5,86.1,Yes,No,Medium,81.5,42.3,1.22,Poor
1213,21,Female,3.7,7.4,1.2,3.7,76.1,Yes,No,High,100.0,63.6,3.03,Average
1214,24,Male,3.0,5.7,2.4,0.6,66.8,Yes,No,Medium,100.0,61.4,2.24,Average
1215,17,Female,1.8,8.4,0.1,1.8,100.0,Yes,No,High,88.8,74.8,2.88,Average
1216,18,Male,3.6,7.1,1.2,3.0,72.0,Yes,Yes,Medium,100.0,75.6,2.46,Average
1217,21,Female,3.7,4.9,5.4,,80.0,Yes,No,High,86.6,62.2,2.4,Average
1218,23,Female,4.9,6.9,2.7,4.2,79.9,Yes,Yes,Medium,100.0,84.3,3.67,Good
1219,24,Male,3.7,7.3,6.4,5.2,89.1,Yes,No,High,100.0,78.3,3.22,Good
1220,20,Male,5.3,,2.8,8.5,86.6,Yes,Yes,Medium,100.0,79.4,3.14,Average
1221,22,Male,3.5,6.6,2.9,,73.7,Yes,No,Medium,100.0,70.0,2.25,Average
1222,21,Female,3.3,8.0,4.2,6.2,78.7,Yes,Yes,High,100.0,78.7,3.03,Average
1223,25,Female,5.1,7.2,0.0,2.3,79.7,Yes,No,Low,100.0,78.5,3.19,Average
1224,22,Male,2.0,5.4,3.4,0.7,89.5,Yes,No,Medium,100.0,71.8,2.52,Average
1225,20,Male,7.7,5.3,2.9,,70.3,Yes,No,High,100.0,100.0,4.0,Good
1226,25,Male,4.1,,5.7,0.8,100.0,No,Yes,Medium,100.0,77.2,3.4,Good
1227,17,Male,4.1,,4.7,4.0,74.4,Yes,No,High,100.0,68.8,2.57,Average
1228,25,Female,4.3,7.4,1.0,2.4,81.9,Yes,No,Medium,100.0,89.8,3.85,Good
1229,18,Female,6.3,,5.2,0.1,70.4,Yes,Yes,High,100.0,85.8,3.39,Good
1230,19,Male,4.7,8.3,2.5,7.5,69.0,Yes,No,Medium,100.0,59.0,2.76,Average
1231,24,Female,1.1,7.8,1.4,2.9,73.3,Yes,No,Medium,73.1,51.5,2.77,Average
1232,23,Male,5.6,5.9,3.4,0.7,72.3,Yes,No,High,100.0,88.9,3.17,Average
1233,25,Female,3.0,9.1,2.6,5.8,77.9,No,No,Medium,100.0,73.1,3.19,Average
1234,23,Male,3.7,7.6,5.8,2.5,72.2,Yes,Yes,Low,100.0,58.9,2.81,Average
1235,22,Female,1.6,6.5,3.6,6.2,89.0,Yes,No,Medium,94.1,56.2,1.91,Poor
1236,20,Female,4.3,6.2,3.4,2.5,74.2,Yes,Yes,Medium,100.0,83.0,3.12,Average
1237,17,Male,2.5,7.3,4.6,2.9,73.1,Yes,No,High,80.5,58.3,2.13,Poor
1238,18,Female,3.7,5.0,5.0,4.7,78.1,Yes,No,Medium,86.2,56.8,2.23,Average
1239,19,Female,3.1,7.8,4.4,5.2,91.9,Yes,No,High,100.0,80.1,3.08,Average
1240,17,Male,6.4,5.9,5.6,5.5,84.1,Yes,No,High,100.0,90.5,3.55,Good
1241,21,Male,6.5,7.4,4.1,3.8,81.0,Yes,No,Medium,100.0,100.0,4.0,Good
1242,23,Female,3.6,6.4,3.3,5.1,67.7,Yes,Yes,Medium,100.0,56.1,1.58,Poor
1243,25,Male,3.6,6.7,5.2,5.5,70.6,No,No,Medium,100.0,64.7,2.25,Average
1244,21,Male,2.9,6.1,2.8,4.4,69.2,Yes,No,Low,100.0,67.6,2.94,Average
1245,24,Male,5.2,6.8,3.1,3.7,95.1,Yes,Yes,Medium,100.0,89.3,3.76,Good
1246,25,Female,3.0,9.3,6.1,1.1,87.3,Yes,Yes,Medium,100.0,56.0,1.87,Poor
1247,24,Male,2.9,8.7,5.9,5.2,73.4,Yes,No,High,86.0,40.7,1.82,Poor
1248,21,Male,5.0,7.4,3.0,4.1,76.4,No,Yes,Medium,100.0,94.2,4.0,Good
1249,19,Female,2.7,7.0,2.2,3.2,73.7,Yes,No,Low,100.0,66.1,2.63,Average
1250,25,Female,3.4,8.0,5.6,6.6,73.1,Yes,No,Medium,100.0,74.0,2.61,Average
1251,19,Female,1.1,8.4,4.4,1.1,86.6,Yes,No,High,91.5,60.1,2.71,Average
1252,20,Male,4.6,6.0,3.6,7.3,79.1,Yes,Yes,Medium,100.0,83.6,3.95,Good
1253,17,Female,6.4,6.9,2.4,4.0,100.0,Yes,Yes,Medium,100.0,100.0,3.69,Good
1254,24,Female,4.6,4.8,3.6,4.6,94.5,Yes,Yes,High,100.0,88.3,3.54,Good
1255,22,Male,5.7,8.3,3.0,3.2,95.1,Yes,No,Low,100.0,100.0,4.0,Good
1256,17,Female,2.2,9.5,1.8,0.7,88.7,No,No,Medium,94.3,66.9,2.71,Average
1257,18,Male,3.9,7.1,3.2,3.7,77.8,Yes,No,Medium,85.2,88.4,2.93,Average
1258,21,Male,2.1,4.4,3.5,4.7,88.0,Yes,Yes,Medium,85.2,50.3,2.17,Poor
1259,21,Male,3.2,7.7,2.3,5.4,78.5,Yes,No,High,100.0,56.4,1.91,Poor
1260,24,Female,4.7,5.9,4.6,3.6,98.3,Yes,No,Low,100.0,92.6,3.26,Good
1261,19,Male,3.7,6.2,5.3,0.0,86.0,Yes,No,High,96.7,64.8,1.99,Poor
1262,25,Male,1.4,7.8,4.7,0.9,84.6,Yes,No,Medium,87.9,69.9,3.21,Good
1263,21,Male,1.5,7.3,2.5,8.1,83.3,Yes,No,High,79.6,68.3,2.44,Average
1264,24,Male,1.4,6.4,4.4,1.8,99.4,Yes,No,High,,72.4,3.01,Average
1265,19,Male,4.2,6.2,3.1,6.9,67.7,Yes,No,High,100.0,79.9,3.4,Good
1266,17,Female,6.6,7.2,0.8,,100.0,Yes,No,Low,100.0,99.2,4.0,Good
1267,17,Male,5.5,6.5,4.2,,80.1,Yes,No,Medium,100.0,72.8,3.02,Average
1268,20,Male,0.7,5.7,3.3,5.3,67.9,Yes,No,High,99.7,56.1,2.38,Average
1269,25,Female,5.6,6.6,7.7,2.4,74.5,Yes,No,Medium,100.0,67.6,2.75,Average
1270,17,Male,4.9,7.4,5.6,7.2,65.5,Yes,No,Medium,100.0,86.4,3.19,Average
1271,20,Female,1.2,6.8,4.3,4.2,88.5,Yes,No,High,84.3,59.4,2.08,Poor
1272,17,Male,3.0,,3.4,4.9,71.6,Yes,No,High,93.6,63.6,2.51,Average
1273,25,Male,5.1,8.2,3.3,3.5,83.7,Yes,No,Medium,100.0,89.0,3.52,Good
1274,23,Male,4.3,3.7,1.2,5.3,93.3,Yes,No,High,100.0,89.2,3.72,Good
1275,23,Male,1.5,6.5,0.0,7.2,75.3,Yes,No,Low,100.0,57.0,2.67,Average
1276,23,Male,4.4,6.3,1.4,3.7,79.3,Yes,Yes,High,100.0,92.4,3.81,Good
1277,22,Female,0.5,2.0,2.9,7.5,69.0,Yes,Yes,High,51.3,54.9,1.91,Poor
1278,23,Male,3.2,7.7,0.0,2.8,78.1,Yes,No,Low,91.2,73.9,2.19,Poor
1279,17,Female,5.2,8.4,2.0,5.5,100.0,Yes,No,Low,100.0,88.8,3.28,Good
1280,24,Female,3.5,6.1,2.6,5.0,89.8,Yes,No,High,100.0,86.3,2.98,Average
1281,23,Male,2.8,7.7,2.6,1.9,79.4,Yes,Yes,Medium,97.9,49.7,1.73,Poor
1282,23,Male,4.8,7.2,1.8,4.4,75.9,Yes,No,Low,100.0,86.1,3.53,Good
1283,20,Male,5.0,4.9,2.4,4.0,81.6,Yes,No,Medium,100.0,90.6,3.65,Good
1284,24,Male,5.5,9.3,6.1,2.3,83.3,Yes,Yes,Medium,100.0,77.1,3.73,Good
1285,20,Male,4.8,5.3,4.2,4.7,77.8,Yes,No,Medium,100.0,87.2,3.66,Good
1286,17,Female,5.1,7.5,2.0,4.3,87.3,Yes,No,High,100.0,88.3,4.0,Good
1287,25,Female,4.6,7.5,2.9,3.9,72.5,Yes,No,Medium,100.0,73.5,3.19,Average
1288,19,Male,3.9,7.3,2.9,3.9,72.4,Yes,No,Medium,100.0,79.8,3.57,Good
1289,17,Female,3.6,6.4,1.6,3.8,85.7,Yes,Yes,Low,100.0,68.0,2.59,Average
1290,22,Female,3.1,8.0,1.6,3.3,70.3,Yes,No,Medium,100.0,74.3,2.6,Average
1291,19,Male,1.7,5.1,4.8,4.3,89.3,Yes,Yes,Medium,90.9,41.6,1.51,Poor
1292,24,Female,2.1,6.9,2.2,2.7,81.9,Yes,Yes,High,88.7,64.1,2.56,Average
1293,20,Female,3.1,6.3,1.0,9.3,63.7,Yes,No,High,100.0,65.7,2.41,Average
1294,17,Female,3.9,,2.9,1.2,83.1,Yes,Yes,Medium,100.0,71.3,2.5,Average
1295,25,Female,5.7,7.5,3.2,2.8,65.1,Yes,Yes,High,100.0,86.4,3.6,Good
1296,21,Male,3.4,8.3,0.0,3.0,88.9,Yes,No,Low,100.0,78.0,2.77,Average
1297,19,Male,5.0,6.6,2.9,8.1,79.5,Yes,No,Medium,100.0,91.9,3.14,Average
1298,23,Female,5.1,,4.6,1.4,100.0,Yes,No,High,100.0,93.6,3.35,Good
1299,21,Male,3.2,7.1,3.8,4.9,92.7,Yes,No,Medium,100.0,75.6,2.94,Average
1300,17,Male,4.4,5.9,7.0,4.5,71.4,Yes,No,High,100.0,71.9,2.53,Average
1301,23,Female,3.1,6.7,5.3,,61.8,No,Yes,Low,99.4,55.0,2.12,Poor
1302,20,Male,5.5,6.6,5.6,6.5,74.4,Yes,Yes,High,100.0,79.1,3.37,Good
1303,23,Male,4.5,6.2,8.0,6.4,69.8,Yes,No,Low,100.0,70.0,3.0,Average
1304,25,Female,1.7,7.5,4.4,3.1,100.0,Yes,No,Low,100.0,60.8,2.2,Poor
1305,22,Male,3.7,7.3,3.3,4.4,81.9,Yes,No,Medium,100.0,82.6,2.85,Average
1306,23,Male,6.0,5.1,4.8,0.3,91.3,Yes,No,High,100.0,93.4,3.53,Good
1307,19,Female,3.2,5.0,2.0,4.2,79.1,Yes,No,Medium,100.0,73.5,3.17,Average
1308,19,Male,4.2,7.5,3.2,2.4,80.2,Yes,No,Medium,100.0,65.4,2.93,Average
1309,20,Male,4.3,6.0,1.8,3.6,81.7,Yes,No,Low,100.0,87.9,3.64,Good
1310,24,Male,1.9,7.4,3.7,,93.1,Yes,No,Low,100.0,57.9,2.74,Average
1311,21,Female,4.3,,1.8,4.8,85.1,Yes,Yes,Low,100.0,72.8,3.52,Good
1312,20,Male,1.4,5.5,1.8,0.6,71.4,Yes,Yes,High,89.0,66.8,2.5,Average
1313,24,Male,2.6,5.3,3.7,4.3,98.2,Yes,No,Low,100.0,74.8,3.51,Good
1314,24,Male,5.1,9.0,2.8,1.5,79.1,Yes,No,Medium,100.0,92.3,3.6,Good
1315,25,Male,4.0,7.4,0.0,2.3,77.4,Yes,Yes,Medium,100.0,83.0,3.68,Good
1316,19,Female,3.0,6.5,0.4,6.3,53.7,Yes,No,Medium,89.8,61.8,2.72,Average
1317,23,Male,4.2,5.9,0.9,5.2,88.3,Yes,No,Medium,100.0,80.6,2.53,Average
1318,22,Female,3.4,6.4,1.4,6.3,83.0,Yes,No,Low,87.4,80.4,2.88,Average
1319,21,Male,3.5,5.6,3.7,7.1,83.0,Yes,No,Medium,100.0,80.6,2.8,Average
1320,20,Male,4.5,8.1,3.4,2.5,78.0,Yes,No,Medium,100.0,77.5,2.48,Average
1321,18,Female,2.4,6.1,4.9,7.0,76.2,Yes,Yes,Low,96.3,75.2,3.31,Good
1322,19,Male,3.6,8.3,4.4,1.1,78.3,Yes,No,Medium,92.7,67.8,3.44,Good
1323,21,Male,3.0,6.5,4.9,5.5,86.6,Yes,Yes,Low,100.0,56.0,2.15,Poor
1324,24,Female,1.1,5.7,4.1,3.0,88.4,Yes,No,High,78.7,40.0,1.9,Poor
1325,24,Male,2.1,6.5,3.4,2.1,79.7,Yes,No,High,81.7,46.3,2.37,Average
1326,18,Female,5.9,3.9,5.0,5.2,91.5,Yes,Yes,Low,100.0,88.1,3.6,Good
1327,23,Female,4.1,6.9,4.7,5.9,81.2,Yes,No,Medium,100.0,72.2,2.88,Average
1328,17,Male,1.5,6.8,3.7,5.8,77.0,Yes,No,Medium,80.2,59.0,2.27,Average
1329,23,Male,1.2,8.0,5.3,4.4,84.0,Yes,No,High,87.2,50.7,2.22,Average
1330,20,Male,3.3,,0.0,4.3,68.4,Yes,No,Medium,100.0,77.3,3.4,Good
1331,21,Male,5.8,8.4,2.5,5.1,84.3,Yes,No,Medium,100.0,92.9,3.88,Good
1332,23,Male,3.2,8.0,2.4,4.6,66.6,Yes,No,Low,,65.5,2.77,Average
1333,20,Female,5.5,8.5,5.1,5.1,71.7,Yes,No,Low,100.0,76.6,3.04,Average
1334,24,Male,4.0,6.9,5.8,4.4,61.8,Yes,No,Medium,100.0,76.5,2.5,Average
1335,21,Female,4.2,8.2,0.4,5.7,80.2,Yes,Yes,Medium,100.0,68.9,3.07,Average
1336,25,Male,1.5,5.2,5.5,0.7,98.1,Yes,Yes,High,83.5,60.4,1.97,Poor
1337,22,Male,4.9,7.9,0.9,3.7,80.8,Yes,No,High,100.0,84.8,3.61,Good
1338,19,Male,3.0,6.1,0.9,1.2,88.4,Yes,No,Medium,,79.8,3.46,Good
1339,23,Female,4.8,5.0,2.6,4.6,100.0,Yes,Yes,Medium,100.0,89.3,3.17,Average
1340,20,Male,2.3,5.7,2.4,7.3,86.0,Yes,No,High,87.3,64.8,2.38,Average
1341,21,Male,3.8,7.0,0.2,3.1,74.3,Yes,No,High,100.0,73.7,3.69,Good
1342,18,Female,4.0,6.0,4.2,4.3,75.7,No,No,High,100.0,83.6,3.32,Good
1343,18,Female,3.3,7.5,4.2,,82.0,Yes,Yes,High,99.7,68.5,2.31,Average
1344,22,Male,4.1,4.8,4.9,0.0,75.7,Yes,No,Medium,,87.8,3.79,Good
